SGB_ID,T1900044948_TA20190001,T1900044949_TA20190002,T1900044950_TA20190003,T1900044951_TA20190004,T1900044952_TA20190005,T1900044953_TA20190006,T1900044954_TA20190008,T1900044955_TA20190009,T1900044956_TA20190011,T1900044957_TA20190013,T1900044958_TA20190014,T1900044959_TA20190016,T1900044960_TA20190018,T1900044961_TA20190021,T1900044962_TA20190024,T1900044965_TA20190027,T1900044966_TA20190028,T1900044967_TA20190029,T1900044968_TA20190030,T1900044969_TA20190031,T1900044977_TA20190039,T1900044978_TA20190040,T1900044979_TA20190041,T1900044980_TA20190042,T1900044981_TA20190043,T1900044985_TA20190047,T1900044986_TA20190048,T1900044987_TA20190049,T1900044988_TA20190050,T1900044989_TA20190051,T1900044990_TA20190052,T1900044991_TA20190053,T1900044992_TA20190054,T1900044993_TA20190055,T1900044994_TA20190056,T1900044995_TA20190057,T1900044996_TA20190058,T1900044997_TA20190059,T1900044998_TA20190060,T1900044999_TA20190061,T1900045000_TA20190062,T1900045001_TA20190063,T1900045002_TA20190064,T1900045003_TA20190065,T1900045004_TA20190066,T1900045005_TA20190067,T1900045006_TA20190068,T1900045007_TA20190069
T1900044948_TA20190001_bin.114,0.4011029957471452,0,0.005459789905300775,0,0,0,0,0,0,0,0,0,0,0.644272403256482,0,0.007548436312449549,0,0,0.0056437205049805015,0,0,0,0,0.35094770627306804,0.34135432933618093,0.0075942598823831135,0,0,0.005732633570365669,0,0,0,0.005400694122393737,0.005296257232688498,0.004847122185844611,0,0.006822910318319086,0.004840077298686102,0,0.006170263675846105,0.005123844654199562,0,0.006395761131559454,0,0,0,0,0.0053303395105559915
T1900044948_TA20190001_bin.152,0.2983131879381516,0.05675786468974473,0.047167853830479924,0,0,0.04735018580421245,0,0.061050311063655695,0,0,0.029928715458137415,0.0930060621977151,0.07911897713049706,0.3112051008870791,0,0,0,0,0,0.013702625898823352,0.015351163302675913,0.03837165401520125,0,0.03073637856439552,0.01688756451471394,0.18324077543346634,0,0.03799425305736057,0.04792173418281178,0,0.03717640956083528,0,0.03282639008402722,0.036076115440389474,0.027505935108761488,0,0.21154065162536695,0.04032701677370292,0,0.18310146182562193,0.05114148399173771,0,0.20040140634430206,0,0,0,0.04508550043663929,0.05305347733503303
T1900044948_TA20190001_bin.160,0.11109350771403585,0.040619003497618496,0.05000695629958999,0.012290593854691594,0.006124097659931489,0.05100862259674427,0.00527338519469833,0.020435956297824177,0.006136082703335093,0.006262274429532599,0.031466834775322514,0.03145200187415012,0.02240897468158463,0.08618659112392484,0,0,0,0.006582936119588366,0,0,0.00519509896702372,0.007258097653604302,0,0.0043666633694327585,0.00470232196193252,0,0.02676231560954907,0,0,0.023872611726747407,0,0.03196239112405749,0,0,0,0.03171419437790245,0,0,0.02374022430283385,0.005068004721316908,0,0.029575718557356634,0,0.027633419001744968,0.026824240360479354,0.027176837565016466,0,0
T1900044948_TA20190001_bin.168,0.1788399830165143,0,0,0,0,0,0,0.08837148243452475,0,0,0,0,0,0.17128715795446728,0,0.01912001306260291,0,0,0.023827747959564875,0,0,0,0,0,0,0,0.018580632958781384,0.025513249690204666,0.02159990274798828,0.02125321536683981,0.02543839498392731,0.015987588160345307,0.019173594607005663,0.02149073983459893,0.01849548407466623,0.020668134545449468,0,0.023775617972418558,0.023218864062515936,0,0.023168469975537467,0.023698105606370697,0,0.017575398588295103,0.01786590188173372,0.02058328570959286,0.023529959362750794,0.018993000812649038
T1900044948_TA20190001_bin.170,0.37534994604678235,0.0667787367148125,0,0.7266858538007358,0,0,0,0.12712237400926016,0,0,0.1141598562476569,0.06138865603333597,0.06919008880429148,0.3030345180834304,0.1081031008777133,0,0.31102430109473944,0.004399306038531642,0,0.2995943516558712,0.0063468736733817855,0.017043723949998077,0.2518448487613017,0.009867523161208409,0.008592090695974396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1900044948_TA20190001_bin.183,0.4392820436746566,0.009612079733331282,0.012949200070412085,0.010625209071410248,0,0.012754069728509792,0,0,0,0,0,0.014600827540498677,0.012401714767012084,0.37924769231511724,0.009161399498591571,0,0,0,0,0.00972265396817847,0,0,0,0.013824298273834922,0.010380006542266267,0,0.025914447861816268,0,0,0.02412679658678913,0,0.020142242138762496,0,0,0,0.021519925817769046,0,0,0.025957765793488987,0,0,0.02345811967874748,0,0.020432404871405695,0.02171254194412942,0.021777160058756614,0,0
T1900044948_TA20190001_bin.196,0.2176748360186225,0,0,0,0,0,0,0,0,0,0,0,0,0.21118841251630902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1900044948_TA20190001_bin.22,0.4589322678815383,0,0,0,0.013769085461064874,0,0.012647056265598557,0,0.01110849995653674,0.011718683066670838,0,0,0,0.44066674329372646,0,0,0,0,0,0,0,0,0,0,0,0,0.015241172950217135,0,0,0.017206783039009115,0,0.015871425341953477,0,0,0,0.015672872899195122,0,0,0.018011147135845108,0,0,0.018589487277793193,0,0.015707549000652615,0.01759601007291338,0.014848705666998691,0,0
T1900044948_TA20190001_bin.223,0.19132668772154465,0.009011689945918569,0.010757287260020293,0,0.007335677816351994,0.011770004487762305,0.022162321105880105,0,0.009746525613359652,0,0,0,0,0.18095551415578276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1900044948_TA20190001_bin.227,0.3929782215056859,0,0.006386826788748022,0,0.007333529737858418,0,0.007136804000419695,0.010107247926423651,0.00759342879403811,0.0068839212363109095,0.16874148922590587,0,0,0.3528979168961247,0,0,0,0,0.006601987610259568,0,0,0,0,0,0,0.00827184419052069,0.006695003918392112,0,0,0.008154213665667195,0,0.006363821264929025,0,0,0,0.006057373056333672,0.008600728570036003,0,0.00653489833441656,0,0.007291829558573335,0.006031523373548543,0.007981065409147453,0.006186408752500294,0.006460823867958323,0.006354780482105879,0,0.00681821652465431
T1900044948_TA20190001_bin.237,0.27604676459625727,0.015813421137522342,0.016591038471684503,0.025153346483389783,0,0.016081166942238538,0,0.016027498133852396,0,0,0.05541986067856084,0.008728815085855598,0.007580088397188423,0.2744603177786244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1900044948_TA20190001_bin.244,0.3130439090641328,0.1072192714885044,0.10817726113234206,0.2179444369975467,0.09158771638196937,0.11463546152550987,0.12157253315168969,0.06876737606938735,0.1204098959373478,0.08472662123673008,0.07938517054297337,0.07288134957663629,0.04587421013668978,0.32086168123547393,0.007864965554214579,0.009609076248414533,0.045901324246119125,0.006671880690127051,0.034489541529908116,0.0477250724767397,0.009245584571389942,0.03394824818961098,0.062105763766115644,0.05250698953037361,0.04183507369844903,0.03319347761260621,0.021677504476049787,0.14844808336821097,0.09041303687719046,0.020941161560557652,0.08172823602629173,0.02283161035468982,0.06506889755409999,0.06698858654043068,0.08418063336019647,0.026561528784095758,0.03341757543628524,0.07883350351952781,0.02630562961126363,0.034932203255601146,0.07801932637440123,0.029269954839306105,0.03143365220018279,0.024213397578822262,0.021371569948964598,0.02563704649347348,0.08775387085691938,0.05570692989813068
T1900044948_TA20190001_bin.255,0.3035681100960297,0.0927108626969537,0.14451268072245108,0.053702426746175674,0.07683680926847554,0.1701302194046696,0.10822141871589493,0.10733159141441896,0.10016442754801602,0.07283044346397251,0.0655196346022821,0.011073881208183806,0.012210190005627876,0.28603843593371814,0,0.035876940832235894,0,0.02037852439196406,0.04435672649073368,0,0.035254455802520186,0.03410493838512365,0,0.059587313262178955,0.047263226977450265,0.02651838780568543,0.12319056481815052,0.17767192772957552,0.1637096390349879,0.12270826398780726,0.1575512226593635,0.09961224276254091,0.1433369485005345,0.14380531497940563,0.1368025068416598,0.11242103202082473,0.02311700829774088,0.18141283697684304,0.13361036142280036,0.029387158338330593,0.17949557797003665,0.14207175679505027,0.029517688426332903,0.10686815986641594,0.11276356159127743,0.11159166474494575,0.17090943655408686,0.16203258363809753
T1900044948_TA20190001_bin.267,0.5230547526125475,0.03256853865268944,0.04405532873157032,0,0.006375485723363801,0.04245870205665527,0.01643954016946654,0.007553391248712278,0.007611551948163041,0.007354659841130147,0.010415284649485127,0,0,0.43408386655726233,0,0,0,0,0,0,0,0,0,0,0,0.011178430839216874,0.00943416142910507,0.1662773634858734,0.18284633300254927,0.012422232120380171,0.1325036347720021,0.00947738588175408,0.1628046549748569,0.1255954219864883,0.1336315768728595,0.007572577250774111,0.012615836203883716,0.15895241050494835,0.009070333595188758,0.009854297371151698,0.17880447573758668,0.009892823052962615,0.010567438013702114,0.009228627122496863,0.010268638891261478,0.009403255638095744,0.16209459169994933,0.17786097343308335
T1900044948_TA20190001_bin.269,0.2663421490754983,0,0.012742134063748481,0.016399093304747623,0.01150568982328113,0.015128356557498421,0.008156035643935425,0.02252979057355379,0.012594941910058966,0.010050614975009281,0.007016376248057156,0,0,0.27050186024418943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1900044948_TA20190001_bin.272,0.9957266579846918,0,0.2908204289610902,0,0,0.3438054732737982,0,0.12372597174975118,0,0,0.24004357495327452,0.17637842306814538,0.17663375948569923,0.8031634801631277,0,0.25789165367570316,0,0.07833538052424954,0.3053673355270057,0,0.05686303824908491,0.04262867195613807,0,0,0,0.017721560835685216,0.06326943331537822,0,0,0.04952512955212764,0,0.057145534530633146,0.006752621153240713,0,0,0.07819824900923178,0.03179899084739705,0,0.07281019641504757,0.01928708239827325,0,0.045515707387317035,0.022373811774538895,0.07112525722942355,0.05562224988762483,0.0753554278497203,0,0
T1900044948_TA20190001_bin.275,0.17921004320091538,0.05183615377762256,0,0,0,0,0,0.06807387012583078,0,0,0,0,0,0.17532551452426012,0,0.014020332711448168,0,0.031710651135240527,0.012571326173568724,0,0.019022682038309324,0.015396472488144679,0,0.005311108927782871,0.005875750946478015,0.1002070006959007,0.011548171012633023,0.07471424894782364,0.08039174461200833,0.009410530141120286,0.09145100153338545,0.011324305851458044,0.08747116724318209,0.08710711670258,0.08554701776962544,0.012430252725233345,0.09648152246004624,0.0869855627555227,0.01233029946593552,0.10018984899146355,0.08147961152527268,0.010851846932732546,0.0972515476440802,0.011536582564569615,0.01183494688204288,0.011352048242600825,0.0820017114183496,0.08455580272740122
T1900044948_TA20190001_bin.293,0.43514053812321857,0.05189411908200806,0.0332165568743777,0.034893755899307,0,0.03491924540437857,0.004973720946691085,0.08929093842869894,0.005512644329503244,0.005377808190050982,0.04916306391344632,0.07231384969986787,0.0823468712980821,0.40819305383015964,0.006524369937905783,0.006524396999816277,0.032188658078961374,0,0.0135127056460555,0.11509073907737027,0,0.029384067942631296,0.049610508559036696,0.020385597430150493,0.010814212378242918,0.2562985700351075,0.042252628028454496,0.010698638590711374,0.012575093514162413,0.033901646443262975,0.013056264347341327,0.03900582452749434,0.013905941683386071,0.01212909189180198,0.011646375153188964,0.04595393019746434,0.2787039274461121,0.011518205483177585,0.04157048263880252,0.26687912023257265,0.011821249004121273,0.03696013199572745,0.25254360134045917,0.04249383768016507,0.03814798905685231,0.041323024633999644,0.014929776852172654,0.013412201676414801
T1900044948_TA20190001_bin.296,0.18046293767806165,0,0.03866035889237868,0,0,0.0433252917247993,0,0,0,0,0,0,0,0.17803451966671147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1900044948_TA20190001_bin.297,0.5353502289310388,0,0,0,0.060188022646641706,0,0.15281410198767004,0,0.1172371080694734,0.13773274776237235,0,0,0,0.9448535636268551,0.008372383017590392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1900044948_TA20190001_bin.30,0.14081078540417025,0.06143294072024502,0.028297804897341287,0.02049289457993637,0.023095583439662924,0.03367671826588005,0.03434845280070197,0.02362906653762796,0.02962085778460649,0.022622217770100622,0.06975926483229801,0.03523448484158444,0.030146430451345053,0.1170086800221226,0,0,0.03730900506723983,0,0,0.04474054458948625,0,0.01514181301351112,0.04614095740537065,0.01634129050014432,0.012585265013926518,0.05402302719506066,0.015588235621743093,0.024688488488967607,0.01829204427026667,0.01537193533656929,0.01847570397284285,0.012480492978145515,0.0169948481209268,0.018199598814947423,0.01774517333081781,0.01217266599259158,0.06255666191831331,0.022719275719500654,0.016285393917475986,0.06049816929735136,0.021453450157337774,0.018995157355528397,0.04360354610922246,0.011107096609418969,0.01273988793830473,0.011825979039547302,0.021135761137672158,0.015652996724175697
T1900044948_TA20190001_bin.312,0.1713769866241995,0,0,0,0,0,0,0,0,0,0,0.019704830724944025,0.0207132352089361,0.17607300168862497,0,0,0,0,0,0,0,0,0,0,0,0.007097074221032258,0,0,0,0,0,0,0,0,0,0,0.006852161025641212,0,0,0.006942755375658473,0,0,0.006133060603198602,0,0,0,0,0
T1900044948_TA20190001_bin.313,0.1493646671533882,0.012231170967650815,0,0,0.04592855237057283,0,0.06244189358622502,0.009346010349000254,0.054598495873829284,0.04118115727142977,0,0,0,0.12028570947383499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014889274655006168,0.011397361276160187,0,0.010716219795185519,0,0,0.011530344804299701,0.010676093570897749,0,0,0,0,0,0,0,0,0,0,0,0.011636760945492174,0.009889627180265727
T1900044948_TA20190001_bin.316,0.1362597058418495,0.008185938131774808,0.014492011174638705,0.04021666556100021,0,0.017743393384853468,0,0.01971060521303662,0,0,0.02089121779809583,0.008507228189761502,0.011031330919923286,0.09979716195720534,0.03628695727021019,0.021507191147665007,0.051445845787535284,0.015446547047209309,0.026666036952805703,0.05849576775269589,0.022226429257555753,0.03364037168912289,0.0541893258412983,0.0920541379632057,0.07169691484829716,0,0,0,0,0,0,0,0,0,0,0,0.007407468129013576,0,0,0.006660927754877028,0,0,0,0,0,0,0,0
