"","Sample_ID","PCoA1","PCoA2","Host"
"500","T1900045107_TC20190101",-0.274351878001941,-0.0343603708032414,"TC"
"501","T1900045108_TC20190102",-0.289249901315391,-0.0392426870128261,"TC"
"502","T1900045109_TC20190103",-0.315537173603334,-0.0863815167762161,"TC"
"503","T1900045110_TC20190104",-0.285467651773354,-0.0889308787299945,"TC"
"504","T1900045111_TC20190105",-0.307439734072821,-0.0538698136357156,"TC"
"505","T1900045112_TC20190106",-0.27749425454916,-0.0774827867124908,"TC"
"506","T1900045113_TC20190107",-0.261909212162937,-0.066146375840269,"TC"
"507","T1900045114_TC20190108",-0.243393621565129,-0.0462971434071298,"TC"
"508","T1900045115_TC20190109",-0.282894552565721,-0.0512200988009547,"TC"
"509","T1900045116_TC20190110",-0.287105586431663,-0.0377036203851484,"TC"
"510","T1900045117_TC20190111",-0.244331785570605,-0.04825849604449,"TC"
"511","T1900045118_TC20190112",-0.28995762635031,-0.0447643114834397,"TC"
"512","T1900045119_TC20190113",-0.243831483642556,-0.0493403801248164,"TC"
"513","T1900045120_TC20190114",-0.285393225228564,-0.0536241429685195,"TC"
"514","T1900045121_TC20190115",-0.237664907420235,-0.0446306668481311,"TC"
"515","T1900045122_TC20190116",-0.239987611070953,-0.0462274711335583,"TC"
"516","T1900045123_TC20190117",-0.278212515971175,-0.0378045491136965,"TC"
"517","T1900045124_TC20190118",-0.230640342025349,-0.0648708415759151,"TC"
"518","T1900045125_TC20190119",-0.23714566139138,-0.0438997830989864,"TC"
"519","T1900045126_TC20190120",-0.28543894759257,-0.0528145744773989,"TC"
"520","T1900045127_TC20190121",-0.345889562990885,-0.064594757751851,"TC"
"521","T1900045128_TC20190122",-0.28093380574958,-0.0384562441111779,"TC"
"522","T1900045129_TC20190123",-0.291813956068683,-0.0642871086380064,"TC"
"523","T1900045130_TC20190124",-0.281667551481313,-0.0513031292167185,"TC"
"524","T1900045131_TC20190125",-0.279305473480051,-0.0373414814035922,"TC"
"525","T1900045132_TC20190126",-0.322013772656602,-0.0638761581925937,"TC"
"526","T1900045133_TC20190127",-0.317700857139093,-0.0378163714841542,"TC"
"527","T1900045135_TC20190129",-0.268594070976669,-0.0866400445535257,"TC"
"528","T1900045136_TC20190130",-0.319282001929371,-0.0776935581847457,"TC"
"529","T1900045137_TC20190131",-0.315974486374753,-0.0612026682914563,"TC"
"530","T1900045138_TC20190132",-0.267825310207458,-0.0866314547825456,"TC"
"531","T1900045139_TC20190133",-0.283714458123025,-0.037940624623141,"TC"
"532","T1900045140_TC20190134",-0.320714638321564,-0.0642995600152541,"TC"
"533","T1900045141_TC20190135",-0.316071055070705,-0.0847910277747723,"TC"
"534","T1900045142_TC20190136",-0.272688548231323,-0.0545758512897236,"TC"
"535","T1900045143_TC20190137",-0.354844833733708,-0.066014849232903,"TC"
"536","T1900045144_TC20190138",-0.232414781721167,-0.0303641403980687,"TC"
"537","T1900045145_TC20190139",-0.359637588292234,-0.065563029706995,"TC"
"538","T1900045146_TC20190140",-0.352475775022181,-0.0756685401750948,"TC"
"539","T1900045147_TC20190141",-0.341032266960186,-0.0588404732875825,"TC"
"540","T1900045148_TC20190142",-0.268333115835691,-0.0496377066367055,"TC"
"541","T1900045149_TC20190143",-0.320239379644342,-0.0664700752590192,"TC"
"542","T1900045150_TC20190144",-0.289787337470116,-0.0407343089891655,"TC"
"543","T1900045151_TC20190145",-0.237259975983061,-0.0446070677681382,"TC"
"544","T1900045153_TC20190147",-0.268969575300641,-0.0308097380481494,"TC"
"545","T1900045154_TC20190148",-0.332292886559571,-0.0612455216271147,"TC"
"546","T1900045155_TC20190149",-0.235686656676482,-0.0314313040595751,"TC"
"547","T1900045156_TC20190150",-0.320929004825566,-0.0677663316628433,"TC"
"548","T1900045157_TC20190151",-0.213996007704856,-0.0582934964969413,"TC"
"549","T1900045158_TC20190152",-0.22646983240943,-0.0889096441593124,"TC"
"550","T1900045159_TC20190153",-0.232915476954937,-0.0493523505501534,"TC"
"551","T1900045160_TC20190154",-0.205389722697405,-0.0603726682028821,"TC"
"552","T1900045161_TC20190155",-0.122572233060418,0.00950719146916613,"TC"
"553","T1900045162_TC20190156",-0.228360787218028,-0.0805119261596258,"TC"
"554","T1900045163_TC20190157",-0.317600409099756,-0.0752749820176959,"TC"
"555","T1900045164_TC20190158",-0.310494506133689,-0.0869560384486943,"TC"
"556","T1900045165_TC20190159",-0.219362432347373,-0.0757774881881593,"TC"
"557","T1900045166_TC20190160",-0.16614744632982,0.0376058314428931,"TC"
"558","T1900045167_TC20190161",-0.265551776306134,-0.0957552275322611,"TC"
"559","T1900045168_TC20190162",-0.194580289442762,-0.050292957584686,"TC"
"560","T1900045170_TC20190164",-0.247067950602532,-0.0720177979600657,"TC"
"561","T1900045171_TC20190165",-0.316651609755481,-0.0697390241724103,"TC"
"562","T1900045172_TC20190168",-0.285483820329541,-0.0507096082533427,"TC"
"563","T1900045173_TC20190169",-0.301132525000193,-0.0877455668273397,"TC"
"564","T1900045174_TC20190170",-0.348562321164993,-0.0832869842703676,"TC"
"565","T1900045175_TC20190171",-0.345400214658404,-0.0827941777599563,"TC"
"566","T1900045176_TC20190172",-0.30470229951543,-0.0901386523681162,"TC"
"567","T1900045178_TC20190174",-0.32813801861444,-0.0748301513806537,"TC"
"568","T1900045179_TC20190175",-0.319647190231317,-0.0695406320549722,"TC"
"569","T1900045180_TC20190176",-0.240829587176394,-0.00702652029997753,"TC"
"570","T1900045181_TC20190177",-0.255759583543029,-0.0896810998326829,"TC"
"571","T1900045182_TC20190178",-0.344294634249001,-0.112979848085988,"TC"
"572","T1900045183_TC20190179",-0.325563114289452,-0.0732691707501301,"TC"
"573","T1900045184_TC20190180",-0.308186946308442,-0.0929581711558708,"TC"
"574","T1900045185_TC20190181",-0.300789039786119,-0.0903303373264929,"TC"
"575","T1900045186_TC20190182",-0.25849844506289,-0.0189646108195371,"TC"
"576","T1900045187_TC20190183",-0.347324340247136,-0.0977999939761308,"TC"
"577","T1900045188_TC20190184",-0.323610272612926,-0.0796542789982771,"TC"
"578","T1900045189_TC20190185",-0.329941345733739,-0.0624401616845958,"TC"
"579","T1900045190_TC20190186",-0.251885665627437,-0.0522770522019237,"TC"
"580","T1900045192_TC20190188",-0.205859426514517,0.00690678146763372,"TC"
"581","T1900045193_TC20190189",-0.298333378795591,-0.0701440843539246,"TC"
"582","T1900045194_TC20190190",-0.276062196898307,-0.0782939040832744,"TC"
"583","T1900045195_TC20190191",-0.230210076268778,-0.026109176008415,"TC"
"584","T1900045198_TC20190194",-0.167551958872131,0.0279753135563071,"TC"
"585","T1900045199_TC20190195",-0.253698959250555,-0.0416681010594336,"TC"
"586","T1900045200_TC20190196",-0.266041763440664,-0.0485852901660317,"TC"
"587","T1900045201_TC20190197",-0.273455277939529,-0.0532067544399055,"TC"
"588","T1900045202_TC20190198",-0.324717040661408,-0.0827541393464882,"TC"
"589","T1900045203_TC20190199",-0.292439788007705,-0.0573132515031031,"TC"
"590","T1900045204_TC20190200",-0.26157792007724,-0.0639293302982306,"TC"
"591","T1900045206_TC20190202",-0.331445835175709,-0.0925404634421496,"TC"
"592","T1900045208_TC20190204",-0.273960173753672,-0.0480813293265779,"TC"
"593","T1900045209_TC20190205",-0.261328128422353,-0.0596498499558401,"TC"
"594","T1900045211_TC20190207",-0.295276497975495,-0.0802507893171575,"TC"
"595","T1900045213_TC20190209",-0.306609017490203,-0.0935146417506625,"TC"
"596","T1900045214_TC20190210",-0.360190998880261,-0.0798789378049349,"TC"
"597","T1900045215_TC20190211",-0.251177497002419,-0.0571305982952895,"TC"
"598","T1900045216_TC20190212",-0.271332049866681,-0.074843573362159,"TC"
"599","T1900045217_TC20190213",-0.242022144544263,-0.0371958277328916,"TC"
"600","T1900045218_TC20190214",-0.237296588809842,-0.0404143875934102,"TC"
"601","T1900045219_TC20190215",-0.267370859485806,-0.0697538677735567,"TC"
"602","T1900045220_TC20190216",-0.318393777362533,-0.0879438693084725,"TC"
"603","T1900045223_TC20190219",-0.318047114133137,-0.0825511945680254,"TC"
"604","T1900045224_TC20190220",-0.297798320307168,-0.09096223615917,"TC"
"605","T1900045225_TC20190221",-0.292866331838251,-0.0610599619737477,"TC"
"606","T1900045226_TC20190222",-0.333860635148471,-0.0960041406755281,"TC"
"607","T1900045227_TC20190223",-0.286948972710781,-0.0542059789006425,"TC"
"608","T1900045229_TC20190225",-0.299697868819147,-0.0795297146945993,"TC"
"687","T1900045312_YK20190001",-0.240053224103307,-0.0293023173546856,"Yak"
"688","T1900045313_YK20190002",-0.239841634424484,-0.0202519164252307,"Yak"
"689","T1900045314_YK20190003",-0.117915678683174,0.0147673993373935,"Yak"
"690","T1900045315_YK20190004",-0.246594903754525,-0.065398994445782,"Yak"
"691","T1900045316_YK20190005",-0.239548214476385,-0.0189927606194959,"Yak"
"692","T1900045317_YK20190006",-0.0655707435619894,0.0283010938517701,"Yak"
"693","T1900045318_YK20190007",-0.227720555725846,-0.0497124599334503,"Yak"
"694","T1900045319_YK20190008",-0.188453669873455,-0.0323627031496248,"Yak"
"695","T1900045320_YK20190009",-0.2776243904567,-0.0392177333488489,"Yak"
"696","T1900045321_YK20190010",-0.23908660278324,-0.0174630335298481,"Yak"
"697","T1900045322_YK20190011",-0.23983587474207,-0.0183871161281724,"Yak"
"698","T1900045323_YK20190012",-0.0600850472141463,0.0306527992705087,"Yak"
"699","T1900045324_YK20190013",-0.117979234591875,0.0153482501569801,"Yak"
"700","T1900045325_YK20190014",-0.199550275367562,-0.0467344334880706,"Yak"
"701","T1900045326_YK20190015",-0.204316348707104,-0.0466777763096007,"Yak"
"702","T1900045327_YK20190016",-0.237621143756927,-0.0169003031334643,"Yak"
"703","T1900045328_YK20190017",-0.232186899059379,-0.0382369265640166,"Yak"
"704","T1900045329_YK20190018",-0.232081642584829,-0.0298035935346672,"Yak"
"705","T1900045330_YK20190019",-0.260543651891997,-0.0340403612807519,"Yak"
"706","T1900045331_YK20190020",-0.247016590340987,-0.0363547293331735,"Yak"
"707","T1900045332_YK20190021",-0.232052206414822,-0.036003890214821,"Yak"
"708","T1900045333_YK20190022",-0.2695234403702,-0.032219110979599,"Yak"
"709","T1900045334_YK20190023",-0.24082763913836,-0.0215467417797871,"Yak"
"710","T1900045335_YK20190024",-0.217665755276921,-0.0321594884447241,"Yak"
"711","T1900045336_YK20190025",-0.225766085296341,-0.0493940358172292,"Yak"
"712","T1900045337_YK20190026",-0.182092478071249,-0.0292998004427037,"Yak"
"713","T1900045338_YK20190027",-0.258224507791682,-0.0348840949205349,"Yak"
"714","T1900045339_YK20190028",-0.231665375146164,-0.0301082974637411,"Yak"
"715","T1900045340_YK20190030",-0.248117516541531,-0.0446621702647298,"Yak"
"716","T1900045341_YK20190031",-0.266894179722492,-0.0365579609001732,"Yak"
"717","T1900045342_YK20190032",-0.241472558272406,-0.0647436651204282,"Yak"
"718","T1900045343_YK20190033",-0.277911815612124,-0.0391384875718414,"Yak"
"719","T1900045344_YK20190034",-0.225937687298842,-0.0491850974517709,"Yak"
"720","T1900045345_YK20190035",-0.176393501261609,-0.0346311959738933,"Yak"
"721","T1900045346_YK20190036",-0.270203479470125,-0.0336957499817939,"Yak"
"722","T1900045347_YK20190037",-0.228073783070769,-0.0295945869201626,"Yak"
"723","T1900045348_YK20190038",-0.231741903409536,-0.0374641239216195,"Yak"
"724","T1900045349_YK20190039",-0.27131841736115,-0.0378752816067106,"Yak"
"725","T1900045350_YK20190040",-0.23975670357905,-0.0291372329326113,"Yak"
"726","T1900045351_YK20190041",-0.240303067454743,-0.0197209790448308,"Yak"
"727","T1900045352_YK20190042",-0.233328606262198,-0.0288641691311842,"Yak"
"728","T1900045353_YK20190043",-0.251501615802417,-0.045338579321267,"Yak"
"729","T1900045354_YK20190044",-0.218710819110203,-0.0306091999830673,"Yak"
"730","T1900045355_YK20190045",-0.241165556281701,-0.0203349095894521,"Yak"
"731","T1900045356_YK20190046",-0.173573474415161,-0.0349508560639028,"Yak"
"732","T1900045357_YK20190047",-0.240278262539624,-0.0181753339793348,"Yak"
"733","T1900045358_YK20190048",-0.236360290759717,-0.0162031856335857,"Yak"
"734","T1900045359_YK20190049",-0.244196601380967,-0.0361773751438953,"Yak"
"735","T1900045360_YK20190050",-0.238482156627726,-0.01680342770077,"Yak"
"736","T1900045361_YK20190051",-0.355423558187933,-0.109592620074808,"Yak"
"737","T1900045362_YK20190052",-0.187154712187312,-0.0376879303074902,"Yak"
"738","T1900045363_YK20190053",-0.24907983617501,-0.00969532850087947,"Yak"
"739","T1900045364_YK20190054",-0.265386162805887,-0.0362937145182279,"Yak"
"740","T1900045365_YK20190055",-0.174211512242091,0.0202257000162447,"Yak"
"741","T1900045366_YK20190056",-0.268888016791746,-0.0329170226718598,"Yak"
"742","T1900045367_YK20190057",-0.349172363822148,-0.0927829821165926,"Yak"
"743","T1900045368_YK20190058",-0.200722413432218,-0.00338646438673186,"Yak"
"744","T1900045369_YK20190059",-0.250876711520038,-0.0184117513155208,"Yak"
"745","T1900045371_YK20190061",-0.230172710644427,-0.0122252556984055,"Yak"
"746","T1900045373_YK20190063",-0.152599451894361,-0.00232902660043536,"Yak"
"747","T1900045375_YK20190065",-0.314752808418085,-0.0882805721044457,"Yak"
"748","T1900045376_YK20190066",-0.293871216005121,-0.0681146211407979,"Yak"
"749","T1900045378_YK20190068",-0.287401296906174,-0.0596104461827162,"Yak"
"750","T1900045380_YK20190070",-0.294136659301151,-0.0589375742449493,"Yak"
"751","T1900045381_YK20190071",-0.19499975969254,-0.00203467347870525,"Yak"
"752","T1900045382_YK20190072",-0.150314608404858,0.00621267036937113,"Yak"
"753","T1900045384_YK20190074",-0.290273925270828,-0.0428633484741901,"Yak"
"754","T1900045385_YK20190075",-0.309742945329562,-0.0680321407171269,"Yak"
"755","T1900045386_YK20190076",-0.308545647501131,-0.0798784481827737,"Yak"
"756","T1900045388_YK20190078",-0.279189577784182,-0.0349364997003568,"Yak"
"757","T1900045389_YK20190079",-0.249896713457208,-0.0127130344791592,"Yak"
"758","T1900045390_YK20190080",-0.266862817720378,-0.0310089740880269,"Yak"
"759","T1900045391_YK20190081",-0.293644160414716,-0.0411976120837417,"Yak"
"760","T1900045392_YK20190082",-0.304461294868177,-0.0910774044028192,"Yak"
"761","T1900045393_YK20190083",-0.247916650635685,-0.0342404373322039,"Yak"
"762","T1900045394_YK20190084",-0.284994029506369,-0.0746310523785917,"Yak"
"763","T1900045395_YK20190085",-0.259725890764396,-0.0361619378885827,"Yak"
"764","T1900045396_YK20190086",-0.254335739208413,-0.0248971037479258,"Yak"
"765","T1900045397_YK20190087",-0.353263339277197,-0.0945508211817788,"Yak"
"766","T1900045398_YK20190088",-0.291390943339367,-0.0482399852019769,"Yak"
"767","T1900045399_YK20190089",-0.284919893897706,-0.0677449838524055,"Yak"
"768","T1900045400_YK20190090",-0.233636306819562,-0.0113572136971169,"Yak"
"769","T1900045403_YK20190093",-0.29656319696462,-0.0420573460968084,"Yak"
"770","T1900045404_YK20190094",-0.315457143327315,-0.0738184365519647,"Yak"
"771","T1900045406_YK20190096",-0.291834997895381,-0.0771319762861207,"Yak"
"772","T1900045407_YK20190097",-0.325002121943959,-0.075816274634338,"Yak"
"773","T1900045408_YK20190098",-0.312585441726395,-0.0888469380882633,"Yak"
"774","T1900045409_YK20190099",-0.317143164002325,-0.080754376058363,"Yak"
"775","T1900045410_YK20190100",-0.317975467229676,-0.0923355250440476,"Yak"
"776","T1900045411_YK20190101",-0.289400495903446,-0.0745185282279653,"Yak"
"777","T1900045412_YK20190102",-0.351243784892341,-0.0693876071561406,"Yak"
"778","T1900045413_YK20190103",-0.372615376126442,-0.10525040822065,"Yak"
"779","T1900045414_YK20190104",-0.31839421994271,-0.0690374403073664,"Yak"
"780","T1900045415_YK20190105",-0.353976607354441,-0.067210984377086,"Yak"
"781","T1900045416_YK20190106",-0.360804814139224,-0.0901205164617628,"Yak"
"782","T1900045417_YK20190107",-0.35649811401688,-0.0705289537046901,"Yak"
"783","T1900045418_YK20190108",-0.362706503525654,-0.0882375183484634,"Yak"
"784","T1900045419_YK20190109",-0.346784731457086,-0.0838749770460642,"Yak"
"785","T1900045420_YK20190110",-0.36314295322243,-0.103505498550816,"Yak"
"786","T1900045421_YK20190111",-0.356587167812554,-0.0874242817646671,"Yak"
"787","T1900045422_YK20190112",-0.365385162738749,-0.088876357748567,"Yak"
"788","T1900045423_YK20190113",-0.333532020842553,-0.0890601076587172,"Yak"
"789","T1900045424_YK20190115",-0.357031215906694,-0.0722128305015022,"Yak"
"790","T1900045425_YK20190116",-0.291536213134264,-0.0762753249601442,"Yak"
"791","T1900045426_YK20190117",-0.33876072962387,-0.0813023036108144,"Yak"
"792","T1900045427_YK20190118",-0.330009140711091,-0.0722383030637196,"Yak"
"793","T1900045428_YK20190119",-0.325148797491424,-0.0724819511128116,"Yak"
"794","T1900045429_YK20190120",-0.262464591298432,-0.0643699494611552,"Yak"
"795","T1900045430_YK20190121",-0.355103919055647,-0.0841635317832453,"Yak"
"796","T1900045432_YK20190123",-0.342656902059,-0.090681622345277,"Yak"
"797","T1900045433_YK20190124",-0.307484133913041,-0.0781469373620904,"Yak"
"798","T1900045435_YK20190126",-0.301199049850671,-0.0521473061837526,"Yak"
"799","T1900045436_YK20190127",-0.27540965058145,-0.0530471609152772,"Yak"
"800","T1900045441_YK20190132",-0.313914695363256,-0.0779851386096169,"Yak"
"801","T1900045442_YK20190133",-0.313066713263156,-0.0579042749144917,"Yak"
"802","T1900045443_YK20190134",-0.361066980017044,-0.0830427827421072,"Yak"
"803","T1900045445_YK20190136",-0.274775120027525,-0.05353558225707,"Yak"
"804","T1900045446_YK20190137",-0.296518982975991,-0.0787449439229637,"Yak"
"805","T1900045447_YK20190138",-0.28218785340453,-0.0655558135689487,"Yak"
"806","T1900045448_YK20190139",-0.299214651804065,-0.076908299738482,"Yak"
"807","T1900045449_YK20190140",-0.332025658230232,-0.0716849556126377,"Yak"
"808","T1900045450_YK20190141",-0.276402538337463,-0.0791670940793928,"Yak"
"809","T1900045451_YK20190142",-0.297230038340586,-0.0615245380212047,"Yak"
"810","T1900045452_YK20190143",-0.273301522553953,-0.0381518587228509,"Yak"
"811","T1900045453_YK20190144",-0.254474681094775,-0.0350027279320038,"Yak"
"812","T1900045454_YK20190145",-0.332659822873763,-0.0885602864888286,"Yak"
"813","T1900045455_YK20190146",-0.293475361956931,-0.0819090760918771,"Yak"
"814","T1900045456_YK20190147",-0.29215053017514,-0.0539309812851101,"Yak"
"815","T1900045457_YK20190148",-0.307151716037787,-0.0849973997150582,"Yak"
"816","T1900045458_YK20190149",-0.240392152022661,-0.0226214366574583,"Yak"
"817","T1900045459_YK20190150",-0.30404509943401,-0.111563114468974,"Yak"
"818","T1900045460_YK20190151",-0.312103863262355,-0.116366880083687,"Yak"
"819","T1900045461_YK20190152",-0.307531344192885,-0.0818813847103288,"Yak"
"820","T1900045462_YK20190153",-0.306219411818097,-0.0729249540655385,"Yak"
"821","T1900045463_YK20190154",-0.303895131428991,-0.0999241258285487,"Yak"
"822","T1900045464_YK20190155",-0.234856823501199,-0.0727956700693251,"Yak"
"823","T1900045465_YK20190156",-0.337945364400539,-0.0656674442634659,"Yak"
"824","T1900045466_YK20190157",-0.338140301089967,-0.0666552911364199,"Yak"
"825","T1900045467_YK20190158",-0.330272190250196,-0.111866691741517,"Yak"
"826","T1900045468_YK20190159",-0.236496433393164,-0.0733492465692423,"Yak"
"827","T1900045469_YK20190160",-0.291078314680385,-0.0896354158089979,"Yak"
"828","T1900045470_YK20190161",-0.292786949151561,-0.0910813735142983,"Yak"
"829","T1900045471_YK20190162",-0.335099972655203,-0.0836232534709154,"Yak"
"830","T1900045473_YK20190165",-0.311009781740179,-0.082495790303248,"Yak"
"831","T1900045474_YK20190167",-0.306143063408239,-0.104008167230168,"Yak"
"832","T1900045475_YK20190169",-0.332596013267971,-0.0833773748993507,"Yak"
"833","T1900045476_YK20190170",-0.312123648254013,-0.105858714868438,"Yak"
"834","T1900045477_YK20190171",-0.290244501296844,-0.0881199815741499,"Yak"
"835","T1900045478_YK20190172",-0.321500630630638,-0.0755089092549899,"Yak"
"836","T1900045479_YK20190173",-0.335606193869065,-0.0815228937949884,"Yak"
"837","T1900045480_YK20190174",-0.320266368791784,-0.0738828482100809,"Yak"
"838","T1900045481_YK20190175",-0.337825114781542,-0.0662432434661583,"Yak"
"839","T1900045482_YK20190176",-0.32490091588689,-0.110311340974942,"Yak"
"840","T1900045483_YK20190177",-0.335508500245005,-0.105557501747584,"Yak"
"841","T1900045484_YK20190178",-0.326525749941792,-0.0841455270329666,"Yak"
"842","T1900045485_YK20190179",-0.299468002863592,-0.0709092957460852,"Yak"
"843","T1900045486_YK20190180",-0.338406508173726,-0.0766444520230751,"Yak"
"844","T1900045487_YK20190181",-0.263177930611062,-0.0710298832780807,"Yak"
"845","T1900045488_YK20190182",-0.25220545447953,-0.053892683284954,"Yak"
"846","T1900045489_YK20190183",-0.355741089747994,-0.0763813311922694,"Yak"
"847","T1900045490_YK20190184",-0.345520170057437,-0.0678006971257258,"Yak"
"848","T1900045491_YK20190185",-0.372004447006474,-0.0777867464564115,"Yak"
