SGB,Database,Host,Mapping_rate
T1900045303_TH20190073,RUG,TH,17.15
T1900045304_TH20190074,RUG,TH,15.89
T1900045305_TH20190075,RUG,TH,16.55
T1900045306_TH20190076,RUG,TH,16.79
T1900045307_TH20190077,RUG,TH,16.01
T1900045308_TH20190078,RUG,TH,15.8
T1900045309_TH20190079,RUG,TH,16.1
T1900045310_TH20190080,RUG,TH,15.76
T1900045311_TH20190081,RUG,TH,17.31
T2001009369_TH82,RUG,TH,17.15
T1900044535_TS20190001,Earth,TS,39.38
T1900044536_TS20190002,Earth,TS,37.31
T1900044537_TS20190003,Earth,TS,39.3
T1900044538_TS20190004,Earth,TS,38.96
T1900044539_TS20190005,Earth,TS,38.55
T1900044540_TS20190006,Earth,TS,36.64
T1900044541_TS20190007,Earth,TS,38.88
T1900044542_TS20190008,Earth,TS,37.96
T1900044543_TS20190009,Earth,TS,39.45
T1900044544_TS20190010,Earth,TS,40.9
T1900044545_TS20190011,Earth,TS,39.67
T1900044546_TS20190012,Earth,TS,39.25
T1900044547_TS20190013,Earth,TS,41.02
T1900044548_TS20190014,Earth,TS,41.36
T1900044549_TS20190015,Earth,TS,38.09
T1900044550_TS20190016,Earth,TS,39.56
T1900044551_TS20190017,Earth,TS,38.79
T1900044552_TS20190018,Earth,TS,39.49
T1900044553_TS20190019,Earth,TS,38.13
T1900044554_TS20190020,Earth,TS,39.19
T1900044555_TS20190021,Earth,TS,38.27
T1900044556_TS20190022,Earth,TS,37.89
T1900044557_TS20190023,Earth,TS,39.2
T1900044558_TS20190024,Earth,TS,38.31
T1900044559_TS20190025,Earth,TS,37.21
T1900044560_TS20190026,Earth,TS,38.41
T1900044561_TS20190027,Earth,TS,38.39
T1900044562_TS20190028,Earth,TS,38.5
T1900044563_TS20190029,Earth,TS,39.75
T1900044564_TS20190030,Earth,TS,38.83
T1900044565_TS20190031,Earth,TS,38.36
T1900044566_TS20190032,Earth,TS,38.92
T1900044567_TS20190033,Earth,TS,39.47
T1900044568_TS20190034,Earth,TS,38.4
T1900044569_TS20190035,Earth,TS,38.89
T1900044570_TS20190036,Earth,TS,38.56
T1900044571_TS20190037,Earth,TS,38.97
T1900044572_TS20190038,Earth,TS,39
T1900044573_TS20190039,Earth,TS,39.25
T1900044574_TS20190040,Earth,TS,38.03
T1900044575_TS20190041,Earth,TS,37.43
T1900044576_TS20190042,Earth,TS,37.35
T1900044577_TS20190043,Earth,TS,37.3
T1900044578_TS20190044,Earth,TS,36.39
T1900044579_TS20190045,Earth,TS,37.56
T1900044580_TS20190046,Earth,TS,37.32
T1900044581_TS20190047,Earth,TS,36.58
T1900044582_TS20190048,Earth,TS,38.77
T1900044583_TS20190049,Earth,TS,37.51
T1900044584_TS20190050,Earth,TS,38.97
T1900044585_TS20190051,Earth,TS,37.39
T1900044586_TS20190052,Earth,TS,38.58
T1900044587_TS20190053,Earth,TS,38.31
T1900044588_TS20190054,Earth,TS,37.91
T1900044589_TS20190055,Earth,TS,38.94
T1900044590_TS20190056,Earth,TS,39.62
T1900044591_TS20190057,Earth,TS,39.75
T1900044592_TS20190058,Earth,TS,38.47
T1900044593_TS20190059,Earth,TS,39.76
T1900044594_TS20190060,Earth,TS,38.89
T1900044595_TS20190061,Earth,TS,39.13
T1900044596_TS20190062,Earth,TS,38.22
T1900044597_TS20190063,Earth,TS,37.77
T1900044598_TS20190064,Earth,TS,38.36
T1900044599_TS20190065,Earth,TS,38.69
T1900044600_TS20190066,Earth,TS,39.4
T1900044601_TS20190067,Earth,TS,38.83
T1900044602_TS20190068,Earth,TS,39.96
T1900044604_TS20190070,Earth,TS,37.73
T1900044605_TS20190071,Earth,TS,40.9
T1900044606_TS20190072,Earth,TS,36.57
T1900044607_TS20190073,Earth,TS,38.13
T1900044608_TS20190074,Earth,TS,39.61
T1900044609_TS20190075,Earth,TS,40.57
T1900044610_TS20190076,Earth,TS,38.85
T1900044611_TS20190077,Earth,TS,40.67
T1900044612_TS20190078,Earth,TS,38.97
T1900044614_TS20190080,Earth,TS,37.82
T1900044615_TS20190081,Earth,TS,35.75
T1900044616_TS20190082,Earth,TS,42.42
T1900044620_TS20190086,Earth,TS,36.28
T1900044621_TS20190087,Earth,TS,38.55
T1900044622_TS20190088,Earth,TS,41.23
T1900044623_TS20190089,Earth,TS,35.83
T1900044625_TS20190091,Earth,TS,41.95
T1900044627_TS20190093,Earth,TS,37.05
T1900044629_TS20190095,Earth,TS,37.64
T1900044630_TS20190096,Earth,TS,37.8
T1900044631_TS20190097,Earth,TS,44.73
T1900044632_TS20190098,Earth,TS,36.31
T1900044633_TS20190099,Earth,TS,46.56
T1900044634_TS20190100,Earth,TS,40.86
T1900044635_TS20190101,Earth,TS,36.96
T1900044636_TS20190102,Earth,TS,38.96
T1900044637_TS20190103,Earth,TS,41.41
T1900044638_TS20190104,Earth,TS,38.11
T1900044639_TS20190105,Earth,TS,45.62
T1900044640_TS20190106,Earth,TS,49.22
T1900044641_TS20190107,Earth,TS,43.05
T1900044642_TS20190108,Earth,TS,37.52
T1900044643_TS20190109,Earth,TS,39.02
T1900044644_TS20190110,Earth,TS,39.14
T1900044645_TS20190111,Earth,TS,38.48
T1900044646_TS20190112,Earth,TS,39
T1900044647_TS20190113,Earth,TS,42.66
T1900044648_TS20190114,Earth,TS,39.29
T1900044649_TS20190115,Earth,TS,36.33
T1900044650_TS20190116,Earth,TS,41.46
T1900044651_TS20190117,Earth,TS,47.93
T1900044652_TS20190118,Earth,TS,35.78
T1900044653_TS20190119,Earth,TS,39.81
T1900044654_TS20190120,Earth,TS,37.09
T1900044655_TS20190121,Earth,TS,39.47
T1900044657_TS20190123,Earth,TS,38.92
T1900044659_TS20190125,Earth,TS,38.34
T1900044660_TS20190126,Earth,TS,38.09
T1900044661_TS20190127,Earth,TS,40.33
T1900044663_TS20190129,Earth,TS,37.68
T1900044664_TS20190130,Earth,TS,37.89
T1900044665_TS20190131,Earth,TS,38.41
T1900044666_TS20190132,Earth,TS,37.83
T1900044669_TS20190135,Earth,TS,39.12
T1900044670_TS20190136,Earth,TS,38.61
T1900044671_TS20190137,Earth,TS,39.14
T1900044672_TS20190138,Earth,TS,41.07
T1900044673_TS20190139,Earth,TS,39.29
T1900044674_TS20190140,Earth,TS,40.37
T1900044676_TS20190142,Earth,TS,39.93
T1900044677_TS20190143,Earth,TS,38.74
T1900044678_TS20190144,Earth,TS,38.96
T1900044679_TS20190145,Earth,TS,38.79
T1900044680_TS20190146,Earth,TS,35.75
T1900044681_TS20190147,Earth,TS,38.56
T1900044682_TS20190148,Earth,TS,37.98
T1900044683_TS20190149,Earth,TS,39.26
T1900044684_TS20190150,Earth,TS,36.7
T1900044685_TS20190151,Earth,TS,39.82
T1900044686_TS20190152,Earth,TS,43.96
T1900044687_TS20190153,Earth,TS,38.59
T1900044688_TS20190154,Earth,TS,48.74
T1900044689_TS20190155,Earth,TS,39.46
T1900044690_TS20190156,Earth,TS,40.2
T1900044691_TS20190157,Earth,TS,37.89
T1900044692_TS20190158,Earth,TS,40.56
T1900044693_TS20190159,Earth,TS,38.3
T1900044694_TS20190160,Earth,TS,40.99
T1900044695_TS20190161,Earth,TS,40.09
T1900044696_TS20190162,Earth,TS,39.77
T1900044697_TS20190163,Earth,TS,38.01
T1900044698_TS20190164,Earth,TS,37.52
T1900044699_TS20190165,Earth,TS,39.65
T1900044700_TS20190166,Earth,TS,38.68
T1900044701_TS20190167,Earth,TS,41.63
T1900044702_TS20190168,Earth,TS,39.79
T1900044703_TS20190169,Earth,TS,40.53
T1900044705_TS20190171,Earth,TS,38.06
T1900044706_TS20190172,Earth,TS,39.12
T1900044708_TS20190174,Earth,TS,37.71
T1900044709_TS20190175,Earth,TS,40.56
T1900044711_TS20190177,Earth,TS,39.2
T1900044713_TS20190179,Earth,TS,37.45
T1900044714_TS20190180,Earth,TS,37.25
T1900044715_TS20190181,Earth,TS,38.38
T1900044716_TS20190182,Earth,TS,37.3
T1900044717_TS20190183,Earth,TS,37.35
T1900044718_TS20190184,Earth,TS,38.28
T1900044719_TS20190185,Earth,TS,39.17
T1900044720_TS20190186,Earth,TS,36.07
T1900044722_TS20190188,Earth,TS,37.33
T1900044723_TS20190189,Earth,TS,36.1
T1900044724_TS20190190,Earth,TS,38.02
T1900044725_TS20190191,Earth,TS,40.81
T1900044726_TS20190192,Earth,TS,39.12
T1900044727_TS20190193,Earth,TS,39.95
T1900044728_TS20190194,Earth,TS,38.54
T1900044729_TS20190195,Earth,TS,37.44
T1900044730_TS20190196,Earth,TS,40.34
T1900044731_TS20190197,Earth,TS,38.85
T1900044732_TS20190198,Earth,TS,37.5
T1900044734_TS20190200,Earth,TS,38.01
T1900044735_TS20190201,Earth,TS,37.26
T1900044736_TS20190202,Earth,TS,38.1
T1900044737_TS20190203,Earth,TS,36.47
T1900044738_TS20190204,Earth,TS,37.78
T1900044739_TS20190205,Earth,TS,40.41
T1900044740_TS20190206,Earth,TS,37.04
T1900044741_TS20190207,Earth,TS,35.78
T1900044742_TS20190208,Earth,TS,35.38
T1900044743_TS20190209,Earth,TS,38.61
T1900044744_TS20190210,Earth,TS,37.73
T1900044745_TS20190211,Earth,TS,37.91
T1900044746_TS20190212,Earth,TS,40.37
T1900044747_TS20190213,Earth,TS,39.51
T1900044748_TS20190414,Earth,TS,38.41
T1900044749_TS20190415,Earth,TS,40.35
T1900044750_TS20190416,Earth,TS,40.24
T1900044751_TS20190417,Earth,TS,40.61
T1900044752_TS20190418,Earth,TS,38.26
T1900044754_TS20190420,Earth,TS,36.99
T1900044755_TS20190421,Earth,TS,39.22
T1900044756_TS20190222,Earth,TS,39.23
T1900044757_TS20190223,Earth,TS,37.2
T1900044758_TS20190224,Earth,TS,39.31
T1900044759_TS20190225,Earth,TS,37.82
T1900044760_TS20190226,Earth,TS,37.43
T1900044761_TS20190227,Earth,TS,38.15
T1900044762_TS20190228,Earth,TS,37.18
T1900044763_TS20190229,Earth,TS,39.18
T1900044764_TS20190230,Earth,TS,37.87
T1900044765_TS20190231,Earth,TS,37.97
T1900044766_TS20190232,Earth,TS,38.21
T1900044767_TS20190233,Earth,TS,36.95
T1900044768_TS20190234,Earth,TS,37.28
T1900044769_TS20190235,Earth,TS,39.29
T1900044770_TS20190236,Earth,TS,36.76
T1900044771_TS20190237,Earth,TS,38.41
T1900044772_TS20190238,Earth,TS,36.91
T1900044773_TS20190239,Earth,TS,37.04
T1900044774_TS20190240,Earth,TS,37.32
T1900044775_TS20190241,Earth,TS,37.88
T1900044776_TS20190242,Earth,TS,37.13
T1900044777_TS20190243,Earth,TS,37.44
T1900044778_TS20190244,Earth,TS,39.97
T1900044779_TS20190245,Earth,TS,37.06
T1900044780_TS20190246,Earth,TS,39.35
T1900044781_TS20190247,Earth,TS,39.36
T1900044782_TS20190248,Earth,TS,35.15
T1900044783_TS20190249,Earth,TS,37.46
T1900044784_TS20190250,Earth,TS,39.92
T1900044785_TS20190251,Earth,TS,36.92
T1900044786_TS20190252,Earth,TS,37.19
T1900044787_TS20190253,Earth,TS,37.87
T1900044788_TS20190254,Earth,TS,37.6
T1900044789_TS20190255,Earth,TS,38.06
T1900044790_TS20190256,Earth,TS,37.58
T1900044791_TS20190257,Earth,TS,38.56
T1900044792_TS20190258,Earth,TS,37.31
T1900044793_TS20190259,Earth,TS,38.7
T1900044794_TS20190260,Earth,TS,38.83
T1900044795_TS20190261,Earth,TS,38.04
T1900044796_TS20190262,Earth,TS,38.64
T1900044797_TS20190263,Earth,TS,37.9
T1900044798_TS20190264,Earth,TS,39.46
T1900044799_TS20190265,Earth,TS,38.16
T1900044800_TS20190266,Earth,TS,37.87
T1900044801_TS20190267,Earth,TS,39.12
T1900044802_TS20190268,Earth,TS,38.03
T1900044803_TS20190269,Earth,TS,38.54
T1900044804_TS20190270,Earth,TS,38.76
T1900044805_TS20190271,Earth,TS,37.54
T1900044806_TS20190272,Earth,TS,38.54
T1900044807_TS20190273,Earth,TS,38.86
T1900044808_TS20190274,Earth,TS,37.78
T1900044809_TS20190275,Earth,TS,38.03
T1900044810_TS20190276,Earth,TS,38.78
T1900044811_TS20190277,Earth,TS,38.29
T1900044812_TS20190278,Earth,TS,38.02
T1900044813_TS20190279,Earth,TS,38.5
T1900044814_TS20190280,Earth,TS,37.66
T1900044815_TS20190281,Earth,TS,38.61
T1900044816_TS20190282,Earth,TS,38.28
T1900044817_TS20190283,Earth,TS,38.18
T1900044818_TS20190284,Earth,TS,37.72
T1900044819_TS20190285,Earth,TS,39.39
T1900044820_TS20190286,Earth,TS,38.13
T1900044821_TS20190287,Earth,TS,38.86
T1900044822_TS20190288,Earth,TS,37.6
T1900044823_TS20190289,Earth,TS,37.49
T1900044824_TS20190290,Earth,TS,39.28
T1900044825_TS20190291,Earth,TS,38.8
T1900044826_TS20190292,Earth,TS,39.58
T1900044827_TS20190293,Earth,TS,38.05
T1900044828_TS20190294,Earth,TS,37.75
T1900044829_TS20190295,Earth,TS,39.24
T1900044830_TS20190296,Earth,TS,37.87
T1900044831_TS20190297,Earth,TS,37.27
T1900044832_TS20190298,Earth,TS,38.6
T1900044833_TS20190299,Earth,TS,37.49
T1900044834_TS20190300,Earth,TS,38.05
T1900044835_TS20190301,Earth,TS,37.61
T1900044836_TS20190302,Earth,TS,38.44
T1900044837_TS20190303,Earth,TS,38.32
T1900044838_TS20190304,Earth,TS,38.16
T1900044839_TS20190305,Earth,TS,38.76
T1900044840_TS20190306,Earth,TS,37.75
T1900044841_TS20190307,Earth,TS,37.59
T1900044842_TS20190308,Earth,TS,38.54
T1900044843_TS20190309,Earth,TS,38.85
T1900044844_TS20190310,Earth,TS,37.78
T1900044845_TS20190311,Earth,TS,39.25
T1900044846_TS20190312,Earth,TS,39.98
T1900044847_TS20190313,Earth,TS,37.8
T1900044848_TS20190314,Earth,TS,37.1
T1900044849_TS20190315,Earth,TS,38.4
T1900044850_TS20190316,Earth,TS,39.62
T1900044851_TS20190317,Earth,TS,37.19
T1900044852_TS20190318,Earth,TS,38.48
T1900044853_TS20190319,Earth,TS,39.04
T1900044854_TS20190320,Earth,TS,38.27
T1900044855_TS20190321,Earth,TS,39
T1900044856_TS20190322,Earth,TS,38.49
T1900044857_TS20190323,Earth,TS,38.26
T1900044858_TS20190324,Earth,TS,38.56
T1900044859_TS20190325,Earth,TS,39.5
T1900044860_TS20190326,Earth,TS,40.64
T1900044861_TS20190327,Earth,TS,38.97
T1900044862_TS20190328,Earth,TS,38.53
T1900044863_TS20190329,Earth,TS,37.37
T1900044864_TS20190330,Earth,TS,36.64
T1900044865_TS20190331,Earth,TS,39.23
T1900044866_TS20190332,Earth,TS,38.17
T1900044867_TS20190333,Earth,TS,38.06
T1900044868_TS20190334,Earth,TS,37.77
T1900044869_TS20190335,Earth,TS,40.54
T1900044870_TS20190336,Earth,TS,38.09
T1900044872_TS20190338,Earth,TS,35.57
T1900044873_TS20190339,Earth,TS,37.79
T1900044874_TS20190340,Earth,TS,36.49
T1900044876_TS20190342,Earth,TS,40.22
T1900044877_TS20190343,Earth,TS,39.3
T1900044879_TS20190345,Earth,TS,36.58
T1900044880_TS20190346,Earth,TS,38.32
T1900044883_TS20190349,Earth,TS,38.67
T1900044885_TS20190351,Earth,TS,36.27
T1900044888_TS20190354,Earth,TS,38.4
T1900044889_TS20190355,Earth,TS,32.95
T1900044890_TS20190356,Earth,TS,36.45
T1900044892_TS20190358,Earth,TS,40.29
T1900044894_TS20190360,Earth,TS,38.54
T1900044897_TS20190363,Earth,TS,38.49
T1900044899_TS20190365,Earth,TS,37.89
T1900044904_TS20190370,Earth,TS,37.87
T1900044908_TS20190374,Earth,TS,38.81
T1900044910_TS20190376,Earth,TS,38.67
T1900044912_TS20190378,Earth,TS,38.08
T1900044913_TS20190379,Earth,TS,38.72
T1900044914_TS20190380,Earth,TS,37.82
T1900044915_TS20190381,Earth,TS,38.59
T1900044916_TS20190382,Earth,TS,38.68
T1900044917_TS20190383,Earth,TS,37.12
T1900044918_TS20190384,Earth,TS,37.43
T1900044919_TS20190385,Earth,TS,38.51
T1900044920_TS20190386,Earth,TS,38.18
T1900044921_TS20190387,Earth,TS,39.05
T1900044923_TS20190389,Earth,TS,38.22
T1900044924_TS20190390,Earth,TS,38.37
T1900044925_TS20190391,Earth,TS,38.02
T1900044926_TS20190392,Earth,TS,37.71
T1900044927_TS20190393,Earth,TS,38.84
T1900044928_TS20190394,Earth,TS,37.61
T1900044929_TS20190395,Earth,TS,37.5
T1900044930_TS20190396,Earth,TS,37.17
T1900044931_TS20190397,Earth,TS,37.66
T1900044932_TS20190398,Earth,TS,39.3
T1900044933_TS20190399,Earth,TS,38.45
T1900044934_TS20190400,Earth,TS,39.4
T1900044935_TS20190401,Earth,TS,38.67
T1900044936_TS20190402,Earth,TS,38.88
T1900044937_TS20190403,Earth,TS,40.12
T1900044938_TS20190404,Earth,TS,37.88
T1900044939_TS20190405,Earth,TS,38.05
T1900044940_TS20190406,Earth,TS,39.02
T1900044941_TS20190407,Earth,TS,40.85
T1900044942_TS20190408,Earth,TS,38.42
T1900044943_TS20190409,Earth,TS,37.24
T1900044944_TS20190410,Earth,TS,39.01
T1900044945_TS20190411,Earth,TS,37.38
T1900044946_TS20190412,Earth,TS,38.41
T2001009361_TS20190215,Earth,TS,37.2
T2001009362_TS20190216,Earth,TS,39.92
T2001009363_TS20190217,Earth,TS,38.7
T2001009364_TS20190218,Earth,TS,39.77
T2001009365_TS20190219,Earth,TS,35.82
T2001009366_TS20190220,Earth,TS,40.15
T2001009367_TS20190221,Earth,TS,37.42
T2001009368_TS-100,Earth,TS,37.99
TP20200815-DZC27_DT2009055497-1,Earth,TS,36.79
TP20200815-DZC37_DT2009055507-1,Earth,TS,38.33
TP20200814-DZC129_DT2009055457-1,Earth,TS,36.82
TP20200814-DZC104_DT2009055432-1,Earth,TS,36.66
TP20200814-DZC133_DT2009055461-1,Earth,TS,36.88
TP20200815-DZC39_DT2009055509-1,Earth,TS,36.33
TP20200814-DZC135_DT2009055463-1,Earth,TS,38.38
TP20200814-DZC123_DT2009055451-1,Earth,TS,36.96
TP20200814-DZC140_DT2009055468-1,Earth,TS,35.98
TP20200814-DZC119_DT2009055447-1,Earth,TS,40.88
TP20200814-DZC125_DT2009055453-1,Earth,TS,36.71
TP20200814-DZC141_DT2009055469-1,Earth,TS,38.18
TP20200814-DZC113_DT2009055441-1,Earth,TS,37.11
TP20200814-DZC138_DT2009055466-1,Earth,TS,36.37
TP20200815-DZC14_DT2009055484-1,Earth,TS,35.74
TP20200815-DZC32_DT2009055502-1,Earth,TS,39.12
TP20200814-DZC131_DT2009055459-1,Earth,TS,35.69
TP20200815-DZC40_DT2009055510-1,Earth,TS,37.5
TP20200814-DZC122_DT2009055450-1,Earth,TS,39.45
TP20200814-DZC108_DT2009055436-1,Earth,TS,37.19
TP20200814-DZC126_DT2009055454-1,Earth,TS,36.91
TP20200814-DZC111_DT2009055439-1,Earth,TS,37.88
TP20200814-DZC116_DT2009055444-1,Earth,TS,37.36
TP20200815-DZC16_DT2009055486-1,Earth,TS,34.24
TP20200814-DZC112_DT2009055440-1,Earth,TS,37.5
TP20200814-DZC136_DT2009055464-1,Earth,TS,35.75
TP20200815-DZC10_DT2009055480-1,Earth,TS,36.22
TP20200814-DZC1_DT2009055329-1,Earth,TS,36.63
TP20200814-DZC2_DT2009055330-1,Earth,TS,39.52
TP20200814-DZC4_DT2009055332-1,Earth,TS,38.95
TP20200814-DZC7_DT2009055335-1,Earth,TS,38.9
TP20200814-DZC8_DT2009055336-1,Earth,TS,38.17
TP20200814-DZC9_DT2009055337-1,Earth,TS,39.48
TP20200814-DZC11_DT2009055339-1,Earth,TS,38.97
TP20200814-DZC12_DT2009055340-1,Earth,TS,38.61
TP20200814-DZC13_DT2009055341-1,Earth,TS,39.12
TP20200814-DZC15_DT2009055343-1,Earth,TS,36.3
TP20200814-DZC16_DT2009055344-1,Earth,TS,37.22
TP20200814-DZC18_DT2009055346-1,Earth,TS,38.9
TP20200814-DZC19_DT2009055347-1,Earth,TS,37.01
TP20200814-DZC21_DT2009055349-1,Earth,TS,39
TP20200814-DZC22_DT2009055350-1,Earth,TS,36.5
TP20200814-DZC23_DT2009055351-1,Earth,TS,37.6
TP20200814-DZC25_DT2009055353-1,Earth,TS,37.77
TP20200814-DZC26_DT2009055354-1,Earth,TS,38.64
TP20200814-DZC29_DT2009055357-1,Earth,TS,38.2
TP20200814-DZC30_DT2009055358-1,Earth,TS,37.37
TP20200814-DZC32_DT2009055360-1,Earth,TS,38.5
TP20200814-DZC33_DT2009055361-1,Earth,TS,36.6
TP20200814-DZC35_DT2009055363-1,Earth,TS,38.08
TP20200814-DZC36_DT2009055364-1,Earth,TS,37.84
TP20200814-DZC45_DT2009055373-1,Earth,TS,37.85
TP20200814-DZC47_DT2009055375-1,Earth,TS,37.02
TP20200814-DZC48_DT2009055376-1,Earth,TS,38.57
TP20200814-DZC52_DT2009055380-1,Earth,TS,37.88
TP20200814-DZC55_DT2009055383-1,Earth,TS,37.12
TP20200814-DZC57_DT2009055385-1,Earth,TS,37.32
TP20200814-DZC61_DT2009055389-1,Earth,TS,37.79
TP20200814-DZC67_DT2009055395-1,Earth,TS,38.11
TP20200814-DZC77_DT2009055405-1,Earth,TS,37.33
TP20200814-DZC78_DT2009055406-1,Earth,TS,39.09
TP20200814-DZC81_DT2009055409-1,Earth,TS,37.29
TP20200814-DZC83_DT2009055411-1,Earth,TS,38.37
TP20200814-DZC86_DT2009055414-1,Earth,TS,38.57
TP20200814-DZC87_DT2009055415-1,Earth,TS,37.34
TP20200814-DZC89_DT2009055417-1,Earth,TS,38.76
TP20200814-DZC90_DT2009055418-1,Earth,TS,39.23
TP20200814-DZC98_DT2009055426-1,Earth,TS,37.48
TP20200814-DZC99_DT2009055427-1,Earth,TS,37.81
TP20200814-DZC101_DT2009055429-1,Earth,TS,38.54
T1900044535_TS20190001,RUG,TS,16.84
T1900044536_TS20190002,RUG,TS,16.1
T1900044537_TS20190003,RUG,TS,18.61
T1900044538_TS20190004,RUG,TS,17.42
T1900044539_TS20190005,RUG,TS,16.89
T1900044540_TS20190006,RUG,TS,14.54
T1900044541_TS20190007,RUG,TS,16.11
T1900044542_TS20190008,RUG,TS,16.64
T1900044543_TS20190009,RUG,TS,18.52
T1900044544_TS20190010,RUG,TS,19.52
T1900044545_TS20190011,RUG,TS,16.88
T1900044546_TS20190012,RUG,TS,16
T1900044547_TS20190013,RUG,TS,16.29
T1900044548_TS20190014,RUG,TS,18.61
T1900044549_TS20190015,RUG,TS,16.47
T1900044550_TS20190016,RUG,TS,17.49
T1900044551_TS20190017,RUG,TS,15.65
T1900044552_TS20190018,RUG,TS,18.81
T1900044553_TS20190019,RUG,TS,16.54
T1900044554_TS20190020,RUG,TS,16.59
T1900044555_TS20190021,RUG,TS,17.35
T1900044556_TS20190022,RUG,TS,16.5
T1900044557_TS20190023,RUG,TS,17.03
T1900044558_TS20190024,RUG,TS,15.49
T1900044559_TS20190025,RUG,TS,15.32
T1900044560_TS20190026,RUG,TS,16.32
T1900044561_TS20190027,RUG,TS,16.43
T1900044562_TS20190028,RUG,TS,17.41
T1900044563_TS20190029,RUG,TS,19.18
T1900044564_TS20190030,RUG,TS,17.35
T1900044565_TS20190031,RUG,TS,17.79
T1900044566_TS20190032,RUG,TS,16.74
T1900044567_TS20190033,RUG,TS,17.54
T1900044568_TS20190034,RUG,TS,16.3
T1900044569_TS20190035,RUG,TS,17.14
T1900044570_TS20190036,RUG,TS,17.91
T1900044571_TS20190037,RUG,TS,17.3
T1900044572_TS20190038,RUG,TS,16.95
T1900044573_TS20190039,RUG,TS,17.71
T1900044574_TS20190040,RUG,TS,15.01
T1900044575_TS20190041,RUG,TS,15.12
T1900044576_TS20190042,RUG,TS,15.3
T1900044577_TS20190043,RUG,TS,14.19
T1900044578_TS20190044,RUG,TS,14.32
T1900044579_TS20190045,RUG,TS,15.05
T1900044580_TS20190046,RUG,TS,15.09
T1900044581_TS20190047,RUG,TS,15.27
T1900044582_TS20190048,RUG,TS,15.42
T1900044583_TS20190049,RUG,TS,15.97
T1900044584_TS20190050,RUG,TS,15.27
T1900044585_TS20190051,RUG,TS,14.77
T1900044586_TS20190052,RUG,TS,15.23
T1900044587_TS20190053,RUG,TS,15.75
T1900044588_TS20190054,RUG,TS,15.59
T1900044589_TS20190055,RUG,TS,16.09
T1900044590_TS20190056,RUG,TS,15.71
T1900044591_TS20190057,RUG,TS,16.53
T1900044592_TS20190058,RUG,TS,15.85
T1900044593_TS20190059,RUG,TS,15.18
T1900044594_TS20190060,RUG,TS,16.11
T1900044595_TS20190061,RUG,TS,15.44
T1900044596_TS20190062,RUG,TS,15.67
T1900044597_TS20190063,RUG,TS,15.57
T1900044598_TS20190064,RUG,TS,14.86
T1900044599_TS20190065,RUG,TS,15.58
T1900044600_TS20190066,RUG,TS,15.79
T1900044601_TS20190067,RUG,TS,15.46
T1900044602_TS20190068,RUG,TS,17.37
T1900044604_TS20190070,RUG,TS,15.46
T1900044605_TS20190071,RUG,TS,16.77
T1900044606_TS20190072,RUG,TS,14.71
T1900044607_TS20190073,RUG,TS,15
T1900044608_TS20190074,RUG,TS,15.85
T1900044609_TS20190075,RUG,TS,16.15
T1900044610_TS20190076,RUG,TS,15.84
T1900044611_TS20190077,RUG,TS,16.45
T1900044612_TS20190078,RUG,TS,15.49
T1900044614_TS20190080,RUG,TS,14.92
T1900044615_TS20190081,RUG,TS,16.13
T1900044616_TS20190082,RUG,TS,29.23
T1900044620_TS20190086,RUG,TS,16.68
T1900044621_TS20190087,RUG,TS,19.29
T1900044622_TS20190088,RUG,TS,25.13
T1900044623_TS20190089,RUG,TS,14.76
T1900044625_TS20190091,RUG,TS,27.11
T1900044627_TS20190093,RUG,TS,17.43
T1900044629_TS20190095,RUG,TS,17.24
T1900044630_TS20190096,RUG,TS,16.57
T1900044631_TS20190097,RUG,TS,32.22
T1900044632_TS20190098,RUG,TS,15.81
T1900044633_TS20190099,RUG,TS,31.75
T1900044634_TS20190100,RUG,TS,18.85
T1900044635_TS20190101,RUG,TS,18.96
T1900044636_TS20190102,RUG,TS,25.3
T1900044637_TS20190103,RUG,TS,24.68
T1900044638_TS20190104,RUG,TS,19.28
T1900044639_TS20190105,RUG,TS,31.45
T1900044640_TS20190106,RUG,TS,38.04
T1900044641_TS20190107,RUG,TS,24.02
T1900044642_TS20190108,RUG,TS,18.42
T1900044643_TS20190109,RUG,TS,19.28
T1900044644_TS20190110,RUG,TS,20.74
T1900044645_TS20190111,RUG,TS,17.78
T1900044646_TS20190112,RUG,TS,19.8
T1900044647_TS20190113,RUG,TS,28.94
T1900044648_TS20190114,RUG,TS,21.04
T1900044649_TS20190115,RUG,TS,17.44
T1900044650_TS20190116,RUG,TS,23.88
T1900044651_TS20190117,RUG,TS,36.67
T1900044652_TS20190118,RUG,TS,17.42
T1900044653_TS20190119,RUG,TS,19.67
T1900044654_TS20190120,RUG,TS,16.77
T1900044655_TS20190121,RUG,TS,15.77
T1900044657_TS20190123,RUG,TS,16.57
T1900044659_TS20190125,RUG,TS,16.28
T1900044660_TS20190126,RUG,TS,15.68
T1900044661_TS20190127,RUG,TS,16.77
T1900044663_TS20190129,RUG,TS,15.42
T1900044664_TS20190130,RUG,TS,15.49
T1900044665_TS20190131,RUG,TS,15.57
T1900044666_TS20190132,RUG,TS,15.68
T1900044669_TS20190135,RUG,TS,15.24
T1900044670_TS20190136,RUG,TS,16.15
T1900044671_TS20190137,RUG,TS,16.5
T1900044672_TS20190138,RUG,TS,16.78
T1900044673_TS20190139,RUG,TS,16.85
T1900044674_TS20190140,RUG,TS,17.98
T1900044676_TS20190142,RUG,TS,17.26
