SGB,Database,Host,Mapping_rate
TP20200825-WDL45_DT2009055600-1,Earth,TAN,38.26
TP20200825-WDL19_DT2009055595-1,Earth,TAN,35.26
TP20200815-DZC49_DT2009055519-1,Earth,TAN,36.46
TP20200824-WDL78_DT2009055587-1,Earth,TAN,38.25
TP20200824-WDL74_DT2009055583-1,Earth,TAN,37.46
TP20200824-WDL70_DT2009055579-1,Earth,TAN,35.8
TP20200825-WDL78_DT2009055609-1,Earth,TAN,40.82
TP20200814-DZC134_DT2009055462-1,Earth,TAN,36.81
TP20200824-WDL75_DT2009055584-1,Earth,TAN,35.81
TP20200815-DZC68_DT2009055538-1,Earth,TAN,38.34
TP20200823-QMN43_DT2009055556-1,Earth,TAN,36.69
TP20200814-DZC110_DT2009055438-1,Earth,TAN,36.4
TP20200824-WDL12_DT2009055564-1,Earth,TAN,36.49
TP20200815-DZC20_DT2009055490-1,Earth,TAN,38.66
TP20200824-WDL54_DT2009055572-1,Earth,TAN,36.31
TP20200825-WDL68_DT2009055607-1,Earth,TAN,38.81
TP20200825-WDL101_DT2009055615-1,Earth,TAN,36.94
TP20200825-WDL7_DT2009055593-1,Earth,TAN,37.55
TP20200815-DZC71_DT2009055541-1,Earth,TAN,35.25
TP20200825-WDL82_DT2009055611-1,Earth,TAN,38.09
TP20200815-DZC73_DT2009055543-1,Earth,TAN,39.63
TP20200815-DZC57_DT2009055527-1,Earth,TAN,39.88
TP20200824-WDL72_DT2009055581-1,Earth,TAN,36.61
TP20200824-WDL18_DT2009055565-1,Earth,TAN,37.64
TP20200814-DZC117_DT2009055445-1,Earth,TAN,38.37
TP20200815-DZC48_DT2009055518-1,Earth,TAN,40.58
TP20200824-WDL65_DT2009055576-1,Earth,TAN,36.3
TP20200814-DZC109_DT2009055437-1,Earth,TAN,39.01
TP20200814-DZC114_DT2009055442-1,Earth,TAN,43.1
TP20200824-WDL49_DT2009055571-1,Earth,TAN,37.85
TP20200814-DZC142_DT2009055470-1,Earth,TAN,35.61
TP20200815-DZC30_DT2009055500-1,Earth,TAN,38.5
TP20200824-WDL1_DT2009055561-1,Earth,TAN,36.61
TP20200825-WDL31_DT2009055597-1,Earth,TAN,37.09
TP20200825-WDL1_DT2009055592-1,Earth,TAN,36.1
TP20200825-WDL51_DT2009055604-1,Earth,TAN,36.56
TP20200815-DZC50_DT2009055520-1,Earth,TAN,41.93
TP20200815-DZC13_DT2009055483-1,Earth,TAN,37.74
TP20200815-DZC38_DT2009055508-1,Earth,TAN,43.75
TP20200825-WDL50_DT2009055603-1,Earth,TAN,37.4
TP20200824-WDL69_DT2009055578-1,Earth,TAN,36.77
TP20200815-DZC28_DT2009055498-1,Earth,TAN,39.07
TP20200824-WDL28_DT2009055566-1,Earth,TAN,39.32
TP20200825-WDL96_DT2009055614-1,Earth,TAN,37.93
TP20200815-DZC22_DT2009055492-1,Earth,TAN,38.22
TP20200815-DZC17_DT2009055487-1,Earth,TAN,40.76
TP20200825-WDL87_DT2009055612-1,Earth,TAN,36.7
TP20200815-DZC70_DT2009055540-1,Earth,TAN,39.3
TP20200825-WDL13_DT2009055594-1,Earth,TAN,39.95
TP20200815-DZC19_DT2009055489-1,Earth,TAN,40.98
TP20200824-WDL34_DT2009055567-1,Earth,TAN,37.26
TP20200814-DZC115_DT2009055443-1,Earth,TAN,39.16
TP20200825-WDL48_DT2009055601-1,Earth,TAN,41.24
TP20200815-DZC15_DT2009055485-1,Earth,TAN,37.26
TP20200824-WDL73_DT2009055582-1,Earth,TAN,36.54
TP20200825-WDL49_DT2009055602-1,Earth,TAN,36.56
TP20200815-DZC9_DT2009055479-1,Earth,TAN,40.23
TP20200815-DZC58_DT2009055528-1,Earth,TAN,38.83
TP20200824-WDL9_DT2009055563-1,Earth,TAN,38.5
TP20200815-DZC66_DT2009055536-1,Earth,TAN,38.25
TP20200825-WDL119_DT2009055619-1,Earth,TAN,36.98
TP20200823-QMN23_DT2009055554-1,Earth,TAN,38.16
TP20200815-DZC36_DT2009055506-1,Earth,TAN,38.22
TP20200815-DZC35_DT2009055505-1,Earth,TAN,40.49
TP20200815-DZC12_DT2009055482-1,Earth,TAN,39.3
TP20200815-DZC5_DT2009055475-1,Earth,TAN,38.35
TP20200815-DZC62_DT2009055532-1,Earth,TAN,39.39
TP20200824-WDL71_DT2009055580-1,Earth,TAN,37.01
TP20200815-DZC45_DT2009055515-1,Earth,TAN,37.65
TP20200825-WDL41_DT2009055599-1,Earth,TAN,37.85
TP20200814-DZC106_DT2009055434-1,Earth,TAN,39.36
TP20200815-DZC43_DT2009055513-1,Earth,TAN,37.88
TP20200824-WDL39_DT2009055568-1,Earth,TAN,37.52
TP20200824-WDL63_DT2009055575-1,Earth,TAN,39.84
TP20200815-DZC44_DT2009055514-1,Earth,TAN,38.83
TP20200815-DZC42_DT2009055512-1,Earth,TAN,38.91
TP20200815-DZC78_DT2009055548-1,Earth,TAN,36.24
TP20200824-WDL67_DT2009055577-1,Earth,TAN,38.41
TP20200815-DZC24_DT2009055494-1,Earth,TAN,38.36
TP20200815-DZC75_DT2009055545-1,Earth,TAN,37.8
TP20200815-DZC33_DT2009055503-1,Earth,TAN,40.59
TP20200825-WDL92_DT2009055613-1,Earth,TAN,39.61
TP20200823-QMN50_DT2009055557-1,Earth,TAN,36.2
TP20200823-QMN30_DT2009055555-1,Earth,TAN,39.4
TP20200823-QMN4_DT2009055551-1,Earth,TAN,23.65
TP20200815-DZC61_DT2009055531-1,Earth,TAN,39.04
TP20200814-DZC10_DT2009055435-1,Earth,TAN,37.6
TP20200815-DZC46_DT2009055516-1,Earth,TAN,39.04
TP20200825-WDL57_DT2009055605-1,Earth,TAN,38.17
TP20200815-DZC77_DT2009055547-1,Earth,TAN,39.07
TP20200824-WDL76_DT2009055585-1,Earth,TAN,36.88
TP20200815-DZC59_DT2009055529-1,Earth,TAN,39.69
TP20200815-DZC51_DT2009055521-1,Earth,TAN,37.46
TP20200823-QMN58_DT2009055558-1,Earth,TAN,37.25
TP20200815-DZC60_DT2009055530-1,Earth,TAN,40.45
TP20200815-DZC67_DT2009055537-1,Earth,TAN,42.23
TP20200825-WDL112_DT2009055618-1,Earth,TAN,41.22
TP20200815-DZC76_DT2009055546-1,Earth,TAN,42.34
TP20200815-DZC31_DT2009055501-1,Earth,TAN,40.37
TP20200825-WDL81_DT2009055610-1,Earth,TAN,40.69
TP20200825-WDL64_DT2009055606-1,Earth,TAN,36.12
TP20200814-DZC132_DT2009055460-1,Earth,TAN,36.79
TP20200824-WDL80_DT2009055589-1,Earth,TAN,37.91
TP20200823-QMN73_DT2009055560-1,Earth,TAN,38.22
TP20200824-WDL77_DT2009055586-1,Earth,TAN,35.08
TP20200814-DZC127_DT2009055455-1,Earth,TAN,35.74
TP20200824-WDL5_DT2009055562-1,Earth,TAN,37.09
TP20200825-WDL25_DT2009055596-1,Earth,TAN,37.21
TP20200825-WDL73_DT2009055608-1,Earth,TAN,38.08
TP20200825-WDL108_DT2009055617-1,Earth,TAN,41.66
TP20200815-DZC11_DT2009055481-1,Earth,TAN,39.11
TP20200824-WDL82_DT2009055591-1,Earth,TAN,35.72
TP20200825-WDL105_DT2009055616-1,Earth,TAN,37.39
TP20200815-DZC26_DT2009055496-1,Earth,TAN,41.25
TP20200824-WDL79_DT2009055588-1,Earth,TAN,36.61
TP20200823-QMN1_DT2009055550-1,Earth,TAN,37.06
TP20200815-DZC41_DT2009055511-1,Earth,TAN,39.95
TP20200815-DZC74_DT2009055544-1,Earth,TAN,38.48
TP20200815-DZC69_DT2009055539-1,Earth,TAN,35.21
TP20200814-DZC121_DT2009055449-1,Earth,TAN,39.22
TP20200815-DZC3_DT2009055473-1,Earth,TAN,40.26
TP20200815-DZC8_DT2009055478-1,Earth,TAN,38.15
TP20200824-WDL41_DT2009055569-1,Earth,TAN,35.45
TP20200815-DZC23_DT2009055493-1,Earth,TAN,40.52
TP20200825-WDL35_DT2009055598-1,Earth,TAN,37.25
TP20200814-DZC105_DT2009055433-1,Earth,TAN,37.32
TP20200815-DZC53_DT2009055523-1,Earth,TAN,40.2
TP20200824-WDL81_DT2009055590-1,Earth,TAN,35.86
TP20200823-QMN67_DT2009055559-1,Earth,TAN,40.56
TP20200815-DZC47_DT2009055517-1,Earth,TAN,39.99
TP20200812-DBC1_DT2009055224-1,Earth,TAN,37.92
TP20200812-DBC2_DT2009055225-1,Earth,TAN,36.37
TP20200812-DBC3_DT2009055226-1,Earth,TAN,36.14
TP20200812-DBC4_DT2009055227-1,Earth,TAN,35.56
TP20200812-DBC5_DT2009055228-1,Earth,TAN,37.72
TP20200812-DBC6_DT2009055229-1,Earth,TAN,36.06
TP20200812-DBC7_DT2009055230-1,Earth,TAN,36.2
TP20200812-DBC8_DT2009055231-1,Earth,TAN,36.16
TP20200812-DBC17_DT2009055240-1,Earth,TAN,37.4
TP20200812-DBC18_DT2009055241-1,Earth,TAN,35.33
TP20200812-DBC19_DT2009055242-1,Earth,TAN,35.85
TP20200812-DBC20_DT2009055243-1,Earth,TAN,34.74
TP20200812-DBC21_DT2009055244-1,Earth,TAN,35.11
TP20200812-DBC22_DT2009055245-1,Earth,TAN,39.36
TP20200812-DBC23_DT2009055246-1,Earth,TAN,34.92
TP20200812-DBC24_DT2009055247-1,Earth,TAN,36.11
TP20200812-DBC25_DT2009055248-1,Earth,TAN,36.36
TP20200812-DBC26_DT2009055249-1,Earth,TAN,37.24
TP20200812-DBC27_DT2009055250-1,Earth,TAN,36.12
TP20200812-DBC28_DT2009055251-1,Earth,TAN,37.42
TP20200812-DBC29_DT2009055252-1,Earth,TAN,36.02
TP20200812-DBC30_DT2009055253-1,Earth,TAN,38.88
TP20200812-DBC31_DT2009055254-1,Earth,TAN,37.52
TP20200812-DBC32_DT2009055255-1,Earth,TAN,38.1
TP20200812-DBC33_DT2009055256-1,Earth,TAN,36.05
TP20200812-DBC34_DT2009055257-1,Earth,TAN,36.12
TP20200812-DBC35_DT2009055258-1,Earth,TAN,36.16
TP20200812-DBC36_DT2009055259-1,Earth,TAN,35.99
TP20200812-DBC37_DT2009055260-1,Earth,TAN,36.24
TP20200812-DBC38_DT2009055261-1,Earth,TAN,35.68
TP20200812-DBC39_DT2009055262-1,Earth,TAN,35.45
TP20200812-DBC40_DT2009055263-1,Earth,TAN,35.81
TP20200812-DBC41_DT2009055264-1,Earth,TAN,36.24
TP20200812-DBC42_DT2009055265-1,Earth,TAN,35.95
TP20200812-DBC43_DT2009055266-1,Earth,TAN,35.18
TP20200812-DBC44_DT2009055267-1,Earth,TAN,36.13
TP20200812-DBC45_DT2009055268-1,Earth,TAN,35.46
TP20200812-DBC46_DT2009055269-1,Earth,TAN,35.8
TP20200812-DBC47_DT2009055270-1,Earth,TAN,36.72
TP20200812-DBC48_DT2009055271-1,Earth,TAN,36.5
TP20200812-DBC49_DT2009055272-1,Earth,TAN,36.95
TP20200812-DBC50_DT2009055273-1,Earth,TAN,35.2
TP20200812-DBC51_DT2009055274-1,Earth,TAN,34.34
TP20200812-DBC52_DT2009055275-1,Earth,TAN,35.87
TP20200812-DBC53_DT2009055276-1,Earth,TAN,36.08
TP20200812-DBC55_DT2009055278-1,Earth,TAN,35.94
TP20200812-DBC57_DT2009055280-1,Earth,TAN,39.22
TP20200812-DBC58_DT2009055281-1,Earth,TAN,35.21
TP20200812-DBC59_DT2009055282-1,Earth,TAN,36.76
TP20200812-DBC60_DT2009055283-1,Earth,TAN,36.18
TP20200812-DBC62_DT2009055285-1,Earth,TAN,35.05
TP20200812-DBC63_DT2009055286-1,Earth,TAN,35.76
TP20200812-DBC64_DT2009055287-1,Earth,TAN,36.28
TP20200812-DBC65_DT2009055288-1,Earth,TAN,37.16
TP20200812-DBC66_DT2009055289-1,Earth,TAN,37.5
TP20200812-DBC68_DT2009055291-1,Earth,TAN,35.17
TP20200812-DBC70_DT2009055293-1,Earth,TAN,35.12
TP20200812-DBC71_DT2009055294-1,Earth,TAN,35.74
TP20200812-DBC72_DT2009055295-1,Earth,TAN,35.81
TP20200812-DBC73_DT2009055296-1,Earth,TAN,38.8
TP20200812-DBC74_DT2009055297-1,Earth,TAN,35.12
TP20200812-DBC75_DT2009055298-1,Earth,TAN,36.99
TP20200812-DBC77_DT2009055300-1,Earth,TAN,36.48
TP20200812-DBC85_DT2009055308-1,Earth,TAN,35.49
TP20200812-DBC88_DT2009055311-1,Earth,TAN,36.58
TP20200812-DBC92_DT2009055315-1,Earth,TAN,37.08
TP20200812-DBC93_DT2009055316-1,Earth,TAN,36.22
TP20200812-DBC95_DT2009055318-1,Earth,TAN,36.16
TP20200812-DBC100_DT2009055323-1,Earth,TAN,36.33
TP20200812-DBC101_DT2009055324-1,Earth,TAN,36.71
TP20200812-DBC102_DT2009055325-1,Earth,TAN,37.46
TP20200812-DBC103_DT2009055326-1,Earth,TAN,36.06
TP20200812-DBC105_DT2009055328-1,Earth,TAN,41.09
TP20200814-DZC3_DT2009055331-1,Earth,TAN,38.27
TP20200814-DZC5_DT2009055333-1,Earth,TAN,37.62
TP20200814-DZC17_DT2009055345-1,Earth,TAN,36.75
TP20200814-DZC20_DT2009055348-1,Earth,TAN,38.47
TP20200814-DZC24_DT2009055352-1,Earth,TAN,38.59
TP20200814-DZC27_DT2009055355-1,Earth,TAN,36.56
TP20200814-DZC28_DT2009055356-1,Earth,TAN,38.27
TP20200814-DZC31_DT2009055359-1,Earth,TAN,37.94
TP20200814-DZC34_DT2009055362-1,Earth,TAN,38.66
TP20200814-DZC37_DT2009055365-1,Earth,TAN,36.81
TP20200814-DZC38_DT2009055366-1,Earth,TAN,39.08
TP20200814-DZC39_DT2009055367-1,Earth,TAN,38.84
TP20200814-DZC40_DT2009055368-1,Earth,TAN,38.92
TP20200814-DZC41_DT2009055369-1,Earth,TAN,37.52
TP20200814-DZC42_DT2009055370-1,Earth,TAN,36.89
TP20200814-DZC43_DT2009055371-1,Earth,TAN,37.3
TP20200814-DZC44_DT2009055372-1,Earth,TAN,39.05
TP20200814-DZC46_DT2009055374-1,Earth,TAN,38.65
TP20200814-DZC49_DT2009055377-1,Earth,TAN,34.41
TP20200814-DZC50_DT2009055378-1,Earth,TAN,39.7
TP20200814-DZC51_DT2009055379-1,Earth,TAN,37.08
TP20200814-DZC53_DT2009055381-1,Earth,TAN,36.79
TP20200814-DZC54_DT2009055382-1,Earth,TAN,38.12
TP20200814-DZC56_DT2009055384-1,Earth,TAN,38.71
TP20200814-DZC58_DT2009055386-1,Earth,TAN,36.81
TP20200814-DZC59_DT2009055387-1,Earth,TAN,38.3
TP20200814-DZC60_DT2009055388-1,Earth,TAN,38.57
TP20200814-DZC62_DT2009055390-1,Earth,TAN,36.97
TP20200814-DZC63_DT2009055391-1,Earth,TAN,37.55
TP20200814-DZC64_DT2009055392-1,Earth,TAN,38.13
TP20200814-DZC65_DT2009055393-1,Earth,TAN,44.51
TP20200814-DZC66_DT2009055394-1,Earth,TAN,37.74
TP20200814-DZC68_DT2009055396-1,Earth,TAN,37.73
TP20200814-DZC70_DT2009055398-1,Earth,TAN,35.81
TP20200814-DZC72_DT2009055400-1,Earth,TAN,37.62
TP20200814-DZC73_DT2009055401-1,Earth,TAN,38.05
TP20200814-DZC74_DT2009055402-1,Earth,TAN,37.47
TP20200814-DZC75_DT2009055403-1,Earth,TAN,39.33
TP20200814-DZC76_DT2009055404-1,Earth,TAN,37.97
TP20200814-DZC79_DT2009055407-1,Earth,TAN,37.27
TP20200814-DZC80_DT2009055408-1,Earth,TAN,37.9
TP20200814-DZC84_DT2009055412-1,Earth,TAN,37.85
TP20200814-DZC85_DT2009055413-1,Earth,TAN,39.9
TP20200814-DZC88_DT2009055416-1,Earth,TAN,39.1
TP20200814-DZC92_DT2009055420-1,Earth,TAN,38.15
TP20200814-DZC93_DT2009055421-1,Earth,TAN,35.37
TP20200814-DZC94_DT2009055422-1,Earth,TAN,37.93
TP20200814-DZC95_DT2009055423-1,Earth,TAN,40.87
TP20200814-DZC96_DT2009055424-1,Earth,TAN,38.43
TP20200814-DZC97_DT2009055425-1,Earth,TAN,41.06
TP20200814-DZC100_DT2009055428-1,Earth,TAN,38.49
TP20200814-DZC103_DT2009055431-1,Earth,TAN,38.38
TP20200825-WDL45_DT2009055600-1,RUG,TAN,16.07
TP20200825-WDL19_DT2009055595-1,RUG,TAN,14.26
TP20200815-DZC49_DT2009055519-1,RUG,TAN,14.1
TP20200824-WDL78_DT2009055587-1,RUG,TAN,15.84
TP20200824-WDL74_DT2009055583-1,RUG,TAN,15.84
TP20200824-WDL70_DT2009055579-1,RUG,TAN,14.42
TP20200825-WDL78_DT2009055609-1,RUG,TAN,17.16
TP20200814-DZC134_DT2009055462-1,RUG,TAN,14.35
TP20200824-WDL75_DT2009055584-1,RUG,TAN,15.28
TP20200815-DZC68_DT2009055538-1,RUG,TAN,14.76
TP20200823-QMN43_DT2009055556-1,RUG,TAN,15.5
TP20200814-DZC110_DT2009055438-1,RUG,TAN,14.76
TP20200824-WDL12_DT2009055564-1,RUG,TAN,14.77
TP20200815-DZC20_DT2009055490-1,RUG,TAN,15.08
TP20200824-WDL54_DT2009055572-1,RUG,TAN,14.55
TP20200825-WDL68_DT2009055607-1,RUG,TAN,15.97
TP20200825-WDL101_DT2009055615-1,RUG,TAN,14.91
TP20200825-WDL7_DT2009055593-1,RUG,TAN,15.6
TP20200815-DZC71_DT2009055541-1,RUG,TAN,13.81
TP20200825-WDL82_DT2009055611-1,RUG,TAN,15.23
TP20200815-DZC73_DT2009055543-1,RUG,TAN,15.83
TP20200815-DZC57_DT2009055527-1,RUG,TAN,16.26
TP20200824-WDL72_DT2009055581-1,RUG,TAN,14.48
TP20200824-WDL18_DT2009055565-1,RUG,TAN,15.94
TP20200814-DZC117_DT2009055445-1,RUG,TAN,15.1
TP20200815-DZC48_DT2009055518-1,RUG,TAN,16.23
TP20200824-WDL65_DT2009055576-1,RUG,TAN,15.29
TP20200814-DZC109_DT2009055437-1,RUG,TAN,15.56
TP20200814-DZC114_DT2009055442-1,RUG,TAN,11.42
TP20200824-WDL49_DT2009055571-1,RUG,TAN,15.58
TP20200814-DZC142_DT2009055470-1,RUG,TAN,14.77
TP20200815-DZC30_DT2009055500-1,RUG,TAN,14.9
TP20200824-WDL1_DT2009055561-1,RUG,TAN,14.91
TP20200825-WDL31_DT2009055597-1,RUG,TAN,15.66
TP20200825-WDL1_DT2009055592-1,RUG,TAN,14.53
TP20200825-WDL51_DT2009055604-1,RUG,TAN,14.97
TP20200815-DZC50_DT2009055520-1,RUG,TAN,16.39
TP20200815-DZC13_DT2009055483-1,RUG,TAN,14.59
TP20200815-DZC38_DT2009055508-1,RUG,TAN,17.67
TP20200825-WDL50_DT2009055603-1,RUG,TAN,15.02
TP20200824-WDL69_DT2009055578-1,RUG,TAN,15.08
TP20200815-DZC28_DT2009055498-1,RUG,TAN,15.01
TP20200824-WDL28_DT2009055566-1,RUG,TAN,16.42
TP20200825-WDL96_DT2009055614-1,RUG,TAN,16.11
TP20200815-DZC22_DT2009055492-1,RUG,TAN,15.25
TP20200815-DZC17_DT2009055487-1,RUG,TAN,17.55
TP20200825-WDL87_DT2009055612-1,RUG,TAN,15.11
TP20200815-DZC70_DT2009055540-1,RUG,TAN,15.56
TP20200825-WDL13_DT2009055594-1,RUG,TAN,16.16
TP20200815-DZC19_DT2009055489-1,RUG,TAN,16.55
TP20200824-WDL34_DT2009055567-1,RUG,TAN,16.92
TP20200814-DZC115_DT2009055443-1,RUG,TAN,15.26
TP20200825-WDL48_DT2009055601-1,RUG,TAN,18.43
TP20200815-DZC15_DT2009055485-1,RUG,TAN,14.3
TP20200824-WDL73_DT2009055582-1,RUG,TAN,14.81
TP20200825-WDL49_DT2009055602-1,RUG,TAN,15.55
TP20200815-DZC9_DT2009055479-1,RUG,TAN,16.1
TP20200815-DZC58_DT2009055528-1,RUG,TAN,15.89
TP20200824-WDL9_DT2009055563-1,RUG,TAN,16.29
TP20200815-DZC66_DT2009055536-1,RUG,TAN,16.35
TP20200825-WDL119_DT2009055619-1,RUG,TAN,14.89
TP20200823-QMN23_DT2009055554-1,RUG,TAN,16.15
TP20200815-DZC36_DT2009055506-1,RUG,TAN,14.92
TP20200815-DZC35_DT2009055505-1,RUG,TAN,16.25
TP20200815-DZC12_DT2009055482-1,RUG,TAN,15.68
TP20200815-DZC5_DT2009055475-1,RUG,TAN,15.37
TP20200815-DZC62_DT2009055532-1,RUG,TAN,15.77
TP20200824-WDL71_DT2009055580-1,RUG,TAN,15.14
TP20200815-DZC45_DT2009055515-1,RUG,TAN,14.81
TP20200825-WDL41_DT2009055599-1,RUG,TAN,15.68
TP20200814-DZC106_DT2009055434-1,RUG,TAN,15.82
TP20200815-DZC43_DT2009055513-1,RUG,TAN,14.25
TP20200824-WDL39_DT2009055568-1,RUG,TAN,15.26
TP20200824-WDL63_DT2009055575-1,RUG,TAN,13.02
TP20200815-DZC44_DT2009055514-1,RUG,TAN,15.4
TP20200815-DZC42_DT2009055512-1,RUG,TAN,15.19
TP20200815-DZC78_DT2009055548-1,RUG,TAN,14.59
TP20200824-WDL67_DT2009055577-1,RUG,TAN,15.66
TP20200815-DZC24_DT2009055494-1,RUG,TAN,14.96
TP20200815-DZC75_DT2009055545-1,RUG,TAN,16.55
TP20200815-DZC33_DT2009055503-1,RUG,TAN,16.36
TP20200825-WDL92_DT2009055613-1,RUG,TAN,15.88
TP20200823-QMN50_DT2009055557-1,RUG,TAN,15.26
TP20200823-QMN30_DT2009055555-1,RUG,TAN,16.69
TP20200823-QMN4_DT2009055551-1,RUG,TAN,7.71
TP20200815-DZC61_DT2009055531-1,RUG,TAN,15.83
TP20200814-DZC10_DT2009055435-1,RUG,TAN,15.14
TP20200815-DZC46_DT2009055516-1,RUG,TAN,16.49
TP20200825-WDL57_DT2009055605-1,RUG,TAN,16.15
TP20200815-DZC77_DT2009055547-1,RUG,TAN,15.68
TP20200824-WDL76_DT2009055585-1,RUG,TAN,16
TP20200815-DZC59_DT2009055529-1,RUG,TAN,15.96
TP20200815-DZC51_DT2009055521-1,RUG,TAN,15.19
TP20200823-QMN58_DT2009055558-1,RUG,TAN,16.09
TP20200815-DZC60_DT2009055530-1,RUG,TAN,14.91
TP20200815-DZC67_DT2009055537-1,RUG,TAN,17.66
TP20200825-WDL112_DT2009055618-1,RUG,TAN,17.54
TP20200815-DZC76_DT2009055546-1,RUG,TAN,17.8
TP20200815-DZC31_DT2009055501-1,RUG,TAN,16.34
TP20200825-WDL81_DT2009055610-1,RUG,TAN,16.94
TP20200825-WDL64_DT2009055606-1,RUG,TAN,14.87
TP20200814-DZC132_DT2009055460-1,RUG,TAN,15.07
TP20200824-WDL80_DT2009055589-1,RUG,TAN,15.62
TP20200823-QMN73_DT2009055560-1,RUG,TAN,16.16
TP20200824-WDL77_DT2009055586-1,RUG,TAN,14.44
TP20200814-DZC127_DT2009055455-1,RUG,TAN,14.87
TP20200824-WDL5_DT2009055562-1,RUG,TAN,15.36
TP20200825-WDL25_DT2009055596-1,RUG,TAN,15.17
TP20200825-WDL73_DT2009055608-1,RUG,TAN,16.13
TP20200825-WDL108_DT2009055617-1,RUG,TAN,17.97
TP20200815-DZC11_DT2009055481-1,RUG,TAN,16.7
TP20200824-WDL82_DT2009055591-1,RUG,TAN,15.29
TP20200825-WDL105_DT2009055616-1,RUG,TAN,15.27
TP20200815-DZC26_DT2009055496-1,RUG,TAN,16.76
TP20200824-WDL79_DT2009055588-1,RUG,TAN,15.62
TP20200823-QMN1_DT2009055550-1,RUG,TAN,15.17
TP20200815-DZC41_DT2009055511-1,RUG,TAN,16.62
TP20200815-DZC74_DT2009055544-1,RUG,TAN,16.92
TP20200815-DZC69_DT2009055539-1,RUG,TAN,15.44
TP20200814-DZC121_DT2009055449-1,RUG,TAN,15.15
TP20200815-DZC3_DT2009055473-1,RUG,TAN,16.42
TP20200815-DZC8_DT2009055478-1,RUG,TAN,14.89
TP20200824-WDL41_DT2009055569-1,RUG,TAN,14.51
TP20200815-DZC23_DT2009055493-1,RUG,TAN,16.85
TP20200825-WDL35_DT2009055598-1,RUG,TAN,15.66
TP20200814-DZC105_DT2009055433-1,RUG,TAN,16.5
TP20200815-DZC53_DT2009055523-1,RUG,TAN,16.24
TP20200824-WDL81_DT2009055590-1,RUG,TAN,14.74
TP20200823-QMN67_DT2009055559-1,RUG,TAN,17.85
TP20200815-DZC47_DT2009055517-1,RUG,TAN,15.26
TP20200812-DBC1_DT2009055224-1,RUG,TAN,15.33
TP20200812-DBC2_DT2009055225-1,RUG,TAN,14.91
TP20200812-DBC3_DT2009055226-1,RUG,TAN,15.12
TP20200812-DBC4_DT2009055227-1,RUG,TAN,15.07
TP20200812-DBC5_DT2009055228-1,RUG,TAN,15.23
TP20200812-DBC6_DT2009055229-1,RUG,TAN,14.97
TP20200812-DBC7_DT2009055230-1,RUG,TAN,15.17
TP20200812-DBC8_DT2009055231-1,RUG,TAN,14.96
TP20200812-DBC17_DT2009055240-1,RUG,TAN,15.15
TP20200812-DBC18_DT2009055241-1,RUG,TAN,14.29
TP20200812-DBC19_DT2009055242-1,RUG,TAN,13.92
TP20200812-DBC20_DT2009055243-1,RUG,TAN,13.86
TP20200812-DBC21_DT2009055244-1,RUG,TAN,14.5
TP20200812-DBC22_DT2009055245-1,RUG,TAN,14.69
TP20200812-DBC23_DT2009055246-1,RUG,TAN,14.61
TP20200812-DBC24_DT2009055247-1,RUG,TAN,15.04
TP20200812-DBC25_DT2009055248-1,RUG,TAN,15.05
TP20200812-DBC26_DT2009055249-1,RUG,TAN,14.72
TP20200812-DBC27_DT2009055250-1,RUG,TAN,14.53
TP20200812-DBC28_DT2009055251-1,RUG,TAN,14.74
TP20200812-DBC29_DT2009055252-1,RUG,TAN,15.01
TP20200812-DBC30_DT2009055253-1,RUG,TAN,14.33
TP20200812-DBC31_DT2009055254-1,RUG,TAN,15.39
TP20200812-DBC32_DT2009055255-1,RUG,TAN,15.54
TP20200812-DBC33_DT2009055256-1,RUG,TAN,14.94
TP20200812-DBC34_DT2009055257-1,RUG,TAN,14.87
TP20200812-DBC35_DT2009055258-1,RUG,TAN,14.97
TP20200812-DBC36_DT2009055259-1,RUG,TAN,14.48
TP20200812-DBC37_DT2009055260-1,RUG,TAN,15.02
TP20200812-DBC38_DT2009055261-1,RUG,TAN,14.62
TP20200812-DBC39_DT2009055262-1,RUG,TAN,14.53
TP20200812-DBC40_DT2009055263-1,RUG,TAN,14.42
TP20200812-DBC41_DT2009055264-1,RUG,TAN,14.75
TP20200812-DBC42_DT2009055265-1,RUG,TAN,14.12
TP20200812-DBC43_DT2009055266-1,RUG,TAN,14.66
TP20200812-DBC44_DT2009055267-1,RUG,TAN,15.25
TP20200812-DBC45_DT2009055268-1,RUG,TAN,14.32
TP20200812-DBC46_DT2009055269-1,RUG,TAN,14.34
TP20200812-DBC47_DT2009055270-1,RUG,TAN,15.27
TP20200812-DBC48_DT2009055271-1,RUG,TAN,15.67
TP20200812-DBC49_DT2009055272-1,RUG,TAN,15.3
TP20200812-DBC50_DT2009055273-1,RUG,TAN,14.22
TP20200812-DBC51_DT2009055274-1,RUG,TAN,14.35
TP20200812-DBC52_DT2009055275-1,RUG,TAN,14.74
TP20200812-DBC53_DT2009055276-1,RUG,TAN,15.16
TP20200812-DBC55_DT2009055278-1,RUG,TAN,14.84
TP20200812-DBC57_DT2009055280-1,RUG,TAN,14
TP20200812-DBC58_DT2009055281-1,RUG,TAN,14.82
TP20200812-DBC59_DT2009055282-1,RUG,TAN,15.45
TP20200812-DBC60_DT2009055283-1,RUG,TAN,15.12
TP20200812-DBC62_DT2009055285-1,RUG,TAN,14.48
TP20200812-DBC63_DT2009055286-1,RUG,TAN,14.74
