SGB_ID	Node	GTDB_phylum	GTDB_genus
SGB_437	N3	p__Bacteroidota	g__
SGB_2496	N3	p__Bacteroidota	g__RC9
SGB_2538	N3	p__Bacteroidota	g__RC9
SGB_15898	N3	p__Firmicutes_A	g__UBA1191
SGB_412	N3	p__Bacteroidota	g__
SGB_768	N3	p__Bacteroidota	g__UBA1189
SGB_12889	N3	p__Firmicutes_A	g__UBA1752
SGB_2380	N3	p__Bacteroidota	g__RC9
SGB_5201	N3	p__Firmicutes_A	g__
SGB_997	N3	p__Bacteroidota	g__F082
SGB_590	N3	p__Bacteroidota	g__Phocaeicola
SGB_2507	N3	p__Bacteroidota	g__RC9
SGB_593	N3	p__Bacteroidota	g__Phocaeicola
SGB_13865	N3	p__Firmicutes_A	g__CAG-110
SGB_1145	N3	p__Bacteroidota	g__M3
SGB_2557	N3	p__Bacteroidota	g__RC9
SGB_2576	N3	p__Bacteroidota	g__RC9
SGB_436	N3	p__Bacteroidota	g__
SGB_2566	N3	p__Bacteroidota	g__RC9
SGB_1368	N3	p__Bacteroidota	g__RF16
SGB_2519	N3	p__Bacteroidota	g__RC9
SGB_13801	N3	p__Firmicutes_A	g__CAG-110
SGB_13926	N3	p__Firmicutes_A	g__CAG-110
SGB_1416	N3	p__Bacteroidota	g__RF16
SGB_1196	N3	p__Bacteroidota	g__UBA1219
SGB_2588	N3	p__Bacteroidota	g__RC9
SGB_2217	N3	p__Bacteroidota	g__RC9
SGB_4453	N3	p__Firmicutes_A	g__
SGB_579	N3	p__Bacteroidota	g__Phocaeicola
SGB_888	N3	p__Bacteroidota	g__UBA4334
SGB_2582	N3	p__Bacteroidota	g__RC9
SGB_14078	N3	p__Firmicutes_A	g__CAG-110
SGB_4884	N3	p__Firmicutes_A	g__Clostridium
SGB_10893	N3	p__Firmicutes_A	g__QALR01
SGB_1396	N3	p__Bacteroidota	g__RF16
SGB_816	N3	p__Bacteroidota	g__UBA1189
SGB_2756	N3	p__Bacteroidota	g__UBA1232
SGB_781	N3	p__Bacteroidota	g__UBA1189
SGB_16850	N3	p__Firmicutes	g__Bacillus_AD
SGB_13286	N3	p__Firmicutes_A	g__
SGB_1810	N3	p__Bacteroidota	g__Alistipes
SGB_5807	N3	p__Firmicutes_A	g__CAG-81
SGB_2533	N3	p__Bacteroidota	g__RC9
SGB_1344	N3	p__Bacteroidota	g__RF16
SGB_783	N3	p__Bacteroidota	g__UBA1189
SGB_1357	N3	p__Bacteroidota	g__RF16
SGB_17454	N3	p__Firmicutes	g__UBA5578
SGB_414	N3	p__Bacteroidota	g__
SGB_2577	N3	p__Bacteroidota	g__RC9
SGB_1845	N3	p__Bacteroidota	g__Alistipes
SGB_1697	N3	p__Bacteroidota	g__Alistipes
SGB_2618	N3	p__Bacteroidota	g__RC9
SGB_5212	N3	p__Firmicutes_A	g__
SGB_10534	N3	p__Firmicutes_A	g__CAG-390
SGB_2771	N3	p__Bacteroidota	g__UBA1232
SGB_5261	N3	p__Firmicutes_A	g__
SGB_19114	N3	p__Verrucomicrobiota	g__Akkermansia
SGB_2740	N3	p__Bacteroidota	g__UBA1232
SGB_5190	N3	p__Firmicutes_A	g__
SGB_1991	N3	p__Bacteroidota	g__Tidjanibacter
SGB_8794	N3	p__Firmicutes_A	g__UBA5905
SGB_1928	N3	p__Bacteroidota	g__Alistipes
SGB_487	N3	p__Bacteroidota	g__
SGB_4882	N3	p__Firmicutes_A	g__Clostridium
SGB_12147	N3	p__Firmicutes_A	g__UMGS1696
SGB_5650	N3	p__Firmicutes_A	g__Anaerobutyricum
SGB_13276	N3	p__Firmicutes_A	g__
SGB_1568	N3	p__Bacteroidota	g__
SGB_19210	N3	p__Verrucomicrobiota	g__Akkermansia
SGB_1046	N3	p__Bacteroidota	g__F082
SGB_673	N3	p__Bacteroidota	g__Prevotella
SGB_13245	N3	p__Firmicutes_A	g__
SGB_14101	N3	p__Firmicutes_A	g__CAG-110
SGB_2599	N3	p__Bacteroidota	g__RC9
SGB_14109	N3	p__Firmicutes_A	g__CAG-110
SGB_1419	N3	p__Bacteroidota	g__RF16
SGB_1297	N3	p__Bacteroidota	g__RF16
SGB_417	N3	p__Bacteroidota	g__
SGB_522	N3	p__Bacteroidota	g__
SGB_1306	N3	p__Bacteroidota	g__RF16
SGB_3056	N3	p__Desulfobacterota	g__Mailhella
SGB_1731	N3	p__Bacteroidota	g__Alistipes
SGB_12142	N3	p__Firmicutes_A	g__UMGS1696
SGB_2517	N3	p__Bacteroidota	g__RC9
SGB_5804	N3	p__Firmicutes_A	g__CAG-81
SGB_1813	N3	p__Bacteroidota	g__Alistipes
SGB_2124	N3	p__Bacteroidota	g__
SGB_15756	N3	p__Firmicutes_A	g__
SGB_10189	N3	p__Firmicutes_A	g__
SGB_1762	N3	p__Bacteroidota	g__Alistipes
SGB_5651	N3	p__Firmicutes_A	g__Anaerobutyricum
SGB_1198	N3	p__Bacteroidota	g__UBA1219
SGB_932	N3	p__Bacteroidota	g__UBA4372
SGB_4912	N3	p__Firmicutes_A	g__Anaerotignum
SGB_9985	N3	p__Firmicutes_A	g__SCN-57-10
SGB_2605	N3	p__Bacteroidota	g__RC9
SGB_9971	N3	p__Firmicutes_A	g__
SGB_12901	N3	p__Firmicutes_A	g__UBA1752
SGB_1084	N3	p__Bacteroidota	g__Odoribacter
SGB_1511	N3	p__Bacteroidota	g__SFVR01
SGB_2584	N3	p__Bacteroidota	g__RC9
SGB_477	N3	p__Bacteroidota	g__
SGB_9576	N3	p__Firmicutes_A	g__UMGS1071
SGB_1405	N3	p__Bacteroidota	g__RF16
SGB_2598	N3	p__Bacteroidota	g__RC9
SGB_12153	N3	p__Firmicutes_A	g__UMGS1696
SGB_2505	N3	p__Bacteroidota	g__RC9
SGB_1383	N3	p__Bacteroidota	g__RF16
SGB_1403	N3	p__Bacteroidota	g__RF16
SGB_823	N3	p__Bacteroidota	g__UBA1189
SGB_4146	N3	p__Firmicutes_A	g__UBA3792
SGB_16942	N3	p__Firmicutes	g__Bulleidia
SGB_16065	N3	p__Firmicutes_A	g__
SGB_2388	N3	p__Bacteroidota	g__RC9
SGB_2199	N3	p__Bacteroidota	g__RC9
SGB_10003	N3	p__Firmicutes_A	g__UBA4644
SGB_16003	N3	p__Firmicutes_A	g__Saccharofermentans
SGB_1102	N3	p__Bacteroidota	g__
SGB_128	N3	p__Methanobacteriota	g__Methanobrevibacter
SGB_2766	N3	p__Bacteroidota	g__UBA1232
SGB_12073	N3	p__Firmicutes_A	g__UMGS1225
SGB_12139	N3	p__Firmicutes_A	g__UMGS1696
SGB_313	N3	p__Bacteroidota	g__
SGB_450	N3	p__Bacteroidota	g__
SGB_2622	N3	p__Bacteroidota	g__RC9
SGB_482	N3	p__Bacteroidota	g__
SGB_1833	N3	p__Bacteroidota	g__Alistipes
SGB_502	N3	p__Bacteroidota	g__
SGB_2495	N3	p__Bacteroidota	g__RC9
SGB_15515	N3	p__Firmicutes_A	g__UMGS1668
SGB_1425	N3	p__Bacteroidota	g__RF16
SGB_13253	N3	p__Firmicutes_A	g__
SGB_18808	N3	p__Verrucomicrobiota	g__UBA1067
SGB_2744	N3	p__Bacteroidota	g__UBA1232
SGB_16110	N3	p__Firmicutes_A	g__UBA7001
SGB_2396	N3	p__Bacteroidota	g__RC9
SGB_5218	N3	p__Firmicutes_A	g__
SGB_2229	N3	p__Bacteroidota	g__RC9
SGB_4264	N3	p__Firmicutes_A	g__Firm-11
SGB_13988	N3	p__Firmicutes_A	g__CAG-110
SGB_2532	N3	p__Bacteroidota	g__RC9
SGB_17444	N3	p__Firmicutes	g__UBA5578
SGB_1855	N3	p__Bacteroidota	g__Alistipes
SGB_11223	N3	p__Firmicutes_A	g__UBA1740
SGB_14041	N3	p__Firmicutes_A	g__CAG-110
SGB_16981	N3	p__Firmicutes	g__Traorella
SGB_4283	N3	p__Firmicutes_A	g__GCA-900199385
SGB_19153	N3	p__Verrucomicrobiota	g__Akkermansia
SGB_14025	N3	p__Firmicutes_A	g__CAG-110
SGB_1837	N3	p__Bacteroidota	g__Alistipes
SGB_4314	N3	p__Firmicutes_A	g__RUG563
SGB_14052	N3	p__Firmicutes_A	g__CAG-110
SGB_15791	N3	p__Firmicutes_A	g__Emergencia
SGB_602	N3	p__Bacteroidota	g__Phocaeicola
SGB_6058	N3	p__Firmicutes_A	g__Frisingicoccus
SGB_15850	N3	p__Firmicutes_A	g__Mogibacterium
SGB_14795	N3	p__Firmicutes_A	g__CAG-83
SGB_780	N3	p__Bacteroidota	g__UBA1189
SGB_2560	N3	p__Bacteroidota	g__RC9
SGB_348	N3	p__Bacteroidota	g__
SGB_1399	N3	p__Bacteroidota	g__RF16
SGB_728	N3	p__Bacteroidota	g__UBA1179
SGB_354	N3	p__Bacteroidota	g__
SGB_2383	N3	p__Bacteroidota	g__RC9
SGB_912	N3	p__Bacteroidota	g__UBA4372
SGB_441	N3	p__Bacteroidota	g__
SGB_18370	N3	p__Proteobacteria	g__Rs-D84
SGB_12160	N3	p__Firmicutes_A	g__UMGS1696
SGB_1651	N3	p__Bacteroidota	g__Alistipes
SGB_13891	N3	p__Firmicutes_A	g__CAG-110
SGB_1503	N3	p__Bacteroidota	g__SFVR01
SGB_14850	N3	p__Firmicutes_A	g__Oscillibacter
SGB_1415	N3	p__Bacteroidota	g__RF16
SGB_1508	N3	p__Bacteroidota	g__SFVR01
SGB_13884	N3	p__Firmicutes_A	g__CAG-110
SGB_15150	N3	p__Firmicutes_A	g__
SGB_1367	N3	p__Bacteroidota	g__RF16
SGB_1495	N3	p__Bacteroidota	g__SFVR01
SGB_16060	N3	p__Firmicutes_A	g__
SGB_2118	N3	p__Bacteroidota	g__
SGB_423	N3	p__Bacteroidota	g__
SGB_2597	N3	p__Bacteroidota	g__RC9
SGB_12056	N3	p__Firmicutes_A	g__UMGS1225
SGB_12878	N3	p__Firmicutes_A	g__UBA1752
SGB_1426	N3	p__Bacteroidota	g__RF16
SGB_1490	N3	p__Bacteroidota	g__SFVR01
SGB_7742	N3	p__Firmicutes_A	g__CAG-177
SGB_4120	N3	p__Firmicutes_A	g__RUG472
SGB_2564	N3	p__Bacteroidota	g__RC9
SGB_2609	N3	p__Bacteroidota	g__RC9
SGB_1501	N3	p__Bacteroidota	g__SFVR01
SGB_13994	N3	p__Firmicutes_A	g__CAG-110
SGB_13956	N3	p__Firmicutes_A	g__CAG-110
SGB_8826	N3	p__Firmicutes_A	g__UBA5905
SGB_689	N3	p__Bacteroidota	g__Prevotella
SGB_1800	N3	p__Bacteroidota	g__Alistipes
SGB_5247	N3	p__Firmicutes_A	g__
SGB_14970	N3	p__Firmicutes_A	g__UMGS1872
SGB_2390	N3	p__Bacteroidota	g__RC9
SGB_136	N3	p__Methanobacteriota	g__Methanobrevibacter
SGB_16927	N3	p__Firmicutes	g__
SGB_2358	N3	p__Bacteroidota	g__RC9
SGB_1565	N3	p__Bacteroidota	g__
SGB_421	N3	p__Bacteroidota	g__
SGB_2554	N3	p__Bacteroidota	g__RC9
SGB_1339	N3	p__Bacteroidota	g__RF16
SGB_1401	N3	p__Bacteroidota	g__RF16
SGB_1510	N3	p__Bacteroidota	g__SFVR01
SGB_785	N3	p__Bacteroidota	g__UBA1189
SGB_2737	N3	p__Bacteroidota	g__UBA1232
SGB_1193	N3	p__Bacteroidota	g__UBA1219
SGB_9523	N3	p__Firmicutes_A	g__UBA8612
SGB_11425	N3	p__Firmicutes_A	g__UBA1740
SGB_9538	N3	p__Firmicutes_A	g__UBA8612
SGB_18824	N3	p__Verrucomicrobiota	g__UBA1067
SGB_5222	N3	p__Firmicutes_A	g__
SGB_1379	N3	p__Bacteroidota	g__RF16
SGB_16115	N3	p__Firmicutes_A	g__UBA7001
SGB_2490	N3	p__Bacteroidota	g__RC9
SGB_1690	N3	p__Bacteroidota	g__Alistipes
SGB_319	N3	p__Bacteroidota	g__
SGB_2750	N3	p__Bacteroidota	g__UBA1232
SGB_15152	N3	p__Firmicutes_A	g__
SGB_15078	N3	p__Firmicutes_A	g__
SGB_819	N3	p__Bacteroidota	g__UBA1189
SGB_1300	N3	p__Bacteroidota	g__RF16
SGB_13265	N3	p__Firmicutes_A	g__
SGB_2752	N3	p__Bacteroidota	g__UBA1232
SGB_18959	N3	p__Verrucomicrobiota	g__
SGB_14185	N3	p__Firmicutes_A	g__CAG-110
SGB_408	N3	p__Bacteroidota	g__
SGB_2556	N3	p__Bacteroidota	g__RC9
SGB_9972	N3	p__Firmicutes_A	g__
SGB_2346	N3	p__Bacteroidota	g__RC9
SGB_2233	N3	p__Bacteroidota	g__RC9
SGB_1814	N3	p__Bacteroidota	g__Alistipes
SGB_2497	N3	p__Bacteroidota	g__RC9
SGB_2591	N3	p__Bacteroidota	g__RC9
SGB_18843	N3	p__Verrucomicrobiota	g__UBA1067
SGB_492	N3	p__Bacteroidota	g__
SGB_2489	N3	p__Bacteroidota	g__RC9
SGB_1499	N3	p__Bacteroidota	g__SFVR01
SGB_15519	N3	p__Firmicutes_A	g__UMGS1668
SGB_281	N3	p__Bacteroidota	g__
SGB_10527	N3	p__Firmicutes_A	g__CAG-390
SGB_1015	N3	p__Bacteroidota	g__F082
SGB_11180	N3	p__Firmicutes_A	g__UBA1740
SGB_16911	N3	p__Firmicutes	g__
SGB_18723	N3	p__Spirochaetota	g__Treponema_F
SGB_12808	N3	p__Firmicutes_A	g__SFLA01
SGB_1380	N3	p__Bacteroidota	g__RF16
SGB_12378	N3	p__Firmicutes_A	g__UMGS1865
SGB_1026	N3	p__Bacteroidota	g__F082
SGB_10894	N3	p__Firmicutes_A	g__QALR01
SGB_427	N3	p__Bacteroidota	g__
SGB_12670	N3	p__Firmicutes_A	g__
SGB_2736	N3	p__Bacteroidota	g__UBA1232
SGB_18443	N3	p__Proteobacteria	g__CAG-521
SGB_13946	N3	p__Firmicutes_A	g__CAG-110
SGB_2401	N3	p__Bacteroidota	g__RC9
SGB_2587	N3	p__Bacteroidota	g__RC9
SGB_1497	N3	p__Bacteroidota	g__SFVR01
SGB_18914	N3	p__Verrucomicrobiota	g__
SGB_2595	N3	p__Bacteroidota	g__RC9
SGB_17112	N3	p__Firmicutes	g__UBA1737
SGB_16906	N3	p__Firmicutes	g__CHKCI006
SGB_1500	N3	p__Bacteroidota	g__SFVR01
SGB_2602	N3	p__Bacteroidota	g__RC9
SGB_16006	N3	p__Firmicutes_A	g__Saccharofermentans
SGB_14936	N3	p__Firmicutes_A	g__UBA1777
SGB_1712	N3	p__Bacteroidota	g__Alistipes
SGB_1257	N3	p__Bacteroidota	g__UBA3388
SGB_18826	N3	p__Verrucomicrobiota	g__UBA1067
SGB_2227	N3	p__Bacteroidota	g__RC9
SGB_13929	N3	p__Firmicutes_A	g__CAG-110
SGB_4228	N3	p__Firmicutes_A	g__
SGB_1483	N3	p__Bacteroidota	g__SFVR01
SGB_13900	N3	p__Firmicutes_A	g__CAG-110
SGB_2198	N3	p__Bacteroidota	g__RC9
SGB_14852	N3	p__Firmicutes_A	g__Oscillibacter
SGB_8791	N3	p__Firmicutes_A	g__UBA5905
SGB_2621	N3	p__Bacteroidota	g__RC9
SGB_15512	N3	p__Firmicutes_A	g__UMGS1668
SGB_19117	N3	p__Verrucomicrobiota	g__Akkermansia
SGB_18873	N3	p__Verrucomicrobiota	g__UBA1731
SGB_4324	N3	p__Firmicutes_A	g__RUG740
SGB_4773	N3	p__Firmicutes_A	g__UBA7102
SGB_1280	N3	p__Bacteroidota	g__RF16
SGB_8142	N3	p__Firmicutes_A	g__DTU089_A
SGB_1714	N3	p__Bacteroidota	g__Alistipes
SGB_8969	N3	p__Firmicutes_A	g__UBA6857
SGB_10218	N3	p__Firmicutes_A	g__
SGB_13852	N3	p__Firmicutes_A	g__CAG-110
SGB_968	N3	p__Bacteroidota	g__Barnesiella
SGB_1400	N3	p__Bacteroidota	g__RF16
SGB_15878	N3	p__Firmicutes_A	g__RUG708
SGB_129	N3	p__Methanobacteriota	g__Methanobrevibacter
SGB_486	N3	p__Bacteroidota	g__
SGB_2387	N3	p__Bacteroidota	g__RC9
SGB_5100	N3	p__Firmicutes_A	g__
SGB_691	N3	p__Bacteroidota	g__Prevotella
SGB_1701	N3	p__Bacteroidota	g__Alistipes
SGB_1270	N3	p__Bacteroidota	g__
SGB_17352	N3	p__Firmicutes	g__CAG-877
SGB_2678	N3	p__Bacteroidota	g__RC9
SGB_15891	N3	p__Firmicutes_A	g__UBA1191
SGB_16118	N3	p__Firmicutes_A	g__UBA7001
SGB_484	N3	p__Bacteroidota	g__
SGB_4423	N3	p__Firmicutes_A	g__UBA2862
SGB_19049	N3	p__Verrucomicrobiota	g__UBA1784
SGB_17391	N3	p__Firmicutes	g__UBA3789
SGB_1385	N3	p__Bacteroidota	g__RF16
SGB_11208	N3	p__Firmicutes_A	g__UBA1740
SGB_3733	N3	p__Firmicutes_A	g__QALS01
SGB_13905	N3	p__Firmicutes_A	g__CAG-110
SGB_10892	N3	p__Firmicutes_A	g__QALR01
SGB_959	N3	p__Bacteroidota	g__UBA4372
SGB_1481	N3	p__Bacteroidota	g__SFVR01
SGB_2551	N3	p__Bacteroidota	g__RC9
SGB_8850	N3	p__Firmicutes_A	g__UBA5905
SGB_10898	N3	p__Firmicutes_A	g__QALR01
SGB_13861	N3	p__Firmicutes_A	g__CAG-110
SGB_8752	N3	p__Firmicutes_A	g__UBA5905
SGB_2521	N3	p__Bacteroidota	g__RC9
SGB_1012	N3	p__Bacteroidota	g__F082
SGB_13003	N3	p__Firmicutes_A	g__UMGS1052
SGB_488	N3	p__Bacteroidota	g__
SGB_5610	N3	p__Firmicutes_A	g__Agathobacter
SGB_2377	N3	p__Bacteroidota	g__RC9
SGB_15516	N3	p__Firmicutes_A	g__UMGS1668
SGB_6558	N3	p__Firmicutes_A	g__
SGB_2515	N3	p__Bacteroidota	g__RC9
SGB_14955	N3	p__Firmicutes_A	g__UBA9475
SGB_1340	N3	p__Bacteroidota	g__RF16
SGB_13212	N3	p__Firmicutes_A	g__
SGB_1988	N3	p__Bacteroidota	g__Tidjanibacter
SGB_15075	N3	p__Firmicutes_A	g__
SGB_18825	N3	p__Verrucomicrobiota	g__UBA1067
SGB_431	N3	p__Bacteroidota	g__
SGB_1695	N3	p__Bacteroidota	g__Alistipes
SGB_2674	N3	p__Bacteroidota	g__RC9
SGB_948	N3	p__Bacteroidota	g__UBA4372
SGB_2520	N3	p__Bacteroidota	g__RC9
SGB_8963	N3	p__Firmicutes_A	g__UBA6857
SGB_2524	N3	p__Bacteroidota	g__RC9
SGB_10682	N3	p__Firmicutes_A	g__CAG-448
SGB_16162	N3	p__Firmicutes_A	g__
SGB_1873	N3	p__Bacteroidota	g__Alistipes
SGB_2375	N3	p__Bacteroidota	g__RC9
SGB_16163	N3	p__Firmicutes_A	g__
SGB_2639	N3	p__Bacteroidota	g__RC9
SGB_11726	N3	p__Firmicutes_A	g__UBA7573
SGB_1461	N3	p__Bacteroidota	g__RUG163
SGB_5614	N3	p__Firmicutes_A	g__Agathobacter
SGB_434	N3	p__Bacteroidota	g__
SGB_13897	N3	p__Firmicutes_A	g__CAG-110
SGB_16859	N3	p__Firmicutes	g__FJAT-27916
SGB_5210	N3	p__Firmicutes_A	g__
SGB_5189	N3	p__Firmicutes_A	g__
SGB_1360	N3	p__Bacteroidota	g__RF16
SGB_1489	N3	p__Bacteroidota	g__SFVR01
SGB_11399	N3	p__Firmicutes_A	g__UBA1740
SGB_2376	N3	p__Bacteroidota	g__RC9
SGB_1859	N3	p__Bacteroidota	g__Alistipes
SGB_15378	N3	p__Firmicutes_A	g__Ruminococcus
SGB_19050	N3	p__Verrucomicrobiota	g__UBA1784
SGB_10526	N3	p__Firmicutes_A	g__CAG-390
SGB_16858	N3	p__Firmicutes	g__FJAT-27916
SGB_13214	N3	p__Firmicutes_A	g__
SGB_16293	N3	p__Firmicutes_A	g__
SGB_1250	N3	p__Bacteroidota	g__UBA3388
SGB_16847	N3	p__Firmicutes	g__
SGB_18865	N3	p__Verrucomicrobiota	g__UBA1731
SGB_584	N3	p__Bacteroidota	g__Phocaeicola
SGB_2493	N3	p__Bacteroidota	g__RC9
SGB_19006	N3	p__Verrucomicrobiota	g__UBA1784
SGB_18831	N3	p__Verrucomicrobiota	g__UBA1067
SGB_10804	N3	p__Firmicutes_A	g__DTU064
SGB_4425	N3	p__Firmicutes_A	g__UBA2862
SGB_3214	N3	p__Firmicutes_A	g__
SGB_8204	N3	p__Firmicutes_A	g__DTU089_A
SGB_1055	N3	p__Bacteroidota	g__F082
SGB_12351	N3	p__Firmicutes_A	g__UMGS1865
SGB_1018	N3	p__Bacteroidota	g__F082
SGB_8188	N3	p__Firmicutes_A	g__DTU089_A
SGB_18520	N3	p__Spirochaetota	g__
SGB_1482	N3	p__Bacteroidota	g__SFVR01
SGB_10644	N3	p__Firmicutes_A	g__CAG-448
SGB_13216	N3	p__Firmicutes_A	g__
SGB_946	N3	p__Bacteroidota	g__UBA4372
SGB_2508	N3	p__Bacteroidota	g__RC9
SGB_7763	N3	p__Firmicutes_A	g__CAG-177
SGB_1414	N3	p__Bacteroidota	g__RF16
SGB_7468	N3	p__Firmicutes_A	g__
SGB_793	N3	p__Bacteroidota	g__UBA1189
SGB_490	N3	p__Bacteroidota	g__
SGB_18916	N3	p__Verrucomicrobiota	g__
SGB_4424	N3	p__Firmicutes_A	g__UBA2862
SGB_465	N3	p__Bacteroidota	g__
SGB_8990	N3	p__Firmicutes_A	g__UBA6857
SGB_18961	N3	p__Verrucomicrobiota	g__
SGB_2412	N3	p__Bacteroidota	g__RC9
SGB_15141	N3	p__Firmicutes_A	g__
SGB_2635	N3	p__Bacteroidota	g__RC9
SGB_5649	N3	p__Firmicutes_A	g__Anaerobutyricum
SGB_16945	N3	p__Firmicutes	g__Bulleidia
SGB_14104	N3	p__Firmicutes_A	g__CAG-110
SGB_1772	N3	p__Bacteroidota	g__Alistipes
SGB_1668	N3	p__Bacteroidota	g__Alistipes
SGB_2739	N3	p__Bacteroidota	g__UBA1232
SGB_9320	N3	p__Firmicutes_A	g__UBA737
SGB_3460	N3	p__Firmicutes_A	g__
SGB_12497	N3	p__Firmicutes_A	g__UMGS731
SGB_2350	N3	p__Bacteroidota	g__RC9
SGB_15675	N3	p__Firmicutes_A	g__
SGB_10984	N3	p__Firmicutes_A	g__UBA1380
SGB_16308	N3	p__Firmicutes_A	g__
SGB_12237	N3	p__Firmicutes_A	g__UMGS1815
SGB_14969	N3	p__Firmicutes_A	g__UMGS1872
SGB_15697	N3	p__Firmicutes_A	g__
SGB_18958	N3	p__Verrucomicrobiota	g__
SGB_1684	N3	p__Bacteroidota	g__Alistipes
SGB_5098	N3	p__Firmicutes_A	g__
SGB_2633	N3	p__Bacteroidota	g__RC9
SGB_2352	N3	p__Bacteroidota	g__RC9
SGB_1433	N3	p__Bacteroidota	g__RF16
SGB_12115	N3	p__Firmicutes_A	g__UMGS1696
SGB_289	N3	p__Bacteroidota	g__
SGB_13026	N3	p__Firmicutes_A	g__UMGS1307
SGB_14211	N3	p__Firmicutes_A	g__CAG-110
SGB_1557	N3	p__Bacteroidota	g__
SGB_15969	N3	p__Firmicutes_A	g__Saccharofermentans
SGB_13783	N3	p__Firmicutes_A	g__CAG-110
SGB_7627	N3	p__Firmicutes_A	g__
SGB_5977	N3	p__Firmicutes_A	g__Faecalimonas
SGB_2345	N3	p__Bacteroidota	g__RC9
SGB_5267	N3	p__Firmicutes_A	g__
SGB_1696	N3	p__Bacteroidota	g__Alistipes
SGB_10753	N3	p__Firmicutes_A	g__CAG-448
SGB_14116	N3	p__Firmicutes_A	g__CAG-110
SGB_949	N3	p__Bacteroidota	g__UBA4372
SGB_12245	N3	p__Firmicutes_A	g__UMGS1815
SGB_10214	N3	p__Firmicutes_A	g__
SGB_16514	N3	p__Firmicutes_A	g__
SGB_6033	N3	p__Firmicutes_A	g__Faecalimonas
SGB_16948	N3	p__Firmicutes	g__Bulleidia
SGB_10627	N3	p__Firmicutes_A	g__CAG-448
SGB_1663	N3	p__Bacteroidota	g__Alistipes
SGB_15079	N3	p__Firmicutes_A	g__
SGB_1488	N3	p__Bacteroidota	g__SFVR01
SGB_2516	N3	p__Bacteroidota	g__RC9
SGB_12141	N3	p__Firmicutes_A	g__UMGS1696
SGB_10929	N3	p__Firmicutes_A	g__UBA11512
SGB_357	N3	p__Bacteroidota	g__
SGB_4287	N3	p__Firmicutes_A	g__GCA-900199385
SGB_18835	N3	p__Verrucomicrobiota	g__UBA1067
SGB_12145	N3	p__Firmicutes_A	g__UMGS1696
SGB_2514	N3	p__Bacteroidota	g__RC9
SGB_2608	N3	p__Bacteroidota	g__RC9
SGB_8549	N3	p__Firmicutes_A	g__Ruminococcus_H
SGB_5030	N3	p__Firmicutes_A	g__
SGB_12880	N3	p__Firmicutes_A	g__UBA1752
SGB_12144	N3	p__Firmicutes_A	g__UMGS1696
SGB_13920	N3	p__Firmicutes_A	g__CAG-110
SGB_13886	N3	p__Firmicutes_A	g__CAG-110
SGB_5219	N3	p__Firmicutes_A	g__
SGB_18846	N3	p__Verrucomicrobiota	g__UBA1067
SGB_298	N3	p__Bacteroidota	g__
SGB_2385	N3	p__Bacteroidota	g__RC9
SGB_13923	N3	p__Firmicutes_A	g__CAG-110
SGB_15732	N3	p__Firmicutes_A	g__
SGB_18827	N3	p__Verrucomicrobiota	g__UBA1067
SGB_13969	N3	p__Firmicutes_A	g__CAG-110
SGB_960	N3	p__Bacteroidota	g__UBA4372
SGB_2761	N3	p__Bacteroidota	g__UBA1232
SGB_18868	N3	p__Verrucomicrobiota	g__UBA1731
SGB_7500	N3	p__Firmicutes_A	g__
SGB_10889	N3	p__Firmicutes_A	g__QALR01
SGB_16317	N3	p__Firmicutes_A	g__
SGB_1765	N3	p__Bacteroidota	g__Alistipes
SGB_7037	N3	p__Firmicutes_A	g__
SGB_5806	N3	p__Firmicutes_A	g__CAG-81
SGB_1486	N3	p__Bacteroidota	g__SFVR01
SGB_1610	N3	p__Bacteroidota	g__Alistipes
SGB_13358	N3	p__Firmicutes_A	g__
SGB_13367	N3	p__Firmicutes_A	g__
SGB_5803	N3	p__Firmicutes_A	g__CAG-81
SGB_1558	N3	p__Bacteroidota	g__
SGB_14318	N3	p__Firmicutes_A	g__CAG-110
SGB_8178	N3	p__Firmicutes_A	g__DTU089_A
SGB_8762	N3	p__Firmicutes_A	g__UBA5905
SGB_8979	N3	p__Firmicutes_A	g__UBA6857
SGB_7920	N3	p__Firmicutes_A	g__CAG-180
SGB_4365	N3	p__Firmicutes_A	g__SFMI01
SGB_18985	N3	p__Verrucomicrobiota	g__
SGB_379	N3	p__Bacteroidota	g__
SGB_13843	N3	p__Firmicutes_A	g__CAG-110
SGB_15511	N3	p__Firmicutes_A	g__UMGS1668
SGB_14005	N3	p__Firmicutes_A	g__CAG-110
SGB_3690	N3	p__Firmicutes_A	g__QALS01
SGB_3221	N3	p__Firmicutes_A	g__
SGB_1512	N3	p__Bacteroidota	g__SFVR01
SGB_3779	N3	p__Firmicutes_A	g__QALS01
SGB_18864	N3	p__Verrucomicrobiota	g__UBA1731
SGB_788	N3	p__Bacteroidota	g__UBA1189
SGB_1347	N3	p__Bacteroidota	g__RF16
SGB_2539	N3	p__Bacteroidota	g__RC9
SGB_8745	N3	p__Firmicutes_A	g__UBA5905
SGB_17310	N3	p__Firmicutes	g__RUG705
SGB_15448	N3	p__Firmicutes_A	g__UBA1762
SGB_7777	N3	p__Firmicutes_A	g__CAG-177
SGB_13784	N3	p__Firmicutes_A	g__CAG-110
SGB_2768	N3	p__Bacteroidota	g__UBA1232
SGB_8205	N3	p__Firmicutes_A	g__DTU089_A
SGB_2366	N3	p__Bacteroidota	g__RC9
