SGB_ID	SGB
SGB_5495	TP20200812-DBC95_DT2009055318-1_bin.72
SGB_5496	TP20200814-DZC106_DT2009055434-1_bin.155
SGB_5497	TP20200814-DZC110_DT2009055438-1_bin.486
SGB_5498	TP20200814-DZC119_DT2009055447-1_bin.47
SGB_5499	TP20200814-DZC132_DT2009055460-1_bin.269
SGB_5500	TP20200814-DZC138_DT2009055466-1_bin.94
SGB_5501	TP20200814-DZC142_DT2009055470-1_bin.229
SGB_5502	TP20200814-DZC15_DT2009055343-1_bin.155
SGB_5503	TP20200814-DZC15_DT2009055343-1_bin.80
SGB_5504	TP20200814-DZC16_DT2009055344-1_bin.115
SGB_5505	TP20200814-DZC17_DT2009055345-1_bin.69
SGB_5506	TP20200814-DZC24_DT2009055352-1_bin.100
SGB_5507	TP20200814-DZC28_DT2009055356-1_bin.72
SGB_5508	TP20200814-DZC35_DT2009055363-1_bin.200
SGB_5509	TP20200814-DZC40_DT2009055368-1_bin.114
SGB_5510	TP20200814-DZC41_DT2009055369-1_bin.112
SGB_5511	TP20200814-DZC41_DT2009055369-1_bin.272
SGB_5512	TP20200814-DZC42_DT2009055370-1_bin.345
SGB_5513	TP20200814-DZC43_DT2009055371-1_bin.85
SGB_5514	TP20200814-DZC51_DT2009055379-1_bin.178
SGB_5515	TP20200814-DZC55_DT2009055383-1_bin.5
SGB_5516	TP20200814-DZC62_DT2009055390-1_bin.26
SGB_5517	TP20200814-DZC62_DT2009055390-1_bin.307
SGB_5518	TP20200814-DZC65_DT2009055393-1_bin.53
SGB_5519	TP20200814-DZC66_DT2009055394-1_bin.110
SGB_5520	TP20200814-DZC66_DT2009055394-1_bin.176
SGB_5521	TP20200814-DZC73_DT2009055401-1_bin.217
SGB_5522	TP20200814-DZC75_DT2009055403-1_bin.230
SGB_5523	TP20200814-DZC76_DT2009055404-1_bin.177
SGB_5524	TP20200814-DZC78_DT2009055406-1_bin.139
SGB_5525	TP20200814-DZC86_DT2009055414-1_bin.405
SGB_5526	TP20200814-DZC88_DT2009055416-1_bin.476
SGB_5527	TP20200814-DZC95_DT2009055423-1_bin.131
SGB_5528	TP20200814-DZC95_DT2009055423-1_bin.190
SGB_5529	TP20200814-DZC95_DT2009055423-1_bin.226
SGB_5530	TP20200814-DZC95_DT2009055423-1_bin.279
SGB_5531	TP20200814-DZC95_DT2009055423-1_bin.35
SGB_5532	TP20200814-DZC96_DT2009055424-1_bin.338
SGB_5533	TP20200815-DZC11_DT2009055481-1_bin.165
SGB_5534	TP20200815-DZC14_DT2009055484-1_bin.161
SGB_5535	TP20200815-DZC17_DT2009055487-1_bin.123
SGB_5536	TP20200815-DZC28_DT2009055498-1_bin.96
SGB_5537	TP20200815-DZC43_DT2009055513-1_bin.223
SGB_5538	TP20200815-DZC44_DT2009055514-1_bin.106
SGB_5539	TP20200815-DZC45_DT2009055515-1_bin.246
SGB_5540	TP20200815-DZC46_DT2009055516-1_bin.149
SGB_5541	TP20200815-DZC5_DT2009055475-1_bin.268
SGB_5542	TP20200815-DZC51_DT2009055521-1_bin.153
SGB_5543	TP20200815-DZC51_DT2009055521-1_bin.155
SGB_5544	TP20200815-DZC57_DT2009055527-1_bin.200
SGB_5545	TP20200815-DZC57_DT2009055527-1_bin.223
SGB_5546	TP20200815-DZC57_DT2009055527-1_bin.364
SGB_5547	TP20200815-DZC58_DT2009055528-1_bin.176
SGB_5548	TP20200815-DZC58_DT2009055528-1_bin.196
SGB_5549	TP20200815-DZC58_DT2009055528-1_bin.277
SGB_5550	TP20200815-DZC60_DT2009055530-1_bin.140
SGB_5551	TP20200815-DZC60_DT2009055530-1_bin.155
SGB_5552	TP20200815-DZC62_DT2009055532-1_bin.341
SGB_5553	TP20200815-DZC62_DT2009055532-1_bin.43
SGB_5554	TP20200815-DZC67_DT2009055537-1_bin.78
SGB_5555	TP20200815-DZC68_DT2009055538-1_bin.283
SGB_5556	TP20200815-DZC70_DT2009055540-1_bin.63
SGB_5557	TP20200815-DZC71_DT2009055541-1_bin.253
SGB_5558	TP20200815-DZC78_DT2009055548-1_bin.120
SGB_5559	TP20200823-QMN58_DT2009055558-1_bin.218
SGB_5560	TP20200824-WDL12_DT2009055564-1_bin.34
SGB_5561	TP20200824-WDL5_DT2009055562-1_bin.133
SGB_5562	TP20200825-WDL25_DT2009055596-1_bin.164
SGB_5563	TP20200825-WDL31_DT2009055597-1_bin.102
SGB_5564	T1900045771_YK20190465_bin.223
SGB_5565	TP20200815-DZC15_DT2009055485-1_bin.86
SGB_5566	TP20200815-DZC3_DT2009055473-1_bin.198
SGB_5567	TP20200815-DZC62_DT2009055532-1_bin.182
SGB_5568	TP20200815-DZC66_DT2009055536-1_bin.76
SGB_5569	T1900044602_TS20190068_bin.163
SGB_5570	T1900044604_TS20190070_bin.143
SGB_5571	T1900044616_TS20190082_bin.221
SGB_5572	T1900044625_TS20190091_bin.5
SGB_5573	T1900044627_TS20190093_bin.301
SGB_5574	T1900044629_TS20190095_bin.335
SGB_5575	T1900044632_TS20190098_bin.96
SGB_5576	T1900044636_TS20190102_bin.153
SGB_5577	T1900044641_TS20190107_bin.216
SGB_5578	T1900044645_TS20190111_bin.179
SGB_5579	T1900044645_TS20190111_bin.4
SGB_5580	T1900044647_TS20190113_bin.257
SGB_5581	T1900044648_TS20190114_bin.93
SGB_5582	T1900044736_TS20190202_bin.160
SGB_5583	T1900044741_TS20190207_bin.14
SGB_5584	T1900044762_TS20190228_bin.302
SGB_5585	T1900044767_TS20190233_bin.397
SGB_5586	T1900044772_TS20190238_bin.114
SGB_5587	T1900044804_TS20190270_bin.149
SGB_5588	T1900044850_TS20190316_bin.141
SGB_5589	T1900044868_TS20190334_bin.68
SGB_5590	T1900044950_TA20190003_bin.265
SGB_5591	T1900044967_TA20190029_bin.266
SGB_5592	T1900044985_TA20190047_bin.229
SGB_5593	T1900044991_TA20190053_bin.190
SGB_5594	T1900045005_TA20190067_bin.196
SGB_5595	T1900045007_TA20190069_bin.306
SGB_5596	T1900045024_TC20190017_bin.95
SGB_5597	T1900045099_TC20190093_bin.150
SGB_5598	T1900045132_TC20190126_bin.167
SGB_5599	T1900045150_TC20190144_bin.160
SGB_5600	T1900045161_TC20190155_bin.109
SGB_5601	T1900045166_TC20190160_bin.194
SGB_5602	T1900045236_TH20190006_bin.319
SGB_5603	T1900045246_TH20190016_bin.4
SGB_5604	T1900045267_TH20190037_bin.366
SGB_5605	T1900045273_TH20190043_bin.215
SGB_5606	T1900045280_TH20190050_bin.158
SGB_5607	T1900045282_TH20190052_bin.195
SGB_5608	T1900045289_TH20190059_bin.177
SGB_5609	T1900045421_YK20190111_bin.288
SGB_5610	T1900045659_YK20190353_bin.24
SGB_5611	T1900045659_YK20190353_bin.333
SGB_5612	T1900045689_YK20190383_bin.179
SGB_5613	T1900045699_YK20190393_bin.34
SGB_5614	T1900045750_YK20190444_bin.184
SGB_5615	T2001009368_TS-100_bin.245
SGB_5616	TP20200812-DBC101_DT2009055324-1_bin.42
SGB_5617	TP20200812-DBC39_DT2009055262-1_bin.131
SGB_5618	TP20200812-DBC64_DT2009055287-1_bin.26
SGB_5619	TP20200812-DBC64_DT2009055287-1_bin.95
SGB_5620	TP20200812-DBC70_DT2009055293-1_bin.25
SGB_5621	TP20200812-DBC75_DT2009055298-1_bin.384
SGB_5622	TP20200812-DBC85_DT2009055308-1_bin.347
SGB_5623	TP20200814-DZC127_DT2009055455-1_bin.167
SGB_5624	TP20200814-DZC24_DT2009055352-1_bin.260
SGB_5625	TP20200814-DZC54_DT2009055382-1_bin.372
SGB_5626	TP20200814-DZC60_DT2009055388-1_bin.271
SGB_5627	TP20200814-DZC64_DT2009055392-1_bin.47
SGB_5628	TP20200814-DZC79_DT2009055407-1_bin.266
SGB_5629	TP20200814-DZC86_DT2009055414-1_bin.112
SGB_5630	TP20200814-DZC92_DT2009055420-1_bin.347
SGB_5631	TP20200814-DZC95_DT2009055423-1_bin.215
SGB_5632	TP20200815-DZC11_DT2009055481-1_bin.10
SGB_5633	TP20200815-DZC26_DT2009055496-1_bin.122
SGB_5634	TP20200815-DZC26_DT2009055496-1_bin.152
SGB_5635	TP20200815-DZC43_DT2009055513-1_bin.199
SGB_5636	TP20200815-DZC47_DT2009055517-1_bin.193
SGB_5637	TP20200815-DZC47_DT2009055517-1_bin.232
SGB_5638	TP20200815-DZC67_DT2009055537-1_bin.38
SGB_5639	TP20200815-DZC68_DT2009055538-1_bin.321
SGB_5640	TP20200815-DZC73_DT2009055543-1_bin.14
SGB_5641	TP20200815-DZC76_DT2009055546-1_bin.131
SGB_5642	TP20200815-DZC78_DT2009055548-1_bin.81
SGB_5643	TP20200815-DZC8_DT2009055478-1_bin.101
SGB_5644	TP20200824-WDL39_DT2009055568-1_bin.283
SGB_5645	TP20200824-WDL41_DT2009055569-1_bin.221
SGB_5646	TP20200824-WDL82_DT2009055591-1_bin.148
SGB_5647	TP20200825-WDL7_DT2009055593-1_bin.61
SGB_5648	T1900044950_TA20190003_bin.130
SGB_5649	T1900044763_TS20190229_bin.168
SGB_5650	T1900045388_YK20190078_bin.11
SGB_5651	T1900045389_YK20190079_bin.58
SGB_5652	T1900045723_YK20190417_bin.278
SGB_5653	TP20200815-DZC46_DT2009055516-1_bin.72
SGB_5654	T1900045103_TC20190097_bin.84
SGB_5655	TP20200815-DZC3_DT2009055473-1_bin.140
SGB_5656	T1900045005_TA20190067_bin.25
SGB_5657	TP20200815-DZC58_DT2009055528-1_bin.236
SGB_5658	TP20200823-QMN4_DT2009055551-1_bin.22
SGB_5659	T1900044577_TS20190043_bin.331
SGB_5660	T1900044612_TS20190078_bin.135
SGB_5661	T1900044953_TA20190006_bin.174
SGB_5662	T1900045267_TH20190037_bin.103
SGB_5663	T1900045758_YK20190452_bin.94
SGB_5664	TP20200812-DBC49_DT2009055272-1_bin.547
SGB_5665	TP20200812-DBC53_DT2009055276-1_bin.108
SGB_5666	TP20200814-DZC15_DT2009055343-1_bin.77
SGB_5667	TP20200814-DZC77_DT2009055405-1_bin.234
SGB_5668	T1900044622_TS20190088_bin.313
SGB_5669	T1900044637_TS20190103_bin.166
SGB_5670	T1900045449_YK20190140_bin.134
SGB_5671	T1900045539_YK20190233_bin.247
SGB_5672	TP20200823-QMN4_DT2009055551-1_bin.25
SGB_5673	T1900045133_TC20190127_bin.45
SGB_5674	T1900044639_TS20190105_bin.241
SGB_5675	T1900044545_TS20190011_bin.432
SGB_5676	T1900044597_TS20190063_bin.14
SGB_5677	T1900044614_TS20190080_bin.246
SGB_5678	T1900044632_TS20190098_bin.343
SGB_5679	T1900044636_TS20190102_bin.86
SGB_5680	T1900044649_TS20190115_bin.91
SGB_5681	T1900044660_TS20190126_bin.70
SGB_5682	T1900044669_TS20190135_bin.232
SGB_5683	T1900044679_TS20190145_bin.165
SGB_5684	T1900044732_TS20190198_bin.212
SGB_5685	T1900044794_TS20190260_bin.152
SGB_5686	T1900044809_TS20190275_bin.270
SGB_5687	T1900044883_TS20190349_bin.188
SGB_5688	T1900044923_TS20190389_bin.192
SGB_5689	T1900044933_TS20190399_bin.186
SGB_5690	T1900044950_TA20190003_bin.65
SGB_5691	T1900044979_TA20190041_bin.174
SGB_5692	T1900044979_TA20190041_bin.361
SGB_5693	T1900044994_TA20190056_bin.163
SGB_5694	T1900045088_TC20190082_bin.197
SGB_5695	T1900045243_TH20190013_bin.587
SGB_5696	T1900045307_TH20190077_bin.127
SGB_5697	TP20200812-DBC101_DT2009055324-1_bin.141
SGB_5698	TP20200812-DBC3_DT2009055226-1_bin.108
SGB_5699	TP20200812-DBC33_DT2009055256-1_bin.138
SGB_5700	TP20200812-DBC51_DT2009055274-1_bin.50
SGB_5701	TP20200812-DBC53_DT2009055276-1_bin.302
SGB_5702	TP20200812-DBC55_DT2009055278-1_bin.200
SGB_5703	TP20200812-DBC55_DT2009055278-1_bin.294
SGB_5704	TP20200812-DBC60_DT2009055283-1_bin.139
SGB_5705	TP20200812-DBC72_DT2009055295-1_bin.196
SGB_5706	TP20200812-DBC75_DT2009055298-1_bin.155
SGB_5707	TP20200814-DZC110_DT2009055438-1_bin.65
SGB_5708	TP20200814-DZC17_DT2009055345-1_bin.258
SGB_5709	TP20200814-DZC25_DT2009055353-1_bin.148
SGB_5710	TP20200814-DZC29_DT2009055357-1_bin.113
SGB_5711	TP20200814-DZC73_DT2009055401-1_bin.60
SGB_5712	TP20200814-DZC77_DT2009055405-1_bin.38
SGB_5713	TP20200814-DZC92_DT2009055420-1_bin.189
SGB_5714	TP20200815-DZC15_DT2009055485-1_bin.53
SGB_5715	TP20200815-DZC27_DT2009055497-1_bin.106
SGB_5716	TP20200815-DZC43_DT2009055513-1_bin.286
SGB_5717	TP20200815-DZC68_DT2009055538-1_bin.209
SGB_5718	TP20200824-WDL49_DT2009055571-1_bin.105
SGB_5719	T1900044554_TS20190020_bin.98
SGB_5720	T1900044583_TS20190049_bin.288
SGB_5721	T1900044584_TS20190050_bin.179
SGB_5722	T1900044609_TS20190075_bin.93
SGB_5723	T1900044621_TS20190087_bin.213
SGB_5724	T1900044636_TS20190102_bin.166
SGB_5725	T1900044719_TS20190185_bin.311
SGB_5726	T1900044752_TS20190418_bin.210
SGB_5727	T1900044763_TS20190229_bin.94
SGB_5728	T1900044770_TS20190236_bin.146
SGB_5729	T1900044778_TS20190244_bin.218
SGB_5730	T1900044782_TS20190248_bin.327
SGB_5731	T1900044802_TS20190268_bin.115
SGB_5732	T1900044923_TS20190389_bin.118
SGB_5733	T1900044927_TS20190393_bin.102
SGB_5734	T1900044991_TA20190053_bin.101
SGB_5735	T1900044992_TA20190054_bin.238
SGB_5736	T1900045249_TH20190019_bin.125
SGB_5737	T1900045667_YK20190361_bin.398
SGB_5738	TP20200812-DBC21_DT2009055244-1_bin.240
SGB_5739	TP20200812-DBC55_DT2009055278-1_bin.265
SGB_5740	TP20200812-DBC85_DT2009055308-1_bin.322
SGB_5741	TP20200814-DZC142_DT2009055470-1_bin.259
SGB_5742	TP20200814-DZC25_DT2009055353-1_bin.30
SGB_5743	TP20200814-DZC88_DT2009055416-1_bin.280
SGB_5744	TP20200815-DZC20_DT2009055490-1_bin.237
SGB_5745	TP20200815-DZC62_DT2009055532-1_bin.79
SGB_5746	T1900044604_TS20190070_bin.287
SGB_5747	T1900044620_TS20190086_bin.128
SGB_5748	T1900044636_TS20190102_bin.14
SGB_5749	T1900044782_TS20190248_bin.356
SGB_5750	T1900044889_TS20190355_bin.139
SGB_5751	T1900045734_YK20190428_bin.394
SGB_5752	T2001009366_TS20190220_bin.119
SGB_5753	TP20200814-DZC60_DT2009055388-1_bin.166
SGB_5754	TP20200814-DZC76_DT2009055404-1_bin.172
SGB_5755	TP20200814-DZC77_DT2009055405-1_bin.170
SGB_5756	TP20200814-DZC81_DT2009055409-1_bin.107
SGB_5757	TP20200815-DZC17_DT2009055487-1_bin.121
SGB_5758	TP20200815-DZC58_DT2009055528-1_bin.359
SGB_5759	T1900044578_TS20190044_bin.246
SGB_5760	T1900044611_TS20190077_bin.144
SGB_5761	T1900044655_TS20190121_bin.353
SGB_5762	TP20200814-DZC79_DT2009055407-1_bin.191
SGB_5763	TP20200815-DZC11_DT2009055481-1_bin.127
SGB_5764	TP20200815-DZC8_DT2009055478-1_bin.478
SGB_5765	TP20200824-WDL12_DT2009055564-1_bin.95
SGB_5766	TP20200825-WDL31_DT2009055597-1_bin.154
SGB_5767	T1900044548_TS20190014_bin.117
SGB_5768	T1900044629_TS20190095_bin.472
SGB_5769	T1900044632_TS20190098_bin.316
SGB_5770	T1900044699_TS20190165_bin.142
SGB_5771	T1900044791_TS20190257_bin.77
SGB_5772	T1900044856_TS20190322_bin.236
SGB_5773	T1900044926_TS20190392_bin.312
SGB_5774	T1900044999_TA20190061_bin.261
SGB_5775	T1900045006_TA20190068_bin.270
SGB_5776	T1900045249_TH20190019_bin.643
SGB_5777	TP20200812-DBC1_DT2009055224-1_bin.245
SGB_5778	TP20200812-DBC38_DT2009055261-1_bin.355
SGB_5779	TP20200812-DBC5_DT2009055228-1_bin.53
SGB_5780	TP20200812-DBC55_DT2009055278-1_bin.75
SGB_5781	TP20200812-DBC77_DT2009055300-1_bin.242
SGB_5782	TP20200814-DZC142_DT2009055470-1_bin.60
SGB_5783	TP20200814-DZC2_DT2009055330-1_bin.114
SGB_5784	TP20200814-DZC24_DT2009055352-1_bin.59
SGB_5785	TP20200814-DZC64_DT2009055392-1_bin.86
SGB_5786	TP20200814-DZC75_DT2009055403-1_bin.158
SGB_5787	TP20200814-DZC94_DT2009055422-1_bin.136
SGB_5788	TP20200815-DZC8_DT2009055478-1_bin.61
SGB_5789	TP20200824-WDL49_DT2009055571-1_bin.119
SGB_5790	TP20200825-WDL25_DT2009055596-1_bin.265
SGB_5791	TP20200825-WDL31_DT2009055597-1_bin.145
SGB_5792	T1900044629_TS20190095_bin.400
SGB_5793	T1900044636_TS20190102_bin.89
SGB_5794	T1900044638_TS20190104_bin.262
SGB_5795	T1900044652_TS20190118_bin.258
SGB_5796	T1900045157_TC20190151_bin.158
SGB_5797	T1900045388_YK20190078_bin.101
SGB_5798	T1900045399_YK20190089_bin.155
SGB_5799	T1900045721_YK20190415_bin.19
SGB_5800	T1900045759_YK20190453_bin.105
SGB_5801	T1900045759_YK20190453_bin.264
SGB_5802	T1900044652_TS20190118_bin.59
SGB_5803	T1900045166_TC20190160_bin.139
SGB_5804	T1900045198_TC20190194_bin.74
SGB_5805	T1900045313_YK20190002_bin.685
SGB_5806	T1900045314_YK20190003_bin.257
SGB_5807	T1900045429_YK20190120_bin.139
SGB_5808	T1900045525_YK20190219_bin.78
SGB_5809	TP20200814-DZC110_DT2009055438-1_bin.18
SGB_5810	TP20200814-DZC53_DT2009055381-1_bin.82
SGB_5811	TP20200814-DZC66_DT2009055394-1_bin.386
SGB_5812	TP20200815-DZC15_DT2009055485-1_bin.21
SGB_5813	TP20200815-DZC17_DT2009055487-1_bin.35
SGB_5814	TP20200815-DZC46_DT2009055516-1_bin.168
SGB_5815	TP20200815-DZC46_DT2009055516-1_bin.226
SGB_5816	TP20200815-DZC47_DT2009055517-1_bin.262
SGB_5817	TP20200815-DZC58_DT2009055528-1_bin.594
SGB_5818	TP20200815-DZC9_DT2009055479-1_bin.343
SGB_5819	TP20200824-WDL18_DT2009055565-1_bin.294
SGB_5820	TP20200825-WDL31_DT2009055597-1_bin.118
SGB_5821	T1900044609_TS20190075_bin.285
SGB_5822	T1900045241_TH20190011_bin.87
SGB_5823	T1900045246_TH20190016_bin.406
SGB_5824	TP20200814-DZC66_DT2009055394-1_bin.145
SGB_5825	T1900044546_TS20190012_bin.38
SGB_5826	T1900044550_TS20190016_bin.313
SGB_5827	T1900044659_TS20190125_bin.125
SGB_5828	T1900044725_TS20190191_bin.131
SGB_5829	T1900044794_TS20190260_bin.77
SGB_5830	T1900044960_TA20190018_bin.144
SGB_5831	T1900044965_TA20190027_bin.112
SGB_5832	T1900045242_TH20190012_bin.72
SGB_5833	T1900045243_TH20190013_bin.252
SGB_5834	T1900045243_TH20190013_bin.411
SGB_5835	T1900045259_TH20190029_bin.267
SGB_5836	T1900045264_TH20190034_bin.44
SGB_5837	T1900045266_TH20190036_bin.130
SGB_5838	TP20200812-DBC101_DT2009055324-1_bin.201
SGB_5839	TP20200812-DBC48_DT2009055271-1_bin.448
SGB_5840	TP20200812-DBC85_DT2009055308-1_bin.7
SGB_5841	TP20200814-DZC53_DT2009055381-1_bin.284
SGB_5842	TP20200814-DZC86_DT2009055414-1_bin.211
SGB_5843	TP20200814-DZC88_DT2009055416-1_bin.87
SGB_5844	TP20200814-DZC92_DT2009055420-1_bin.374
SGB_5845	TP20200814-DZC95_DT2009055423-1_bin.41
SGB_5846	TP20200815-DZC44_DT2009055514-1_bin.3
SGB_5847	TP20200815-DZC9_DT2009055479-1_bin.192
SGB_5848	TP20200824-WDL71_DT2009055580-1_bin.249
SGB_5849	TP20200815-DZC3_DT2009055473-1_bin.69
SGB_5850	T1900045574_YK20190268_bin.41
SGB_5851	T1900044538_TS20190004_bin.135
SGB_5852	T1900044641_TS20190107_bin.1
SGB_5853	T1900044661_TS20190127_bin.241
SGB_5854	T1900044816_TS20190282_bin.205
SGB_5855	T1900044967_TA20190029_bin.237
SGB_5856	T1900044968_TA20190030_bin.300
SGB_5857	T1900044968_TA20190030_bin.5
SGB_5858	T1900044985_TA20190047_bin.246
SGB_5859	T1900045246_TH20190016_bin.467
SGB_5860	T1900045274_TH20190044_bin.119
SGB_5861	T1900045275_TH20190045_bin.30
SGB_5862	T1900045276_TH20190046_bin.104
SGB_5863	T1900045280_TH20190050_bin.156
SGB_5864	T1900045284_TH20190054_bin.134
SGB_5865	T1900045533_YK20190227_bin.207
SGB_5866	TP20200814-DZC58_DT2009055386-1_bin.106
SGB_5867	TP20200815-DZC50_DT2009055520-1_bin.77
SGB_5868	TP20200815-DZC59_DT2009055529-1_bin.323
SGB_5869	TP20200815-DZC9_DT2009055479-1_bin.48
SGB_5870	T1900045270_TH20190040_bin.187
SGB_5871	T1900045348_YK20190038_bin.193
SGB_5872	T1900045716_YK20190410_bin.309
SGB_5873	TP20200812-DBC32_DT2009055255-1_bin.285
SGB_5874	TP20200815-DZC26_DT2009055496-1_bin.151
SGB_5875	TP20200815-DZC78_DT2009055548-1_bin.60
SGB_5876	T1900044642_TS20190108_bin.62
SGB_5877	TP20200814-DZC50_DT2009055378-1_bin.23
SGB_5878	TP20200814-DZC95_DT2009055423-1_bin.225
SGB_5879	TP20200815-DZC46_DT2009055516-1_bin.114
SGB_5880	T1900045574_YK20190268_bin.23
SGB_5881	T1900044677_TS20190143_bin.387
SGB_5882	T1900045236_TH20190006_bin.388
SGB_5883	T1900044899_TS20190365_bin.340
SGB_5884	T1900045011_TC20190004_bin.64
SGB_5885	T1900045390_YK20190080_bin.93
SGB_5886	T1900045398_YK20190088_bin.74
SGB_5887	T1900045714_YK20190408_bin.470
SGB_5888	T1900045759_YK20190453_bin.57
SGB_5889	TP20200824-WDL12_DT2009055564-1_bin.109
SGB_5890	TP20200824-WDL18_DT2009055565-1_bin.399
SGB_5891	T1900044633_TS20190099_bin.169
SGB_5892	T1900044894_TS20190360_bin.49
SGB_5893	T1900045195_TC20190191_bin.202
SGB_5894	T1900045214_TC20190210_bin.306
SGB_5895	T1900045748_YK20190442_bin.576
SGB_5896	TP20200814-DZC58_DT2009055386-1_bin.320
SGB_5897	TP20200814-DZC58_DT2009055386-1_bin.55
SGB_5898	TP20200814-DZC65_DT2009055393-1_bin.175
SGB_5899	T1900044950_TA20190003_bin.385
SGB_5900	T1900044952_TA20190005_bin.338
SGB_5901	T1900044952_TA20190005_bin.367
SGB_5902	T1900044991_TA20190053_bin.414
SGB_5903	T1900044999_TA20190061_bin.157
SGB_5904	T1900045282_TH20190052_bin.265
SGB_5905	T1900045284_TH20190054_bin.41
SGB_5906	T1900045293_TH20190063_bin.315
SGB_5907	T1900044979_TA20190041_bin.266
SGB_5908	T1900044985_TA20190047_bin.13
SGB_5909	T1900044993_TA20190055_bin.342
SGB_5910	T1900045280_TH20190050_bin.193
SGB_5911	T1900045289_TH20190059_bin.159
SGB_5912	T1900044545_TS20190011_bin.29
SGB_5913	T1900044546_TS20190012_bin.162
SGB_5914	T1900044577_TS20190043_bin.364
SGB_5915	T1900044600_TS20190066_bin.116
SGB_5916	T1900044604_TS20190070_bin.211
SGB_5917	T1900044616_TS20190082_bin.254
SGB_5918	T1900044627_TS20190093_bin.175
SGB_5919	T1900044630_TS20190096_bin.151
SGB_5920	T1900044630_TS20190096_bin.17
SGB_5921	T1900044634_TS20190100_bin.31
SGB_5922	T1900044634_TS20190100_bin.67
SGB_5923	T1900044642_TS20190108_bin.407
SGB_5924	T1900044646_TS20190112_bin.14
SGB_5925	T1900044646_TS20190112_bin.34
SGB_5926	T1900044647_TS20190113_bin.146
SGB_5927	T1900044647_TS20190113_bin.79
SGB_5928	T1900044660_TS20190126_bin.177
SGB_5929	T1900044676_TS20190142_bin.297
SGB_5930	T1900044676_TS20190142_bin.386
SGB_5931	T1900044688_TS20190154_bin.123
SGB_5932	T1900044722_TS20190188_bin.121
SGB_5933	T1900044751_TS20190417_bin.294
SGB_5934	T1900044757_TS20190223_bin.190
SGB_5935	T1900044773_TS20190239_bin.110
SGB_5936	T1900044778_TS20190244_bin.486
SGB_5937	T1900044779_TS20190245_bin.176
SGB_5938	T1900044805_TS20190271_bin.1
SGB_5939	T1900044805_TS20190271_bin.74
SGB_5940	T1900044812_TS20190278_bin.28
SGB_5941	T1900044873_TS20190339_bin.115
SGB_5942	T1900044904_TS20190370_bin.214
SGB_5943	T1900044923_TS20190389_bin.181
SGB_5944	T1900045028_TC20190021_bin.162
SGB_5945	T1900045054_TC20190047_bin.189
SGB_5946	T1900045070_TC20190064_bin.120
SGB_5947	T1900045077_TC20190071_bin.228
SGB_5948	T1900045161_TC20190155_bin.268
SGB_5949	T1900045166_TC20190160_bin.2
SGB_5950	T1900045186_TC20190182_bin.82
SGB_5951	T1900045203_TC20190199_bin.61
SGB_5952	T1900045208_TC20190204_bin.204
SGB_5953	T1900045217_TC20190213_bin.154
SGB_5954	T1900045227_TC20190223_bin.34
SGB_5955	T1900045313_YK20190002_bin.363
SGB_5956	T1900045314_YK20190003_bin.269
SGB_5957	T1900045315_YK20190004_bin.20
SGB_5958	T1900045317_YK20190006_bin.214
SGB_5959	T1900045322_YK20190011_bin.284
SGB_5960	T1900045334_YK20190023_bin.658
SGB_5961	T1900045344_YK20190034_bin.118
SGB_5962	T1900045344_YK20190034_bin.119
SGB_5963	T1900045345_YK20190035_bin.192
SGB_5964	T1900045354_YK20190044_bin.220
SGB_5965	T1900045364_YK20190054_bin.1
SGB_5966	T1900045381_YK20190071_bin.79
SGB_5967	T1900045392_YK20190082_bin.412
SGB_5968	T1900045399_YK20190089_bin.141
SGB_5969	T1900045409_YK20190099_bin.148
SGB_5970	T1900045428_YK20190119_bin.69
SGB_5971	T1900045451_YK20190142_bin.87
SGB_5972	T1900045473_YK20190165_bin.203
SGB_5973	T1900045489_YK20190183_bin.138
SGB_5974	T1900045493_YK20190187_bin.168
SGB_5975	T1900045495_YK20190189_bin.54
SGB_5976	T1900045498_YK20190192_bin.283
SGB_5977	T1900045504_YK20190198_bin.4
SGB_5978	T1900045506_YK20190200_bin.87
SGB_5979	T1900045509_YK20190203_bin.188
SGB_5980	T1900045523_YK20190217_bin.19
SGB_5981	T1900045526_YK20190220_bin.134
SGB_5982	T1900045547_YK20190241_bin.23
SGB_5983	T1900045550_YK20190244_bin.308
SGB_5984	T1900045553_YK20190247_bin.6
SGB_5985	T1900045556_YK20190250_bin.81
SGB_5986	T1900045646_YK20190340_bin.166
SGB_5987	T1900045660_YK20190354_bin.137
SGB_5988	T1900045678_YK20190372_bin.251
SGB_5989	T1900045686_YK20190380_bin.188
SGB_5990	T1900045686_YK20190380_bin.254
SGB_5991	T1900045699_YK20190393_bin.173
SGB_5992	T1900045718_YK20190412_bin.138
SGB_5993	T1900045729_YK20190423_bin.254
SGB_5994	T1900045732_YK20190426_bin.308
SGB_5995	T1900045734_YK20190428_bin.350
SGB_5996	T1900045739_YK20190433_bin.290
SGB_5997	T1900045751_YK20190445_bin.336
SGB_5998	T1900045758_YK20190452_bin.165
SGB_5999	T1900045765_YK20190459_bin.339
SGB_6000	T1900045769_YK20190463_bin.268
SGB_6001	T1900045771_YK20190465_bin.214
SGB_6002	T2001009361_TS20190215_bin.282
SGB_6003	T2001009367_TS20190221_bin.294
SGB_6004	T2001009368_TS-100_bin.237
SGB_6005	T2001009370_Yak-NA_bin.329
SGB_6006	TP20200812-DBC1_DT2009055224-1_bin.51
