Sample,Coverage,Group
T1900044773_TS20190239,0.31817854,SGB_8084
T1900044775_TS20190241,0.263155591,SGB_8084
T1900044776_TS20190242,0.014621603,SGB_8084
T1900044777_TS20190243,0.109845294,SGB_8084
T1900044778_TS20190244,0.008468031,SGB_8084
T1900044779_TS20190245,0.167081176,SGB_8084
T1900044780_TS20190246,0.008285633,SGB_8084
T1900044781_TS20190247,0.197970165,SGB_8084
T1900044782_TS20190248,0.038500695,SGB_8084
T1900044783_TS20190249,0.028742924,SGB_8084
T1900044784_TS20190250,0.008323443,SGB_8084
T1900044785_TS20190251,0.202147116,SGB_8084
T1900044786_TS20190252,0.654651851,SGB_8084
T1900044787_TS20190253,0.162243251,SGB_8084
T1900044788_TS20190254,0.071257076,SGB_8084
T1900044789_TS20190255,0.012328849,SGB_8084
T1900044790_TS20190256,0.035247288,SGB_8084
T1900044791_TS20190257,0.051785295,SGB_8084
T1900044792_TS20190258,0.05385364,SGB_8084
T1900044793_TS20190259,0.05411586,SGB_8084
T1900044794_TS20190260,0.052232013,SGB_8084
T1900044795_TS20190261,0.029011094,SGB_8084
T1900044796_TS20190262,0.071972665,SGB_8084
T1900044797_TS20190263,0.091856854,SGB_8084
T1900044798_TS20190264,0.036253803,SGB_8084
T1900044799_TS20190265,0.112128946,SGB_8084
T1900044800_TS20190266,0.135924366,SGB_8084
T1900044801_TS20190267,0.051208693,SGB_8084
T1900044802_TS20190268,0.047086707,SGB_8084
T1900044803_TS20190269,0.102630243,SGB_8084
T1900044804_TS20190270,0.054938576,SGB_8084
T1900044805_TS20190271,0.061130658,SGB_8084
T1900044806_TS20190272,0.121811447,SGB_8084
T1900044807_TS20190273,0.093811769,SGB_8084
T1900044808_TS20190274,0.030287881,SGB_8084
T1900044809_TS20190275,0.175495993,SGB_8084
T1900044810_TS20190276,0.036626651,SGB_8084
T1900044811_TS20190277,0.115157244,SGB_8084
T1900044812_TS20190278,0.178539345,SGB_8084
T1900044813_TS20190279,0.076802888,SGB_8084
T1900044814_TS20190280,0.168459489,SGB_8084
T1900044815_TS20190281,0.050113255,SGB_8084
T1900044816_TS20190282,0.076629242,SGB_8084
T1900044817_TS20190283,0.085013251,SGB_8084
T1900044818_TS20190284,0.223332948,SGB_8084
T1900044819_TS20190285,0.114575041,SGB_8084
T1900044820_TS20190286,0.029497723,SGB_8084
T1900044821_TS20190287,0.059522684,SGB_8084
T1900044822_TS20190288,0.041928798,SGB_8084
T1900044823_TS20190289,0.069302861,SGB_8084
T1900044824_TS20190290,0.041116584,SGB_8084
T1900044825_TS20190291,0.100422911,SGB_8084
T1900044826_TS20190292,0.053000466,SGB_8084
T1900044827_TS20190293,0.07339789,SGB_8084
T1900044828_TS20190294,0.110711422,SGB_8084
T1900044829_TS20190295,0.198921366,SGB_8084
T1900044830_TS20190296,0.0034141,SGB_8084
T1900044831_TS20190297,3.179720906,SGB_8084
T1900044832_TS20190298,0.065061494,SGB_8084
T1900044833_TS20190299,7.569558429,SGB_8084
T1900044834_TS20190300,0.231956421,SGB_8084
T1900044835_TS20190301,0.228230039,SGB_8084
T1900044836_TS20190302,0.066510526,SGB_8084
T1900044837_TS20190303,0.134099335,SGB_8084
T1900044838_TS20190304,0.121246749,SGB_8084
T1900044839_TS20190305,0.083723511,SGB_8084
T1900044840_TS20190306,0.145229468,SGB_8084
T1900044841_TS20190307,0.297194361,SGB_8084
T1900044842_TS20190308,1.741385805,SGB_8084
T1900044843_TS20190309,0.142632134,SGB_8084
T1900044844_TS20190310,0.110459706,SGB_8084
T1900044845_TS20190311,0.116385718,SGB_8084
T1900044846_TS20190312,0.035051236,SGB_8084
T1900044847_TS20190313,1.153696449,SGB_8084
T1900044848_TS20190314,2.561096699,SGB_8084
T1900044849_TS20190315,0.324257892,SGB_8084
T1900044850_TS20190316,0.245400663,SGB_8084
T1900044851_TS20190317,4.256267176,SGB_8084
T1900044852_TS20190318,0.138615875,SGB_8084
T1900044853_TS20190319,0.109166115,SGB_8084
T1900044854_TS20190320,1.313598283,SGB_8084
T1900044855_TS20190321,0.128666604,SGB_8084
T1900044856_TS20190322,0.065134663,SGB_8084
T1900044857_TS20190323,0.150694758,SGB_8084
T1900044858_TS20190324,0.166178288,SGB_8084
T1900044859_TS20190325,0.094894605,SGB_8084
T1900044860_TS20190326,0.007049808,SGB_8084
T1900044861_TS20190327,0.174044861,SGB_8084
T1900044862_TS20190328,0.109656244,SGB_8084
T1900044863_TS20190329,0.09624351,SGB_8084
T1900044864_TS20190330,0.087949825,SGB_8084
T1900044865_TS20190331,0.110489814,SGB_8084
T1900044866_TS20190332,0.202531167,SGB_8084
T1900044867_TS20190333,0.087618638,SGB_8084
T1900044868_TS20190334,0.328367975,SGB_8084
T1900044869_TS20190335,0.242073386,SGB_8084
T1900044870_TS20190336,0.074926043,SGB_8084
T1900044872_TS20190338,0.018739738,SGB_8084
T1900044873_TS20190339,0.129608002,SGB_8084
T1900044874_TS20190340,0.018071062,SGB_8084
T1900044876_TS20190342,0.207837515,SGB_8084
T1900044877_TS20190343,0.077395594,SGB_8084
T1900044879_TS20190345,0.117461201,SGB_8084
T1900044880_TS20190346,0.043147119,SGB_8084
T1900044883_TS20190349,0.130688036,SGB_8084
T1900044885_TS20190351,0.014160531,SGB_8084
T1900044888_TS20190354,0.130963909,SGB_8084
T1900044889_TS20190355,0.010128169,SGB_8084
T1900044890_TS20190356,0.064708251,SGB_8084
T1900044892_TS20190358,0.047426647,SGB_8084
T1900044894_TS20190360,0.064508348,SGB_8084
T1900044897_TS20190363,0.054956781,SGB_8084
T1900044899_TS20190365,0.097356453,SGB_8084
T1900044904_TS20190370,0.075698697,SGB_8084
T1900044908_TS20190374,0.085451917,SGB_8084
T1900044910_TS20190376,0.254167323,SGB_8084
T1900044912_TS20190378,0.10804477,SGB_8084
T1900044913_TS20190379,0.043525569,SGB_8084
T1900044914_TS20190380,0.02804379,SGB_8084
T1900044915_TS20190381,0.014979747,SGB_8084
T1900044916_TS20190382,0.12117463,SGB_8084
T1900044917_TS20190383,0.138509447,SGB_8084
T1900044918_TS20190384,0.031722909,SGB_8084
T1900044919_TS20190385,0.045831977,SGB_8084
T1900044920_TS20190386,0.113227886,SGB_8084
T1900044921_TS20190387,0.083688152,SGB_8084
T1900044923_TS20190389,0.03066493,SGB_8084
T1900044924_TS20190390,0.001867042,SGB_8084
T1900044925_TS20190391,0.002009179,SGB_8084
T1900044926_TS20190392,0.213110605,SGB_8084
T1900044927_TS20190393,0.026594408,SGB_8084
T1900044928_TS20190394,0.05423209,SGB_8084
T1900044929_TS20190395,0.112148901,SGB_8084
T1900044930_TS20190396,0.765724218,SGB_8084
T1900044931_TS20190397,0.021582487,SGB_8084
T1900044932_TS20190398,0.140334828,SGB_8084
T1900044933_TS20190399,0.101918856,SGB_8084
T1900044934_TS20190400,0.108972864,SGB_8084
T1900044935_TS20190401,0.296868425,SGB_8084
T1900044936_TS20190402,0.092025949,SGB_8084
T1900044937_TS20190403,0.088075158,SGB_8084
T1900044938_TS20190404,0.087565774,SGB_8084
T1900044939_TS20190405,0.1273247,SGB_8084
T1900044940_TS20190406,0.124455694,SGB_8084
T1900044941_TS20190407,0.065740673,SGB_8084
T1900044942_TS20190408,0.048419509,SGB_8084
T1900044943_TS20190409,0.148254265,SGB_8084
T1900044944_TS20190410,0.101279237,SGB_8084
T1900044945_TS20190411,0.029417201,SGB_8084
T1900044946_TS20190412,0.112935909,SGB_8084
T1900044948_TA20190001,0.006591887,SGB_8084
T1900044949_TA20190002,0.005562966,SGB_8084
T1900044950_TA20190003,0.007701329,SGB_8084
T1900044951_TA20190004,0.000562948,SGB_8084
T1900044952_TA20190005,0.000122182,SGB_8084
T1900044953_TA20190006,0.004508838,SGB_8084
T1900044954_TA20190008,0.008025165,SGB_8084
T1900044955_TA20190009,0.005251384,SGB_8084
T1900044956_TA20190011,0.005011921,SGB_8084
T1900044957_TA20190013,0.003928035,SGB_8084
T1900044958_TA20190014,0.00238938,SGB_8084
T1900044959_TA20190016,0.008475383,SGB_8084
T1900044960_TA20190018,0.007458015,SGB_8084
T1900044961_TA20190021,0.005549312,SGB_8084
T1900044962_TA20190024,0.006765183,SGB_8084
T1900044965_TA20190027,0.005038528,SGB_8084
T1900044966_TA20190028,0.007006046,SGB_8084
T1900044967_TA20190029,0.004230865,SGB_8084
T1900044968_TA20190030,0.005876999,SGB_8084
T1900044969_TA20190031,0.00770448,SGB_8084
T1900044977_TA20190039,0.000332238,SGB_8084
T1900044978_TA20190040,0.007293822,SGB_8084
T1900044979_TA20190041,0.006288007,SGB_8084
T1900044980_TA20190042,0.004942602,SGB_8084
T1900044981_TA20190043,0.004196206,SGB_8084
T1900044985_TA20190047,0.005866846,SGB_8084
T1900044986_TA20190048,0.006937778,SGB_8084
T1900044987_TA20190049,0.000213206,SGB_8084
T1900044988_TA20190050,0.000127434,SGB_8084
T1900044989_TA20190051,0.007668421,SGB_8084
T1900044990_TA20190052,0.009140909,SGB_8084
T1900044991_TA20190053,0.019423468,SGB_8084
T1900044992_TA20190054,0.005444985,SGB_8084
T1900044993_TA20190055,0.005799278,SGB_8084
T1900044994_TA20190056,0.006312163,SGB_8084
T1900044995_TA20190057,0.013335714,SGB_8084
T1900044996_TA20190058,0.004467177,SGB_8084
T1900044997_TA20190059,0.005011571,SGB_8084
T1900044998_TA20190060,0.00975357,SGB_8084
T1900044999_TA20190061,0.007415654,SGB_8084
T1900045000_TA20190062,0.005330154,SGB_8084
T1900045001_TA20190063,0.014000889,SGB_8084
T1900045002_TA20190064,0.008707494,SGB_8084
T1900045003_TA20190065,0.010279059,SGB_8084
T1900045004_TA20190066,0.009926166,SGB_8084
T1900045005_TA20190067,0.012315195,SGB_8084
T1900045006_TA20190068,0.006047143,SGB_8084
T1900045007_TA20190069,0.005608128,SGB_8084
T1900045011_TC20190004,0.842662242,SGB_8084
T1900045013_TC20190006,1.30671582,SGB_8084
T1900045019_TC20190012,0.014311071,SGB_8084
T1900045020_TC20190013,0.103101117,SGB_8084
T1900045021_TC20190014,0.035681402,SGB_8084
T1900045022_TC20190015,0.105590273,SGB_8084
T1900045023_TC20190016,0.030490584,SGB_8084
T1900045024_TC20190017,0.026082573,SGB_8084
T1900045025_TC20190018,0.707528734,SGB_8084
T1900045026_TC20190019,0.071661433,SGB_8084
T1900045027_TC20190020,0.009537563,SGB_8084
T1900045028_TC20190021,0.698918915,SGB_8084
T1900045029_TC20190022,1.81260122,SGB_8084
T1900045030_TC20190023,0.155088766,SGB_8084
T1900045031_TC20190024,0.029631808,SGB_8084
T1900045032_TC20190025,0.370252662,SGB_8084
T1900045033_TC20190026,0.005339257,SGB_8084
T1900045034_TC20190027,0.185598605,SGB_8084
T1900045035_TC20190028,0.164810478,SGB_8084
T1900045036_TC20190029,0.257757869,SGB_8084
T1900045037_TC20190030,0.030466428,SGB_8084
T1900045038_TC20190031,0.61563757,SGB_8084
T1900045039_TC20190032,0.014872969,SGB_8084
T1900045040_TC20190033,0.026889885,SGB_8084
T1900045041_TC20190034,0.214514124,SGB_8084
T1900045042_TC20190035,0.22110006,SGB_8084
T1900045043_TC20190036,0.415762203,SGB_8084
T1900045044_TC20190037,0.979223775,SGB_8084
T1900045045_TC20190038,0.030909995,SGB_8084
T1900045046_TC20190039,0.639265296,SGB_8084
T1900045048_TC20190041,7.770613607,SGB_8084
T1900045049_TC20190042,0.318197095,SGB_8084
T1900045050_TC20190043,0.079958969,SGB_8084
T1900045051_TC20190044,1.03263945,SGB_8084
T1900045053_TC20190046,0.678207108,SGB_8084
T1900045054_TC20190047,1.564687245,SGB_8084
T1900045055_TC20190048,0.049692444,SGB_8084
T1900045056_TC20190049,0.469789139,SGB_8084
T1900045058_TC20190051,0.007852219,SGB_8084
T1900045060_TC20190053,0.027961168,SGB_8084
T1900045061_TC20190054,0.066596998,SGB_8084
T1900045063_TC20190056,0.097019315,SGB_8084
T1900045064_TC20190058,0.252101079,SGB_8084
T1900045065_TC20190059,0.746086144,SGB_8084
T1900045066_TC20190060,0.045722398,SGB_8084
T1900045067_TC20190061,0.125166731,SGB_8084
T1900045068_TC20190062,0.028408936,SGB_8084
T1900045070_TC20190064,1.342227077,SGB_8084
T1900045071_TC20190065,0.000754099,SGB_8084
T1900045072_TC20190066,0.54956186,SGB_8084
T1900045073_TC20190067,0.932931778,SGB_8084
T1900045074_TC20190068,0.095736226,SGB_8084
T1900045075_TC20190069,0.066655464,SGB_8084
T1900045076_TC20190070,1.422900934,SGB_8084
T1900045077_TC20190071,0.098460994,SGB_8084
T1900045078_TC20190072,0.594227329,SGB_8084
T1900045079_TC20190073,1.631440385,SGB_8084
T1900045080_TC20190074,24.73529105,SGB_8084
T1900045081_TC20190075,0.005040628,SGB_8084
T1900045082_TC20190076,0.357539062,SGB_8084
T1900045083_TC20190077,0.791394382,SGB_8084
T1900045084_TC20190078,0.052943751,SGB_8084
T1900045085_TC20190079,0.146843743,SGB_8084
T1900045086_TC20190080,0.035454192,SGB_8084
T1900045087_TC20190081,0.084140471,SGB_8084
T1900045088_TC20190082,1.528419439,SGB_8084
T1900045089_TC20190083,0.534241123,SGB_8084
T1900045090_TC20190084,0.222106575,SGB_8084
T1900045091_TC20190085,0.101722804,SGB_8084
T1900045092_TC20190086,0.229111571,SGB_8084
T1900045094_TC20190088,0.037841471,SGB_8084
T1900045095_TC20190089,0.149199164,SGB_8084
T1900045096_TC20190090,4.068979376,SGB_8084
T1900045097_TC20190091,0.040808853,SGB_8084
T1900045098_TC20190092,0.009852996,SGB_8084
T1900045099_TC20190093,0.288390941,SGB_8084
T1900045100_TC20190094,0.100731343,SGB_8084
T1900045101_TC20190095,1.071757008,SGB_8084
T1900045102_TC20190096,0.431165212,SGB_8084
T1900045103_TC20190097,0.514886273,SGB_8084
T1900045104_TC20190098,0.079308148,SGB_8084
T1900045105_TC20190099,0.020205924,SGB_8084
T1900045106_TC20190100,0.301981872,SGB_8084
T1900045107_TC20190101,3.080579683,SGB_8084
T1900045108_TC20190102,0.367315388,SGB_8084
T1900045109_TC20190103,0.031381919,SGB_8084
T1900045110_TC20190104,0.126587406,SGB_8084
T1900045111_TC20190105,0.159389299,SGB_8084
T1900045112_TC20190106,0.280583884,SGB_8084
T1900045113_TC20190107,0.362709574,SGB_8084
T1900045114_TC20190108,0.436276209,SGB_8084
T1900045115_TC20190109,0.057121051,SGB_8084
T1900045116_TC20190110,0.371312041,SGB_8084
T1900045117_TC20190111,0.987698108,SGB_8084
T1900045118_TC20190112,0.008354251,SGB_8084
T1900045119_TC20190113,0.571455929,SGB_8084
T1900045120_TC20190114,0.001833083,SGB_8084
T1900045121_TC20190115,0.038831182,SGB_8084
T1900045122_TC20190116,1.483030679,SGB_8084
T1900045123_TC20190117,2.410097011,SGB_8084
T1900045124_TC20190118,0.174499981,SGB_8084
T1900045125_TC20190119,0.800012953,SGB_8084
T1900045126_TC20190120,0.055895028,SGB_8084
T1900045127_TC20190121,0.011624113,SGB_8084
T1900045128_TC20190122,0.840375439,SGB_8084
T1900045129_TC20190123,1.180879012,SGB_8084
T1900045130_TC20190124,0.129173537,SGB_8084
T1900045131_TC20190125,1.334303439,SGB_8084
T1900045132_TC20190126,0.813956428,SGB_8084
T1900045133_TC20190127,0.004698938,SGB_8084
T1900045135_TC20190129,2.727585169,SGB_8084
T1900045136_TC20190130,0.048781154,SGB_8084
T1900045137_TC20190131,0.396558593,SGB_8084
T1900045138_TC20190132,1.66178358,SGB_8084
T1900045139_TC20190133,0.351654011,SGB_8084
T1900045140_TC20190134,1.122703832,SGB_8084
T1900045141_TC20190135,0.032235794,SGB_8084
T1900045142_TC20190136,0.108670735,SGB_8084
T1900045143_TC20190137,0.447686765,SGB_8084
T1900045144_TC20190138,0.409576423,SGB_8084
T1900045145_TC20190139,0.937704235,SGB_8084
T1900045146_TC20190140,0.016996279,SGB_8084
T1900045147_TC20190141,0.078122735,SGB_8084
T1900045148_TC20190142,0.07032093,SGB_8084
T1900045149_TC20190143,0.216330053,SGB_8084
T1900045150_TC20190144,0.066574942,SGB_8084
T1900045151_TC20190145,0.466291018,SGB_8084
T1900045153_TC20190147,2.923703696,SGB_8084
T1900045154_TC20190148,0.344596501,SGB_8084
T1900045155_TC20190149,0.408384009,SGB_8084
T1900045156_TC20190150,0.673600944,SGB_8084
T1900045157_TC20190151,4.501140601,SGB_8084
T1900045158_TC20190152,0.029042253,SGB_8084
T1900045159_TC20190153,0.014757789,SGB_8084
T1900045160_TC20190154,0.01206698,SGB_8084
T1900045161_TC20190155,0.615004954,SGB_8084
T1900045162_TC20190156,0.388680117,SGB_8084
T1900045163_TC20190157,0.020933766,SGB_8084
T1900045164_TC20190158,0.008185157,SGB_8084
T1900045165_TC20190159,0.056781462,SGB_8084
T1900045166_TC20190160,0.012396767,SGB_8084
T1900045167_TC20190161,0.026181999,SGB_8084
T1900045168_TC20190162,0.36500968,SGB_8084
T1900045170_TC20190164,1.258692616,SGB_8084
T1900045171_TC20190165,0.009787529,SGB_8084
T1900045172_TC20190168,1.209204976,SGB_8084
T1900045173_TC20190169,1.875762063,SGB_8084
T1900045174_TC20190170,0.008827926,SGB_8084
T1900045175_TC20190171,0.009634889,SGB_8084
T1900045176_TC20190172,2.654795038,SGB_8084
T1900045178_TC20190174,0.158206687,SGB_8084
T1900045179_TC20190175,1.896304776,SGB_8084
T1900045180_TC20190176,0.040669516,SGB_8084
T1900045181_TC20190177,0.020284695,SGB_8084
T1900045182_TC20190178,0.085569898,SGB_8084
T1900045183_TC20190179,0.311281023,SGB_8084
T1900045184_TC20190180,0.013075245,SGB_8084
T1900045185_TC20190181,2.688294666,SGB_8084
T1900045186_TC20190182,1.777341329,SGB_8084
T1900045187_TC20190183,0.004713642,SGB_8084
T1900045188_TC20190184,0.030483582,SGB_8084
T1900045189_TC20190185,0.019949657,SGB_8084
T1900045190_TC20190186,0.021255151,SGB_8084
T1900045192_TC20190188,0.006871611,SGB_8084
T1900045193_TC20190189,0.000239813,SGB_8084
T1900045194_TC20190190,0.435234684,SGB_8084
T1900045195_TC20190191,0.011072718,SGB_8084
T1900045198_TC20190194,0.004811668,SGB_8084
T1900045199_TC20190195,0.00671722,SGB_8084
T1900045200_TC20190196,0.00656598,SGB_8084
T1900045201_TC20190197,0.015848326,SGB_8084
T1900045202_TC20190198,1.90645045,SGB_8084
T1900045203_TC20190199,0.274252466,SGB_8084
T1900045204_TC20190200,0.244696628,SGB_8084
T1900045206_TC20190202,6.919331394,SGB_8084
T1900045208_TC20190204,0.340823907,SGB_8084
T1900045209_TC20190205,0.084775188,SGB_8084
T1900045211_TC20190207,0.22774341,SGB_8084
T1900045213_TC20190209,0.407950945,SGB_8084
T1900045214_TC20190210,0.184817199,SGB_8084
T1900045215_TC20190211,0.195556629,SGB_8084
T1900045216_TC20190212,0.023079131,SGB_8084
T1900045217_TC20190213,0.007148184,SGB_8084
T1900045218_TC20190214,0.06140268,SGB_8084
T1900045219_TC20190215,0.183270142,SGB_8084
T1900045220_TC20190216,0.016795676,SGB_8084
T1900045223_TC20190219,0.007418105,SGB_8084
T1900045224_TC20190220,1.109795231,SGB_8084
T1900045225_TC20190221,0.212716051,SGB_8084
T1900045226_TC20190222,0.982917599,SGB_8084
T1900045227_TC20190223,0.025699922,SGB_8084
T1900045229_TC20190225,0.041043415,SGB_8084
T1900045231_TH20190001,0.000526539,SGB_8084
T1900045232_TH20190002,0.006271903,SGB_8084
T1900045235_TH20190005,0.004261323,SGB_8084
T1900045236_TH20190006,0.007858171,SGB_8084
T1900045237_TH20190007,0.000276573,SGB_8084
T1900045238_TH20190008,5.43E-05,SGB_8084
T1900045239_TH20190009,0.003967946,SGB_8084
T1900045240_TH20190010,0.002055392,SGB_8084
T1900045241_TH20190011,0.003473615,SGB_8084
T1900045242_TH20190012,0.003380841,SGB_8084
T1900045243_TH20190013,0.005524106,SGB_8084
T1900045244_TH20190014,0.005208322,SGB_8084
T1900045245_TH20190015,0.006492811,SGB_8084
T1900045246_TH20190016,0.005080539,SGB_8084
T1900045247_TH20190017,0.01863296,SGB_8084
T1900045248_TH20190018,0.007308176,SGB_8084
T1900045249_TH20190019,0.011831718,SGB_8084
T1900045250_TH20190020,0.003292968,SGB_8084
T1900045252_TH20190022,0.003726032,SGB_8084
T1900045253_TH20190023,0.004306485,SGB_8084
T1900045254_TH20190024,0.003713779,SGB_8084
T1900045255_TH20190025,0.002622891,SGB_8084
T1900045256_TH20190026,0.001797374,SGB_8084
T1900045257_TH20190027,0.00072189,SGB_8084
T1900045258_TH20190028,0.0032254,SGB_8084
T1900045259_TH20190029,0.003603149,SGB_8084
T1900045260_TH20190030,0.003623805,SGB_8084
T1900045261_TH20190031,0.002711815,SGB_8084
T1900045262_TH20190032,0.004391907,SGB_8084
T1900045263_TH20190033,0.000486978,SGB_8084
T1900045264_TH20190034,0.002765729,SGB_8084
T1900045265_TH20190035,0.003684371,SGB_8084
T1900045266_TH20190036,0.003157132,SGB_8084
T1900045267_TH20190037,0.007261964,SGB_8084
T1900045268_TH20190038,0.001416823,SGB_8084
T1900045269_TH20190039,0.004279528,SGB_8084
T1900045270_TH20190040,0.004066321,SGB_8084
T1900045271_TH20190041,0.00242789,SGB_8084
T1900045272_TH20190042,0.00174451,SGB_8084
T1900045273_TH20190043,0.002522415,SGB_8084
T1900045274_TH20190044,0.001494894,SGB_8084
T1900045275_TH20190045,0.003080112,SGB_8084
T1900045276_TH20190046,0.001944762,SGB_8084
T1900045277_TH20190047,0.002434191,SGB_8084
T1900045278_TH20190048,0.000317534,SGB_8084
T1900045279_TH20190049,0.003068909,SGB_8084
T1900045280_TH20190050,0.001536205,SGB_8084
T1900045281_TH20190051,0.003185489,SGB_8084
T1900045282_TH20190052,0.003753339,SGB_8084
T1900045283_TH20190053,0.003963744,SGB_8084
T1900045284_TH20190054,0.006221489,SGB_8084
T1900045285_TH20190055,0.006102458,SGB_8084
T1900045286_TH20190056,0.003950091,SGB_8084
T1900045287_TH20190057,0.013672853,SGB_8084
T1900045288_TH20190058,0.004154545,SGB_8084
T1900045289_TH20190059,0.002591033,SGB_8084
T1900045290_TH20190060,0.008593714,SGB_8084
T1900045291_TH20190061,0.01089172,SGB_8084
T1900045292_TH20190062,0.004671631,SGB_8084
T1900045293_TH20190063,0.007673322,SGB_8084
T1900045294_TH20190064,0.006719671,SGB_8084
T1900045295_TH20190065,0.009757421,SGB_8084
T1900045296_TH20190066,0.008093433,SGB_8084
T1900045297_TH20190067,0.011068517,SGB_8084
T1900045298_TH20190068,0.006155672,SGB_8084
T1900045299_TH20190069,0.011477424,SGB_8084
T1900045300_TH20190070,0.005517804,SGB_8084
T1900045301_TH20190071,0.00527484,SGB_8084
T1900045302_TH20190072,0.004575706,SGB_8084
T1900045303_TH20190073,0.00413809,SGB_8084
T1900045304_TH20190074,0.011828217,SGB_8084
T1900045305_TH20190075,0.005167012,SGB_8084
T1900045306_TH20190076,0.003205095,SGB_8084
T1900045307_TH20190077,0.00793204,SGB_8084
T1900045308_TH20190078,0.004644324,SGB_8084
T1900045309_TH20190079,0.004144392,SGB_8084
T1900045310_TH20190080,0.002596284,SGB_8084
T1900045311_TH20190081,0.007007797,SGB_8084
T1900045312_YK20190001,0.72246682,SGB_8084
T1900045313_YK20190002,8.81886017,SGB_8084
T1900045314_YK20190003,1.753632732,SGB_8084
T1900045315_YK20190004,0.044577246,SGB_8084
T1900045316_YK20190005,4.472939269,SGB_8084
T1900045317_YK20190006,0.003630807,SGB_8084
T1900045318_YK20190007,0.036611247,SGB_8084
T1900045319_YK20190008,0.311466571,SGB_8084
T1900045320_YK20190009,0.151604998,SGB_8084
T1900045321_YK20190010,6.351601497,SGB_8084
T1900045322_YK20190011,5.38193454,SGB_8084
T1900045323_YK20190012,0.001302693,SGB_8084
T1900045324_YK20190013,0.041702639,SGB_8084
T1900045325_YK20190014,0.458661807,SGB_8084
T1900045326_YK20190015,0.021949384,SGB_8084
T1900045327_YK20190016,2.956308487,SGB_8084
T1900045328_YK20190017,0.910721225,SGB_8084
T1900045329_YK20190018,0.023456531,SGB_8084
T1900045330_YK20190019,6.311866377,SGB_8084
T1900045331_YK20190020,0.203085713,SGB_8084
T1900045332_YK20190021,0.617080301,SGB_8084
T1900045333_YK20190022,0.320064487,SGB_8084
T1900045334_YK20190023,5.591678657,SGB_8084
T1900045335_YK20190024,2.444773998,SGB_8084
T1900045336_YK20190025,0.025977545,SGB_8084
T1900045337_YK20190026,0.247770788,SGB_8084
T1900045338_YK20190027,0.503014294,SGB_8084
T1900045339_YK20190028,0.154151919,SGB_8084
T1900045340_YK20190030,0.132083154,SGB_8084
T1900045341_YK20190031,0.154884312,SGB_8084
T1900045342_YK20190032,0.064051127,SGB_8084
T1900045343_YK20190033,0.234262478,SGB_8084
T1900045344_YK20190034,0.038153403,SGB_8084
T1900045345_YK20190035,0.205034677,SGB_8084
T1900045346_YK20190036,0.304876785,SGB_8084
T1900045347_YK20190037,0.409739216,SGB_8084
T1900045348_YK20190038,0.557097595,SGB_8084
T1900045349_YK20190039,1.794954821,SGB_8084
T1900045350_YK20190040,0.801487542,SGB_8084
T1900045351_YK20190041,4.330048418,SGB_8084
T1900045352_YK20190042,0.253038976,SGB_8084
T1900045353_YK20190043,0.325043499,SGB_8084
T1900045354_YK20190044,1.942470391,SGB_8084
T1900045355_YK20190045,4.508855583,SGB_8084
T1900045356_YK20190046,0.403507224,SGB_8084
T1900045357_YK20190047,3.3493357,SGB_8084
T1900045358_YK20190048,3.751248954,SGB_8084
T1900045359_YK20190049,0.122594254,SGB_8084
T1900045360_YK20190050,1.838116644,SGB_8084
T1900045361_YK20190051,1.370735089,SGB_8084
T1900045362_YK20190052,0.324567724,SGB_8084
T1900045363_YK20190053,0.021015338,SGB_8084
T1900045364_YK20190054,0.007085167,SGB_8084
T1900045365_YK20190055,0.182279031,SGB_8084
T1900045366_YK20190056,0.0703983,SGB_8084
T1900045367_YK20190057,0.336683016,SGB_8084
T1900045368_YK20190058,0.394637987,SGB_8084
T1900045369_YK20190059,0.016480943,SGB_8084
T1900045371_YK20190061,0.00812074,SGB_8084
T1900045373_YK20190063,0.382347999,SGB_8084
T1900045375_YK20190065,2.964827282,SGB_8084
T1900045376_YK20190066,0.02941055,SGB_8084
T1900045378_YK20190068,1.897166703,SGB_8084
T1900045380_YK20190070,0.019032065,SGB_8084
T1900045381_YK20190071,0.447692717,SGB_8084
T1900045382_YK20190072,0.475741758,SGB_8084
T1900045384_YK20190074,0.013856651,SGB_8084
T1900045385_YK20190075,0.094391172,SGB_8084
T1900045386_YK20190076,6.105968023,SGB_8084
T1900045388_YK20190078,0.011487227,SGB_8084
T1900045389_YK20190079,0.042165111,SGB_8084
T1900045390_YK20190080,0.031297897,SGB_8084
T1900045391_YK20190081,0.014182237,SGB_8084
T1900045392_YK20190082,0.072702607,SGB_8084
T1900045393_YK20190083,1.770096871,SGB_8084
T1900045394_YK20190084,0.037095425,SGB_8084
T1900045395_YK20190085,0.007966349,SGB_8084
T1900045396_YK20190086,0.000821316,SGB_8084
T1900045397_YK20190087,0.052800913,SGB_8084
T1900045398_YK20190088,0.037425562,SGB_8084
T1900045399_YK20190089,0.65574904,SGB_8084
T1900045400_YK20190090,0.011245313,SGB_8084
T1900045403_YK20190093,0.042689199,SGB_8084
T1900045404_YK20190094,0.062551682,SGB_8084
T1900045406_YK20190096,0.032072301,SGB_8084
T1900045407_YK20190097,0.50633667,SGB_8084
T1900045408_YK20190098,0.192439408,SGB_8084
T1900045409_YK20190099,0.23267481,SGB_8084
T1900045410_YK20190100,0.236481013,SGB_8084
T1900045411_YK20190101,3.310413844,SGB_8084
T1900045412_YK20190102,0.007503877,SGB_8084
