Sample,Coverage,Group
T1900045182_TC20190178,0.473377464,SGB_6458
T1900045183_TC20190179,0.210961069,SGB_6458
T1900045184_TC20190180,13.89207312,SGB_6458
T1900045185_TC20190181,0.784769892,SGB_6458
T1900045186_TC20190182,0.001389197,SGB_6458
T1900045187_TC20190183,0.789266159,SGB_6458
T1900045188_TC20190184,0.345104886,SGB_6458
T1900045189_TC20190185,0.008840176,SGB_6458
T1900045190_TC20190186,0.554214067,SGB_6458
T1900045192_TC20190188,0.031963889,SGB_6458
T1900045193_TC20190189,0.155693781,SGB_6458
T1900045194_TC20190190,3.184130584,SGB_6458
T1900045195_TC20190191,0.040282975,SGB_6458
T1900045198_TC20190194,0.012398332,SGB_6458
T1900045199_TC20190195,0.056240213,SGB_6458
T1900045200_TC20190196,0.068730635,SGB_6458
T1900045201_TC20190197,0.077388878,SGB_6458
T1900045202_TC20190198,0.902743094,SGB_6458
T1900045203_TC20190199,0.132882646,SGB_6458
T1900045204_TC20190200,0.622163067,SGB_6458
T1900045206_TC20190202,0.261314695,SGB_6458
T1900045208_TC20190204,0.174967722,SGB_6458
T1900045209_TC20190205,0.067516257,SGB_6458
T1900045211_TC20190207,0.137326879,SGB_6458
T1900045213_TC20190209,0.276823092,SGB_6458
T1900045214_TC20190210,0.076827734,SGB_6458
T1900045215_TC20190211,0.557543124,SGB_6458
T1900045216_TC20190212,1.040728447,SGB_6458
T1900045217_TC20190213,0.032477492,SGB_6458
T1900045218_TC20190214,0.030551482,SGB_6458
T1900045219_TC20190215,0.94038506,SGB_6458
T1900045220_TC20190216,0.466236444,SGB_6458
T1900045223_TC20190219,0.851988169,SGB_6458
T1900045224_TC20190220,0.402362197,SGB_6458
T1900045225_TC20190221,0.119950871,SGB_6458
T1900045226_TC20190222,0.212239834,SGB_6458
T1900045227_TC20190223,0.159929129,SGB_6458
T1900045229_TC20190225,0.172003652,SGB_6458
T1900045231_TH20190001,0.000224233,SGB_6458
T1900045237_TH20190007,0.000745322,SGB_6458
T1900045241_TH20190011,0.000275893,SGB_6458
T1900045243_TH20190013,0.000198778,SGB_6458
T1900045245_TH20190015,7.67E-05,SGB_6458
T1900045246_TH20190016,0.000333916,SGB_6458
T1900045247_TH20190017,0.000331296,SGB_6458
T1900045249_TH20190019,0.000262416,SGB_6458
T1900045250_TH20190020,0.00212591,SGB_6458
T1900045253_TH20190023,9.66E-05,SGB_6458
T1900045254_TH20190024,0.000164338,SGB_6458
T1900045255_TH20190025,8.39E-05,SGB_6458
T1900045256_TH20190026,6.96E-05,SGB_6458
T1900045257_TH20190027,0.000181183,SGB_6458
T1900045258_TH20190028,0.00018006,SGB_6458
T1900045260_TH20190030,0.00015423,SGB_6458
T1900045261_TH20190031,0.000101073,SGB_6458
T1900045262_TH20190032,0.000196906,SGB_6458
T1900045263_TH20190033,0.000181932,SGB_6458
T1900045264_TH20190034,0.000296482,SGB_6458
T1900045265_TH20190035,0.000208136,SGB_6458
T1900045266_TH20190036,6.44E-05,SGB_6458
T1900045267_TH20190037,0.000487024,SGB_6458
T1900045268_TH20190038,0.000153482,SGB_6458
T1900045269_TH20190039,0.000136262,SGB_6458
T1900045270_TH20190040,8.39E-05,SGB_6458
T1900045274_TH20190044,9.66E-05,SGB_6458
T1900045275_TH20190045,0.000168081,SGB_6458
T1900045277_TH20190047,8.72E-05,SGB_6458
T1900045279_TH20190049,0.000185301,SGB_6458
T1900045280_TH20190050,0.000243325,SGB_6458
T1900045282_TH20190052,0.000273272,SGB_6458
T1900045284_TH20190054,6.55E-05,SGB_6458
T1900045285_TH20190055,0.000181558,SGB_6458
T1900045286_TH20190056,0.000161343,SGB_6458
T1900045287_TH20190057,6.40E-05,SGB_6458
T1900045289_TH20190059,0.000123908,SGB_6458
T1900045290_TH20190060,0.000180435,SGB_6458
T1900045291_TH20190061,0.000480286,SGB_6458
T1900045292_TH20190062,9.47E-05,SGB_6458
T1900045293_TH20190063,0.002056281,SGB_6458
T1900045294_TH20190064,7.71E-05,SGB_6458
T1900045295_TH20190065,0.000416647,SGB_6458
T1900045296_TH20190066,0.000522587,SGB_6458
T1900045298_TH20190068,0.000643126,SGB_6458
T1900045299_TH20190069,0.000463814,SGB_6458
T1900045300_TH20190070,9.10E-05,SGB_6458
T1900045302_TH20190072,7.75E-05,SGB_6458
T1900045303_TH20190073,0.000120165,SGB_6458
T1900045304_TH20190074,7.90E-05,SGB_6458
T1900045305_TH20190075,7.97E-05,SGB_6458
T1900045306_TH20190076,7.60E-05,SGB_6458
T1900045307_TH20190077,6.70E-05,SGB_6458
T1900045308_TH20190078,0.000347767,SGB_6458
T1900045309_TH20190079,0.000172948,SGB_6458
T1900045310_TH20190080,5.69E-05,SGB_6458
T1900045311_TH20190081,0.000388197,SGB_6458
T1900045312_YK20190001,1.811473848,SGB_6458
T1900045313_YK20190002,21.62654591,SGB_6458
T1900045314_YK20190003,3.049140371,SGB_6458
T1900045315_YK20190004,0.942236199,SGB_6458
T1900045316_YK20190005,12.21159521,SGB_6458
T1900045317_YK20190006,1.498864422,SGB_6458
T1900045318_YK20190007,3.488011763,SGB_6458
T1900045319_YK20190008,0.171033348,SGB_6458
T1900045320_YK20190009,2.455355709,SGB_6458
T1900045321_YK20190010,12.95316747,SGB_6458
T1900045322_YK20190011,16.80739198,SGB_6458
T1900045323_YK20190012,1.002606944,SGB_6458
T1900045324_YK20190013,2.509017428,SGB_6458
T1900045325_YK20190014,3.528063393,SGB_6458
T1900045326_YK20190015,3.353558363,SGB_6458
T1900045327_YK20190016,17.11933545,SGB_6458
T1900045328_YK20190017,4.266724366,SGB_6458
T1900045329_YK20190018,0.233101002,SGB_6458
T1900045330_YK20190019,0.099194146,SGB_6458
T1900045331_YK20190020,4.172042584,SGB_6458
T1900045332_YK20190021,4.927276593,SGB_6458
T1900045333_YK20190022,2.353489109,SGB_6458
T1900045334_YK20190023,19.74897083,SGB_6458
T1900045335_YK20190024,4.237363303,SGB_6458
T1900045336_YK20190025,4.955397074,SGB_6458
T1900045337_YK20190026,0.12432323,SGB_6458
T1900045338_YK20190027,0.090799816,SGB_6458
T1900045339_YK20190028,2.392238015,SGB_6458
T1900045340_YK20190030,0.59533932,SGB_6458
T1900045341_YK20190031,0.395856067,SGB_6458
T1900045342_YK20190032,0.895974922,SGB_6458
T1900045343_YK20190033,3.869461882,SGB_6458
T1900045344_YK20190034,5.311742067,SGB_6458
T1900045345_YK20190035,0.546226276,SGB_6458
T1900045346_YK20190036,2.200754531,SGB_6458
T1900045347_YK20190037,0.233813756,SGB_6458
T1900045348_YK20190038,3.638852151,SGB_6458
T1900045349_YK20190039,0.515799451,SGB_6458
T1900045350_YK20190040,1.953468445,SGB_6458
T1900045351_YK20190041,8.222814354,SGB_6458
T1900045352_YK20190042,3.743002261,SGB_6458
T1900045353_YK20190043,0.106282758,SGB_6458
T1900045354_YK20190044,2.960734122,SGB_6458
T1900045355_YK20190045,8.721131857,SGB_6458
T1900045356_YK20190046,0.579239082,SGB_6458
T1900045357_YK20190047,8.183802283,SGB_6458
T1900045358_YK20190048,11.18759852,SGB_6458
T1900045359_YK20190049,2.793693921,SGB_6458
T1900045360_YK20190050,7.000611307,SGB_6458
T1900045361_YK20190051,0.710975481,SGB_6458
T1900045362_YK20190052,0.134899247,SGB_6458
T1900045363_YK20190053,0.016595497,SGB_6458
T1900045364_YK20190054,0.019216292,SGB_6458
T1900045365_YK20190055,0.062809982,SGB_6458
T1900045366_YK20190056,0.003731479,SGB_6458
T1900045367_YK20190057,0.015238119,SGB_6458
T1900045368_YK20190058,0.038671417,SGB_6458
T1900045369_YK20190059,0.005319454,SGB_6458
T1900045371_YK20190061,0.014176475,SGB_6458
T1900045373_YK20190063,0.05729774,SGB_6458
T1900045375_YK20190065,0.185075433,SGB_6458
T1900045376_YK20190066,0.014590501,SGB_6458
T1900045378_YK20190068,0.5376298,SGB_6458
T1900045380_YK20190070,0.006106328,SGB_6458
T1900045381_YK20190071,0.186121729,SGB_6458
T1900045382_YK20190072,0.052989394,SGB_6458
T1900045384_YK20190074,0.003895817,SGB_6458
T1900045385_YK20190075,0.017899718,SGB_6458
T1900045386_YK20190076,0.161455337,SGB_6458
T1900045388_YK20190078,0.001830551,SGB_6458
T1900045389_YK20190079,0.016316984,SGB_6458
T1900045390_YK20190080,0.005898941,SGB_6458
T1900045391_YK20190081,0.0047205,SGB_6458
T1900045392_YK20190082,0.615823147,SGB_6458
T1900045393_YK20190083,0.13407606,SGB_6458
T1900045394_YK20190084,0.218487665,SGB_6458
T1900045395_YK20190085,0.017624948,SGB_6458
T1900045396_YK20190086,0.0023887,SGB_6458
T1900045397_YK20190087,0.200808812,SGB_6458
T1900045398_YK20190088,0.079548479,SGB_6458
T1900045399_YK20190089,0.225816233,SGB_6458
T1900045400_YK20190090,0.001127155,SGB_6458
T1900045403_YK20190093,0.036188756,SGB_6458
T1900045404_YK20190094,0.014321347,SGB_6458
T1900045406_YK20190096,0.185556467,SGB_6458
T1900045407_YK20190097,0.22966301,SGB_6458
T1900045408_YK20190098,0.292115117,SGB_6458
T1900045409_YK20190099,0.299964774,SGB_6458
T1900045410_YK20190100,0.386521006,SGB_6458
T1900045411_YK20190101,1.056049671,SGB_6458
T1900045412_YK20190102,0.007899445,SGB_6458
T1900045413_YK20190103,0.727816175,SGB_6458
T1900045414_YK20190104,0.04620288,SGB_6458
T1900045415_YK20190105,0.005794873,SGB_6458
T1900045416_YK20190106,1.378242349,SGB_6458
T1900045417_YK20190107,0.012741982,SGB_6458
T1900045418_YK20190108,1.302994354,SGB_6458
T1900045419_YK20190109,0.062735487,SGB_6458
T1900045420_YK20190110,1.75051014,SGB_6458
T1900045421_YK20190111,1.062580508,SGB_6458
T1900045422_YK20190112,1.522257664,SGB_6458
T1900045423_YK20190113,1.290307402,SGB_6458
T1900045424_YK20190115,0.005080621,SGB_6458
T1900045425_YK20190116,1.962009144,SGB_6458
T1900045426_YK20190117,0.044762771,SGB_6458
T1900045427_YK20190118,0.052644248,SGB_6458
T1900045428_YK20190119,0.075271204,SGB_6458
T1900045429_YK20190120,0.109323568,SGB_6458
T1900045430_YK20190121,1.353352098,SGB_6458
T1900045432_YK20190123,0.06196396,SGB_6458
T1900045433_YK20190124,0.99310792,SGB_6458
T1900045435_YK20190126,0.033424586,SGB_6458
T1900045436_YK20190127,0.023261473,SGB_6458
T1900045441_YK20190132,1.422578741,SGB_6458
T1900045442_YK20190133,0.229597125,SGB_6458
T1900045443_YK20190134,1.506806917,SGB_6458
T1900045445_YK20190136,0.007157491,SGB_6458
T1900045446_YK20190137,0.086902128,SGB_6458
T1900045447_YK20190138,0.068640417,SGB_6458
T1900045448_YK20190139,0.369195535,SGB_6458
T1900045449_YK20190140,0.322144387,SGB_6458
T1900045450_YK20190141,0.066057431,SGB_6458
T1900045451_YK20190142,0.115159619,SGB_6458
T1900045452_YK20190143,0.001163092,SGB_6458
T1900045453_YK20190144,0.059634781,SGB_6458
T1900045454_YK20190145,0.149345251,SGB_6458
T1900045455_YK20190146,0.546256224,SGB_6458
T1900045456_YK20190147,0.002668711,SGB_6458
T1900045457_YK20190148,0.065102475,SGB_6458
T1900045458_YK20190149,0.150458181,SGB_6458
T1900045459_YK20190150,0.23283035,SGB_6458
T1900045460_YK20190151,0.230692087,SGB_6458
T1900045461_YK20190152,0.288959382,SGB_6458
T1900045462_YK20190153,0.402931202,SGB_6458
T1900045463_YK20190154,0.840269649,SGB_6458
T1900045464_YK20190155,2.085660048,SGB_6458
T1900045465_YK20190156,0.030179383,SGB_6458
T1900045466_YK20190157,0.043096558,SGB_6458
T1900045467_YK20190158,0.579590593,SGB_6458
T1900045468_YK20190159,1.666787331,SGB_6458
T1900045469_YK20190160,2.617880926,SGB_6458
T1900045470_YK20190161,1.779852485,SGB_6458
T1900045471_YK20190162,0.846056286,SGB_6458
T1900045473_YK20190165,0.145155947,SGB_6458
T1900045474_YK20190167,1.254796586,SGB_6458
T1900045475_YK20190169,0.900649752,SGB_6458
T1900045476_YK20190170,1.516648093,SGB_6458
T1900045477_YK20190171,2.926594535,SGB_6458
T1900045478_YK20190172,0.075563568,SGB_6458
T1900045479_YK20190173,0.988701496,SGB_6458
T1900045480_YK20190174,0.090143588,SGB_6458
T1900045481_YK20190175,0.04748988,SGB_6458
T1900045482_YK20190176,0.742272286,SGB_6458
T1900045483_YK20190177,0.512438575,SGB_6458
T1900045484_YK20190178,0.076721045,SGB_6458
T1900045485_YK20190179,4.860260088,SGB_6458
T1900045486_YK20190180,1.139225935,SGB_6458
T1900045487_YK20190181,4.719351468,SGB_6458
T1900045488_YK20190182,0.030617742,SGB_6458
T1900045489_YK20190183,0.028880029,SGB_6458
T1900045490_YK20190184,0.050987019,SGB_6458
T1900045491_YK20190185,0.053822314,SGB_6458
T1900045492_YK20190186,0.052938109,SGB_6458
T1900045493_YK20190187,3.029890013,SGB_6458
T1900045494_YK20190188,0.000260919,SGB_6458
T1900045495_YK20190189,2.975096272,SGB_6458
T1900045496_YK20190190,0.038972765,SGB_6458
T1900045497_YK20190191,0.039509577,SGB_6458
T1900045498_YK20190192,0.137470628,SGB_6458
T1900045499_YK20190193,0.381272678,SGB_6458
T1900045500_YK20190194,0.00543026,SGB_6458
T1900045501_YK20190195,0.028628094,SGB_6458
T1900045502_YK20190196,0.010348789,SGB_6458
T1900045503_YK20190197,0.038302686,SGB_6458
T1900045504_YK20190198,0.027953523,SGB_6458
T1900045505_YK20190199,1.605923573,SGB_6458
T1900045506_YK20190200,0.010135786,SGB_6458
T1900045507_YK20190201,0.055919773,SGB_6458
T1900045508_YK20190202,0.031625855,SGB_6458
T1900045509_YK20190203,0.450880405,SGB_6458
T1900045510_YK20190204,0.345356446,SGB_6458
T1900045511_YK20190205,0.039824402,SGB_6458
T1900045512_YK20190206,0.026565823,SGB_6458
T1900045513_YK20190207,1.287583662,SGB_6458
T1900045514_YK20190208,0.009162113,SGB_6458
T1900045515_YK20190209,0.00771639,SGB_6458
T1900045516_YK20190210,0.585253696,SGB_6458
T1900045517_YK20190211,0.031230171,SGB_6458
T1900045518_YK20190212,1.170107216,SGB_6458
T1900045519_YK20190213,1.365647485,SGB_6458
T1900045520_YK20190214,0.033838238,SGB_6458
T1900045521_YK20190215,0.792032948,SGB_6458
T1900045522_YK20190216,1.467057384,SGB_6458
T1900045523_YK20190217,0.025061327,SGB_6458
T1900045524_YK20190218,0.247142712,SGB_6458
T1900045525_YK20190219,0.004735474,SGB_6458
T1900045526_YK20190220,0.034911488,SGB_6458
T1900045527_YK20190221,3.869537874,SGB_6458
T1900045528_YK20190222,2.170450866,SGB_6458
T1900045529_YK20190223,0.180165513,SGB_6458
T1900045530_YK20190224,0.235713561,SGB_6458
T1900045531_YK20190225,3.168810108,SGB_6458
T1900045532_YK20190226,4.376734484,SGB_6458
T1900045533_YK20190227,4.654597883,SGB_6458
T1900045534_YK20190228,0.185211694,SGB_6458
T1900045535_YK20190229,0.004914786,SGB_6458
T1900045536_YK20190230,0.123969473,SGB_6458
T1900045537_YK20190231,0.451991838,SGB_6458
T1900045538_YK20190232,0.063873124,SGB_6458
T1900045539_YK20190233,0.078144308,SGB_6458
T1900045540_YK20190234,2.032420217,SGB_6458
T1900045541_YK20190235,0.5336243,SGB_6458
T1900045542_YK20190236,0.025234275,SGB_6458
T1900045543_YK20190237,4.65189885,SGB_6458
T1900045544_YK20190238,0.125864786,SGB_6458
T1900045545_YK20190239,0.582613061,SGB_6458
T1900045546_YK20190240,0.783583964,SGB_6458
T1900045547_YK20190241,0.004368241,SGB_6458
T1900045548_YK20190242,1.187152303,SGB_6458
T1900045549_YK20190243,0.551287431,SGB_6458
T1900045550_YK20190244,0.050312448,SGB_6458
T1900045551_YK20190245,0.294000697,SGB_6458
T1900045552_YK20190246,1.087681141,SGB_6458
T1900045553_YK20190247,0.318217874,SGB_6458
T1900045554_YK20190248,1.627849005,SGB_6458
T1900045555_YK20190249,0.41393023,SGB_6458
T1900045556_YK20190250,0.82226736,SGB_6458
T1900045557_YK20190251,2.700915687,SGB_6458
T1900045559_YK20190253,0.184906603,SGB_6458
T1900045560_YK20190254,1.005074631,SGB_6458
T1900045561_YK20190255,0.036214585,SGB_6458
T1900045562_YK20190256,0.395272462,SGB_6458
T1900045563_YK20190257,3.324512873,SGB_6458
T1900045564_YK20190258,0.388769327,SGB_6458
T1900045565_YK20190259,0.476868238,SGB_6458
T1900045566_YK20190260,1.207199643,SGB_6458
T1900045567_YK20190261,0.106965939,SGB_6458
T1900045568_YK20190262,0.004361503,SGB_6458
T1900045569_YK20190263,0.009610205,SGB_6458
T1900045570_YK20190264,0.158548167,SGB_6458
T1900045571_YK20190265,0.512966776,SGB_6458
T1900045572_YK20190266,1.034325262,SGB_6458
T1900045573_YK20190267,0.008375987,SGB_6458
T1900045574_YK20190268,0.000272149,SGB_6458
T1900045575_YK20190269,0.405853346,SGB_6458
T1900045589_YK20190283,0.220199174,SGB_6458
T1900045626_YK20190320,1.80084692,SGB_6458
T1900045627_YK20190321,0.000404668,SGB_6458
T1900045628_YK20190322,0.674240181,SGB_6458
T1900045629_YK20190323,0.002595339,SGB_6458
T1900045630_YK20190324,0.97624177,SGB_6458
T1900045631_YK20190325,0.550132575,SGB_6458
T1900045632_YK20190326,0.122889111,SGB_6458
T1900045633_YK20190327,1.076857682,SGB_6458
T1900045634_YK20190328,0.003686557,SGB_6458
T1900045635_YK20190329,2.447797668,SGB_6458
T1900045636_YK20190330,0.02126883,SGB_6458
T1900045637_YK20190331,0.697275923,SGB_6458
T1900045638_YK20190332,1.197896027,SGB_6458
T1900045639_YK20190333,0.147196506,SGB_6458
T1900045640_YK20190334,1.093435959,SGB_6458
T1900045641_YK20190335,0.066787031,SGB_6458
T1900045642_YK20190336,0.005630535,SGB_6458
T1900045643_YK20190337,0.236849701,SGB_6458
T1900045644_YK20190338,1.80868909,SGB_6458
T1900045645_YK20190339,0.163265298,SGB_6458
T1900045646_YK20190340,1.341283939,SGB_6458
T1900045647_YK20190341,1.056549048,SGB_6458
T1900045648_YK20190342,0.099073981,SGB_6458
T1900045649_YK20190343,1.202017948,SGB_6458
T1900045650_YK20190344,0.037974759,SGB_6458
T1900045651_YK20190345,0.008833812,SGB_6458
T1900045652_YK20190346,0.201079089,SGB_6458
T1900045653_YK20190347,0.05562666,SGB_6458
T1900045654_YK20190348,0.021408087,SGB_6458
T1900045655_YK20190349,0.004448725,SGB_6458
T1900045656_YK20190350,1.61741786,SGB_6458
T1900045657_YK20190351,0.25873096,SGB_6458
T1900045658_YK20190352,0.030558595,SGB_6458
T1900045659_YK20190353,0.302520058,SGB_6458
T1900045660_YK20190354,0.097408516,SGB_6458
T1900045661_YK20190355,0.19957946,SGB_6458
T1900045662_YK20190356,2.118989925,SGB_6458
T1900045663_YK20190357,0.249432211,SGB_6458
T1900045664_YK20190358,0.002453462,SGB_6458
T1900045665_YK20190359,0.027959138,SGB_6458
T1900045666_YK20190360,0.001225234,SGB_6458
T1900045667_YK20190361,0.287203326,SGB_6458
T1900045668_YK20190362,0.042959922,SGB_6458
T1900045669_YK20190363,0.321554793,SGB_6458
T1900045670_YK20190364,0.340817129,SGB_6458
T1900045671_YK20190365,0.042330273,SGB_6458
T1900045672_YK20190366,0.014173854,SGB_6458
T1900045673_YK20190367,4.647391353,SGB_6458
T1900045674_YK20190368,3.636828438,SGB_6458
T1900045675_YK20190369,1.680442716,SGB_6458
T1900045676_YK20190370,0.793220748,SGB_6458
T1900045677_YK20190371,2.920438793,SGB_6458
T1900045678_YK20190372,2.557302419,SGB_6458
T1900045679_YK20190373,0.346364934,SGB_6458
T1900045680_YK20190374,2.94443885,SGB_6458
T1900045681_YK20190375,0.027366174,SGB_6458
T1900045682_YK20190376,5.220605714,SGB_6458
T1900045683_YK20190377,2.197144341,SGB_6458
T1900045684_YK20190378,0.028895751,SGB_6458
T1900045685_YK20190379,4.675929229,SGB_6458
T1900045686_YK20190380,0.682732964,SGB_6458
T1900045687_YK20190381,0.034405372,SGB_6458
T1900045688_YK20190382,3.653494312,SGB_6458
T1900045689_YK20190383,9.68132168,SGB_6458
T1900045690_YK20190384,0.009747216,SGB_6458
T1900045691_YK20190385,0.031842975,SGB_6458
T1900045692_YK20190386,1.631457324,SGB_6458
T1900045693_YK20190387,6.094573221,SGB_6458
T1900045694_YK20190388,0.026019278,SGB_6458
T1900045695_YK20190389,4.433470706,SGB_6458
T1900045696_YK20190390,0.053502248,SGB_6458
T1900045697_YK20190391,0.039090684,SGB_6458
T1900045698_YK20190392,4.216784018,SGB_6458
T1900045699_YK20190393,2.815908348,SGB_6458
T1900045700_YK20190394,0.079643937,SGB_6458
T1900045701_YK20190395,3.520665197,SGB_6458
T1900045702_YK20190396,2.905637535,SGB_6458
T1900045703_YK20190397,2.739661973,SGB_6458
T1900045704_YK20190398,0.006593352,SGB_6458
T1900045705_YK20190399,0.064042702,SGB_6458
T1900045706_YK20190400,1.042211231,SGB_6458
T1900045707_YK20190401,3.163855267,SGB_6458
T1900045708_YK20190402,4.805506402,SGB_6458
T1900045709_YK20190403,0.064050564,SGB_6458
T1900045710_YK20190404,0.930044132,SGB_6458
T1900045711_YK20190405,0.0424145,SGB_6458
T1900045712_YK20190406,1.138661796,SGB_6458
T1900045713_YK20190407,1.987830767,SGB_6458
T1900045714_YK20190408,1.154470044,SGB_6458
T1900045715_YK20190409,2.109097464,SGB_6458
T1900045716_YK20190410,1.220314473,SGB_6458
T1900045717_YK20190411,0.044690148,SGB_6458
T1900045718_YK20190412,0.004349149,SGB_6458
T1900045719_YK20190413,0.01623051,SGB_6458
T1900045720_YK20190414,0.002898559,SGB_6458
T1900045721_YK20190415,0.038683396,SGB_6458
T1900045722_YK20190416,0.105618668,SGB_6458
T1900045723_YK20190417,0.013077396,SGB_6458
T1900045725_YK20190419,0.011325457,SGB_6458
T1900045726_YK20190420,0.001449841,SGB_6458
T1900045728_YK20190422,0.091901141,SGB_6458
T1900045729_YK20190423,0.009306985,SGB_6458
T1900045730_YK20190424,0.461390912,SGB_6458
T1900045731_YK20190425,0.912851927,SGB_6458
T1900045732_YK20190426,0.253001972,SGB_6458
T1900045733_YK20190427,0.061381853,SGB_6458
T1900045734_YK20190428,0.004866121,SGB_6458
T1900045735_YK20190429,0.535762937,SGB_6458
T1900045736_YK20190430,0.001839161,SGB_6458
T1900045737_YK20190431,0.00387111,SGB_6458
T1900045738_YK20190432,0.065037713,SGB_6458
T1900045739_YK20190433,2.80721005,SGB_6458
T1900045740_YK20190434,0.011107962,SGB_6458
T1900045741_YK20190435,0.098513585,SGB_6458
T1900045743_YK20190437,0.027692229,SGB_6458
T1900045744_YK20190438,0.074118968,SGB_6458
T1900045746_YK20190440,0.133520531,SGB_6458
T1900045747_YK20190441,0.004581244,SGB_6458
T1900045748_YK20190442,0.010343174,SGB_6458
T1900045749_YK20190443,1.668835377,SGB_6458
T1900045750_YK20190444,0.011804246,SGB_6458
T1900045751_YK20190445,0.083536385,SGB_6458
T1900045752_YK20190446,0.457879923,SGB_6458
T1900045753_YK20190447,0.374779651,SGB_6458
T1900045754_YK20190448,0.24905824,SGB_6458
T1900045755_YK20190449,0.069816612,SGB_6458
T1900045756_YK20190450,0.250578832,SGB_6458
T1900045757_YK20190451,0.019238753,SGB_6458
T1900045758_YK20190452,0.000530448,SGB_6458
T1900045759_YK20190453,0.001001375,SGB_6458
T1900045760_YK20190454,0.119985685,SGB_6458
T1900045761_YK20190455,0.01169868,SGB_6458
T1900045762_YK20190456,0.009841176,SGB_6458
T1900045764_YK20190458,0.006658488,SGB_6458
T1900045765_YK20190459,0.265825562,SGB_6458
T1900045767_YK20190461,0.005108697,SGB_6458
T1900045768_YK20190462,0.210189917,SGB_6458
T1900045769_YK20190463,0.283554204,SGB_6458
T1900045770_YK20190464,0.039415616,SGB_6458
T1900045771_YK20190465,1.116476193,SGB_6458
T1900045772_YK20190466,0.180094013,SGB_6458
T1900045773_TC20190227,1.151725341,SGB_6458
T1900045774_TC20190228,0.051708383,SGB_6458
T1900045775_TC20190229,0.534107955,SGB_6458
T1900045776_TC20190230,0.493739628,SGB_6458
T2001009361_TS20190215,0.067095492,SGB_6458
T2001009362_TS20190216,0.031404242,SGB_6458
T2001009363_TS20190217,0.138112631,SGB_6458
T2001009364_TS20190218,0.201628629,SGB_6458
T2001009365_TS20190219,0.505592539,SGB_6458
T2001009366_TS20190220,0.037567097,SGB_6458
T2001009367_TS20190221,0.298333375,SGB_6458
T2001009368_TS-100,1.095308062,SGB_6458
T2001009369_TH82,0.001306092,SGB_6458
T2001009370_Yak-NA,3.941381568,SGB_6458
TP20200812-DBC100_DT2009055323-1,0.000905168,SGB_6458
TP20200812-DBC101_DT2009055324-1,0.000218992,SGB_6458
TP20200812-DBC102_DT2009055325-1,0.000259796,SGB_6458
TP20200812-DBC103_DT2009055326-1,0.000463814,SGB_6458
TP20200812-DBC105_DT2009055328-1,0.001559525,SGB_6458
TP20200812-DBC17_DT2009055240-1,0.00158236,SGB_6458
TP20200812-DBC18_DT2009055241-1,0.000409534,SGB_6458
TP20200812-DBC19_DT2009055242-1,0.003730356,SGB_6458
TP20200812-DBC1_DT2009055224-1,0.363992503,SGB_6458
TP20200812-DBC20_DT2009055243-1,0.005710645,SGB_6458
TP20200812-DBC21_DT2009055244-1,0.000481034,SGB_6458
TP20200812-DBC22_DT2009055245-1,0.000100699,SGB_6458
TP20200812-DBC23_DT2009055246-1,0.000345147,SGB_6458
TP20200812-DBC24_DT2009055247-1,0.000414775,SGB_6458
TP20200812-DBC25_DT2009055248-1,0.001073998,SGB_6458
TP20200812-DBC26_DT2009055249-1,0.009897328,SGB_6458
TP20200812-DBC27_DT2009055250-1,0.06248505,SGB_6458
TP20200812-DBC28_DT2009055251-1,0.005359509,SGB_6458
TP20200812-DBC29_DT2009055252-1,0.004590228,SGB_6458
TP20200812-DBC2_DT2009055225-1,0.005520852,SGB_6458
TP20200812-DBC32_DT2009055255-1,0.002920271,SGB_6458
TP20200812-DBC33_DT2009055256-1,0.000595584,SGB_6458
TP20200812-DBC34_DT2009055257-1,0.00010856,SGB_6458
TP20200812-DBC36_DT2009055259-1,0.000643126,SGB_6458
TP20200812-DBC37_DT2009055260-1,0.000495634,SGB_6458
TP20200812-DBC39_DT2009055262-1,0.000576493,SGB_6458
TP20200812-DBC3_DT2009055226-1,0.000796608,SGB_6458
TP20200812-DBC40_DT2009055263-1,0.007988165,SGB_6458
TP20200812-DBC43_DT2009055266-1,0.000246694,SGB_6458
TP20200812-DBC44_DT2009055267-1,7.82E-05,SGB_6458
TP20200812-DBC45_DT2009055268-1,0.003075625,SGB_6458
TP20200812-DBC46_DT2009055269-1,6.55E-05,SGB_6458
TP20200812-DBC49_DT2009055272-1,0.000377341,SGB_6458
TP20200812-DBC4_DT2009055227-1,5.80E-05,SGB_6458
TP20200812-DBC50_DT2009055273-1,0.00078126,SGB_6458
TP20200812-DBC51_DT2009055274-1,0.594667744,SGB_6458
TP20200812-DBC52_DT2009055275-1,0.001468559,SGB_6458
TP20200812-DBC53_DT2009055276-1,0.000271775,SGB_6458
TP20200812-DBC57_DT2009055280-1,0.000187173,SGB_6458
TP20200812-DBC59_DT2009055282-1,0.000176317,SGB_6458
TP20200812-DBC5_DT2009055228-1,0.001506742,SGB_6458
TP20200812-DBC62_DT2009055285-1,9.06E-05,SGB_6458
TP20200812-DBC63_DT2009055286-1,0.000373223,SGB_6458
TP20200812-DBC65_DT2009055288-1,7.45E-05,SGB_6458
TP20200812-DBC68_DT2009055291-1,0.001046671,SGB_6458
TP20200812-DBC70_DT2009055293-1,0.001367111,SGB_6458
TP20200812-DBC71_DT2009055294-1,0.002569509,SGB_6458
