sample,scaffold,gene,coverage,breadth,pNpS_variants
T1900044543_TS20190009,SGB_6458_k141_2494929,SGB_6458_k141_2494929_105,3.0210684725357413,0.6772009029345373,0.0339165867689359
T1900044543_TS20190009,SGB_6458_k141_2494929,SGB_6458_k141_2494929_127,1.000789889415482,0.3459715639810427,0.0695850202429151
T1900044543_TS20190009,SGB_6458_k141_2494980,SGB_6458_k141_2494980_1,7.360587002096436,0.9308176100628932,0.0781249999999998
T1900044543_TS20190009,SGB_6458_k141_3592943,SGB_6458_k141_3592943_18,2.08051166290444,0.7193378480060195,0.1495754408883087
T1900044543_TS20190009,SGB_6458_k141_5027942,SGB_6458_k141_5027942_5,8.787623066104079,0.9957805907172996,0.1989420994710498
T1900044543_TS20190009,SGB_6458_k141_3622728,SGB_6458_k141_3622728_2,4.770061728395062,0.8024691358024691,0.0716422872340424
T1900044543_TS20190009,SGB_6458_k141_3980954,SGB_6458_k141_3980954_2,5.3584070796460175,0.995575221238938,0.3379746835443035
T1900044543_TS20190009,SGB_6458_k141_3980954,SGB_6458_k141_3980954_22,3.2486064659977703,0.9576365663322184,0.1337429111531193
T1900044543_TS20190009,SGB_6458_k141_3980954,SGB_6458_k141_3980954_39,2.3453551912568305,0.659016393442623,0.4854862119013072
T1900044543_TS20190009,SGB_6458_k141_5045926,SGB_6458_k141_5045926_66,2.63255033557047,0.8926174496644296,0.1473646034816242
T1900044543_TS20190009,SGB_6458_k141_1508385,SGB_6458_k141_1508385_5,3.816272965879265,0.8792650918635171,0.0488358886996025
T1900044543_TS20190009,SGB_6458_k141_1508385,SGB_6458_k141_1508385_18,1.507936507936508,0.4118844118844119,0.0965895818733933
T1900044543_TS20190009,SGB_6458_k141_1508385,SGB_6458_k141_1508385_28,4.543776992540243,0.9976442873969376,0.0422822210901679
T1900044543_TS20190009,SGB_6458_k141_5443466,SGB_6458_k141_5443466_48,0.4327297200664605,0.2080047111279365,0.0455095324377586
T1900044543_TS20190009,SGB_6458_k141_5443466,SGB_6458_k141_5443466_87,3.80058651026393,0.997067448680352,0.1521739130434785
T1900044543_TS20190009,SGB_6458_k141_5443466,SGB_6458_k141_5443466_159,6.058769513314968,0.960514233241506,0.3016380343587705
T1900044543_TS20190009,SGB_6458_k141_5443466,SGB_6458_k141_5443466_261,6.782106782106782,1.0,0.1165315034310667
T1900044543_TS20190009,SGB_6458_k141_516005,SGB_6458_k141_516005_97,1.5633528265107213,0.5886939571150097,0.1483050847457625
T1900044543_TS20190009,SGB_6458_k141_2641881,SGB_6458_k141_2641881_170,4.009329299041855,0.9536056480080686,0.1338221381267755
T1900044543_TS20190009,SGB_6458_k141_546057,SGB_6458_k141_546057_5,3.9260808926080895,0.9102742910274292,0.0705970149253725
T1900044543_TS20190009,SGB_6458_k141_546057,SGB_6458_k141_546057_32,4.568738229755179,0.9990583804143126,0.0978555917481003
T1900044543_TS20190009,SGB_6458_k141_546057,SGB_6458_k141_546057_77,2.6455798864557987,0.913219789132198,0.0696465696465698
T1900044543_TS20190009,SGB_6458_k141_546057,SGB_6458_k141_546057_110,1.5285140562248996,0.6208835341365462,0.1086595492289445
T1900044543_TS20190009,SGB_6458_k141_5516984,SGB_6458_k141_5516984_21,5.474302496328928,0.9823788546255506,0.1516943734015349
T1900044543_TS20190009,SGB_6458_k141_3771427,SGB_6458_k141_3771427_4,3.0767888307155324,0.9040139616055848,0.0513798804527536
T1900044543_TS20190009,SGB_6458_k141_625900,SGB_6458_k141_625900_97,5.4570230607966455,0.989517819706499,0.0550672645739909
T1900044543_TS20190009,SGB_6458_k141_625900,SGB_6458_k141_625900_115,4.994744744744745,0.9009009009009008,0.0506398815174876
T1900044543_TS20190009,SGB_6458_k141_625900,SGB_6458_k141_625900_116,0.9804444444444445,0.2653333333333333,0.1417555217060156
T1900044543_TS20190009,SGB_6458_k141_625900,SGB_6458_k141_625900_133,3.867547952306895,0.9466044582685328,0.020245744560929
T1900044543_TS20190009,SGB_6458_k141_5224185,SGB_6458_k141_5224185_3,2.070754716981132,0.7154088050314465,0.0470416526327609
T1900044543_TS20190009,SGB_6458_k141_5224185,SGB_6458_k141_5224185_24,3.427699530516432,0.8661971830985915,0.0477333754541143
T1900044543_TS20190009,SGB_6458_k141_5224185,SGB_6458_k141_5224185_88,5.686178861788618,0.9902439024390244,0.6360373295046651
