Host	Sample_ID
Yak	T1900045317_YK20190006
Yak	T1900045344_YK20190034
Yak	T1900045464_YK20190155
Yak	T1900045503_YK20190197
Yak	T1900045501_YK20190195
Yak	T1900045325_YK20190014
Yak	T1900045352_YK20190042
Yak	T1900045482_YK20190176
Yak	T1900045506_YK20190200
Yak	T1900045484_YK20190178
Yak	T1900045328_YK20190017
Yak	T1900045504_YK20190198
Yak	T1900045480_YK20190174
Yak	T1900045635_YK20190329
Yak	T1900045522_YK20190216
Yak	T1900045403_YK20190093
Yak	T1900045629_YK20190323
Yak	T1900045514_YK20190208
Yak	T1900045519_YK20190213
Yak	T1900045517_YK20190211
Yak	T1900045512_YK20190206
Yak	T1900045516_YK20190210
Yak	T1900045643_YK20190337
Yak	T1900045336_YK20190025
Yak	T1900045343_YK20190033
Yak	T1900045627_YK20190321
Yak	T1900045382_YK20190072
Yak	T1900045365_YK20190055
Yak	T1900045476_YK20190170
Yak	T1900045385_YK20190075
Yak	T1900045479_YK20190173
Yak	T1900045478_YK20190172
Yak	T1900045474_YK20190167
Yak	T1900045469_YK20190160
Yak	T1900045381_YK20190071
Yak	T1900045394_YK20190084
Yak	T1900045470_YK20190161
Yak	T1900045475_YK20190169
Yak	T1900045380_YK20190070
Yak	T1900045477_YK20190171
Yak	T1900045384_YK20190074
Yak	T1900045388_YK20190078
Yak	T1900045650_YK20190344
Yak	T1900045644_YK20190338
Yak	T1900045654_YK20190348
Yak	T1900045655_YK20190349
Yak	T1900045652_YK20190346
Yak	T1900045657_YK20190351
Yak	T1900045489_YK20190183
Yak	T1900045490_YK20190184
Yak	T1900045492_YK20190186
Yak	T1900045495_YK20190189
Yak	T1900045493_YK20190187
Yak	T1900045662_YK20190356
Yak	T1900045663_YK20190357
Yak	T1900045665_YK20190359
Yak	T1900045664_YK20190358
Yak	T1900045666_YK20190360
Yak	T1900045660_YK20190354
Yak	T1900045327_YK20190016
Yak	T1900045334_YK20190023
Yak	T1900045322_YK20190011
Yak	T1900045313_YK20190002
Yak	T1900045392_YK20190082
Yak	T1900045659_YK20190353
Yak	T1900045667_YK20190361
Yak	T1900045705_YK20190399
Yak	T1900045669_YK20190363
Yak	T1900045693_YK20190387
Yak	T1900045702_YK20190396
Yak	T1900045698_YK20190392
Yak	T1900045691_YK20190385
Yak	T1900045672_YK20190366
Yak	T1900045700_YK20190394
Yak	T1900045671_YK20190365
Yak	T1900045694_YK20190388
Yak	T1900045679_YK20190373
Yak	T1900045674_YK20190368
Yak	T1900045692_YK20190386
Yak	T1900045703_YK20190397
Yak	T1900045696_YK20190390
Yak	T1900045678_YK20190372
Yak	T1900045695_YK20190389
Yak	T1900045675_YK20190369
Yak	T1900045684_YK20190378
Yak	T1900045683_YK20190377
Yak	T1900045686_YK20190380
Yak	T1900045707_YK20190401
Yak	T1900045677_YK20190371
Yak	T1900045685_YK20190379
Yak	T1900045670_YK20190364
Yak	T1900045676_YK20190370
Yak	T1900045704_YK20190398
Yak	T1900045690_YK20190384
Yak	T1900045699_YK20190393
Yak	T1900045697_YK20190391
Yak	T1900045681_YK20190375
Yak	T1900045673_YK20190367
Yak	T1900045688_YK20190382
Yak	T1900045708_YK20190402
Yak	T1900045706_YK20190400
Yak	T1900045701_YK20190395
Yak	T2001009370_Yak-NA
Yak	T1900045689_YK20190383
Yak	T1900045687_YK20190381
Yak	T1900045680_YK20190374
Yak	T1900045710_YK20190404
Yak	T1900045726_YK20190420
Yak	T1900045753_YK20190447
Yak	T1900045758_YK20190452
Yak	T1900045725_YK20190419
Yak	T1900045722_YK20190416
Yak	T1900045728_YK20190422
Yak	T1900045738_YK20190432
Yak	T1900045449_YK20190140
Yak	T1900045729_YK20190423
Yak	T1900045759_YK20190453
Yak	T1900045751_YK20190445
Yak	T1900045390_YK20190080
Yak	T1900045731_YK20190425
Yak	T1900045448_YK20190139
Yak	T1900045712_YK20190406
Yak	T1900045716_YK20190410
Yak	T1900045450_YK20190141
Yak	T1900045711_YK20190405
Yak	T1900045748_YK20190442
Yak	T1900045393_YK20190083
Yak	T1900045714_YK20190408
Yak	T1900045720_YK20190414
Yak	T1900045735_YK20190429
Yak	T1900045757_YK20190451
Yak	T1900045730_YK20190424
Yak	T1900045740_YK20190434
Yak	T1900045723_YK20190417
Yak	T1900045719_YK20190413
Yak	T1900045715_YK20190409
Yak	T1900045736_YK20190430
Yak	T1900045752_YK20190446
Yak	T1900045446_YK20190137
Yak	T1900045386_YK20190076
Yak	T1900045765_YK20190459
Yak	T1900045737_YK20190431
Yak	T1900045764_YK20190458
Yak	T1900045755_YK20190449
Yak	T1900045718_YK20190412
Yak	T1900045741_YK20190435
Yak	T1900045668_YK20190362
Yak	T1900045721_YK20190415
Yak	T1900045743_YK20190437
Yak	T1900045756_YK20190450
Yak	T1900045754_YK20190448
Yak	T1900045713_YK20190407
Yak	T1900045733_YK20190427
Yak	T1900045762_YK20190456
Yak	T1900045767_YK20190461
Yak	T1900045761_YK20190455
Yak	T1900045732_YK20190426
Yak	T1900045739_YK20190433
Yak	T1900045709_YK20190403
Yak	T1900045760_YK20190454
Yak	T1900045744_YK20190438
Yak	T1900045749_YK20190443
Yak	T1900045471_YK20190162
Yak	T1900045717_YK20190411
Yak	T1900045750_YK20190444
Yak	T1900045447_YK20190138
Yak	T1900045747_YK20190441
Yak	T1900045734_YK20190428
Yak	T1900045746_YK20190440
Yak	T1900045473_YK20190165
Yak	T1900045682_YK20190376
TAN	TP20200825-WDL45_DT2009055600-1
TAN	TP20200825-WDL19_DT2009055595-1
TAN	TP20200815-DZC49_DT2009055519-1
TAN	TP20200824-WDL78_DT2009055587-1
TAN	TP20200824-WDL74_DT2009055583-1
TAN	TP20200824-WDL70_DT2009055579-1
TAN	TP20200825-WDL78_DT2009055609-1
TAN	TP20200814-DZC134_DT2009055462-1
TS	TP20200815-DZC27_DT2009055497-1
TAN	TP20200824-WDL75_DT2009055584-1
TAN	TP20200815-DZC68_DT2009055538-1
TAN	TP20200823-QMN43_DT2009055556-1
TAN	TP20200814-DZC110_DT2009055438-1
TAN	TP20200824-WDL12_DT2009055564-1
TAN	TP20200815-DZC20_DT2009055490-1
TS	TP20200815-DZC37_DT2009055507-1
TAN	TP20200824-WDL54_DT2009055572-1
TAN	TP20200825-WDL68_DT2009055607-1
TAN	TP20200825-WDL101_DT2009055615-1
TAN	TP20200825-WDL7_DT2009055593-1
TAN	TP20200815-DZC71_DT2009055541-1
TAN	TP20200825-WDL82_DT2009055611-1
TAN	TP20200815-DZC73_DT2009055543-1
TAN	TP20200815-DZC57_DT2009055527-1
TAN	TP20200824-WDL72_DT2009055581-1
TAN	TP20200824-WDL18_DT2009055565-1
TAN	TP20200814-DZC117_DT2009055445-1
TAN	TP20200815-DZC48_DT2009055518-1
TS	TP20200814-DZC129_DT2009055457-1
TS	TP20200814-DZC104_DT2009055432-1
TS	TP20200814-DZC133_DT2009055461-1
TAN	TP20200824-WDL65_DT2009055576-1
TAN	TP20200814-DZC109_DT2009055437-1
TAN	TP20200814-DZC114_DT2009055442-1
TAN	TP20200824-WDL49_DT2009055571-1
TAN	TP20200814-DZC142_DT2009055470-1
TS	TP20200815-DZC39_DT2009055509-1
TAN	TP20200815-DZC30_DT2009055500-1
TAN	TP20200824-WDL1_DT2009055561-1
TAN	TP20200825-WDL31_DT2009055597-1
TS	TP20200814-DZC135_DT2009055463-1
TAN	TP20200825-WDL1_DT2009055592-1
TAN	TP20200825-WDL51_DT2009055604-1
TAN	TP20200815-DZC50_DT2009055520-1
TAN	TP20200815-DZC13_DT2009055483-1
TS	TP20200814-DZC123_DT2009055451-1
TAN	TP20200815-DZC38_DT2009055508-1
TAN	TP20200825-WDL50_DT2009055603-1
TAN	TP20200824-WDL69_DT2009055578-1
TAN	TP20200815-DZC28_DT2009055498-1
TAN	TP20200824-WDL28_DT2009055566-1
TAN	TP20200825-WDL96_DT2009055614-1
TAN	TP20200815-DZC22_DT2009055492-1
TAN	TP20200815-DZC17_DT2009055487-1
TAN	TP20200825-WDL87_DT2009055612-1
TAN	TP20200815-DZC70_DT2009055540-1
TAN	TP20200825-WDL13_DT2009055594-1
TAN	TP20200815-DZC19_DT2009055489-1
TAN	TP20200824-WDL34_DT2009055567-1
TAN	TP20200814-DZC115_DT2009055443-1
TAN	TP20200825-WDL48_DT2009055601-1
TAN	TP20200815-DZC15_DT2009055485-1
TAN	TP20200824-WDL73_DT2009055582-1
TAN	TP20200825-WDL49_DT2009055602-1
TAN	TP20200815-DZC9_DT2009055479-1
TS	TP20200814-DZC140_DT2009055468-1
TAN	TP20200815-DZC58_DT2009055528-1
TAN	TP20200824-WDL9_DT2009055563-1
TAN	TP20200815-DZC66_DT2009055536-1
TAN	TP20200825-WDL119_DT2009055619-1
TAN	TP20200823-QMN23_DT2009055554-1
TAN	TP20200815-DZC36_DT2009055506-1
TAN	TP20200815-DZC35_DT2009055505-1
TAN	TP20200815-DZC12_DT2009055482-1
TAN	TP20200815-DZC5_DT2009055475-1
TAN	TP20200815-DZC62_DT2009055532-1
TAN	TP20200824-WDL71_DT2009055580-1
TAN	TP20200815-DZC45_DT2009055515-1
TAN	TP20200825-WDL41_DT2009055599-1
TAN	TP20200814-DZC106_DT2009055434-1
TAN	TP20200815-DZC43_DT2009055513-1
TAN	TP20200824-WDL39_DT2009055568-1
TAN	TP20200824-WDL63_DT2009055575-1
TAN	TP20200815-DZC44_DT2009055514-1
TAN	TP20200815-DZC42_DT2009055512-1
TS	TP20200814-DZC119_DT2009055447-1
TS	TP20200814-DZC125_DT2009055453-1
TAN	TP20200815-DZC78_DT2009055548-1
TS	TP20200814-DZC141_DT2009055469-1
TS	TP20200814-DZC113_DT2009055441-1
TAN	TP20200824-WDL67_DT2009055577-1
TAN	TP20200815-DZC24_DT2009055494-1
TAN	TP20200815-DZC75_DT2009055545-1
TAN	TP20200815-DZC33_DT2009055503-1
TAN	TP20200825-WDL92_DT2009055613-1
TAN	TP20200823-QMN50_DT2009055557-1
TAN	TP20200823-QMN30_DT2009055555-1
TS	TP20200814-DZC138_DT2009055466-1
TAN	TP20200823-QMN4_DT2009055551-1
TAN	TP20200815-DZC61_DT2009055531-1
TS	TP20200815-DZC14_DT2009055484-1
TAN	TP20200814-DZC10_DT2009055435-1
TAN	TP20200815-DZC46_DT2009055516-1
TAN	TP20200825-WDL57_DT2009055605-1
TAN	TP20200815-DZC77_DT2009055547-1
TAN	TP20200824-WDL76_DT2009055585-1
TAN	TP20200815-DZC59_DT2009055529-1
TAN	TP20200815-DZC51_DT2009055521-1
TAN	TP20200823-QMN58_DT2009055558-1
TS	TP20200815-DZC32_DT2009055502-1
TS	TP20200814-DZC131_DT2009055459-1
TAN	TP20200815-DZC60_DT2009055530-1
TS	TP20200815-DZC40_DT2009055510-1
TAN	TP20200815-DZC67_DT2009055537-1
TS	TP20200814-DZC122_DT2009055450-1
TAN	TP20200825-WDL112_DT2009055618-1
TAN	TP20200815-DZC76_DT2009055546-1
TS	TP20200814-DZC108_DT2009055436-1
TAN	TP20200815-DZC31_DT2009055501-1
TAN	TP20200825-WDL81_DT2009055610-1
TAN	TP20200825-WDL64_DT2009055606-1
TS	TP20200814-DZC126_DT2009055454-1
TS	TP20200814-DZC111_DT2009055439-1
TAN	TP20200814-DZC132_DT2009055460-1
TS	TP20200814-DZC116_DT2009055444-1
TS	TP20200815-DZC16_DT2009055486-1
TAN	TP20200824-WDL80_DT2009055589-1
TS	TP20200814-DZC112_DT2009055440-1
TAN	TP20200823-QMN73_DT2009055560-1
TAN	TP20200824-WDL77_DT2009055586-1
TAN	TP20200814-DZC127_DT2009055455-1
TAN	TP20200824-WDL5_DT2009055562-1
TAN	TP20200825-WDL25_DT2009055596-1
TS	TP20200814-DZC136_DT2009055464-1
TAN	TP20200825-WDL73_DT2009055608-1
TAN	TP20200825-WDL108_DT2009055617-1
TAN	TP20200815-DZC11_DT2009055481-1
TAN	TP20200824-WDL82_DT2009055591-1
TAN	TP20200825-WDL105_DT2009055616-1
TAN	TP20200815-DZC26_DT2009055496-1
TAN	TP20200824-WDL79_DT2009055588-1
TAN	TP20200823-QMN1_DT2009055550-1
TAN	TP20200815-DZC41_DT2009055511-1
TAN	TP20200815-DZC74_DT2009055544-1
TAN	TP20200815-DZC69_DT2009055539-1
TAN	TP20200814-DZC121_DT2009055449-1
TAN	TP20200815-DZC3_DT2009055473-1
TS	TP20200815-DZC10_DT2009055480-1
TAN	TP20200815-DZC8_DT2009055478-1
TAN	TP20200824-WDL41_DT2009055569-1
TAN	TP20200815-DZC23_DT2009055493-1
TAN	TP20200825-WDL35_DT2009055598-1
TAN	TP20200814-DZC105_DT2009055433-1
TAN	TP20200815-DZC53_DT2009055523-1
TAN	TP20200824-WDL81_DT2009055590-1
TAN	TP20200823-QMN67_DT2009055559-1
TAN	TP20200815-DZC47_DT2009055517-1
TAN	TP20200812-DBC1_DT2009055224-1
TAN	TP20200812-DBC2_DT2009055225-1
TAN	TP20200812-DBC3_DT2009055226-1
TAN	TP20200812-DBC4_DT2009055227-1
TAN	TP20200812-DBC5_DT2009055228-1
TAN	TP20200812-DBC6_DT2009055229-1
TAN	TP20200812-DBC7_DT2009055230-1
TAN	TP20200812-DBC8_DT2009055231-1
TAN	TP20200812-DBC17_DT2009055240-1
TAN	TP20200812-DBC18_DT2009055241-1
TAN	TP20200812-DBC19_DT2009055242-1
TAN	TP20200812-DBC20_DT2009055243-1
TAN	TP20200812-DBC21_DT2009055244-1
TAN	TP20200812-DBC22_DT2009055245-1
TAN	TP20200812-DBC23_DT2009055246-1
TAN	TP20200812-DBC24_DT2009055247-1
TAN	TP20200812-DBC25_DT2009055248-1
TAN	TP20200812-DBC26_DT2009055249-1
TAN	TP20200812-DBC27_DT2009055250-1
TAN	TP20200812-DBC28_DT2009055251-1
TAN	TP20200812-DBC29_DT2009055252-1
TAN	TP20200812-DBC30_DT2009055253-1
TAN	TP20200812-DBC31_DT2009055254-1
TAN	TP20200812-DBC32_DT2009055255-1
TAN	TP20200812-DBC33_DT2009055256-1
TAN	TP20200812-DBC34_DT2009055257-1
TAN	TP20200812-DBC35_DT2009055258-1
TAN	TP20200812-DBC36_DT2009055259-1
TAN	TP20200812-DBC37_DT2009055260-1
TAN	TP20200812-DBC38_DT2009055261-1
TAN	TP20200812-DBC39_DT2009055262-1
TAN	TP20200812-DBC40_DT2009055263-1
TAN	TP20200812-DBC41_DT2009055264-1
TAN	TP20200812-DBC42_DT2009055265-1
TAN	TP20200812-DBC43_DT2009055266-1
TAN	TP20200812-DBC44_DT2009055267-1
TAN	TP20200812-DBC45_DT2009055268-1
TAN	TP20200812-DBC46_DT2009055269-1
TAN	TP20200812-DBC47_DT2009055270-1
TAN	TP20200812-DBC48_DT2009055271-1
TAN	TP20200812-DBC49_DT2009055272-1
TAN	TP20200812-DBC50_DT2009055273-1
TAN	TP20200812-DBC51_DT2009055274-1
TAN	TP20200812-DBC52_DT2009055275-1
TAN	TP20200812-DBC53_DT2009055276-1
TAN	TP20200812-DBC55_DT2009055278-1
TAN	TP20200812-DBC57_DT2009055280-1
TAN	TP20200812-DBC58_DT2009055281-1
TAN	TP20200812-DBC59_DT2009055282-1
TAN	TP20200812-DBC60_DT2009055283-1
TAN	TP20200812-DBC62_DT2009055285-1
TAN	TP20200812-DBC63_DT2009055286-1
TAN	TP20200812-DBC64_DT2009055287-1
TAN	TP20200812-DBC65_DT2009055288-1
TAN	TP20200812-DBC66_DT2009055289-1
TAN	TP20200812-DBC68_DT2009055291-1
TAN	TP20200812-DBC70_DT2009055293-1
TAN	TP20200812-DBC71_DT2009055294-1
TAN	TP20200812-DBC72_DT2009055295-1
TAN	TP20200812-DBC73_DT2009055296-1
TAN	TP20200812-DBC74_DT2009055297-1
TAN	TP20200812-DBC75_DT2009055298-1
TAN	TP20200812-DBC77_DT2009055300-1
TAN	TP20200812-DBC85_DT2009055308-1
TAN	TP20200812-DBC88_DT2009055311-1
TAN	TP20200812-DBC92_DT2009055315-1
TAN	TP20200812-DBC93_DT2009055316-1
TAN	TP20200812-DBC95_DT2009055318-1
TAN	TP20200812-DBC100_DT2009055323-1
TAN	TP20200812-DBC101_DT2009055324-1
TAN	TP20200812-DBC102_DT2009055325-1
TAN	TP20200812-DBC103_DT2009055326-1
TAN	TP20200812-DBC105_DT2009055328-1
TS	TP20200814-DZC1_DT2009055329-1
TS	TP20200814-DZC2_DT2009055330-1
TAN	TP20200814-DZC3_DT2009055331-1
TS	TP20200814-DZC4_DT2009055332-1
TAN	TP20200814-DZC5_DT2009055333-1
TS	TP20200814-DZC7_DT2009055335-1
TS	TP20200814-DZC8_DT2009055336-1
TS	TP20200814-DZC9_DT2009055337-1
TS	TP20200814-DZC11_DT2009055339-1
TS	TP20200814-DZC12_DT2009055340-1
TS	TP20200814-DZC13_DT2009055341-1
TS	TP20200814-DZC15_DT2009055343-1
TS	TP20200814-DZC16_DT2009055344-1
TAN	TP20200814-DZC17_DT2009055345-1
TS	TP20200814-DZC18_DT2009055346-1
TS	TP20200814-DZC19_DT2009055347-1
TAN	TP20200814-DZC20_DT2009055348-1
TS	TP20200814-DZC21_DT2009055349-1
TS	TP20200814-DZC22_DT2009055350-1
TS	TP20200814-DZC23_DT2009055351-1
TAN	TP20200814-DZC24_DT2009055352-1
TS	TP20200814-DZC25_DT2009055353-1
TS	TP20200814-DZC26_DT2009055354-1
TAN	TP20200814-DZC27_DT2009055355-1
TAN	TP20200814-DZC28_DT2009055356-1
TS	TP20200814-DZC29_DT2009055357-1
TS	TP20200814-DZC30_DT2009055358-1
TAN	TP20200814-DZC31_DT2009055359-1
TS	TP20200814-DZC32_DT2009055360-1
TS	TP20200814-DZC33_DT2009055361-1
TAN	TP20200814-DZC34_DT2009055362-1
TS	TP20200814-DZC35_DT2009055363-1
TS	TP20200814-DZC36_DT2009055364-1
TAN	TP20200814-DZC37_DT2009055365-1
TAN	TP20200814-DZC38_DT2009055366-1
TAN	TP20200814-DZC39_DT2009055367-1
TAN	TP20200814-DZC40_DT2009055368-1
TAN	TP20200814-DZC41_DT2009055369-1
TAN	TP20200814-DZC42_DT2009055370-1
TAN	TP20200814-DZC43_DT2009055371-1
TAN	TP20200814-DZC44_DT2009055372-1
TS	TP20200814-DZC45_DT2009055373-1
TAN	TP20200814-DZC46_DT2009055374-1
TS	TP20200814-DZC47_DT2009055375-1
TS	TP20200814-DZC48_DT2009055376-1
TAN	TP20200814-DZC49_DT2009055377-1
TAN	TP20200814-DZC50_DT2009055378-1
TAN	TP20200814-DZC51_DT2009055379-1
TS	TP20200814-DZC52_DT2009055380-1
TAN	TP20200814-DZC53_DT2009055381-1
TAN	TP20200814-DZC54_DT2009055382-1
TS	TP20200814-DZC55_DT2009055383-1
TAN	TP20200814-DZC56_DT2009055384-1
TS	TP20200814-DZC57_DT2009055385-1
TAN	TP20200814-DZC58_DT2009055386-1
TAN	TP20200814-DZC59_DT2009055387-1
TAN	TP20200814-DZC60_DT2009055388-1
TS	TP20200814-DZC61_DT2009055389-1
TAN	TP20200814-DZC62_DT2009055390-1
TAN	TP20200814-DZC63_DT2009055391-1
TAN	TP20200814-DZC64_DT2009055392-1
TAN	TP20200814-DZC65_DT2009055393-1
TAN	TP20200814-DZC66_DT2009055394-1
TS	TP20200814-DZC67_DT2009055395-1
TAN	TP20200814-DZC68_DT2009055396-1
TAN	TP20200814-DZC70_DT2009055398-1
TAN	TP20200814-DZC72_DT2009055400-1
TAN	TP20200814-DZC73_DT2009055401-1
TAN	TP20200814-DZC74_DT2009055402-1
TAN	TP20200814-DZC75_DT2009055403-1
TAN	TP20200814-DZC76_DT2009055404-1
TS	TP20200814-DZC77_DT2009055405-1
TS	TP20200814-DZC78_DT2009055406-1
TAN	TP20200814-DZC79_DT2009055407-1
TAN	TP20200814-DZC80_DT2009055408-1
TS	TP20200814-DZC81_DT2009055409-1
TS	TP20200814-DZC83_DT2009055411-1
TAN	TP20200814-DZC84_DT2009055412-1
TAN	TP20200814-DZC85_DT2009055413-1
TS	TP20200814-DZC86_DT2009055414-1
TS	TP20200814-DZC87_DT2009055415-1
TAN	TP20200814-DZC88_DT2009055416-1
TS	TP20200814-DZC89_DT2009055417-1
TS	TP20200814-DZC90_DT2009055418-1
TAN	TP20200814-DZC92_DT2009055420-1
TAN	TP20200814-DZC93_DT2009055421-1
TAN	TP20200814-DZC94_DT2009055422-1
TAN	TP20200814-DZC95_DT2009055423-1
TAN	TP20200814-DZC96_DT2009055424-1
TAN	TP20200814-DZC97_DT2009055425-1
TS	TP20200814-DZC98_DT2009055426-1
TS	TP20200814-DZC99_DT2009055427-1
TAN	TP20200814-DZC100_DT2009055428-1
TS	TP20200814-DZC101_DT2009055429-1
TAN	TP20200814-DZC103_DT2009055431-1
