SGB,Freq,Host,Type
T1900045515_YK20190209_bin.96,0.734693878,Tibetan cattle,Common
T1900045525_YK20190219_bin.87,0.795918367,Tibetan cattle,Common
T1900045026_TC20190019_bin.261,0.964285714,Tibetan cattle,Common
T1900044843_TS20190309_bin.152,0.93877551,Tibetan cattle,Common
T1900045662_YK20190356_bin.221,0.5,Tibetan cattle,Common
T1900045322_YK20190011_bin.579,0.530612245,Tibetan cattle,Common
T1900045644_YK20190338_bin.32,0.566326531,Tibetan cattle,Common
T1900045565_YK20190259_bin.67,0.785714286,Tibetan cattle,Common
T2001009370_Yak-NA_bin.282,0.668367347,Tibetan cattle,Common
T1900045313_YK20190002_bin.276,0.642857143,Tibetan cattle,Common
T1900045470_YK20190161_bin.250,0.887755102,Tibetan cattle,Common
T1900045714_YK20190408_bin.92,0.760204082,Tibetan cattle,Common
T1900044611_TS20190077_bin.179,0.75,Tibetan cattle,Common
TP20200825-WDL35_DT2009055598-1_bin.198,0.989795918,Tibetan cattle,Common
T1900045140_TC20190134_bin.156,0.943877551,Tibetan cattle,Common
T1900045054_TC20190047_bin.169,0.591836735,Tibetan cattle,Common
T1900045086_TC20190080_bin.29,0.75,Tibetan cattle,Common
T1900045088_TC20190082_bin.352,0.933673469,Tibetan cattle,Common
T1900045635_YK20190329_bin.23,0.632653061,Tibetan cattle,Common
T1900045643_YK20190337_bin.111,0.647959184,Tibetan cattle,Common
T1900045186_TC20190182_bin.26,0.923469388,Tibetan cattle,Common
T1900045525_YK20190219_bin.84,0.647959184,Tibetan cattle,Common
T1900045151_TC20190145_bin.177,0.846938776,Tibetan cattle,Common
T1900045709_YK20190403_bin.310,0.790816327,Tibetan cattle,Common
T1900044545_TS20190011_bin.118,1,Tibetan cattle,Common
T1900045420_YK20190110_bin.188,0.68877551,Tibetan cattle,Common
T1900045751_YK20190445_bin.93,0.857142857,Tibetan cattle,Common
T1900045048_TC20190041_bin.205,0.801020408,Tibetan cattle,Common
T1900045644_YK20190338_bin.102,0.87755102,Tibetan cattle,Common
T1900045371_YK20190061_bin.157,0.948979592,Tibetan cattle,Common
T1900045184_TC20190180_bin.255,0.892857143,Tibetan cattle,Common
TP20200812-DBC52_DT2009055275-1_bin.265,0.698979592,Tibetan cattle,Common
T1900045426_YK20190117_bin.110,0.989795918,Tibetan cattle,Common
T1900045640_YK20190334_bin.153,0.591836735,Tibetan cattle,Common
T1900045446_YK20190137_bin.173,0.637755102,Tibetan cattle,Common
T1900045327_YK20190016_bin.22,0.525510204,Tibetan cattle,Common
T1900045651_YK20190345_bin.189,0.56122449,Tibetan cattle,Common
T1900045678_YK20190372_bin.147,0.698979592,Tibetan cattle,Common
T1900045536_YK20190230_bin.374,0.714285714,Tibetan cattle,Common
T1900045479_YK20190173_bin.237,0.683673469,Tibetan cattle,Common
T1900045734_YK20190428_bin.304,0.846938776,Tibetan cattle,Common
TP20200812-DBC60_DT2009055283-1_bin.113,1,Tibetan cattle,Common
T1900045662_YK20190356_bin.204,0.525510204,Tibetan cattle,Common
TP20200812-DBC21_DT2009055244-1_bin.66,0.551020408,Tibetan cattle,Common
T1900044688_TS20190154_bin.24,0.989795918,Tibetan cattle,Common
T1900045174_TC20190170_bin.58,0.540816327,Tibetan cattle,Common
T1900045477_YK20190171_bin.257,0.780612245,Tibetan cattle,Common
TP20200814-DZC74_DT2009055402-1_bin.175,0.790816327,Tibetan cattle,Common
T1900045344_YK20190034_bin.202,0.724489796,Tibetan cattle,Common
T1900044812_TS20190278_bin.62,0.801020408,Tibetan cattle,Common
T1900045349_YK20190039_bin.281,0.693877551,Tibetan cattle,Common
T1900045369_YK20190059_bin.88,0.913265306,Tibetan cattle,Common
T1900045087_TC20190081_bin.159,0.943877551,Tibetan cattle,Common
T1900044539_TS20190005_bin.21,0.658163265,Tibetan cattle,Common
T1900045323_YK20190012_bin.89,0.602040816,Tibetan cattle,Common
TP20200824-WDL39_DT2009055568-1_bin.215,0.770408163,Tibetan cattle,Common
T1900044683_TS20190149_bin.16,0.826530612,Tibetan cattle,Common
T1900045525_YK20190219_bin.61,0.68877551,Tibetan cattle,Common
T1900045525_YK20190219_bin.183,0.831632653,Tibetan cattle,Common
T1900045700_YK20190394_bin.163,0.566326531,Tibetan cattle,Common
TP20200812-DBC47_DT2009055270-1_bin.263,1,Tibetan cattle,Common
T1900045180_TC20190176_bin.295,0.964285714,Tibetan cattle,Common
T1900044652_TS20190118_bin.217,0.525510204,Tibetan cattle,Common
T1900045643_YK20190337_bin.78,0.857142857,Tibetan cattle,Common
T1900045725_YK20190419_bin.203,0.596938776,Tibetan cattle,Common
T1900045716_YK20190410_bin.31,0.93877551,Tibetan cattle,Common
T1900044544_TS20190010_bin.280,0.836734694,Tibetan cattle,Common
T1900045033_TC20190026_bin.41,0.75,Tibetan cattle,Common
T1900045181_TC20190177_bin.193,0.882653061,Tibetan cattle,Common
T1900045463_YK20190154_bin.94,0.892857143,Tibetan cattle,Common
T1900045509_YK20190203_bin.224,0.755102041,Tibetan cattle,Common
T1900045166_TC20190160_bin.251,0.969387755,Tibetan cattle,Common
T1900045426_YK20190117_bin.122,0.836734694,Tibetan cattle,Common
T1900045463_YK20190154_bin.157,0.658163265,Tibetan cattle,Common
T1900045759_YK20190453_bin.167,0.545918367,Tibetan cattle,Common
T1900044761_TS20190227_bin.93,0.918367347,Tibetan cattle,Common
T1900045714_YK20190408_bin.188,0.693877551,Tibetan cattle,Common
TP20200815-DZC12_DT2009055482-1_bin.281,0.933673469,Tibetan cattle,Common
T1900045161_TC20190155_bin.145,0.857142857,Tibetan cattle,Common
T1900045174_TC20190170_bin.107,0.933673469,Tibetan cattle,Common
T1900044929_TS20190395_bin.118,0.765306122,Tibetan cattle,Common
T1900045749_YK20190443_bin.253,0.647959184,Tibetan cattle,Common
T1900045161_TC20190155_bin.43,0.75,Tibetan cattle,Common
T1900045194_TC20190190_bin.159,0.714285714,Tibetan cattle,Common
T1900045531_YK20190225_bin.140,0.505102041,Tibetan cattle,Common
TP20200814-DZC9_DT2009055337-1_bin.298,0.841836735,Tibetan cattle,Common
T1900045323_YK20190012_bin.266,0.663265306,Tibetan cattle,Common
TP20200815-DZC61_DT2009055531-1_bin.113,1,Tibetan cattle,Common
T1900045771_YK20190465_bin.3,0.87755102,Tibetan cattle,Common
T1900045446_YK20190137_bin.135,0.770408163,Tibetan cattle,Common
T1900045707_YK20190401_bin.95,0.556122449,Tibetan cattle,Common
T1900045324_YK20190013_bin.117,0.857142857,Tibetan cattle,Common
T1900045683_YK20190377_bin.8,0.581632653,Tibetan cattle,Common
T1900045455_YK20190146_bin.114,0.637755102,Tibetan cattle,Common
T1900045216_TC20190212_bin.33,0.857142857,Tibetan cattle,Common
T1900045155_TC20190149_bin.52,0.852040816,Tibetan cattle,Common
T1900045414_YK20190104_bin.151,0.867346939,Tibetan cattle,Common
TP20200814-DZC4_DT2009055332-1_bin.179,0.989795918,Tibetan cattle,Common
T1900044585_TS20190051_bin.225,0.933673469,Tibetan cattle,Common
T1900045324_YK20190013_bin.285,0.948979592,Tibetan cattle,Common
T1900045489_YK20190183_bin.9,0.790816327,Tibetan cattle,Common
T1900045738_YK20190432_bin.52,0.724489796,Tibetan cattle,Common
T1900045075_TC20190069_bin.162,0.642857143,Tibetan cattle,Common
T1900045506_YK20190200_bin.183,0.709183673,Tibetan cattle,Common
TP20200815-DZC68_DT2009055538-1_bin.284,0.81122449,Tibetan cattle,Common
TP20200823-QMN50_DT2009055557-1_bin.256,0.969387755,Tibetan cattle,Common
TP20200814-DZC8_DT2009055336-1_bin.154,0.545918367,Tibetan cattle,Common
TP20200812-DBC2_DT2009055225-1_bin.240,0.841836735,Tibetan cattle,Common
T1900045180_TC20190176_bin.342,0.525510204,Tibetan cattle,Common
TP20200815-DZC5_DT2009055475-1_bin.179,0.658163265,Tibetan cattle,Common
TP20200812-DBC66_DT2009055289-1_bin.268,0.989795918,Tibetan cattle,Common
T1900044720_TS20190186_bin.36,0.663265306,Tibetan cattle,Common
T1900045445_YK20190136_bin.189,0.775510204,Tibetan cattle,Common
T1900045021_TC20190014_bin.325,0.933673469,Tibetan cattle,Common
T1900045350_YK20190040_bin.40,0.913265306,Tibetan cattle,Common
T1900045729_YK20190423_bin.121,0.821428571,Tibetan cattle,Common
T1900045659_YK20190353_bin.24,0.984693878,Tibetan cattle,Common
T1900045139_TC20190133_bin.123,0.897959184,Tibetan cattle,Common
T1900045317_YK20190006_bin.213,0.770408163,Tibetan cattle,Common
T1900045166_TC20190160_bin.284,0.948979592,Tibetan cattle,Common
T1900045407_YK20190097_bin.112,0.56122449,Tibetan cattle,Common
T1900045317_YK20190006_bin.354,0.821428571,Tibetan cattle,Common
T1900045011_TC20190004_bin.85,0.862244898,Tibetan cattle,Common
T1900045180_TC20190176_bin.193,0.989795918,Tibetan cattle,Common
T1900045569_YK20190263_bin.66,0.93877551,Tibetan cattle,Common
T1900045083_TC20190077_bin.10,0.959183673,Tibetan cattle,Common
T1900044638_TS20190104_bin.337,0.989795918,Tibetan cattle,Common
T1900045325_YK20190014_bin.148,0.770408163,Tibetan cattle,Common
T1900045341_YK20190031_bin.126,0.862244898,Tibetan cattle,Common
T1900045442_YK20190133_bin.189,0.719387755,Tibetan cattle,Common
T1900045159_TC20190153_bin.233,0.821428571,Tibetan cattle,Common
TP20200814-DZC45_DT2009055373-1_bin.225,0.826530612,Tibetan cattle,Common
T1900045380_YK20190070_bin.62,0.862244898,Tibetan cattle,Common
T1900045430_YK20190121_bin.261,0.852040816,Tibetan cattle,Common
T1900045345_YK20190035_bin.114,0.525510204,Tibetan cattle,Common
T1900045463_YK20190154_bin.221,0.964285714,Tibetan cattle,Common
T1900045713_YK20190407_bin.180,0.739795918,Tibetan cattle,Common
T1900045395_YK20190085_bin.125,0.566326531,Tibetan cattle,Common
TP20200812-DBC59_DT2009055282-1_bin.79,0.744897959,Tibetan cattle,Common
T1900045131_TC20190125_bin.185,0.586734694,Tibetan cattle,Common
T1900045739_YK20190433_bin.251,0.673469388,Tibetan cattle,Common
T1900045775_TC20190229_bin.85,0.994897959,Tibetan cattle,Common
T1900045674_YK20190368_bin.53,0.765306122,Tibetan cattle,Common
T1900045347_YK20190037_bin.93,0.693877551,Tibetan cattle,Common
T1900045750_YK20190444_bin.184,0.683673469,Tibetan cattle,Common
T1900045480_YK20190174_bin.17,0.658163265,Tibetan cattle,Common
T1900045323_YK20190012_bin.256,0.520408163,Tibetan cattle,Common
T1900044870_TS20190336_bin.142,0.698979592,Tibetan cattle,Common
T1900045667_YK20190361_bin.190,0.556122449,Tibetan cattle,Common
T1900045359_YK20190049_bin.204,0.744897959,Tibetan cattle,Common
T1900045075_TC20190069_bin.176,0.678571429,Tibetan cattle,Common
T1900045075_TC20190069_bin.278,0.760204082,Tibetan cattle,Common
T1900045183_TC20190179_bin.128,0.974489796,Tibetan cattle,Common
T1900045693_YK20190387_bin.21,0.923469388,Tibetan cattle,Common
T1900045136_TC20190130_bin.236,0.87755102,Tibetan cattle,Common
TP20200812-DBC26_DT2009055249-1_bin.144,0.617346939,Tibetan cattle,Common
T1900044826_TS20190292_bin.59,0.755102041,Tibetan cattle,Common
T1900045693_YK20190387_bin.199,0.709183673,Tibetan cattle,Common
T1900045115_TC20190109_bin.164,0.933673469,Tibetan cattle,Common
T1900044894_TS20190360_bin.311,0.933673469,Tibetan cattle,Common
T1900045187_TC20190183_bin.111,0.596938776,Tibetan cattle,Common
T1900045359_YK20190049_bin.43,0.908163265,Tibetan cattle,Common
T1900045040_TC20190033_bin.101,0.617346939,Tibetan cattle,Common
T1900045451_YK20190142_bin.116,0.831632653,Tibetan cattle,Common
T1900045021_TC20190014_bin.197,0.882653061,Tibetan cattle,Common
T1900045223_TC20190219_bin.204,0.994897959,Tibetan cattle,Common
T1900045319_YK20190008_bin.165,0.816326531,Tibetan cattle,Common
T1900044714_TS20190180_bin.81,0.68877551,Tibetan cattle,Common
T1900045466_YK20190157_bin.82,0.862244898,Tibetan cattle,Common
T1900045652_YK20190346_bin.154,0.816326531,Tibetan cattle,Common
T1900045040_TC20190033_bin.39,0.836734694,Tibetan cattle,Common
T1900045746_YK20190440_bin.303,0.841836735,Tibetan cattle,Common
T1900045429_YK20190120_bin.228,0.984693878,Tibetan cattle,Common
T1900045773_TC20190227_bin.203,0.943877551,Tibetan cattle,Common
T1900045771_YK20190465_bin.82,0.586734694,Tibetan cattle,Common
T1900045118_TC20190112_bin.305,0.933673469,Tibetan cattle,Common
T1900044845_TS20190311_bin.220,0.5,Tibetan cattle,Common
T1900045079_TC20190073_bin.60,0.928571429,Tibetan cattle,Common
T1900045632_YK20190326_bin.202,0.540816327,Tibetan cattle,Common
T1900044876_TS20190342_bin.27,0.994897959,Tibetan cattle,Common
T1900045421_YK20190111_bin.49,0.775510204,Tibetan cattle,Common
T1900045083_TC20190077_bin.138,0.795918367,Tibetan cattle,Common
T1900045504_YK20190198_bin.206,0.663265306,Tibetan cattle,Common
T1900045215_TC20190211_bin.95,0.581632653,Tibetan cattle,Common
TP20200815-DZC67_DT2009055537-1_bin.141,0.964285714,Tibetan cattle,Common
TP20200815-DZC57_DT2009055527-1_bin.121,1,Tibetan cattle,Common
T1900045329_YK20190018_bin.195,0.81122449,Tibetan cattle,Common
T1900045350_YK20190040_bin.116,0.744897959,Tibetan cattle,Common
T1900045469_YK20190160_bin.49,0.637755102,Tibetan cattle,Common
T1900045641_YK20190335_bin.199,0.795918367,Tibetan cattle,Common
T1900045160_TC20190154_bin.27,0.581632653,Tibetan cattle,Common
T1900045226_TC20190222_bin.128,0.739795918,Tibetan cattle,Common
T1900045774_TC20190228_bin.55,0.704081633,Tibetan cattle,Common
T1900045640_YK20190334_bin.154,0.698979592,Tibetan cattle,Common
T1900045535_YK20190229_bin.69,0.943877551,Tibetan cattle,Common
T1900045632_YK20190326_bin.130,0.846938776,Tibetan cattle,Common
T1900045696_YK20190390_bin.86,0.607142857,Tibetan cattle,Common
T1900045514_YK20190208_bin.182,0.607142857,Tibetan cattle,Common
T1900045225_TC20190221_bin.185,0.933673469,Tibetan cattle,Common
T1900045397_YK20190087_bin.185,0.801020408,Tibetan cattle,Common
T1900045771_YK20190465_bin.121,0.979591837,Tibetan cattle,Common
T1900044763_TS20190229_bin.168,0.510204082,Tibetan cattle,Common
T1900045729_YK20190423_bin.88,0.637755102,Tibetan cattle,Common
T1900045713_YK20190407_bin.391,0.566326531,Tibetan cattle,Common
TP20200812-DBC34_DT2009055257-1_bin.195,0.632653061,Tibetan cattle,Common
T1900045525_YK20190219_bin.85,0.505102041,Tibetan cattle,Common
T1900045096_TC20190090_bin.148,0.668367347,Tibetan cattle,Common
T1900045099_TC20190093_bin.266,0.882653061,Tibetan cattle,Common
T1900045666_YK20190360_bin.509,0.785714286,Tibetan cattle,Common
T1900045686_YK20190380_bin.365,0.653061224,Tibetan cattle,Common
TP20200812-DBC1_DT2009055224-1_bin.20,0.974489796,Tibetan cattle,Common
T1900045352_YK20190042_bin.11,0.698979592,Tibetan cattle,Common
T1900045043_TC20190036_bin.62,0.933673469,Tibetan cattle,Common
T1900045343_YK20190033_bin.34,0.734693878,Tibetan cattle,Common
T1900045521_YK20190215_bin.45,0.673469388,Tibetan cattle,Common
T1900045172_TC20190168_bin.49,0.969387755,Tibetan cattle,Common
T1900045494_YK20190188_bin.91,0.75,Tibetan cattle,Common
T1900044567_TS20190033_bin.11,0.709183673,Tibetan cattle,Common
T1900045086_TC20190080_bin.334,0.867346939,Tibetan cattle,Common
TP20200814-DZC32_DT2009055360-1_bin.64,0.882653061,Tibetan cattle,Common
T1900045343_YK20190033_bin.109,0.62244898,Tibetan cattle,Common
T1900045139_TC20190133_bin.281,0.693877551,Tibetan cattle,Common
T2001009363_TS20190217_bin.110,0.984693878,Tibetan cattle,Common
T1900045161_TC20190155_bin.124,0.994897959,Tibetan cattle,Common
T1900045120_TC20190114_bin.51,0.785714286,Tibetan cattle,Common
T1900045748_YK20190442_bin.257,0.576530612,Tibetan cattle,Common
T1900045050_TC20190043_bin.2,0.586734694,Tibetan cattle,Common
T2001009368_TS-100_bin.324,0.836734694,Tibetan cattle,Common
T1900045046_TC20190039_bin.105,0.974489796,Tibetan cattle,Common
T1900044661_TS20190127_bin.344,0.790816327,Tibetan cattle,Common
T1900045748_YK20190442_bin.197,0.836734694,Tibetan cattle,Common
TP20200812-DBC38_DT2009055261-1_bin.219,0.903061224,Tibetan cattle,Common
T1900045053_TC20190046_bin.119,0.795918367,Tibetan cattle,Common
T1900044627_TS20190093_bin.56,0.709183673,Tibetan cattle,Common
T1900045021_TC20190014_bin.226,0.892857143,Tibetan cattle,Common
TP20200814-DZC84_DT2009055412-1_bin.149,0.857142857,Tibetan cattle,Common
T1900045504_YK20190198_bin.4,0.520408163,Tibetan cattle,Common
T1900044577_TS20190043_bin.354,0.964285714,Tibetan cattle,Common
TP20200812-DBC1_DT2009055224-1_bin.340,0.974489796,Tibetan cattle,Common
T1900045024_TC20190017_bin.227,0.989795918,Tibetan cattle,Common
TP20200815-DZC9_DT2009055479-1_bin.281,0.979591837,Tibetan cattle,Common
TP20200814-DZC135_DT2009055463-1_bin.9,0.510204082,Tibetan cattle,Common
T1900045160_TC20190154_bin.147,0.602040816,Tibetan cattle,Common
TP20200814-DZC67_DT2009055395-1_bin.194,0.821428571,Tibetan cattle,Common
T1900045737_YK20190431_bin.83,0.612244898,Tibetan cattle,Common
T1900045461_YK20190152_bin.99,0.87755102,Tibetan cattle,Common
T1900045124_TC20190118_bin.273,0.93877551,Tibetan cattle,Common
TP20200812-DBC52_DT2009055275-1_bin.347,0.908163265,Tibetan cattle,Common
T1900045500_YK20190194_bin.165,0.821428571,Tibetan cattle,Common
TP20200814-DZC83_DT2009055411-1_bin.103,0.918367347,Tibetan cattle,Common
TP20200814-DZC9_DT2009055337-1_bin.167,0.770408163,Tibetan cattle,Common
TP20200814-DZC49_DT2009055377-1_bin.399,0.729591837,Tibetan cattle,Common
T1900045161_TC20190155_bin.97,0.918367347,Tibetan cattle,Common
T1900045067_TC20190061_bin.145,0.87755102,Tibetan cattle,Common
T1900045714_YK20190408_bin.405,0.852040816,Tibetan cattle,Common
T1900045181_TC20190177_bin.180,0.93877551,Tibetan cattle,Common
TP20200814-DZC103_DT2009055431-1_bin.268,0.852040816,Tibetan cattle,Common
T1900045415_YK20190105_bin.100,0.556122449,Tibetan cattle,Common
TP20200815-DZC9_DT2009055479-1_bin.296,0.994897959,Tibetan cattle,Common
T1900045337_YK20190026_bin.30,0.785714286,Tibetan cattle,Common
T1900045166_TC20190160_bin.216,0.785714286,Tibetan cattle,Common
T1900045129_TC20190123_bin.175,0.795918367,Tibetan cattle,Common
T1900045723_YK20190417_bin.208,0.75,Tibetan cattle,Common
T1900045516_YK20190210_bin.376,0.729591837,Tibetan cattle,Common
T1900045428_YK20190119_bin.229,0.836734694,Tibetan cattle,Common
T1900045399_YK20190089_bin.210,0.556122449,Tibetan cattle,Common
T1900045666_YK20190360_bin.276,0.602040816,Tibetan cattle,Common
TP20200812-DBC37_DT2009055260-1_bin.164,0.913265306,Tibetan cattle,Common
T1900045317_YK20190006_bin.140,0.765306122,Tibetan cattle,Common
T1900044870_TS20190336_bin.97,0.923469388,Tibetan cattle,Common
T1900045157_TC20190151_bin.400,0.862244898,Tibetan cattle,Common
T1900045392_YK20190082_bin.291,0.668367347,Tibetan cattle,Common
T1900044730_TS20190196_bin.89,1,Tibetan cattle,Common
T1900045339_YK20190028_bin.21,0.540816327,Tibetan cattle,Common
T1900045315_YK20190004_bin.126,0.663265306,Tibetan cattle,Common
T1900045725_YK20190419_bin.8,0.5,Tibetan cattle,Common
T1900045716_YK20190410_bin.109,0.505102041,Tibetan cattle,Common
T1900044747_TS20190213_bin.172,0.943877551,Tibetan cattle,Common
T1900045157_TC20190151_bin.272,0.918367347,Tibetan cattle,Common
T1900045344_YK20190034_bin.254,0.806122449,Tibetan cattle,Common
TP20200814-DZC32_DT2009055360-1_bin.135,0.551020408,Tibetan cattle,Common
T1900045358_YK20190048_bin.340,0.729591837,Tibetan cattle,Common
T1900045436_YK20190127_bin.125,0.663265306,Tibetan cattle,Common
T1900045775_TC20190229_bin.250,0.943877551,Tibetan cattle,Common
T1900045543_YK20190237_bin.203,0.775510204,Tibetan cattle,Common
T1900045325_YK20190014_bin.357,0.821428571,Tibetan cattle,Common
T1900045371_YK20190061_bin.105,0.551020408,Tibetan cattle,Common
T1900045118_TC20190112_bin.334,0.775510204,Tibetan cattle,Common
T1900045626_YK20190320_bin.25,0.704081633,Tibetan cattle,Common
T1900045512_YK20190206_bin.225,0.632653061,Tibetan cattle,Common
T1900045333_YK20190022_bin.236,0.770408163,Tibetan cattle,Common
T1900045314_YK20190003_bin.257,0.795918367,Tibetan cattle,Common
T1900045124_TC20190118_bin.130,0.93877551,Tibetan cattle,Common
T1900044752_TS20190418_bin.477,0.801020408,Tibetan cattle,Common
TP20200814-DZC68_DT2009055396-1_bin.181,0.867346939,Tibetan cattle,Common
TP20200814-DZC86_DT2009055414-1_bin.47,0.903061224,Tibetan cattle,Common
T1900045166_TC20190160_bin.139,0.852040816,Tibetan cattle,Common
T1900045064_TC20190058_bin.22,0.709183673,Tibetan cattle,Common
TP20200812-DBC92_DT2009055315-1_bin.90,0.724489796,Tibetan cattle,Common
T1900045432_YK20190123_bin.267,0.867346939,Tibetan cattle,Common
T1900044813_TS20190279_bin.225,0.913265306,Tibetan cattle,Common
T1900044789_TS20190255_bin.173,0.668367347,Tibetan cattle,Common
T1900045543_YK20190237_bin.104,0.591836735,Tibetan cattle,Common
T1900045523_YK20190217_bin.91,0.535714286,Tibetan cattle,Common
T1900045432_YK20190123_bin.292,0.586734694,Tibetan cattle,Common
TP20200815-DZC60_DT2009055530-1_bin.50,0.933673469,Tibetan cattle,Common
T1900045184_TC20190180_bin.235,0.647959184,Tibetan cattle,Common
TP20200814-DZC100_DT2009055428-1_bin.318,0.969387755,Tibetan cattle,Common
T1900045161_TC20190155_bin.91,1,Tibetan cattle,Common
T1900045101_TC20190095_bin.317,0.693877551,Tibetan cattle,Common
T1900045517_YK20190211_bin.381,0.897959184,Tibetan cattle,Common
T1900045082_TC20190076_bin.243,0.729591837,Tibetan cattle,Common
T1900045753_YK20190447_bin.161,0.821428571,Tibetan cattle,Common
TP20200814-DZC11_DT2009055339-1_bin.2,0.913265306,Tibetan cattle,Common
T1900045659_YK20190353_bin.471,0.87244898,Tibetan cattle,Common
T1900044751_TS20190417_bin.260,0.87755102,Tibetan cattle,Common
T1900044602_TS20190068_bin.74,0.93877551,Tibetan cattle,Common
T1900044748_TS20190414_bin.171,0.93877551,Tibetan cattle,Common
T1900045104_TC20190098_bin.143,0.994897959,Tibetan cattle,Common
T1900045035_TC20190028_bin.72,0.87755102,Tibetan cattle,Common
T1900045494_YK20190188_bin.226,0.663265306,Tibetan cattle,Common
T1900044644_TS20190110_bin.55,0.775510204,Tibetan cattle,Common
T1900045753_YK20190447_bin.485,0.882653061,Tibetan cattle,Common
TP20200815-DZC61_DT2009055531-1_bin.303,0.908163265,Tibetan cattle,Common
T1900045541_YK20190235_bin.192,0.525510204,Tibetan cattle,Common
T1900045021_TC20190014_bin.46,0.908163265,Tibetan cattle,Common
T1900045667_YK20190361_bin.103,0.81122449,Tibetan cattle,Common
T2001009370_Yak-NA_bin.95,0.739795918,Tibetan cattle,Common
T1900045113_TC20190107_bin.173,0.81122449,Tibetan cattle,Common
T1900045547_YK20190241_bin.23,0.607142857,Tibetan cattle,Common
T1900045178_TC20190174_bin.161,0.62755102,Tibetan cattle,Common
T1900045195_TC20190191_bin.53,0.755102041,Tibetan cattle,Common
T1900045094_TC20190088_bin.71,0.836734694,Tibetan cattle,Common
T1900045765_YK20190459_bin.214,0.551020408,Tibetan cattle,Common
T1900045101_TC20190095_bin.148,0.928571429,Tibetan cattle,Common
T1900045142_TC20190136_bin.180,0.81122449,Tibetan cattle,Common
T1900045323_YK20190012_bin.167,0.693877551,Tibetan cattle,Common
TP20200814-DZC46_DT2009055374-1_bin.264,0.887755102,Tibetan cattle,Common
T1900045324_YK20190013_bin.128,0.576530612,Tibetan cattle,Common
T1900045662_YK20190356_bin.91,0.923469388,Tibetan cattle,Common
T1900044625_TS20190091_bin.229,0.673469388,Tibetan cattle,Common
T1900045550_YK20190244_bin.287,0.576530612,Tibetan cattle,Common
T1900045336_YK20190025_bin.235,0.795918367,Tibetan cattle,Common
T1900044670_TS20190136_bin.132,0.795918367,Tibetan cattle,Common
T1900045186_TC20190182_bin.174,0.709183673,Tibetan cattle,Common
T1900044612_TS20190078_bin.206,0.607142857,Tibetan cattle,Common
TP20200815-DZC38_DT2009055508-1_bin.144,0.846938776,Tibetan cattle,Common
T1900045220_TC20190216_bin.35,0.571428571,Tibetan cattle,Common
T1900044737_TS20190203_bin.47,0.836734694,Tibetan cattle,Common
T1900045166_TC20190160_bin.200,0.545918367,Tibetan cattle,Common
TP20200824-WDL9_DT2009055563-1_bin.124,0.887755102,Tibetan cattle,Common
T1900045214_TC20190210_bin.284,0.637755102,Tibetan cattle,Common
T1900045683_YK20190377_bin.248,0.857142857,Tibetan cattle,Common
TP20200812-DBC48_DT2009055271-1_bin.424,0.765306122,Tibetan cattle,Common
T1900044625_TS20190091_bin.335,0.632653061,Tibetan cattle,Common
T1900045686_YK20190380_bin.150,0.68877551,Tibetan cattle,Common
T1900045214_TC20190210_bin.92,0.642857143,Tibetan cattle,Common
T1900044612_TS20190078_bin.145,0.959183673,Tibetan cattle,Common
T1900045185_TC20190181_bin.103,0.760204082,Tibetan cattle,Common
T1900045525_YK20190219_bin.66,0.637755102,Tibetan cattle,Common
TP20200815-DZC70_DT2009055540-1_bin.255,0.841836735,Tibetan cattle,Common
TP20200815-DZC5_DT2009055475-1_bin.102,0.734693878,Tibetan cattle,Common
T1900045714_YK20190408_bin.535,0.607142857,Tibetan cattle,Common
T1900045709_YK20190403_bin.416,0.602040816,Tibetan cattle,Common
T1900044657_TS20190123_bin.484,0.994897959,Tibetan cattle,Common
TP20200812-DBC101_DT2009055324-1_bin.315,0.770408163,Tibetan cattle,Common
T1900045734_YK20190428_bin.394,0.979591837,Tibetan cattle,Common
T1900045672_YK20190366_bin.166,0.785714286,Tibetan cattle,Common
TP20200815-DZC15_DT2009055485-1_bin.236,0.698979592,Tibetan cattle,Common
T1900045208_TC20190204_bin.191,0.653061224,Tibetan cattle,Common
T1900045454_YK20190145_bin.133,0.969387755,Tibetan cattle,Common
T1900044889_TS20190355_bin.142,0.683673469,Tibetan cattle,Common
T1900045223_TC20190219_bin.119,0.984693878,Tibetan cattle,Common
T1900045506_YK20190200_bin.386,0.520408163,Tibetan cattle,Common
T1900045188_TC20190184_bin.14,0.709183673,Tibetan cattle,Common
T1900045477_YK20190171_bin.52,0.821428571,Tibetan cattle,Common
T1900045653_YK20190347_bin.116,0.836734694,Tibetan cattle,Common
T1900045318_YK20190007_bin.170,0.5,Tibetan cattle,Common
TP20200812-DBC92_DT2009055315-1_bin.82,0.903061224,Tibetan cattle,Common
T1900045504_YK20190198_bin.259,0.525510204,Tibetan cattle,Common
T1900045714_YK20190408_bin.278,0.852040816,Tibetan cattle,Common
T1900045180_TC20190176_bin.167,0.994897959,Tibetan cattle,Common
T1900045118_TC20190112_bin.52,0.974489796,Tibetan cattle,Common
T1900045101_TC20190095_bin.95,0.642857143,Tibetan cattle,Common
TP20200824-WDL9_DT2009055563-1_bin.78,0.933673469,Tibetan cattle,Common
TP20200825-WDL82_DT2009055611-1_bin.234,0.515306122,Tibetan cattle,Common
T1900045180_TC20190176_bin.282,0.826530612,Tibetan cattle,Common
