SGB,Freq,Host,Type
TP20200814-DZC17_DT2009055345-1_bin.54,0.892376682,Tibetan sheep,Gain
TP20200814-DZC64_DT2009055392-1_bin.46,0.69058296,Tibetan sheep,Gain
T1900044800_TS20190266_bin.279,0.813901345,Tibetan sheep,Gain
T1900044693_TS20190159_bin.99,0.567264574,Tibetan sheep,Gain
T1900044648_TS20190114_bin.134,0.968609865,Tibetan sheep,Gain
TP20200825-WDL82_DT2009055611-1_bin.129,0.917040359,Tibetan sheep,Gain
T1900044713_TS20190179_bin.205,0.69058296,Tibetan sheep,Gain
TP20200812-DBC22_DT2009055245-1_bin.35,0.784753363,Tibetan sheep,Gain
TP20200815-DZC38_DT2009055508-1_bin.209,0.661434978,Tibetan sheep,Gain
T1900044784_TS20190250_bin.177,0.535874439,Tibetan sheep,Gain
T1900044825_TS20190291_bin.18,0.643497758,Tibetan sheep,Gain
T1900044757_TS20190223_bin.48,0.948430493,Tibetan sheep,Gain
T1900044546_TS20190012_bin.290,0.737668161,Tibetan sheep,Gain
T1900044696_TS20190162_bin.285,0.578475336,Tibetan sheep,Gain
T2001009365_TS20190219_bin.297,0.923766816,Tibetan sheep,Gain
TP20200825-WDL41_DT2009055599-1_bin.31,0.656950673,Tibetan sheep,Gain
TP20200815-DZC62_DT2009055532-1_bin.133,0.64573991,Tibetan sheep,Gain
T1900044722_TS20190188_bin.333,0.558295964,Tibetan sheep,Gain
T1900045034_TC20190027_bin.34,0.773542601,Tibetan sheep,Gain
T1900044931_TS20190397_bin.113,0.775784753,Tibetan sheep,Gain
T1900044665_TS20190131_bin.132,0.791479821,Tibetan sheep,Gain
T1900044843_TS20190309_bin.150,0.733183857,Tibetan sheep,Gain
T1900044876_TS20190342_bin.17,0.984304933,Tibetan sheep,Gain
TP20200814-DZC41_DT2009055369-1_bin.144,0.99103139,Tibetan sheep,Gain
T1900045096_TC20190090_bin.8,0.580717489,Tibetan sheep,Gain
T1900044548_TS20190014_bin.346,0.744394619,Tibetan sheep,Gain
T1900044777_TS20190243_bin.297,0.829596413,Tibetan sheep,Gain
T1900044577_TS20190043_bin.79,0.81838565,Tibetan sheep,Gain
T1900044659_TS20190125_bin.12,0.793721973,Tibetan sheep,Gain
T1900044769_TS20190235_bin.327,0.852017937,Tibetan sheep,Gain
TP20200814-DZC32_DT2009055360-1_bin.39,0.625560538,Tibetan sheep,Gain
T1900044679_TS20190145_bin.221,0.670403587,Tibetan sheep,Gain
T1900044755_TS20190421_bin.323,0.547085202,Tibetan sheep,Gain
T1900044550_TS20190016_bin.176,0.831838565,Tibetan sheep,Gain
T1900044841_TS20190307_bin.265,0.82735426,Tibetan sheep,Gain
TP20200815-DZC38_DT2009055508-1_bin.280,0.661434978,Tibetan sheep,Gain
T1900044759_TS20190225_bin.71,0.784753363,Tibetan sheep,Gain
T1900044639_TS20190105_bin.217,0.892376682,Tibetan sheep,Gain
T1900044852_TS20190318_bin.14,0.932735426,Tibetan sheep,Gain
TP20200814-DZC113_DT2009055441-1_bin.184,0.988789238,Tibetan sheep,Gain
TP20200814-DZC9_DT2009055337-1_bin.19,0.876681614,Tibetan sheep,Gain
T1900044589_TS20190055_bin.171,0.869955157,Tibetan sheep,Gain
T1900044768_TS20190234_bin.105,0.961883408,Tibetan sheep,Gain
TP20200814-DZC109_DT2009055437-1_bin.311,0.804932735,Tibetan sheep,Gain
T1900044722_TS20190188_bin.286,0.67264574,Tibetan sheep,Gain
TP20200815-DZC31_DT2009055501-1_bin.205,0.558295964,Tibetan sheep,Gain
T1900045114_TC20190108_bin.109,0.766816143,Tibetan sheep,Gain
TP20200814-DZC43_DT2009055371-1_bin.251,0.959641256,Tibetan sheep,Gain
T1900044849_TS20190315_bin.280,0.715246637,Tibetan sheep,Gain
TP20200812-DBC28_DT2009055251-1_bin.98,0.811659193,Tibetan sheep,Gain
T1900044696_TS20190162_bin.108,0.558295964,Tibetan sheep,Gain
T1900044622_TS20190088_bin.143,0.838565022,Tibetan sheep,Gain
T1900044679_TS20190145_bin.97,0.905829596,Tibetan sheep,Gain
T1900044544_TS20190010_bin.169,0.529147982,Tibetan sheep,Gain
T1900045034_TC20190027_bin.102,0.894618834,Tibetan sheep,Gain
T1900044797_TS20190263_bin.119,0.773542601,Tibetan sheep,Gain
T1900044783_TS20190249_bin.274,0.811659193,Tibetan sheep,Gain
TP20200815-DZC23_DT2009055493-1_bin.380,0.708520179,Tibetan sheep,Gain
TP20200815-DZC8_DT2009055478-1_bin.38,0.968609865,Tibetan sheep,Gain
TP20200812-DBC51_DT2009055274-1_bin.329,0.717488789,Tibetan sheep,Gain
TP20200825-WDL51_DT2009055604-1_bin.12,0.874439462,Tibetan sheep,Gain
TP20200815-DZC40_DT2009055510-1_bin.27,0.943946188,Tibetan sheep,Gain
TP20200815-DZC40_DT2009055510-1_bin.165,0.549327354,Tibetan sheep,Gain
T1900044589_TS20190055_bin.243,0.941704036,Tibetan sheep,Gain
TP20200814-DZC46_DT2009055374-1_bin.135,0.793721973,Tibetan sheep,Gain
TP20200815-DZC59_DT2009055529-1_bin.367,0.876681614,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.400,0.952914798,Tibetan sheep,Gain
T1900044815_TS20190281_bin.145,0.811659193,Tibetan sheep,Gain
T1900044604_TS20190070_bin.109,0.708520179,Tibetan sheep,Gain
TP20200814-DZC61_DT2009055389-1_bin.106,0.701793722,Tibetan sheep,Gain
T1900044542_TS20190008_bin.300,0.733183857,Tibetan sheep,Gain
T1900044778_TS20190244_bin.94,0.647982063,Tibetan sheep,Gain
T1900044848_TS20190314_bin.53,0.872197309,Tibetan sheep,Gain
T1900044655_TS20190121_bin.40,0.594170404,Tibetan sheep,Gain
T1900044826_TS20190292_bin.152,0.874439462,Tibetan sheep,Gain
T1900044831_TS20190297_bin.168,0.795964126,Tibetan sheep,Gain
T1900044740_TS20190206_bin.56,0.771300448,Tibetan sheep,Gain
T2001009368_TS-100_bin.143,0.679372197,Tibetan sheep,Gain
T1900044657_TS20190123_bin.371,0.8632287,Tibetan sheep,Gain
T1900044629_TS20190095_bin.121,0.914798206,Tibetan sheep,Gain
TP20200815-DZC37_DT2009055507-1_bin.117,0.715246637,Tibetan sheep,Gain
T2001009362_TS20190216_bin.100,0.567264574,Tibetan sheep,Gain
T1900044797_TS20190263_bin.63,0.513452915,Tibetan sheep,Gain
T1900044629_TS20190095_bin.153,0.872197309,Tibetan sheep,Gain
T1900044866_TS20190332_bin.171,0.605381166,Tibetan sheep,Gain
T1900044771_TS20190237_bin.80,0.946188341,Tibetan sheep,Gain
TP20200825-WDL112_DT2009055618-1_bin.153,0.737668161,Tibetan sheep,Gain
T1900045168_TC20190162_bin.61,0.970852018,Tibetan sheep,Gain
TP20200815-DZC76_DT2009055546-1_bin.272,0.869955157,Tibetan sheep,Gain
TP20200812-DBC53_DT2009055276-1_bin.85,0.582959641,Tibetan sheep,Gain
TP20200814-DZC30_DT2009055358-1_bin.154,0.881165919,Tibetan sheep,Gain
TP20200814-DZC17_DT2009055345-1_bin.137,0.775784753,Tibetan sheep,Gain
T1900044612_TS20190078_bin.68,0.81838565,Tibetan sheep,Gain
T1900044863_TS20190329_bin.183,0.50896861,Tibetan sheep,Gain
T1900044674_TS20190140_bin.152,0.934977578,Tibetan sheep,Gain
T1900044842_TS20190308_bin.116,0.677130045,Tibetan sheep,Gain
TP20200815-DZC50_DT2009055520-1_bin.447,0.97309417,Tibetan sheep,Gain
T1900044761_TS20190227_bin.116,0.825112108,Tibetan sheep,Gain
T1900044938_TS20190404_bin.138,0.914798206,Tibetan sheep,Gain
T1900044708_TS20190174_bin.262,0.820627803,Tibetan sheep,Gain
T1900044778_TS20190244_bin.117,0.952914798,Tibetan sheep,Gain
TP20200812-DBC74_DT2009055297-1_bin.138,0.540358744,Tibetan sheep,Gain
TP20200814-DZC44_DT2009055372-1_bin.130,0.650224215,Tibetan sheep,Gain
T2001009361_TS20190215_bin.67,0.901345291,Tibetan sheep,Gain
T1900044778_TS20190244_bin.377,0.878923767,Tibetan sheep,Gain
T1900044644_TS20190110_bin.56,0.80044843,Tibetan sheep,Gain
T1900044834_TS20190300_bin.22,0.589686099,Tibetan sheep,Gain
T1900044565_TS20190031_bin.251,0.5,Tibetan sheep,Gain
T1900044544_TS20190010_bin.63,0.843049327,Tibetan sheep,Gain
T1900044679_TS20190145_bin.186,0.742152466,Tibetan sheep,Gain
T1900044636_TS20190102_bin.73,0.872197309,Tibetan sheep,Gain
T1900044840_TS20190306_bin.103,0.748878924,Tibetan sheep,Gain
T1900044756_TS20190222_bin.66,0.67264574,Tibetan sheep,Gain
TP20200824-WDL28_DT2009055566-1_bin.187,0.82735426,Tibetan sheep,Gain
T1900044581_TS20190047_bin.293,0.717488789,Tibetan sheep,Gain
TP20200812-DBC5_DT2009055228-1_bin.306,0.737668161,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.309,0.798206278,Tibetan sheep,Gain
TP20200815-DZC12_DT2009055482-1_bin.141,0.831838565,Tibetan sheep,Gain
TP20200812-DBC22_DT2009055245-1_bin.175,0.713004484,Tibetan sheep,Gain
T1900044761_TS20190227_bin.52,0.780269058,Tibetan sheep,Gain
T1900044694_TS20190160_bin.33,0.80941704,Tibetan sheep,Gain
T1900044765_TS20190231_bin.269,0.914798206,Tibetan sheep,Gain
TP20200814-DZC50_DT2009055378-1_bin.138,0.695067265,Tibetan sheep,Gain
T1900044924_TS20190390_bin.134,0.569506726,Tibetan sheep,Gain
T1900044745_TS20190211_bin.317,0.748878924,Tibetan sheep,Gain
T1900044554_TS20190020_bin.143,0.784753363,Tibetan sheep,Gain
T1900044775_TS20190241_bin.232,0.751121076,Tibetan sheep,Gain
T1900044738_TS20190204_bin.169,0.751121076,Tibetan sheep,Gain
T1900044548_TS20190014_bin.382,0.887892377,Tibetan sheep,Gain
T1900044714_TS20190180_bin.105,0.569506726,Tibetan sheep,Gain
T1900044778_TS20190244_bin.185,0.766816143,Tibetan sheep,Gain
T1900044627_TS20190093_bin.107,0.917040359,Tibetan sheep,Gain
T1900044629_TS20190095_bin.111,0.878923767,Tibetan sheep,Gain
T2001009367_TS20190221_bin.150,0.582959641,Tibetan sheep,Gain
T1900044653_TS20190119_bin.298,0.708520179,Tibetan sheep,Gain
T1900044894_TS20190360_bin.243,0.786995516,Tibetan sheep,Gain
T1900044552_TS20190018_bin.79,0.621076233,Tibetan sheep,Gain
TP20200814-DZC52_DT2009055380-1_bin.83,0.860986547,Tibetan sheep,Gain
T1900044554_TS20190020_bin.237,0.544843049,Tibetan sheep,Gain
T1900044775_TS20190241_bin.31,0.869955157,Tibetan sheep,Gain
T1900044602_TS20190068_bin.132,0.522421525,Tibetan sheep,Gain
TP20200814-DZC106_DT2009055434-1_bin.91,0.890134529,Tibetan sheep,Gain
T1900044713_TS20190179_bin.342,0.760089686,Tibetan sheep,Gain
T1900044890_TS20190356_bin.12,0.847533632,Tibetan sheep,Gain
T1900044785_TS20190251_bin.193,0.930493274,Tibetan sheep,Gain
T1900044546_TS20190012_bin.75,0.82735426,Tibetan sheep,Gain
T1900044598_TS20190064_bin.234,0.641255605,Tibetan sheep,Gain
TP20200812-DBC85_DT2009055308-1_bin.45,0.704035874,Tibetan sheep,Gain
TP20200815-DZC74_DT2009055544-1_bin.261,0.928251121,Tibetan sheep,Gain
T1900044759_TS20190225_bin.442,0.733183857,Tibetan sheep,Gain
T1900044666_TS20190132_bin.140,0.641255605,Tibetan sheep,Gain
T1900044815_TS20190281_bin.139,0.506726457,Tibetan sheep,Gain
TP20200815-DZC49_DT2009055519-1_bin.51,0.744394619,Tibetan sheep,Gain
TP20200814-DZC119_DT2009055447-1_bin.76,0.860986547,Tibetan sheep,Gain
T1900044748_TS20190414_bin.200,0.713004484,Tibetan sheep,Gain
TP20200814-DZC26_DT2009055354-1_bin.67,0.616591928,Tibetan sheep,Gain
T1900045155_TC20190149_bin.257,0.737668161,Tibetan sheep,Gain
TP20200815-DZC44_DT2009055514-1_bin.173,0.892376682,Tibetan sheep,Gain
TP20200812-DBC40_DT2009055263-1_bin.9,0.573991031,Tibetan sheep,Gain
T1900044552_TS20190018_bin.396,0.914798206,Tibetan sheep,Gain
T1900044553_TS20190019_bin.203,0.652466368,Tibetan sheep,Gain
T1900044784_TS20190250_bin.125,0.876681614,Tibetan sheep,Gain
T1900044784_TS20190250_bin.35,0.587443946,Tibetan sheep,Gain
T1900044775_TS20190241_bin.108,0.937219731,Tibetan sheep,Gain
T1900044889_TS20190355_bin.179,0.8632287,Tibetan sheep,Gain
T1900044782_TS20190248_bin.169,0.582959641,Tibetan sheep,Gain
TP20200814-DZC9_DT2009055337-1_bin.175,0.775784753,Tibetan sheep,Gain
TP20200814-DZC133_DT2009055461-1_bin.76,0.778026906,Tibetan sheep,Gain
T1900044543_TS20190009_bin.378,0.728699552,Tibetan sheep,Gain
T1900044654_TS20190120_bin.83,0.816143498,Tibetan sheep,Gain
T1900045161_TC20190155_bin.173,0.946188341,Tibetan sheep,Gain
T1900044926_TS20190392_bin.132,0.538116592,Tibetan sheep,Gain
T1900044805_TS20190271_bin.274,0.565022422,Tibetan sheep,Gain
T1900044688_TS20190154_bin.178,0.865470852,Tibetan sheep,Gain
TP20200823-QMN58_DT2009055558-1_bin.218,0.69955157,Tibetan sheep,Gain
T1900044782_TS20190248_bin.449,0.746636771,Tibetan sheep,Gain
T1900044563_TS20190029_bin.194,0.547085202,Tibetan sheep,Gain
T1900045135_TC20190129_bin.19,0.923766816,Tibetan sheep,Gain
T1900044752_TS20190418_bin.614,0.802690583,Tibetan sheep,Gain
TP20200815-DZC57_DT2009055527-1_bin.374,0.591928251,Tibetan sheep,Gain
T1900044766_TS20190232_bin.176,0.869955157,Tibetan sheep,Gain
TP20200814-DZC73_DT2009055401-1_bin.138,0.802690583,Tibetan sheep,Gain
T1900044872_TS20190338_bin.54,0.647982063,Tibetan sheep,Gain
T1900045776_TC20190230_bin.11,0.547085202,Tibetan sheep,Gain
T1900044770_TS20190236_bin.5,0.697309417,Tibetan sheep,Gain
T1900044931_TS20190397_bin.93,0.535874439,Tibetan sheep,Gain
T1900044757_TS20190223_bin.70,0.908071749,Tibetan sheep,Gain
T1900044755_TS20190421_bin.67,0.782511211,Tibetan sheep,Gain
T1900044756_TS20190222_bin.262,0.930493274,Tibetan sheep,Gain
T2001009365_TS20190219_bin.48,0.872197309,Tibetan sheep,Gain
T1900044608_TS20190074_bin.100,0.551569507,Tibetan sheep,Gain
TP20200814-DZC46_DT2009055374-1_bin.229,1,Tibetan sheep,Gain
TP20200814-DZC49_DT2009055377-1_bin.100,0.941704036,Tibetan sheep,Gain
T1900044573_TS20190039_bin.280,0.83632287,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.405,0.695067265,Tibetan sheep,Gain
T1900044635_TS20190101_bin.196,0.762331839,Tibetan sheep,Gain
T1900044558_TS20190024_bin.230,0.650224215,Tibetan sheep,Gain
T1900044713_TS20190179_bin.281,0.562780269,Tibetan sheep,Gain
T1900044607_TS20190073_bin.117,0.670403587,Tibetan sheep,Gain
T1900044798_TS20190264_bin.183,0.701793722,Tibetan sheep,Gain
T1900044752_TS20190418_bin.110,0.744394619,Tibetan sheep,Gain
TP20200814-DZC59_DT2009055387-1_bin.339,0.569506726,Tibetan sheep,Gain
T1900044870_TS20190336_bin.40,0.760089686,Tibetan sheep,Gain
TP20200814-DZC68_DT2009055396-1_bin.73,0.609865471,Tibetan sheep,Gain
T1900045209_TC20190205_bin.67,0.625560538,Tibetan sheep,Gain
T1900044644_TS20190110_bin.257,0.571748879,Tibetan sheep,Gain
T1900044725_TS20190191_bin.131,0.769058296,Tibetan sheep,Gain
T1900044717_TS20190183_bin.35,0.556053812,Tibetan sheep,Gain
T1900044571_TS20190037_bin.43,0.762331839,Tibetan sheep,Gain
T1900044646_TS20190112_bin.165,0.82735426,Tibetan sheep,Gain
T1900045356_YK20190046_bin.223,0.609865471,Tibetan sheep,Gain
TP20200815-DZC60_DT2009055530-1_bin.32,0.708520179,Tibetan sheep,Gain
T1900044749_TS20190415_bin.363,0.603139013,Tibetan sheep,Gain
T1900044923_TS20190389_bin.133,0.755605381,Tibetan sheep,Gain
T1900044809_TS20190275_bin.60,0.502242152,Tibetan sheep,Gain
T1900044772_TS20190238_bin.54,0.524663677,Tibetan sheep,Gain
TP20200814-DZC37_DT2009055365-1_bin.244,0.887892377,Tibetan sheep,Gain
T1900044669_TS20190135_bin.170,0.51793722,Tibetan sheep,Gain
T1900044766_TS20190232_bin.137,0.704035874,Tibetan sheep,Gain
T1900044775_TS20190241_bin.229,0.67264574,Tibetan sheep,Gain
T1900044916_TS20190382_bin.89,0.686098655,Tibetan sheep,Gain
TP20200815-DZC23_DT2009055493-1_bin.376,0.952914798,Tibetan sheep,Gain
TP20200825-WDL25_DT2009055596-1_bin.298,0.735426009,Tibetan sheep,Gain
T1900044817_TS20190283_bin.99,0.674887892,Tibetan sheep,Gain
TP20200814-DZC141_DT2009055469-1_bin.258,0.825112108,Tibetan sheep,Gain
T1900044866_TS20190332_bin.98,0.748878924,Tibetan sheep,Gain
T1900044556_TS20190022_bin.294,0.914798206,Tibetan sheep,Gain
T2001009368_TS-100_bin.203,0.813901345,Tibetan sheep,Gain
T1900044839_TS20190305_bin.171,0.582959641,Tibetan sheep,Gain
TP20200815-DZC66_DT2009055536-1_bin.210,0.822869955,Tibetan sheep,Gain
T1900044876_TS20190342_bin.212,0.706278027,Tibetan sheep,Gain
T1900044632_TS20190098_bin.106,0.825112108,Tibetan sheep,Gain
T1900044820_TS20190286_bin.69,0.643497758,Tibetan sheep,Gain
T1900044653_TS20190119_bin.212,0.802690583,Tibetan sheep,Gain
T1900044865_TS20190331_bin.241,0.647982063,Tibetan sheep,Gain
T1900044560_TS20190026_bin.129,0.5,Tibetan sheep,Gain
T1900044723_TS20190189_bin.35,0.825112108,Tibetan sheep,Gain
TP20200814-DZC97_DT2009055425-1_bin.69,0.621076233,Tibetan sheep,Gain
TP20200812-DBC7_DT2009055230-1_bin.158,0.706278027,Tibetan sheep,Gain
T1900044545_TS20190011_bin.326,0.860986547,Tibetan sheep,Gain
T1900044942_TS20190408_bin.65,0.840807175,Tibetan sheep,Gain
T1900044575_TS20190041_bin.274,0.838565022,Tibetan sheep,Gain
TP20200814-DZC116_DT2009055444-1_bin.183,0.679372197,Tibetan sheep,Gain
TP20200825-WDL68_DT2009055607-1_bin.24,0.683856502,Tibetan sheep,Gain
T1900044585_TS20190051_bin.229,0.719730942,Tibetan sheep,Gain
TP20200814-DZC141_DT2009055469-1_bin.203,0.69955157,Tibetan sheep,Gain
T1900044930_TS20190396_bin.251,0.878923767,Tibetan sheep,Gain
T1900044708_TS20190174_bin.71,0.621076233,Tibetan sheep,Gain
T1900044642_TS20190108_bin.348,0.883408072,Tibetan sheep,Gain
T1900044581_TS20190047_bin.57,0.618834081,Tibetan sheep,Gain
T1900044852_TS20190318_bin.190,0.766816143,Tibetan sheep,Gain
T1900044778_TS20190244_bin.195,0.751121076,Tibetan sheep,Gain
T1900044930_TS20190396_bin.196,0.692825112,Tibetan sheep,Gain
TP20200814-DZC141_DT2009055469-1_bin.155,0.878923767,Tibetan sheep,Gain
T1900044820_TS20190286_bin.24,0.511210762,Tibetan sheep,Gain
TP20200814-DZC87_DT2009055415-1_bin.207,0.594170404,Tibetan sheep,Gain
T1900045056_TC20190049_bin.46,0.542600897,Tibetan sheep,Gain
T1900044789_TS20190255_bin.158,0.710762332,Tibetan sheep,Gain
TP20200814-DZC117_DT2009055445-1_bin.40,0.668161435,Tibetan sheep,Gain
TP20200814-DZC63_DT2009055391-1_bin.309,0.986547085,Tibetan sheep,Gain
T1900044758_TS20190224_bin.45,0.937219731,Tibetan sheep,Gain
TP20200814-DZC51_DT2009055379-1_bin.251,0.721973094,Tibetan sheep,Gain
T1900045682_YK20190376_bin.312,0.614349776,Tibetan sheep,Gain
T2001009361_TS20190215_bin.194,0.717488789,Tibetan sheep,Gain
T1900044718_TS20190184_bin.117,0.524663677,Tibetan sheep,Gain
T1900044854_TS20190320_bin.179,0.677130045,Tibetan sheep,Gain
T1900045537_YK20190231_bin.191,0.701793722,Tibetan sheep,Gain
T1900044555_TS20190021_bin.121,0.713004484,Tibetan sheep,Gain
T1900044780_TS20190246_bin.161,0.959641256,Tibetan sheep,Gain
T1900044796_TS20190262_bin.36,0.822869955,Tibetan sheep,Gain
T1900044757_TS20190223_bin.393,0.686098655,Tibetan sheep,Gain
TP20200814-DZC123_DT2009055451-1_bin.69,0.8632287,Tibetan sheep,Gain
T1900044595_TS20190061_bin.11,0.735426009,Tibetan sheep,Gain
TP20200815-DZC5_DT2009055475-1_bin.203,0.968609865,Tibetan sheep,Gain
T1900044645_TS20190111_bin.153,0.66367713,Tibetan sheep,Gain
T1900044614_TS20190080_bin.298,0.737668161,Tibetan sheep,Gain
T1900044804_TS20190270_bin.149,0.643497758,Tibetan sheep,Gain
TP20200814-DZC119_DT2009055447-1_bin.164,0.948430493,Tibetan sheep,Gain
TP20200814-DZC62_DT2009055390-1_bin.265,0.551569507,Tibetan sheep,Gain
TP20200823-QMN1_DT2009055550-1_bin.118,0.80044843,Tibetan sheep,Gain
T1900044750_TS20190416_bin.524,0.876681614,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.76,0.573991031,Tibetan sheep,Gain
T1900044851_TS20190317_bin.186,0.66367713,Tibetan sheep,Gain
T1900044785_TS20190251_bin.170,0.578475336,Tibetan sheep,Gain
T1900044873_TS20190339_bin.207,0.789237668,Tibetan sheep,Gain
T1900044582_TS20190048_bin.158,0.549327354,Tibetan sheep,Gain
T1900044754_TS20190420_bin.83,0.573991031,Tibetan sheep,Gain
TP20200812-DBC4_DT2009055227-1_bin.166,0.547085202,Tibetan sheep,Gain
T1900044653_TS20190119_bin.167,0.959641256,Tibetan sheep,Gain
T1900044766_TS20190232_bin.252,0.665919283,Tibetan sheep,Gain
T1900044545_TS20190011_bin.459,0.706278027,Tibetan sheep,Gain
TP20200814-DZC131_DT2009055459-1_bin.38,0.798206278,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.107,0.867713004,Tibetan sheep,Gain
T1900044745_TS20190211_bin.23,0.582959641,Tibetan sheep,Gain
TP20200814-DZC9_DT2009055337-1_bin.348,0.68161435,Tibetan sheep,Gain
TP20200815-DZC58_DT2009055528-1_bin.592,0.941704036,Tibetan sheep,Gain
T2001009366_TS20190220_bin.454,0.706278027,Tibetan sheep,Gain
T1900044873_TS20190339_bin.22,0.865470852,Tibetan sheep,Gain
T1900044894_TS20190360_bin.265,0.80941704,Tibetan sheep,Gain
T1900044855_TS20190321_bin.62,0.807174888,Tibetan sheep,Gain
TP20200814-DZC77_DT2009055405-1_bin.174,0.766816143,Tibetan sheep,Gain
T1900044607_TS20190073_bin.82,0.81838565,Tibetan sheep,Gain
T1900044899_TS20190365_bin.165,0.511210762,Tibetan sheep,Gain
T1900044757_TS20190223_bin.51,0.860986547,Tibetan sheep,Gain
T1900044550_TS20190016_bin.14,0.567264574,Tibetan sheep,Gain
TP20200815-DZC49_DT2009055519-1_bin.378,0.97309417,Tibetan sheep,Gain
T1900044799_TS20190265_bin.89,0.650224215,Tibetan sheep,Gain
T1900044889_TS20190355_bin.272,0.623318386,Tibetan sheep,Gain
TP20200815-DZC47_DT2009055517-1_bin.262,0.724215247,Tibetan sheep,Gain
T1900044743_TS20190209_bin.411,0.843049327,Tibetan sheep,Gain
T1900044638_TS20190104_bin.358,0.966367713,Tibetan sheep,Gain
T1900044545_TS20190011_bin.260,0.706278027,Tibetan sheep,Gain
T1900044702_TS20190168_bin.244,0.905829596,Tibetan sheep,Gain
T1900044622_TS20190088_bin.42,0.51793722,Tibetan sheep,Gain
T1900044607_TS20190073_bin.287,0.876681614,Tibetan sheep,Gain
TP20200815-DZC73_DT2009055543-1_bin.93,0.632286996,Tibetan sheep,Gain
T1900044756_TS20190222_bin.31,0.670403587,Tibetan sheep,Gain
TP20200815-DZC60_DT2009055530-1_bin.396,0.968609865,Tibetan sheep,Gain
T1900044760_TS20190226_bin.312,0.843049327,Tibetan sheep,Gain
TP20200823-QMN43_DT2009055556-1_bin.21,0.630044843,Tibetan sheep,Gain
T1900044674_TS20190140_bin.302,0.506726457,Tibetan sheep,Gain
T1900044657_TS20190123_bin.311,0.789237668,Tibetan sheep,Gain
TP20200814-DZC103_DT2009055431-1_bin.229,0.780269058,Tibetan sheep,Gain
T1900045627_YK20190321_bin.157,0.83632287,Tibetan sheep,Gain
TP20200814-DZC42_DT2009055370-1_bin.326,0.782511211,Tibetan sheep,Gain
TP20200815-DZC47_DT2009055517-1_bin.96,0.914798206,Tibetan sheep,Gain
T1900044630_TS20190096_bin.197,0.798206278,Tibetan sheep,Gain
TP20200814-DZC1_DT2009055329-1_bin.44,0.764573991,Tibetan sheep,Gain
T1900044574_TS20190040_bin.121,0.726457399,Tibetan sheep,Gain
T1900044595_TS20190061_bin.142,0.721973094,Tibetan sheep,Gain
TP20200814-DZC50_DT2009055378-1_bin.80,0.825112108,Tibetan sheep,Gain
T1900044646_TS20190112_bin.276,0.840807175,Tibetan sheep,Gain
TP20200815-DZC24_DT2009055494-1_bin.372,0.717488789,Tibetan sheep,Gain
T1900044540_TS20190006_bin.323,0.578475336,Tibetan sheep,Gain
T1900044856_TS20190322_bin.119,0.778026906,Tibetan sheep,Gain
TP20200814-DZC83_DT2009055411-1_bin.196,0.926008969,Tibetan sheep,Gain
T1900044795_TS20190261_bin.173,0.598654709,Tibetan sheep,Gain
TP20200815-DZC67_DT2009055537-1_bin.68,0.804932735,Tibetan sheep,Gain
T1900044844_TS20190310_bin.17,0.513452915,Tibetan sheep,Gain
TP20200814-DZC86_DT2009055414-1_bin.369,0.829596413,Tibetan sheep,Gain
T1900044630_TS20190096_bin.162,0.724215247,Tibetan sheep,Gain
T2001009364_TS20190218_bin.109,0.679372197,Tibetan sheep,Gain
TP20200815-DZC66_DT2009055536-1_bin.197,0.80941704,Tibetan sheep,Gain
TP20200815-DZC71_DT2009055541-1_bin.52,0.5,Tibetan sheep,Gain
T1900044623_TS20190089_bin.278,0.937219731,Tibetan sheep,Gain
T1900044930_TS20190396_bin.110,0.64573991,Tibetan sheep,Gain
T1900044567_TS20190033_bin.244,0.795964126,Tibetan sheep,Gain
T2001009368_TS-100_bin.447,0.908071749,Tibetan sheep,Gain
T1900044552_TS20190018_bin.314,0.50896861,Tibetan sheep,Gain
T1900044636_TS20190102_bin.178,0.939461883,Tibetan sheep,Gain
TP20200814-DZC24_DT2009055352-1_bin.323,0.804932735,Tibetan sheep,Gain
TP20200814-DZC25_DT2009055353-1_bin.22,0.840807175,Tibetan sheep,Gain
T1900044756_TS20190222_bin.233,0.571748879,Tibetan sheep,Gain
TP20200825-WDL51_DT2009055604-1_bin.8,0.704035874,Tibetan sheep,Gain
T1900044782_TS20190248_bin.197,0.68161435,Tibetan sheep,Gain
TP20200814-DZC34_DT2009055362-1_bin.225,0.742152466,Tibetan sheep,Gain
TP20200814-DZC100_DT2009055428-1_bin.105,0.952914798,Tibetan sheep,Gain
TP20200814-DZC4_DT2009055332-1_bin.13,0.952914798,Tibetan sheep,Gain
TP20200814-DZC64_DT2009055392-1_bin.61,0.789237668,Tibetan sheep,Gain
T1900044854_TS20190320_bin.54,0.634529148,Tibetan sheep,Gain
TP20200815-DZC70_DT2009055540-1_bin.257,0.639013453,Tibetan sheep,Gain
TP20200815-DZC8_DT2009055478-1_bin.397,0.616591928,Tibetan sheep,Gain
T1900044751_TS20190417_bin.128,0.5,Tibetan sheep,Gain
