Sample_ID,PCoA1,PCoA2,Host
T1900045148_TC20190142,0.19813045258313053,-0.1409530820950819,Tibetan_Cattle
T1900045149_TC20190143,0.17286949756351933,-0.06732384252506736,Tibetan_Cattle
T1900045150_TC20190144,0.13192211032176637,-0.08007016455886987,Tibetan_Cattle
T1900045151_TC20190145,0.24177278777443056,-0.15644470733921062,Tibetan_Cattle
T1900045153_TC20190147,0.17804722947179596,-0.12484111576716635,Tibetan_Cattle
T1900045154_TC20190148,0.2245455401377671,-0.12028014459547433,Tibetan_Cattle
T1900045155_TC20190149,0.16621709960840125,-0.1632386654588964,Tibetan_Cattle
T1900045156_TC20190150,0.1709879711345749,-0.06283671460875563,Tibetan_Cattle
T1900045157_TC20190151,0.15239539556770432,-0.07777901191189655,Tibetan_Cattle
T1900045158_TC20190152,0.17540076376810304,-0.0707940873813755,Tibetan_Cattle
T1900045159_TC20190153,0.13487327120992262,-0.05642852245125816,Tibetan_Cattle
T1900045160_TC20190154,0.13664551559907084,-0.08547335873421273,Tibetan_Cattle
T1900045161_TC20190155,0.09578935323407271,-0.1122038400390799,Tibetan_Cattle
T1900045162_TC20190156,0.15119021554331247,-0.05867025248483916,Tibetan_Cattle
T1900045163_TC20190157,0.15705145230800327,-0.07108864003391199,Tibetan_Cattle
T1900045164_TC20190158,0.16408979815050076,-0.06327799979398667,Tibetan_Cattle
T1900045165_TC20190159,0.11740933919406019,-0.026389997807620882,Tibetan_Cattle
T1900045166_TC20190160,0.0033997796237606407,-0.07276563274633702,Tibetan_Cattle
T1900045167_TC20190161,0.19770645977389703,-0.1021313496774931,Tibetan_Cattle
T1900045168_TC20190162,0.14750482083840197,-0.10981397077226336,Tibetan_Cattle
T1900045170_TC20190164,0.16275988002863523,-0.10548261732311746,Tibetan_Cattle
T1900045171_TC20190165,0.18796145234957398,-0.09129735468057172,Tibetan_Cattle
T1900045172_TC20190168,0.07065470639995527,0.00774887800953714,Tibetan_Cattle
T1900045173_TC20190169,0.13641897963691557,0.010376750255187911,Tibetan_Cattle
T1900045174_TC20190170,0.15703634198599375,0.0035344725037463635,Tibetan_Cattle
T1900045175_TC20190171,0.15808816593030386,-0.006639218497983895,Tibetan_Cattle
T1900045176_TC20190172,0.1200597403311852,0.01108860317247546,Tibetan_Cattle
T1900045178_TC20190174,0.13128234169174327,0.013744543610991637,Tibetan_Cattle
T1900045179_TC20190175,0.08347070538337276,0.023191870327967726,Tibetan_Cattle
T1900045180_TC20190176,0.01853987870476385,-0.002751666221160849,Tibetan_Cattle
T1900045181_TC20190177,0.10052871628804882,0.024496796226196577,Tibetan_Cattle
T1900045182_TC20190178,0.12350584454743578,-0.013937731193081244,Tibetan_Cattle
T1900045183_TC20190179,0.1409075818363695,0.02581416959555585,Tibetan_Cattle
T1900045184_TC20190180,0.10270205865702815,0.01233595465013472,Tibetan_Cattle
T1900045185_TC20190181,0.12998028294915098,0.026828775107708692,Tibetan_Cattle
T1900045186_TC20190182,-0.019333911000960026,-0.03229310532797261,Tibetan_Cattle
T1900045187_TC20190183,0.13864172145870024,-3.0842750148000716e-4,Tibetan_Cattle
T1900045188_TC20190184,0.018010744738686878,-0.07969099367250478,Tibetan_Cattle
T1900045189_TC20190185,-0.011799931084219183,-0.15316520440990727,Tibetan_Cattle
T1900045190_TC20190186,-0.0742235436064972,-0.14019747796689566,Tibetan_Cattle
T1900045192_TC20190188,-0.11041330742245876,-0.1930486310146567,Tibetan_Cattle
T1900045193_TC20190189,2.861279456806913e-4,-0.09287715041030578,Tibetan_Cattle
T1900045194_TC20190190,0.12257979118446771,-0.01641867725806893,Tibetan_Cattle
T1900045195_TC20190191,-0.11440673829144991,-0.1660779732645299,Tibetan_Cattle
T1900045198_TC20190194,-0.18753119705659704,-0.21914342652299101,Tibetan_Cattle
T1900045199_TC20190195,-0.0922533644006012,-0.15826024596401755,Tibetan_Cattle
T1900045200_TC20190196,-0.05915543364764925,-0.13390065306560794,Tibetan_Cattle
T1900045201_TC20190197,-0.04403023945780797,-0.1324198440150211,Tibetan_Cattle
T1900045202_TC20190198,0.0952239466928268,-0.026421297933833694,Tibetan_Cattle
T1900045203_TC20190199,-0.036224117240481475,-0.10623442611313903,Tibetan_Cattle
T1900045204_TC20190200,-0.031466567460989775,-0.0824095102652176,Tibetan_Cattle
T1900045206_TC20190202,0.07568142029301353,-0.09247607317510859,Tibetan_Cattle
T1900045208_TC20190204,-0.08129900759788077,-0.13803652476890724,Tibetan_Cattle
T1900045209_TC20190205,-0.03424215578777712,-0.12948850437986012,Tibetan_Cattle
T1900045211_TC20190207,0.05446231895716464,-0.08142834553510035,Tibetan_Cattle
T1900045213_TC20190209,0.12359303986030533,-0.04396032921251387,Tibetan_Cattle
T1900045214_TC20190210,0.16772168170367513,-0.04164671988297241,Tibetan_Cattle
T1900045215_TC20190211,-0.058456386827355315,-0.08489764051483013,Tibetan_Cattle
T1900045216_TC20190212,0.006794677908728853,-0.05418086343024063,Tibetan_Cattle
T1900045217_TC20190213,-0.09829850090444438,-0.15794171853531888,Tibetan_Cattle
T1900045218_TC20190214,-0.08764599601166292,-0.1603258898253654,Tibetan_Cattle
T1900045219_TC20190215,0.007472396720369386,-0.052415989753774955,Tibetan_Cattle
T1900045220_TC20190216,0.07298068460572496,-0.06624583992095752,Tibetan_Cattle
T1900045223_TC20190219,0.11612802840807938,-0.03226032779113609,Tibetan_Cattle
T1900045224_TC20190220,0.15573523975686934,-0.03876084700530312,Tibetan_Cattle
T1900045225_TC20190221,-0.049790209791798816,-0.11315995386395847,Tibetan_Cattle
T1900045226_TC20190222,0.09807573722380601,-0.0805546054608238,Tibetan_Cattle
T1900045227_TC20190223,-0.06146878221251853,-0.1528145641040158,Tibetan_Cattle
T1900045229_TC20190225,-0.008820511308938916,-0.09928807379225174,Tibetan_Cattle
T1900045773_TC20190227,0.1533331257245127,-0.0565445562551642,Tibetan_Cattle
T1900045774_TC20190228,0.06067720481241795,-0.013982290269033032,Tibetan_Cattle
T1900045775_TC20190229,0.15100451871162066,-0.06117189558403139,Tibetan_Cattle
T1900045776_TC20190230,0.1483554367036197,-0.06568713509788891,Tibetan_Cattle
T1900045312_YK20190001,-0.11857875560955712,0.16189207662174443,Tibetan_Yak
T1900045313_YK20190002,-0.058852467575527936,0.20939830271851484,Tibetan_Yak
T1900045314_YK20190003,-0.1635691813883037,0.09843683568874129,Tibetan_Yak
T1900045315_YK20190004,-0.11968550437620783,0.14712653880829904,Tibetan_Yak
T1900045316_YK20190005,-0.05293958210905315,0.21147996639183098,Tibetan_Yak
T1900045317_YK20190006,-0.1622459649880929,0.05754276992577843,Tibetan_Yak
T1900045318_YK20190007,-0.12571100364772833,0.17213143804546865,Tibetan_Yak
T1900045319_YK20190008,-0.17218572188592757,0.12908065582260156,Tibetan_Yak
T1900045320_YK20190009,-0.09342676328354813,0.1907046232975484,Tibetan_Yak
T1900045321_YK20190010,-0.051469644418708806,0.21043493379026942,Tibetan_Yak
T1900045322_YK20190011,-0.0673532295325921,0.20385560384586554,Tibetan_Yak
T1900045323_YK20190012,-0.16147508709498676,0.05945070479014357,Tibetan_Yak
T1900045324_YK20190013,-0.18376446983142136,0.08163109174847377,Tibetan_Yak
T1900045325_YK20190014,-0.13273304118377177,0.1681385724440063,Tibetan_Yak
T1900045326_YK20190015,-0.12382913948614889,0.17452872272011644,Tibetan_Yak
T1900045327_YK20190016,-0.058625773814160315,0.20729441386175304,Tibetan_Yak
T1900045328_YK20190017,-0.08609206217919654,0.20133135375353245,Tibetan_Yak
T1900045329_YK20190018,-0.14378981002426616,0.15923597797671307,Tibetan_Yak
T1900045330_YK20190019,-0.12689665593962138,0.1456183161140671,Tibetan_Yak
T1900045331_YK20190020,-0.1129392219338855,0.1457453617244412,Tibetan_Yak
T1900045332_YK20190021,-0.07408077651369342,0.21126162708310994,Tibetan_Yak
T1900045333_YK20190022,-0.07607719464534056,0.18926451725576043,Tibetan_Yak
T1900045334_YK20190023,-0.06970746930305007,0.20453533476683455,Tibetan_Yak
T1900045335_YK20190024,-0.13512357927889032,0.1711808272655376,Tibetan_Yak
T1900045336_YK20190025,-0.11813909760827138,0.17869887532562856,Tibetan_Yak
T1900045337_YK20190026,-0.17623316312187048,0.12409384064874442,Tibetan_Yak
T1900045338_YK20190027,-0.11679301918247188,0.1575626405710752,Tibetan_Yak
T1900045339_YK20190028,-0.13027480872944122,0.19226353717507821,Tibetan_Yak
T1900045340_YK20190030,-0.10750450713148108,0.18109868356643957,Tibetan_Yak
T1900045341_YK20190031,-0.08068431428486879,0.1782147964155555,Tibetan_Yak
T1900045342_YK20190032,-0.12530619327444506,0.14480149038941106,Tibetan_Yak
T1900045343_YK20190033,-0.1015543679276445,0.18709567190112608,Tibetan_Yak
T1900045344_YK20190034,-0.11395205183749574,0.17936258303847893,Tibetan_Yak
T1900045345_YK20190035,-0.12077552344160902,0.17114762128737865,Tibetan_Yak
T1900045346_YK20190036,-0.09698311771981687,0.18025716549352894,Tibetan_Yak
T1900045347_YK20190037,-0.11087614602831822,0.17701461760474535,Tibetan_Yak
T1900045348_YK20190038,-0.07950037593593914,0.2032747894405913,Tibetan_Yak
T1900045349_YK20190039,-0.09332260582327524,0.17417827887084741,Tibetan_Yak
T1900045350_YK20190040,-0.1376918398662108,0.1464474115598769,Tibetan_Yak
T1900045351_YK20190041,-0.06432878542410482,0.20214729598269982,Tibetan_Yak
T1900045352_YK20190042,-0.13825959281561864,0.18391553447434558,Tibetan_Yak
T1900045353_YK20190043,-0.10844393942446838,0.1793200991831341,Tibetan_Yak
T1900045354_YK20190044,-0.1462088627250595,0.15795888088925084,Tibetan_Yak
T1900045355_YK20190045,-0.04101761566954892,0.2132425956911429,Tibetan_Yak
T1900045356_YK20190046,-0.1206885339522017,0.17023010681231537,Tibetan_Yak
T1900045357_YK20190047,-0.05928431018956,0.2056609096645643,Tibetan_Yak
T1900045358_YK20190048,-0.047736141463212756,0.20680437159659906,Tibetan_Yak
T1900045359_YK20190049,-0.13046999181585875,0.13330554771096137,Tibetan_Yak
T1900045360_YK20190050,-0.054394980721326903,0.2049219113109223,Tibetan_Yak
T1900045361_YK20190051,0.04783528603279447,0.014726582320052417,Tibetan_Yak
T1900045362_YK20190052,-0.2543456849653022,-0.03997090505601901,Tibetan_Yak
T1900045363_YK20190053,-0.294664921955023,-0.20846938146458524,Tibetan_Yak
T1900045364_YK20190054,-0.2785563974410748,-0.09040209333919864,Tibetan_Yak
T1900045365_YK20190055,-0.34655823653801693,-0.18965980304686672,Tibetan_Yak
T1900045366_YK20190056,-0.19493365074899363,-0.16932022267712676,Tibetan_Yak
T1900045367_YK20190057,-0.11664693248298422,-0.06953527102048881,Tibetan_Yak
T1900045368_YK20190058,-0.33243951005842853,-0.18186125841364154,Tibetan_Yak
T1900045369_YK20190059,-0.2683061605197824,-0.06548047278831305,Tibetan_Yak
T1900045371_YK20190061,-0.33233633137321905,-0.15058069605664443,Tibetan_Yak
T1900045373_YK20190063,-0.3333746356327388,-0.1303863748210219,Tibetan_Yak
T1900045375_YK20190065,-0.14957734843375164,-0.07939810999191847,Tibetan_Yak
T1900045376_YK20190066,-0.11101496923130619,-0.07825972468645444,Tibetan_Yak
T1900045378_YK20190068,-0.21266178467950428,-0.06932847367608852,Tibetan_Yak
T1900045380_YK20190070,-0.21037404203637045,-0.07454885244378716,Tibetan_Yak
T1900045381_YK20190071,-0.31854336197280064,-0.15046193838261904,Tibetan_Yak
T1900045382_YK20190072,-0.31321832212302625,-0.14802866483898974,Tibetan_Yak
T1900045384_YK20190074,-0.26984726346169324,-0.11396336776213946,Tibetan_Yak
T1900045385_YK20190075,-0.1783536272117627,-0.04713604068073255,Tibetan_Yak
T1900045386_YK20190076,-0.1515570013456642,-0.08716816919547282,Tibetan_Yak
T1900045388_YK20190078,-0.28425551512872943,-0.13297181952449477,Tibetan_Yak
T1900045389_YK20190079,-0.316556320423327,-0.1924311782747209,Tibetan_Yak
T1900045390_YK20190080,-0.249084037966902,-0.13815484791587682,Tibetan_Yak
T1900045391_YK20190081,-0.26900443128506246,-0.125986684898106,Tibetan_Yak
T1900045392_YK20190082,-0.09921461070403145,-0.027085219030927192,Tibetan_Yak
T1900045393_YK20190083,-0.26350890997222587,-0.12429604236778473,Tibetan_Yak
T1900045394_YK20190084,-0.18503292372291763,-0.09277580373120362,Tibetan_Yak
T1900045395_YK20190085,-0.2601284746330792,-0.0744694725240713,Tibetan_Yak
T1900045396_YK20190086,-0.29600013554742516,-0.16310854433342342,Tibetan_Yak
T1900045397_YK20190087,-0.09947180673688005,-0.05800729151999809,Tibetan_Yak
T1900045398_YK20190088,-0.21266074213541625,-0.15445888602994937,Tibetan_Yak
T1900045399_YK20190089,-0.2069491222592783,-0.06259564448105592,Tibetan_Yak
T1900045400_YK20190090,-0.2957966311463258,-0.16752132396123853,Tibetan_Yak
T1900045403_YK20190093,-0.26084234935667294,-0.1367731619168193,Tibetan_Yak
T1900045404_YK20190094,-0.15181864956518612,-0.017606666907015126,Tibetan_Yak
T1900045406_YK20190096,-0.15675422698245514,-0.06253359351406415,Tibetan_Yak
T1900045407_YK20190097,-0.03688201917366126,0.11173754130209702,Tibetan_Yak
T1900045408_YK20190098,-0.04159726503316631,0.09496848885900593,Tibetan_Yak
T1900045409_YK20190099,-0.059820545432287445,0.08264267087358333,Tibetan_Yak
T1900045410_YK20190100,-0.002510153853086651,0.11615253087913059,Tibetan_Yak
T1900045411_YK20190101,-0.037147789684056555,0.11637107208599864,Tibetan_Yak
T1900045412_YK20190102,0.0332119890501855,0.08078123675756964,Tibetan_Yak
T1900045413_YK20190103,0.04651076541133942,0.09210205132150981,Tibetan_Yak
T1900045414_YK20190104,-0.024388431083365587,0.09698241594170662,Tibetan_Yak
T1900045415_YK20190105,0.03208791001915322,0.08983248470657511,Tibetan_Yak
T1900045416_YK20190106,0.013112631748271207,0.08544460284514559,Tibetan_Yak
T1900045417_YK20190107,-0.01508380245624859,0.09188024120896317,Tibetan_Yak
T1900045418_YK20190108,0.03542182036925684,0.09441965456072766,Tibetan_Yak
T1900045419_YK20190109,-0.029474375690630137,0.12449028641087846,Tibetan_Yak
T1900045420_YK20190110,0.054949406128418324,0.11122035846121953,Tibetan_Yak
T1900045421_YK20190111,-0.007131432733383944,0.10132243725813511,Tibetan_Yak
T1900045422_YK20190112,0.025389241900752906,0.0762691177367817,Tibetan_Yak
T1900045423_YK20190113,0.005334804318267691,0.11401332774271052,Tibetan_Yak
T1900045424_YK20190115,0.007299197517454491,0.08223893736677541,Tibetan_Yak
T1900045425_YK20190116,-8.121373480317843e-4,0.13581602501927034,Tibetan_Yak
T1900045426_YK20190117,-0.07986258038123185,0.1048319480325113,Tibetan_Yak
T1900045427_YK20190118,0.033623483867809806,0.11288566800343999,Tibetan_Yak
T1900045428_YK20190119,-0.004242477651103119,0.10858539750783809,Tibetan_Yak
T1900045429_YK20190120,-0.005036241200664452,0.08339286124181888,Tibetan_Yak
T1900045430_YK20190121,0.08757737307792943,0.06666037305138102,Tibetan_Yak
T1900045432_YK20190123,0.04242307461978774,0.09843415942497592,Tibetan_Yak
T1900045433_YK20190124,0.03877590000883931,0.09608338473302379,Tibetan_Yak
T1900045435_YK20190126,-0.013796207592491169,0.11759645818559242,Tibetan_Yak
T1900045436_YK20190127,0.008744292118911047,0.11162048208274776,Tibetan_Yak
T1900045441_YK20190132,0.024893165766288295,0.08896273995830617,Tibetan_Yak
T1900045442_YK20190133,0.003922682731158754,0.05942962344965612,Tibetan_Yak
T1900045443_YK20190134,0.08914868442075712,0.061583497024190165,Tibetan_Yak
T1900045445_YK20190136,-0.07415076935336166,0.07107496406498545,Tibetan_Yak
T1900045446_YK20190137,-0.10311740447912325,0.07711126274657261,Tibetan_Yak
T1900045447_YK20190138,-0.09366183138996155,-0.15409151504794905,Tibetan_Yak
T1900045448_YK20190139,-0.031524818135247136,-0.09594645358612612,Tibetan_Yak
T1900045449_YK20190140,0.0015411715433662455,-0.12429963967435037,Tibetan_Yak
T1900045450_YK20190141,-0.05210058065544159,-0.11882591745770803,Tibetan_Yak
T1900045451_YK20190142,-0.06132815620686118,-0.11600731825632746,Tibetan_Yak
T1900045452_YK20190143,-0.14331611055648882,-0.2019993785970902,Tibetan_Yak
T1900045453_YK20190144,-0.15286813677330907,-0.2255807201653383,Tibetan_Yak
T1900045454_YK20190145,-0.03245415931130633,-0.09058149851372367,Tibetan_Yak
T1900045455_YK20190146,0.020712715124133103,-0.0743520628299486,Tibetan_Yak
T1900045456_YK20190147,-0.10959296757227738,-0.1551518277798407,Tibetan_Yak
T1900045457_YK20190148,-0.028269798889433807,-0.09889779330200552,Tibetan_Yak
T1900045458_YK20190149,-0.1321760825068899,-0.21332331860907056,Tibetan_Yak
T1900045459_YK20190150,0.00605138263379042,-0.09624357211762519,Tibetan_Yak
T1900045460_YK20190151,0.02542194614397993,-0.07696132735663186,Tibetan_Yak
T1900045461_YK20190152,-0.0041407519356964715,-0.07587784158842098,Tibetan_Yak
T1900045462_YK20190153,0.02753981773271081,-0.07278673007662281,Tibetan_Yak
T1900045463_YK20190154,0.0687963982695583,0.12273136672081547,Tibetan_Yak
T1900045464_YK20190155,0.029261516852530756,0.12093916406077002,Tibetan_Yak
