Sample_ID,PCoA1,PCoA2,Host
T1900044948_TA20190001,-0.26705721085676704,-0.19552396532036764,Tibetan_Ass
T1900044949_TA20190002,-0.24191800616030074,-0.13465951781282062,Tibetan_Ass
T1900044950_TA20190003,-0.23386831024358842,-0.12739406290327057,Tibetan_Ass
T1900044951_TA20190004,-0.13702926504599514,-0.2707256416244067,Tibetan_Ass
T1900044952_TA20190005,-0.22562350588909336,-0.22340764616557818,Tibetan_Ass
T1900044953_TA20190006,-0.23306108908695114,-0.1394104305299378,Tibetan_Ass
T1900044954_TA20190008,-0.2382312081007594,-0.2379810843926609,Tibetan_Ass
T1900044955_TA20190009,-0.21678212430529725,-0.21206553073745976,Tibetan_Ass
T1900044956_TA20190011,-0.22880605571791945,-0.24243621358017525,Tibetan_Ass
T1900044957_TA20190013,-0.22116712212182058,-0.22459316250749298,Tibetan_Ass
T1900044958_TA20190014,-0.18107826986661757,-0.20687019498320985,Tibetan_Ass
T1900044959_TA20190016,-0.24133350001788006,-0.09758949172103043,Tibetan_Ass
T1900044960_TA20190018,-0.2408317956416175,-0.0837570609165875,Tibetan_Ass
T1900044961_TA20190021,-0.2672386274122805,-0.18326160653057816,Tibetan_Ass
T1900044962_TA20190024,-0.11267335061220383,-0.24129248473499645,Tibetan_Ass
T1900044965_TA20190027,-0.0849693458808699,-0.10173472975556952,Tibetan_Ass
T1900044966_TA20190028,-0.12031694025073687,-0.20314749067097723,Tibetan_Ass
T1900044967_TA20190029,-0.07829514763512435,-0.1707224376265558,Tibetan_Ass
T1900044968_TA20190030,-0.10665907897598849,-0.10581696690480631,Tibetan_Ass
T1900044969_TA20190031,-0.15539143762530502,-0.20026917765062782,Tibetan_Ass
T1900044977_TA20190039,-0.08779445136590476,-0.19613363138095496,Tibetan_Ass
T1900044978_TA20190040,-0.14157589975338186,-0.1252440461220667,Tibetan_Ass
T1900044979_TA20190041,-0.12421803486254598,-0.19501459347971034,Tibetan_Ass
T1900044980_TA20190042,-0.1547173857085277,-0.07517457619143719,Tibetan_Ass
T1900044981_TA20190043,-0.12717131616539412,-0.08436285378011409,Tibetan_Ass
T1900044985_TA20190047,-0.22850352207117947,0.05244091357944594,Tibetan_Ass
T1900044986_TA20190048,-0.34443443708669397,0.15477210447174705,Tibetan_Ass
T1900044987_TA20190049,-0.3591535368224394,0.18467236001029905,Tibetan_Ass
T1900044988_TA20190050,-0.36273313153279724,0.20756117133132795,Tibetan_Ass
T1900044989_TA20190051,-0.351281572358152,0.15484923037415912,Tibetan_Ass
T1900044990_TA20190052,-0.35504907134798563,0.21290386462948785,Tibetan_Ass
T1900044991_TA20190053,-0.34107004639597527,0.16384994968981834,Tibetan_Ass
T1900044992_TA20190054,-0.35777053075604687,0.22322820653131803,Tibetan_Ass
T1900044993_TA20190055,-0.35408747870623236,0.21730643631162103,Tibetan_Ass
T1900044994_TA20190056,-0.3525119195426932,0.21232811811478589,Tibetan_Ass
T1900044995_TA20190057,-0.3430353381505756,0.1477425521298886,Tibetan_Ass
T1900044996_TA20190058,-0.23432518813161643,0.056618272036834894,Tibetan_Ass
T1900044997_TA20190059,-0.3566289540451546,0.2065480025750313,Tibetan_Ass
T1900044998_TA20190060,-0.34351499414589576,0.14066037718350866,Tibetan_Ass
T1900044999_TA20190061,-0.22326404791106988,0.053482101117981795,Tibetan_Ass
T1900045000_TA20190062,-0.3616563446436519,0.21124203899696226,Tibetan_Ass
T1900045001_TA20190063,-0.3479141833070788,0.14620156360748252,Tibetan_Ass
T1900045002_TA20190064,-0.22957904940227225,0.053096842021931545,Tibetan_Ass
T1900045003_TA20190065,-0.3416157265834823,0.15956650434056266,Tibetan_Ass
T1900045004_TA20190066,-0.3447338045900034,0.15940001544250618,Tibetan_Ass
T1900045005_TA20190067,-0.3390392372091825,0.15267405419025812,Tibetan_Ass
T1900045006_TA20190068,-0.36288259454516125,0.20359629655597808,Tibetan_Ass
T1900045007_TA20190069,-0.35920245467413986,0.21473426535575968,Tibetan_Ass
T1900045231_TH20190001,-0.07592418407447768,-0.18829514782794105,Tibetan_Horse
T1900045232_TH20190002,0.1728888878508434,-0.07008324429545215,Tibetan_Horse
T1900045235_TH20190005,0.08573750468774183,-0.12181436391591043,Tibetan_Horse
T1900045236_TH20190006,0.10312127739381359,-0.11948474387528013,Tibetan_Horse
T1900045237_TH20190007,0.10294138793135729,-0.11140733416068334,Tibetan_Horse
T1900045238_TH20190008,-0.0670735528904689,-0.19786205291327882,Tibetan_Horse
T1900045239_TH20190009,0.1307299845002464,-0.1314399860992097,Tibetan_Horse
T1900045240_TH20190010,0.10043349662688465,-0.07470281623021792,Tibetan_Horse
T1900045241_TH20190011,0.11365277927643114,-0.04381641443126955,Tibetan_Horse
T1900045242_TH20190012,0.09529586750910496,-0.13227372196930387,Tibetan_Horse
T1900045243_TH20190013,0.09316759612387723,-0.1596602723416545,Tibetan_Horse
T1900045244_TH20190014,0.06545522626064224,-0.2577036721260664,Tibetan_Horse
T1900045245_TH20190015,0.14203232803558064,-0.15100614033590493,Tibetan_Horse
T1900045246_TH20190016,0.10728377696465617,-0.11659197317223609,Tibetan_Horse
T1900045247_TH20190017,0.08413637610139517,-0.06272656693193938,Tibetan_Horse
T1900045248_TH20190018,0.07084405222994683,-0.17417664437245023,Tibetan_Horse
T1900045249_TH20190019,0.05083681013867249,-0.093015580999371,Tibetan_Horse
T1900045250_TH20190020,0.1074863763815301,-0.18681183605327795,Tibetan_Horse
T1900045252_TH20190022,0.2234887220889706,0.21603874290132805,Tibetan_Horse
T1900045253_TH20190023,0.1880262774554089,0.1271986251467297,Tibetan_Horse
T1900045254_TH20190024,0.22092303472459085,0.21348936419188122,Tibetan_Horse
T1900045255_TH20190025,0.20303776780677943,0.2214359078758764,Tibetan_Horse
T1900045256_TH20190026,0.19879159051730325,0.09010845807527645,Tibetan_Horse
T1900045257_TH20190027,0.1699979104738697,-0.01754919765225952,Tibetan_Horse
T1900045258_TH20190028,0.1950886264302264,0.15673949521216962,Tibetan_Horse
T1900045259_TH20190029,0.19574191060707277,0.23841181754064317,Tibetan_Horse
T1900045260_TH20190030,0.1988418039958745,0.22698387843403994,Tibetan_Horse
T1900045261_TH20190031,0.1955762640401537,0.24161579750337425,Tibetan_Horse
T1900045262_TH20190032,0.14196345946137479,-0.05707188498680352,Tibetan_Horse
T1900045263_TH20190033,0.12028923925374227,-0.07400107622811575,Tibetan_Horse
T1900045264_TH20190034,0.20107923591998111,0.2260504694062573,Tibetan_Horse
T1900045265_TH20190035,0.19922445676817255,0.16853035856351906,Tibetan_Horse
T1900045266_TH20190036,0.23853851563844697,0.17012781953097472,Tibetan_Horse
T1900045267_TH20190037,0.1449729995712888,-0.06904516011083137,Tibetan_Horse
T1900045268_TH20190038,0.1846455580808212,-0.016082336499638382,Tibetan_Horse
T1900045269_TH20190039,0.1830200406229852,0.15521892502412177,Tibetan_Horse
T1900045270_TH20190040,0.20109327832353735,0.15940213946492005,Tibetan_Horse
T1900045271_TH20190041,0.2013745721552282,0.1500577679142208,Tibetan_Horse
T1900045272_TH20190042,0.2133939044487014,0.01058358186020615,Tibetan_Horse
T1900045273_TH20190043,0.21128423807947044,0.23441473570541854,Tibetan_Horse
T1900045274_TH20190044,0.1915629081441904,0.23139198975061448,Tibetan_Horse
T1900045275_TH20190045,0.17385478021781628,0.11542879308803768,Tibetan_Horse
T1900045276_TH20190046,0.2242056903111608,0.188240913799925,Tibetan_Horse
T1900045277_TH20190047,0.2091463327443133,0.19568956737216325,Tibetan_Horse
T1900045278_TH20190048,0.1708873785732796,-0.049353772220805114,Tibetan_Horse
T1900045279_TH20190049,0.21452032423926715,0.22920947770139416,Tibetan_Horse
T1900045280_TH20190050,0.19915958546503457,0.11858473244039355,Tibetan_Horse
T1900045281_TH20190051,0.2068613759784455,0.20032662472378432,Tibetan_Horse
T1900045282_TH20190052,0.20071199404089396,-0.052194449391144315,Tibetan_Horse
T1900045283_TH20190053,0.21212421854694205,-0.05455480234304725,Tibetan_Horse
T1900045284_TH20190054,0.18517848833374903,-0.042688562702427824,Tibetan_Horse
T1900045285_TH20190055,0.14226372716481742,-0.1604990575585109,Tibetan_Horse
T1900045286_TH20190056,0.15881427301193038,-0.077728571734285,Tibetan_Horse
T1900045287_TH20190057,0.15815526248976544,-0.15328306255477825,Tibetan_Horse
T1900045288_TH20190058,0.17253163176300418,-0.07625651289579118,Tibetan_Horse
T1900045289_TH20190059,0.1495952558694072,0.010291248467438284,Tibetan_Horse
T1900045290_TH20190060,0.15414353690113888,-0.08431296652708782,Tibetan_Horse
T1900045291_TH20190061,0.159104311775141,-0.09600425168758087,Tibetan_Horse
T1900045292_TH20190062,0.1495160200793543,-0.05374453705297242,Tibetan_Horse
T1900045293_TH20190063,0.06749355574150376,0.1144984836938476,Tibetan_Horse
T1900045294_TH20190064,0.2030789417345263,0.06856250122647456,Tibetan_Horse
T1900045295_TH20190065,0.08668812280604574,-0.10513950918577247,Tibetan_Horse
T1900045296_TH20190066,0.2105087548418999,0.029188744482161126,Tibetan_Horse
T1900045297_TH20190067,0.13717990697851293,-0.15017881341595724,Tibetan_Horse
T1900045298_TH20190068,0.08326785323221678,0.13198804768994984,Tibetan_Horse
T1900045299_TH20190069,0.08882518783459714,-0.13423319559383523,Tibetan_Horse
T1900045300_TH20190070,0.1246793601949386,0.052636598358449596,Tibetan_Horse
T1900045301_TH20190071,0.1628266134220101,0.02266095354308607,Tibetan_Horse
T1900045302_TH20190072,0.12816652149561525,0.05080418831837492,Tibetan_Horse
T1900045303_TH20190073,0.11403127106493151,-0.057390456528606124,Tibetan_Horse
T1900045304_TH20190074,0.13743642524800118,-0.010826487942770245,Tibetan_Horse
T1900045305_TH20190075,0.17684725306424512,0.10083157457963196,Tibetan_Horse
T1900045306_TH20190076,0.19872638178764396,-0.054515090652187646,Tibetan_Horse
T1900045307_TH20190077,0.1633169300707523,0.030322732707634432,Tibetan_Horse
T1900045308_TH20190078,0.09388505742663726,-0.030142273040592967,Tibetan_Horse
T1900045309_TH20190079,0.16702876658378504,-0.03194986306289449,Tibetan_Horse
T1900045310_TH20190080,0.16081406553692168,-0.19525842408082447,Tibetan_Horse
T1900045311_TH20190081,0.2039145473842474,-0.021668612761006213,Tibetan_Horse
T2001009369_TH82,0.20730363365188945,0.010593741592351122,Tibetan_Horse
