Sample_ID,PCoA1,PCoA2,Host
T1900044535_TS20190001,-0.19649914563417428,0.06017727746703367,Tibetan_Sheep
T1900044536_TS20190002,-0.19372560830630745,0.11638654452640548,Tibetan_Sheep
T1900044537_TS20190003,-0.16199658016022567,0.08604312257811185,Tibetan_Sheep
T1900044538_TS20190004,-0.21120436728090847,0.07383725433656298,Tibetan_Sheep
T1900044539_TS20190005,-0.21522508902489068,0.13065012105901402,Tibetan_Sheep
T1900044540_TS20190006,-0.16318169415270467,0.08258081757552506,Tibetan_Sheep
T1900044541_TS20190007,-0.19825812889606617,0.058635047893748196,Tibetan_Sheep
T1900044542_TS20190008,-0.1595105575576556,0.07692067905409089,Tibetan_Sheep
T1900044543_TS20190009,-0.19610905165534528,0.09909424070055586,Tibetan_Sheep
T1900044544_TS20190010,-0.1993763878634064,0.10212340605651828,Tibetan_Sheep
T1900044545_TS20190011,-0.1846161751554142,0.10783218663184123,Tibetan_Sheep
T1900044546_TS20190012,-0.17726734030157004,0.06279025153900017,Tibetan_Sheep
T1900044547_TS20190013,-0.2112386968790006,0.08113338695434541,Tibetan_Sheep
T1900044548_TS20190014,-0.21525200279831175,0.09997339820943296,Tibetan_Sheep
T1900044549_TS20190015,-0.16621342203944034,0.08077331715252566,Tibetan_Sheep
T1900044550_TS20190016,-0.20240113882230554,0.03973074685614176,Tibetan_Sheep
T1900044551_TS20190017,-0.1925055805334361,0.06819300470104046,Tibetan_Sheep
T1900044552_TS20190018,-0.18668321767447518,0.07501200470837799,Tibetan_Sheep
T1900044553_TS20190019,-0.20065186294455944,0.0683138488987706,Tibetan_Sheep
T1900044554_TS20190020,-0.1988166883467062,0.060616804555233245,Tibetan_Sheep
T1900044555_TS20190021,-0.2041777964944339,0.06064534164820497,Tibetan_Sheep
T1900044556_TS20190022,-0.23190726946605295,0.09113490963612018,Tibetan_Sheep
T1900044557_TS20190023,-0.17361460936612133,0.08514162083414509,Tibetan_Sheep
T1900044558_TS20190024,-0.20274238402205763,0.089987327188844,Tibetan_Sheep
T1900044559_TS20190025,-0.17752798843755466,0.09605403439807823,Tibetan_Sheep
T1900044560_TS20190026,-0.18886863185445218,0.09021461007077618,Tibetan_Sheep
T1900044561_TS20190027,-0.19906093734992203,0.10440612618215324,Tibetan_Sheep
T1900044562_TS20190028,-0.19055911933565536,0.1026376446013974,Tibetan_Sheep
T1900044563_TS20190029,-0.22242453542116383,0.08470824545489052,Tibetan_Sheep
T1900044564_TS20190030,-0.20564846130379624,0.10198205379999982,Tibetan_Sheep
T1900044565_TS20190031,-0.18244344059807566,0.12055953479458462,Tibetan_Sheep
T1900044566_TS20190032,-0.21009406046641405,0.1031818748109562,Tibetan_Sheep
T1900044567_TS20190033,-0.20075772000457826,0.07406629105037411,Tibetan_Sheep
T1900044568_TS20190034,-0.17282942447604413,0.10530682415216405,Tibetan_Sheep
T1900044569_TS20190035,-0.2027670848149749,0.08040855187290395,Tibetan_Sheep
T1900044570_TS20190036,-0.20406335193381828,0.09049831044476676,Tibetan_Sheep
T1900044571_TS20190037,-0.21676142841162038,0.13061429274182895,Tibetan_Sheep
T1900044572_TS20190038,-0.20940393177356664,0.10249207562412184,Tibetan_Sheep
