SGB,Database,Host,Mapping_rate
TP20200825-WDL45_DT2009055600-1,All_SGBs,Tibetan antelope,83.96
TP20200825-WDL19_DT2009055595-1,All_SGBs,Tibetan antelope,79.32
TP20200815-DZC49_DT2009055519-1,All_SGBs,Tibetan antelope,85.34
TP20200824-WDL78_DT2009055587-1,All_SGBs,Tibetan antelope,84
TP20200824-WDL74_DT2009055583-1,All_SGBs,Tibetan antelope,82.78
TP20200824-WDL70_DT2009055579-1,All_SGBs,Tibetan antelope,80.7
TP20200825-WDL78_DT2009055609-1,All_SGBs,Tibetan antelope,84.36
TP20200814-DZC134_DT2009055462-1,All_SGBs,Tibetan antelope,84.54
TP20200824-WDL75_DT2009055584-1,All_SGBs,Tibetan antelope,82.1
TP20200815-DZC68_DT2009055538-1,All_SGBs,Tibetan antelope,87.48
TP20200823-QMN43_DT2009055556-1,All_SGBs,Tibetan antelope,82.56
TP20200814-DZC110_DT2009055438-1,All_SGBs,Tibetan antelope,85.41
TP20200824-WDL12_DT2009055564-1,All_SGBs,Tibetan antelope,75.95
TP20200815-DZC20_DT2009055490-1,All_SGBs,Tibetan antelope,86.32
TP20200824-WDL54_DT2009055572-1,All_SGBs,Tibetan antelope,80.4
TP20200825-WDL68_DT2009055607-1,All_SGBs,Tibetan antelope,83.55
TP20200825-WDL101_DT2009055615-1,All_SGBs,Tibetan antelope,80.97
TP20200825-WDL7_DT2009055593-1,All_SGBs,Tibetan antelope,84.86
TP20200815-DZC71_DT2009055541-1,All_SGBs,Tibetan antelope,84.61
TP20200825-WDL82_DT2009055611-1,All_SGBs,Tibetan antelope,83.86
TP20200815-DZC73_DT2009055543-1,All_SGBs,Tibetan antelope,85.5
TP20200815-DZC57_DT2009055527-1,All_SGBs,Tibetan antelope,85.94
TP20200824-WDL72_DT2009055581-1,All_SGBs,Tibetan antelope,80.06
TP20200824-WDL18_DT2009055565-1,All_SGBs,Tibetan antelope,83.21
TP20200814-DZC117_DT2009055445-1,All_SGBs,Tibetan antelope,85.82
TP20200815-DZC48_DT2009055518-1,All_SGBs,Tibetan antelope,86.88
TP20200824-WDL65_DT2009055576-1,All_SGBs,Tibetan antelope,78.12
TP20200814-DZC109_DT2009055437-1,All_SGBs,Tibetan antelope,86.22
TP20200814-DZC114_DT2009055442-1,All_SGBs,Tibetan antelope,49.42
TP20200824-WDL49_DT2009055571-1,All_SGBs,Tibetan antelope,82.8
TP20200814-DZC142_DT2009055470-1,All_SGBs,Tibetan antelope,83.87
TP20200815-DZC30_DT2009055500-1,All_SGBs,Tibetan antelope,85.9
TP20200824-WDL1_DT2009055561-1,All_SGBs,Tibetan antelope,82.03
TP20200825-WDL31_DT2009055597-1,All_SGBs,Tibetan antelope,81.12
TP20200825-WDL1_DT2009055592-1,All_SGBs,Tibetan antelope,80.53
TP20200825-WDL51_DT2009055604-1,All_SGBs,Tibetan antelope,81.69
TP20200815-DZC50_DT2009055520-1,All_SGBs,Tibetan antelope,88.11
TP20200815-DZC13_DT2009055483-1,All_SGBs,Tibetan antelope,85.89
TP20200815-DZC38_DT2009055508-1,All_SGBs,Tibetan antelope,85.77
TP20200825-WDL50_DT2009055603-1,All_SGBs,Tibetan antelope,78.42
TP20200824-WDL69_DT2009055578-1,All_SGBs,Tibetan antelope,80.73
TP20200815-DZC28_DT2009055498-1,All_SGBs,Tibetan antelope,83.61
TP20200824-WDL28_DT2009055566-1,All_SGBs,Tibetan antelope,82.59
TP20200825-WDL96_DT2009055614-1,All_SGBs,Tibetan antelope,83.38
TP20200815-DZC22_DT2009055492-1,All_SGBs,Tibetan antelope,86.11
TP20200815-DZC17_DT2009055487-1,All_SGBs,Tibetan antelope,84
TP20200825-WDL87_DT2009055612-1,All_SGBs,Tibetan antelope,83.08
TP20200815-DZC70_DT2009055540-1,All_SGBs,Tibetan antelope,85.83
TP20200825-WDL13_DT2009055594-1,All_SGBs,Tibetan antelope,81.62
TP20200815-DZC19_DT2009055489-1,All_SGBs,Tibetan antelope,84.77
TP20200824-WDL34_DT2009055567-1,All_SGBs,Tibetan antelope,72.53
TP20200814-DZC115_DT2009055443-1,All_SGBs,Tibetan antelope,85.81
TP20200825-WDL48_DT2009055601-1,All_SGBs,Tibetan antelope,84.84
TP20200815-DZC15_DT2009055485-1,All_SGBs,Tibetan antelope,85.72
TP20200824-WDL73_DT2009055582-1,All_SGBs,Tibetan antelope,81.81
TP20200825-WDL49_DT2009055602-1,All_SGBs,Tibetan antelope,83.21
TP20200815-DZC9_DT2009055479-1,All_SGBs,Tibetan antelope,83.34
TP20200815-DZC58_DT2009055528-1,All_SGBs,Tibetan antelope,86.27
TP20200824-WDL9_DT2009055563-1,All_SGBs,Tibetan antelope,81.62
TP20200815-DZC66_DT2009055536-1,All_SGBs,Tibetan antelope,85.9
TP20200825-WDL119_DT2009055619-1,All_SGBs,Tibetan antelope,81.51
TP20200823-QMN23_DT2009055554-1,All_SGBs,Tibetan antelope,78.05
TP20200815-DZC36_DT2009055506-1,All_SGBs,Tibetan antelope,85.48
TP20200815-DZC35_DT2009055505-1,All_SGBs,Tibetan antelope,84.16
TP20200815-DZC12_DT2009055482-1,All_SGBs,Tibetan antelope,83.49
TP20200815-DZC5_DT2009055475-1,All_SGBs,Tibetan antelope,83.9
TP20200815-DZC62_DT2009055532-1,All_SGBs,Tibetan antelope,86.31
TP20200824-WDL71_DT2009055580-1,All_SGBs,Tibetan antelope,82.24
TP20200815-DZC45_DT2009055515-1,All_SGBs,Tibetan antelope,87.78
TP20200825-WDL41_DT2009055599-1,All_SGBs,Tibetan antelope,81.18
TP20200814-DZC106_DT2009055434-1,All_SGBs,Tibetan antelope,86.18
TP20200815-DZC43_DT2009055513-1,All_SGBs,Tibetan antelope,84.49
TP20200824-WDL39_DT2009055568-1,All_SGBs,Tibetan antelope,81.25
TP20200824-WDL63_DT2009055575-1,All_SGBs,Tibetan antelope,76.46
TP20200815-DZC44_DT2009055514-1,All_SGBs,Tibetan antelope,86.07
TP20200815-DZC42_DT2009055512-1,All_SGBs,Tibetan antelope,86.7
TP20200815-DZC78_DT2009055548-1,All_SGBs,Tibetan antelope,82.66
TP20200824-WDL67_DT2009055577-1,All_SGBs,Tibetan antelope,82.37
TP20200815-DZC24_DT2009055494-1,All_SGBs,Tibetan antelope,86.57
TP20200815-DZC75_DT2009055545-1,All_SGBs,Tibetan antelope,85.05
TP20200815-DZC33_DT2009055503-1,All_SGBs,Tibetan antelope,86.06
TP20200825-WDL92_DT2009055613-1,All_SGBs,Tibetan antelope,83.4
TP20200823-QMN50_DT2009055557-1,All_SGBs,Tibetan antelope,83.09
TP20200823-QMN30_DT2009055555-1,All_SGBs,Tibetan antelope,78.25
TP20200823-QMN4_DT2009055551-1,All_SGBs,Tibetan antelope,40.89
TP20200815-DZC61_DT2009055531-1,All_SGBs,Tibetan antelope,85.07
TP20200814-DZC10_DT2009055435-1,All_SGBs,Tibetan antelope,84.01
TP20200815-DZC46_DT2009055516-1,All_SGBs,Tibetan antelope,86.39
TP20200825-WDL57_DT2009055605-1,All_SGBs,Tibetan antelope,82.72
TP20200815-DZC77_DT2009055547-1,All_SGBs,Tibetan antelope,86.13
TP20200824-WDL76_DT2009055585-1,All_SGBs,Tibetan antelope,83.25
TP20200815-DZC59_DT2009055529-1,All_SGBs,Tibetan antelope,86.83
TP20200815-DZC51_DT2009055521-1,All_SGBs,Tibetan antelope,85.66
TP20200823-QMN58_DT2009055558-1,All_SGBs,Tibetan antelope,84.16
TP20200815-DZC60_DT2009055530-1,All_SGBs,Tibetan antelope,88.05
TP20200815-DZC67_DT2009055537-1,All_SGBs,Tibetan antelope,87.46
TP20200825-WDL112_DT2009055618-1,All_SGBs,Tibetan antelope,84.12
TP20200815-DZC76_DT2009055546-1,All_SGBs,Tibetan antelope,87.33
TP20200815-DZC31_DT2009055501-1,All_SGBs,Tibetan antelope,86.71
TP20200825-WDL81_DT2009055610-1,All_SGBs,Tibetan antelope,85.86
TP20200825-WDL64_DT2009055606-1,All_SGBs,Tibetan antelope,82.55
TP20200814-DZC132_DT2009055460-1,All_SGBs,Tibetan antelope,84.84
TP20200824-WDL80_DT2009055589-1,All_SGBs,Tibetan antelope,82.07
TP20200823-QMN73_DT2009055560-1,All_SGBs,Tibetan antelope,77.75
TP20200824-WDL77_DT2009055586-1,All_SGBs,Tibetan antelope,82.36
TP20200814-DZC127_DT2009055455-1,All_SGBs,Tibetan antelope,84.08
TP20200824-WDL5_DT2009055562-1,All_SGBs,Tibetan antelope,82.48
TP20200825-WDL25_DT2009055596-1,All_SGBs,Tibetan antelope,81.62
TP20200825-WDL73_DT2009055608-1,All_SGBs,Tibetan antelope,83.02
TP20200825-WDL108_DT2009055617-1,All_SGBs,Tibetan antelope,83.95
TP20200815-DZC11_DT2009055481-1,All_SGBs,Tibetan antelope,86.49
TP20200824-WDL82_DT2009055591-1,All_SGBs,Tibetan antelope,82.88
TP20200825-WDL105_DT2009055616-1,All_SGBs,Tibetan antelope,80.99
TP20200815-DZC26_DT2009055496-1,All_SGBs,Tibetan antelope,85.86
TP20200824-WDL79_DT2009055588-1,All_SGBs,Tibetan antelope,82.96
TP20200823-QMN1_DT2009055550-1,All_SGBs,Tibetan antelope,80.45
TP20200815-DZC41_DT2009055511-1,All_SGBs,Tibetan antelope,84.46
TP20200815-DZC74_DT2009055544-1,All_SGBs,Tibetan antelope,85.77
TP20200815-DZC69_DT2009055539-1,All_SGBs,Tibetan antelope,80.48
TP20200814-DZC121_DT2009055449-1,All_SGBs,Tibetan antelope,85.63
TP20200815-DZC3_DT2009055473-1,All_SGBs,Tibetan antelope,84.89
TP20200815-DZC8_DT2009055478-1,All_SGBs,Tibetan antelope,87.32
TP20200824-WDL41_DT2009055569-1,All_SGBs,Tibetan antelope,80.81
TP20200815-DZC23_DT2009055493-1,All_SGBs,Tibetan antelope,85.18
TP20200825-WDL35_DT2009055598-1,All_SGBs,Tibetan antelope,82.6
TP20200814-DZC105_DT2009055433-1,All_SGBs,Tibetan antelope,82.57
TP20200815-DZC53_DT2009055523-1,All_SGBs,Tibetan antelope,85.45
TP20200824-WDL81_DT2009055590-1,All_SGBs,Tibetan antelope,80.2
TP20200823-QMN67_DT2009055559-1,All_SGBs,Tibetan antelope,79.44
TP20200815-DZC47_DT2009055517-1,All_SGBs,Tibetan antelope,86.72
TP20200812-DBC1_DT2009055224-1,All_SGBs,Tibetan antelope,83.68
TP20200812-DBC2_DT2009055225-1,All_SGBs,Tibetan antelope,84.55
TP20200812-DBC3_DT2009055226-1,All_SGBs,Tibetan antelope,82.67
TP20200812-DBC4_DT2009055227-1,All_SGBs,Tibetan antelope,84.54
TP20200812-DBC5_DT2009055228-1,All_SGBs,Tibetan antelope,84.55
TP20200812-DBC6_DT2009055229-1,All_SGBs,Tibetan antelope,81.09
TP20200812-DBC7_DT2009055230-1,All_SGBs,Tibetan antelope,84.17
TP20200812-DBC8_DT2009055231-1,All_SGBs,Tibetan antelope,83.86
TP20200812-DBC17_DT2009055240-1,All_SGBs,Tibetan antelope,83.8
TP20200812-DBC18_DT2009055241-1,All_SGBs,Tibetan antelope,83.8
TP20200812-DBC19_DT2009055242-1,All_SGBs,Tibetan antelope,81.94
TP20200812-DBC20_DT2009055243-1,All_SGBs,Tibetan antelope,83.55
TP20200812-DBC21_DT2009055244-1,All_SGBs,Tibetan antelope,83.13
TP20200812-DBC22_DT2009055245-1,All_SGBs,Tibetan antelope,81.06
TP20200812-DBC23_DT2009055246-1,All_SGBs,Tibetan antelope,82.06
TP20200812-DBC24_DT2009055247-1,All_SGBs,Tibetan antelope,83.71
TP20200812-DBC25_DT2009055248-1,All_SGBs,Tibetan antelope,84.5
TP20200812-DBC26_DT2009055249-1,All_SGBs,Tibetan antelope,84.1
TP20200812-DBC27_DT2009055250-1,All_SGBs,Tibetan antelope,83.8
TP20200812-DBC28_DT2009055251-1,All_SGBs,Tibetan antelope,82.71
TP20200812-DBC29_DT2009055252-1,All_SGBs,Tibetan antelope,82.81
TP20200812-DBC30_DT2009055253-1,All_SGBs,Tibetan antelope,84.2
TP20200812-DBC31_DT2009055254-1,All_SGBs,Tibetan antelope,83.7
TP20200812-DBC32_DT2009055255-1,All_SGBs,Tibetan antelope,85
TP20200812-DBC33_DT2009055256-1,All_SGBs,Tibetan antelope,83.17
TP20200812-DBC34_DT2009055257-1,All_SGBs,Tibetan antelope,85.53
TP20200812-DBC35_DT2009055258-1,All_SGBs,Tibetan antelope,85.72
TP20200812-DBC36_DT2009055259-1,All_SGBs,Tibetan antelope,83.17
TP20200812-DBC37_DT2009055260-1,All_SGBs,Tibetan antelope,83.65
TP20200812-DBC38_DT2009055261-1,All_SGBs,Tibetan antelope,82.22
TP20200812-DBC39_DT2009055262-1,All_SGBs,Tibetan antelope,83.3
TP20200812-DBC40_DT2009055263-1,All_SGBs,Tibetan antelope,80.74
TP20200812-DBC41_DT2009055264-1,All_SGBs,Tibetan antelope,84.36
TP20200812-DBC42_DT2009055265-1,All_SGBs,Tibetan antelope,84.22
TP20200812-DBC43_DT2009055266-1,All_SGBs,Tibetan antelope,81.36
TP20200812-DBC44_DT2009055267-1,All_SGBs,Tibetan antelope,85.63
TP20200812-DBC45_DT2009055268-1,All_SGBs,Tibetan antelope,82.9
TP20200812-DBC46_DT2009055269-1,All_SGBs,Tibetan antelope,83.01
TP20200812-DBC47_DT2009055270-1,All_SGBs,Tibetan antelope,84.6
TP20200812-DBC48_DT2009055271-1,All_SGBs,Tibetan antelope,85.59
TP20200812-DBC49_DT2009055272-1,All_SGBs,Tibetan antelope,85.33
TP20200812-DBC50_DT2009055273-1,All_SGBs,Tibetan antelope,83.91
TP20200812-DBC51_DT2009055274-1,All_SGBs,Tibetan antelope,80.94
TP20200812-DBC52_DT2009055275-1,All_SGBs,Tibetan antelope,82.76
TP20200812-DBC53_DT2009055276-1,All_SGBs,Tibetan antelope,84.29
TP20200812-DBC55_DT2009055278-1,All_SGBs,Tibetan antelope,85.31
TP20200812-DBC57_DT2009055280-1,All_SGBs,Tibetan antelope,82.07
TP20200812-DBC58_DT2009055281-1,All_SGBs,Tibetan antelope,83.76
TP20200812-DBC59_DT2009055282-1,All_SGBs,Tibetan antelope,84.34
TP20200812-DBC60_DT2009055283-1,All_SGBs,Tibetan antelope,83.24
TP20200812-DBC62_DT2009055285-1,All_SGBs,Tibetan antelope,83.99
TP20200812-DBC63_DT2009055286-1,All_SGBs,Tibetan antelope,83.25
TP20200812-DBC64_DT2009055287-1,All_SGBs,Tibetan antelope,82.2
TP20200812-DBC65_DT2009055288-1,All_SGBs,Tibetan antelope,85.14
TP20200812-DBC66_DT2009055289-1,All_SGBs,Tibetan antelope,84.96
TP20200812-DBC68_DT2009055291-1,All_SGBs,Tibetan antelope,84.12
TP20200812-DBC70_DT2009055293-1,All_SGBs,Tibetan antelope,83.77
TP20200812-DBC71_DT2009055294-1,All_SGBs,Tibetan antelope,83.11
TP20200812-DBC72_DT2009055295-1,All_SGBs,Tibetan antelope,83.56
TP20200812-DBC73_DT2009055296-1,All_SGBs,Tibetan antelope,84.57
TP20200812-DBC74_DT2009055297-1,All_SGBs,Tibetan antelope,82.8
TP20200812-DBC75_DT2009055298-1,All_SGBs,Tibetan antelope,84.1
TP20200812-DBC77_DT2009055300-1,All_SGBs,Tibetan antelope,83.64
TP20200812-DBC85_DT2009055308-1,All_SGBs,Tibetan antelope,82.89
TP20200812-DBC88_DT2009055311-1,All_SGBs,Tibetan antelope,82.95
TP20200812-DBC92_DT2009055315-1,All_SGBs,Tibetan antelope,84.18
TP20200812-DBC93_DT2009055316-1,All_SGBs,Tibetan antelope,82.79
TP20200812-DBC95_DT2009055318-1,All_SGBs,Tibetan antelope,82.04
TP20200812-DBC100_DT2009055323-1,All_SGBs,Tibetan antelope,82.41
TP20200812-DBC101_DT2009055324-1,All_SGBs,Tibetan antelope,83.21
TP20200812-DBC102_DT2009055325-1,All_SGBs,Tibetan antelope,83.14
TP20200812-DBC103_DT2009055326-1,All_SGBs,Tibetan antelope,83.95
TP20200812-DBC105_DT2009055328-1,All_SGBs,Tibetan antelope,83.1
TP20200814-DZC3_DT2009055331-1,All_SGBs,Tibetan antelope,85.04
TP20200814-DZC5_DT2009055333-1,All_SGBs,Tibetan antelope,81.54
TP20200814-DZC17_DT2009055345-1,All_SGBs,Tibetan antelope,83.97
TP20200814-DZC20_DT2009055348-1,All_SGBs,Tibetan antelope,85.99
TP20200814-DZC24_DT2009055352-1,All_SGBs,Tibetan antelope,82.81
TP20200814-DZC27_DT2009055355-1,All_SGBs,Tibetan antelope,86
TP20200814-DZC28_DT2009055356-1,All_SGBs,Tibetan antelope,84.78
TP20200814-DZC31_DT2009055359-1,All_SGBs,Tibetan antelope,83.62
TP20200814-DZC34_DT2009055362-1,All_SGBs,Tibetan antelope,83.86
TP20200814-DZC37_DT2009055365-1,All_SGBs,Tibetan antelope,82.5
TP20200814-DZC38_DT2009055366-1,All_SGBs,Tibetan antelope,84.18
TP20200814-DZC39_DT2009055367-1,All_SGBs,Tibetan antelope,80.53
TP20200814-DZC40_DT2009055368-1,All_SGBs,Tibetan antelope,83.98
TP20200814-DZC41_DT2009055369-1,All_SGBs,Tibetan antelope,84.21
TP20200814-DZC42_DT2009055370-1,All_SGBs,Tibetan antelope,85.27
TP20200814-DZC43_DT2009055371-1,All_SGBs,Tibetan antelope,85.31
TP20200814-DZC44_DT2009055372-1,All_SGBs,Tibetan antelope,84.87
TP20200814-DZC46_DT2009055374-1,All_SGBs,Tibetan antelope,84
TP20200814-DZC49_DT2009055377-1,All_SGBs,Tibetan antelope,75.73
TP20200814-DZC50_DT2009055378-1,All_SGBs,Tibetan antelope,84.84
TP20200814-DZC51_DT2009055379-1,All_SGBs,Tibetan antelope,82.98
TP20200814-DZC53_DT2009055381-1,All_SGBs,Tibetan antelope,83.08
TP20200814-DZC54_DT2009055382-1,All_SGBs,Tibetan antelope,85.45
TP20200814-DZC56_DT2009055384-1,All_SGBs,Tibetan antelope,85.93
TP20200814-DZC58_DT2009055386-1,All_SGBs,Tibetan antelope,84.36
TP20200814-DZC59_DT2009055387-1,All_SGBs,Tibetan antelope,82.81
TP20200814-DZC60_DT2009055388-1,All_SGBs,Tibetan antelope,85.13
TP20200814-DZC62_DT2009055390-1,All_SGBs,Tibetan antelope,82.59
TP20200814-DZC63_DT2009055391-1,All_SGBs,Tibetan antelope,82.85
TP20200814-DZC64_DT2009055392-1,All_SGBs,Tibetan antelope,84.62
TP20200814-DZC65_DT2009055393-1,All_SGBs,Tibetan antelope,87.73
TP20200814-DZC66_DT2009055394-1,All_SGBs,Tibetan antelope,83.41
TP20200814-DZC68_DT2009055396-1,All_SGBs,Tibetan antelope,80.42
TP20200814-DZC70_DT2009055398-1,All_SGBs,Tibetan antelope,77.95
TP20200814-DZC72_DT2009055400-1,All_SGBs,Tibetan antelope,79.91
TP20200814-DZC73_DT2009055401-1,All_SGBs,Tibetan antelope,84.49
TP20200814-DZC74_DT2009055402-1,All_SGBs,Tibetan antelope,80.78
TP20200814-DZC75_DT2009055403-1,All_SGBs,Tibetan antelope,84.69
TP20200814-DZC76_DT2009055404-1,All_SGBs,Tibetan antelope,84.14
TP20200814-DZC79_DT2009055407-1,All_SGBs,Tibetan antelope,81.43
TP20200814-DZC80_DT2009055408-1,All_SGBs,Tibetan antelope,86.22
TP20200814-DZC84_DT2009055412-1,All_SGBs,Tibetan antelope,83.49
TP20200814-DZC85_DT2009055413-1,All_SGBs,Tibetan antelope,83.84
TP20200814-DZC88_DT2009055416-1,All_SGBs,Tibetan antelope,84.29
TP20200814-DZC92_DT2009055420-1,All_SGBs,Tibetan antelope,85.72
TP20200814-DZC93_DT2009055421-1,All_SGBs,Tibetan antelope,82.89
TP20200814-DZC94_DT2009055422-1,All_SGBs,Tibetan antelope,86.51
TP20200814-DZC95_DT2009055423-1,All_SGBs,Tibetan antelope,82.99
TP20200814-DZC96_DT2009055424-1,All_SGBs,Tibetan antelope,82.82
TP20200814-DZC97_DT2009055425-1,All_SGBs,Tibetan antelope,86.31
TP20200814-DZC100_DT2009055428-1,All_SGBs,Tibetan antelope,84.51
TP20200814-DZC103_DT2009055431-1,All_SGBs,Tibetan antelope,84.18
T1900044948_TA20190001,All_SGBs,Tibetan ass,68.34
T1900044949_TA20190002,All_SGBs,Tibetan ass,66.97
T1900044950_TA20190003,All_SGBs,Tibetan ass,69.52
T1900044951_TA20190004,All_SGBs,Tibetan ass,68.38
T1900044952_TA20190005,All_SGBs,Tibetan ass,69.12
T1900044953_TA20190006,All_SGBs,Tibetan ass,68.25
T1900044954_TA20190008,All_SGBs,Tibetan ass,67.72
T1900044955_TA20190009,All_SGBs,Tibetan ass,70.03
T1900044956_TA20190011,All_SGBs,Tibetan ass,68.75
T1900044957_TA20190013,All_SGBs,Tibetan ass,68.73
T1900044958_TA20190014,All_SGBs,Tibetan ass,67.91
T1900044959_TA20190016,All_SGBs,Tibetan ass,67.37
T1900044960_TA20190018,All_SGBs,Tibetan ass,68.9
T1900044961_TA20190021,All_SGBs,Tibetan ass,67.57
T1900044962_TA20190024,All_SGBs,Tibetan ass,70.22
T1900044965_TA20190027,All_SGBs,Tibetan ass,62.39
T1900044966_TA20190028,All_SGBs,Tibetan ass,72.13
T1900044967_TA20190029,All_SGBs,Tibetan ass,71.82
T1900044968_TA20190030,All_SGBs,Tibetan ass,67.78
T1900044969_TA20190031,All_SGBs,Tibetan ass,69.77
T1900044977_TA20190039,All_SGBs,Tibetan ass,72.43
T1900044978_TA20190040,All_SGBs,Tibetan ass,72.13
T1900044979_TA20190041,All_SGBs,Tibetan ass,68.45
T1900044980_TA20190042,All_SGBs,Tibetan ass,70.32
T1900044981_TA20190043,All_SGBs,Tibetan ass,70.84
T1900044985_TA20190047,All_SGBs,Tibetan ass,66.74
T1900044986_TA20190048,All_SGBs,Tibetan ass,71.54
T1900044987_TA20190049,All_SGBs,Tibetan ass,69.43
T1900044988_TA20190050,All_SGBs,Tibetan ass,69.88
T1900044989_TA20190051,All_SGBs,Tibetan ass,70.44
T1900044990_TA20190052,All_SGBs,Tibetan ass,70.32
T1900044991_TA20190053,All_SGBs,Tibetan ass,71.78
T1900044992_TA20190054,All_SGBs,Tibetan ass,70.94
T1900044993_TA20190055,All_SGBs,Tibetan ass,70.6
T1900044994_TA20190056,All_SGBs,Tibetan ass,71.5
T1900044995_TA20190057,All_SGBs,Tibetan ass,72.75
T1900044996_TA20190058,All_SGBs,Tibetan ass,66.75
T1900044997_TA20190059,All_SGBs,Tibetan ass,69.54
T1900044998_TA20190060,All_SGBs,Tibetan ass,71.86
T1900044999_TA20190061,All_SGBs,Tibetan ass,66.74
T1900045000_TA20190062,All_SGBs,Tibetan ass,69.9
T1900045001_TA20190063,All_SGBs,Tibetan ass,71.66
T1900045002_TA20190064,All_SGBs,Tibetan ass,66.37
T1900045003_TA20190065,All_SGBs,Tibetan ass,71.55
T1900045004_TA20190066,All_SGBs,Tibetan ass,71.29
T1900045005_TA20190067,All_SGBs,Tibetan ass,71.33
T1900045006_TA20190068,All_SGBs,Tibetan ass,70.07
T1900045007_TA20190069,All_SGBs,Tibetan ass,69.88
T1900045011_TC20190004,All_SGBs,Tibetan cattle,66.8
T1900045013_TC20190006,All_SGBs,Tibetan cattle,69.48
T1900045019_TC20190012,All_SGBs,Tibetan cattle,63.71
T1900045020_TC20190013,All_SGBs,Tibetan cattle,68.83
T1900045021_TC20190014,All_SGBs,Tibetan cattle,71.41
T1900045022_TC20190015,All_SGBs,Tibetan cattle,67.76
T1900045023_TC20190016,All_SGBs,Tibetan cattle,70.41
T1900045024_TC20190017,All_SGBs,Tibetan cattle,71.06
T1900045025_TC20190018,All_SGBs,Tibetan cattle,67.59
T1900045026_TC20190019,All_SGBs,Tibetan cattle,68.25
T1900045027_TC20190020,All_SGBs,Tibetan cattle,66.11
T1900045028_TC20190021,All_SGBs,Tibetan cattle,73.33
T1900045029_TC20190022,All_SGBs,Tibetan cattle,66.13
T1900045030_TC20190023,All_SGBs,Tibetan cattle,68.32
T1900045031_TC20190024,All_SGBs,Tibetan cattle,65.64
T1900045032_TC20190025,All_SGBs,Tibetan cattle,71.8
T1900045033_TC20190026,All_SGBs,Tibetan cattle,61.04
T1900045034_TC20190027,All_SGBs,Tibetan cattle,67.91
T1900045035_TC20190028,All_SGBs,Tibetan cattle,69.28
T1900045036_TC20190029,All_SGBs,Tibetan cattle,67.59
T1900045037_TC20190030,All_SGBs,Tibetan cattle,70.32
T1900045038_TC20190031,All_SGBs,Tibetan cattle,69.61
T1900045039_TC20190032,All_SGBs,Tibetan cattle,70.9
T1900045040_TC20190033,All_SGBs,Tibetan cattle,67.62
T1900045041_TC20190034,All_SGBs,Tibetan cattle,68.29
T1900045042_TC20190035,All_SGBs,Tibetan cattle,68.08
T1900045043_TC20190036,All_SGBs,Tibetan cattle,66.98
T1900045044_TC20190037,All_SGBs,Tibetan cattle,70.79
T1900045045_TC20190038,All_SGBs,Tibetan cattle,69.47
T1900045046_TC20190039,All_SGBs,Tibetan cattle,69.76
T1900045048_TC20190041,All_SGBs,Tibetan cattle,71.22
T1900045049_TC20190042,All_SGBs,Tibetan cattle,70.65
T1900045050_TC20190043,All_SGBs,Tibetan cattle,69.22
T1900045051_TC20190044,All_SGBs,Tibetan cattle,72.25
T1900045053_TC20190046,All_SGBs,Tibetan cattle,65.84
T1900045054_TC20190047,All_SGBs,Tibetan cattle,60.44
T1900045055_TC20190048,All_SGBs,Tibetan cattle,67.18
T1900045056_TC20190049,All_SGBs,Tibetan cattle,69.36
T1900045058_TC20190051,All_SGBs,Tibetan cattle,62
T1900045060_TC20190053,All_SGBs,Tibetan cattle,66.93
T1900045061_TC20190054,All_SGBs,Tibetan cattle,69
T1900045063_TC20190056,All_SGBs,Tibetan cattle,69.39
T1900045064_TC20190058,All_SGBs,Tibetan cattle,73.1
T1900045065_TC20190059,All_SGBs,Tibetan cattle,71.05
T1900045066_TC20190060,All_SGBs,Tibetan cattle,68.29
T1900045067_TC20190061,All_SGBs,Tibetan cattle,72.74
T1900045068_TC20190062,All_SGBs,Tibetan cattle,66.99
T1900045070_TC20190064,All_SGBs,Tibetan cattle,70.15
T1900045071_TC20190065,All_SGBs,Tibetan cattle,69.86
T1900045072_TC20190066,All_SGBs,Tibetan cattle,69.08
T1900045073_TC20190067,All_SGBs,Tibetan cattle,66.02
T1900045074_TC20190068,All_SGBs,Tibetan cattle,69.63
T1900045075_TC20190069,All_SGBs,Tibetan cattle,69.29
T1900045076_TC20190070,All_SGBs,Tibetan cattle,69.22
T1900045077_TC20190071,All_SGBs,Tibetan cattle,68.64
T1900045078_TC20190072,All_SGBs,Tibetan cattle,68.42
T1900045079_TC20190073,All_SGBs,Tibetan cattle,69.86
T1900045080_TC20190074,All_SGBs,Tibetan cattle,70.17
T1900045081_TC20190075,All_SGBs,Tibetan cattle,72.76
T1900045082_TC20190076,All_SGBs,Tibetan cattle,67.75
T1900045083_TC20190077,All_SGBs,Tibetan cattle,72.77
T1900045084_TC20190078,All_SGBs,Tibetan cattle,67.81
T1900045085_TC20190079,All_SGBs,Tibetan cattle,65.28
T1900045086_TC20190080,All_SGBs,Tibetan cattle,72.45
T1900045087_TC20190081,All_SGBs,Tibetan cattle,67.58
T1900045088_TC20190082,All_SGBs,Tibetan cattle,73.7
T1900045089_TC20190083,All_SGBs,Tibetan cattle,66.72
T1900045090_TC20190084,All_SGBs,Tibetan cattle,71.27
T1900045091_TC20190085,All_SGBs,Tibetan cattle,72.17
T1900045092_TC20190086,All_SGBs,Tibetan cattle,68.45
T1900045094_TC20190088,All_SGBs,Tibetan cattle,63.97
T1900045095_TC20190089,All_SGBs,Tibetan cattle,69.5
