SGB,Database,Host,Mapping_rate
T1900045061_TC20190054,GTDB,Tibetan cattle,25.31
T1900045063_TC20190056,GTDB,Tibetan cattle,26.56
T1900045064_TC20190058,GTDB,Tibetan cattle,27.55
T1900045065_TC20190059,GTDB,Tibetan cattle,26.53
T1900045066_TC20190060,GTDB,Tibetan cattle,25.94
T1900045067_TC20190061,GTDB,Tibetan cattle,26.12
T1900045068_TC20190062,GTDB,Tibetan cattle,25.9
T1900045070_TC20190064,GTDB,Tibetan cattle,27.77
T1900045071_TC20190065,GTDB,Tibetan cattle,26.27
T1900045072_TC20190066,GTDB,Tibetan cattle,27.08
T1900045073_TC20190067,GTDB,Tibetan cattle,25.57
T1900045074_TC20190068,GTDB,Tibetan cattle,25.82
T1900045075_TC20190069,GTDB,Tibetan cattle,26.23
T1900045076_TC20190070,GTDB,Tibetan cattle,27.24
T1900045077_TC20190071,GTDB,Tibetan cattle,25.85
T1900045078_TC20190072,GTDB,Tibetan cattle,26.83
T1900045079_TC20190073,GTDB,Tibetan cattle,27.68
T1900045080_TC20190074,GTDB,Tibetan cattle,26.69
T1900045081_TC20190075,GTDB,Tibetan cattle,27.79
T1900045082_TC20190076,GTDB,Tibetan cattle,26.27
T1900045083_TC20190077,GTDB,Tibetan cattle,27.62
T1900045084_TC20190078,GTDB,Tibetan cattle,25.95
T1900045085_TC20190079,GTDB,Tibetan cattle,25.66
T1900045086_TC20190080,GTDB,Tibetan cattle,26.85
T1900045087_TC20190081,GTDB,Tibetan cattle,26.78
T1900045088_TC20190082,GTDB,Tibetan cattle,27.13
T1900045089_TC20190083,GTDB,Tibetan cattle,26.22
T1900045090_TC20190084,GTDB,Tibetan cattle,25.84
T1900045091_TC20190085,GTDB,Tibetan cattle,25.43
T1900045092_TC20190086,GTDB,Tibetan cattle,27.26
T1900045094_TC20190088,GTDB,Tibetan cattle,25.58
T1900045095_TC20190089,GTDB,Tibetan cattle,26.01
T1900045096_TC20190090,GTDB,Tibetan cattle,27.44
T1900045097_TC20190091,GTDB,Tibetan cattle,25.95
T1900045098_TC20190092,GTDB,Tibetan cattle,26.75
T1900045099_TC20190093,GTDB,Tibetan cattle,27.19
T1900045100_TC20190094,GTDB,Tibetan cattle,27.97
T1900045101_TC20190095,GTDB,Tibetan cattle,27.76
T1900045102_TC20190096,GTDB,Tibetan cattle,27.92
T1900045103_TC20190097,GTDB,Tibetan cattle,28.13
T1900045104_TC20190098,GTDB,Tibetan cattle,27.07
T1900045105_TC20190099,GTDB,Tibetan cattle,28.66
T1900045106_TC20190100,GTDB,Tibetan cattle,28.4
T1900045107_TC20190101,GTDB,Tibetan cattle,27.03
T1900045108_TC20190102,GTDB,Tibetan cattle,26.5
T1900045109_TC20190103,GTDB,Tibetan cattle,26.32
T1900045110_TC20190104,GTDB,Tibetan cattle,27.63
T1900045111_TC20190105,GTDB,Tibetan cattle,26.13
T1900045112_TC20190106,GTDB,Tibetan cattle,26.64
T1900045113_TC20190107,GTDB,Tibetan cattle,28.11
T1900045114_TC20190108,GTDB,Tibetan cattle,26.54
T1900045115_TC20190109,GTDB,Tibetan cattle,26.42
T1900045116_TC20190110,GTDB,Tibetan cattle,26.27
T1900045117_TC20190111,GTDB,Tibetan cattle,26.99
T1900045118_TC20190112,GTDB,Tibetan cattle,28.56
T1900045119_TC20190113,GTDB,Tibetan cattle,26.66
T1900045120_TC20190114,GTDB,Tibetan cattle,27.21
T1900045121_TC20190115,GTDB,Tibetan cattle,26.39
T1900045122_TC20190116,GTDB,Tibetan cattle,26.48
T1900045123_TC20190117,GTDB,Tibetan cattle,28.51
T1900045124_TC20190118,GTDB,Tibetan cattle,26.76
T1900045125_TC20190119,GTDB,Tibetan cattle,26.97
T1900045126_TC20190120,GTDB,Tibetan cattle,26.66
T1900045127_TC20190121,GTDB,Tibetan cattle,26.36
T1900045128_TC20190122,GTDB,Tibetan cattle,26.77
T1900045129_TC20190123,GTDB,Tibetan cattle,25.77
T1900045130_TC20190124,GTDB,Tibetan cattle,28.31
T1900045131_TC20190125,GTDB,Tibetan cattle,27.36
T1900045132_TC20190126,GTDB,Tibetan cattle,27.19
T1900045133_TC20190127,GTDB,Tibetan cattle,31.96
T1900045135_TC20190129,GTDB,Tibetan cattle,27.8
T1900045136_TC20190130,GTDB,Tibetan cattle,26.68
T1900045137_TC20190131,GTDB,Tibetan cattle,26.78
T1900045138_TC20190132,GTDB,Tibetan cattle,27.47
T1900045139_TC20190133,GTDB,Tibetan cattle,27.47
T1900045140_TC20190134,GTDB,Tibetan cattle,27.24
T1900045141_TC20190135,GTDB,Tibetan cattle,26.7
T1900045142_TC20190136,GTDB,Tibetan cattle,26.9
T1900045143_TC20190137,GTDB,Tibetan cattle,26.71
T1900045144_TC20190138,GTDB,Tibetan cattle,25.73
T1900045145_TC20190139,GTDB,Tibetan cattle,24.86
T1900045146_TC20190140,GTDB,Tibetan cattle,26.75
T1900045147_TC20190141,GTDB,Tibetan cattle,25.59
T1900045148_TC20190142,GTDB,Tibetan cattle,26.07
T1900045149_TC20190143,GTDB,Tibetan cattle,26.92
T1900045150_TC20190144,GTDB,Tibetan cattle,27.59
T1900045151_TC20190145,GTDB,Tibetan cattle,26.72
T1900045153_TC20190147,GTDB,Tibetan cattle,26.37
T1900045154_TC20190148,GTDB,Tibetan cattle,25.94
T1900045155_TC20190149,GTDB,Tibetan cattle,26.03
T1900045156_TC20190150,GTDB,Tibetan cattle,27.68
T1900045157_TC20190151,GTDB,Tibetan cattle,29.41
T1900045158_TC20190152,GTDB,Tibetan cattle,26.27
T1900045159_TC20190153,GTDB,Tibetan cattle,25.94
T1900045160_TC20190154,GTDB,Tibetan cattle,28.46
T1900045161_TC20190155,GTDB,Tibetan cattle,27.81
T1900045162_TC20190156,GTDB,Tibetan cattle,26.16
T1900045163_TC20190157,GTDB,Tibetan cattle,27.27
T1900045164_TC20190158,GTDB,Tibetan cattle,29.01
T1900045165_TC20190159,GTDB,Tibetan cattle,27.99
T1900045166_TC20190160,GTDB,Tibetan cattle,30.8
T1900045167_TC20190161,GTDB,Tibetan cattle,26.42
T1900045168_TC20190162,GTDB,Tibetan cattle,29.66
T1900045170_TC20190164,GTDB,Tibetan cattle,32.13
T1900045171_TC20190165,GTDB,Tibetan cattle,26.68
T1900045172_TC20190168,GTDB,Tibetan cattle,28.54
T1900045173_TC20190169,GTDB,Tibetan cattle,28.37
T1900045174_TC20190170,GTDB,Tibetan cattle,28.73
T1900045175_TC20190171,GTDB,Tibetan cattle,28.04
T1900045176_TC20190172,GTDB,Tibetan cattle,29.2
T1900045178_TC20190174,GTDB,Tibetan cattle,27.6
T1900045179_TC20190175,GTDB,Tibetan cattle,29.09
T1900045180_TC20190176,GTDB,Tibetan cattle,29.63
T1900045181_TC20190177,GTDB,Tibetan cattle,28.71
T1900045182_TC20190178,GTDB,Tibetan cattle,29.88
T1900045183_TC20190179,GTDB,Tibetan cattle,28.42
T1900045184_TC20190180,GTDB,Tibetan cattle,29.09
T1900045185_TC20190181,GTDB,Tibetan cattle,28.7
T1900045186_TC20190182,GTDB,Tibetan cattle,28.91
T1900045187_TC20190183,GTDB,Tibetan cattle,28.71
T1900045188_TC20190184,GTDB,Tibetan cattle,28.83
T1900045189_TC20190185,GTDB,Tibetan cattle,28.92
T1900045190_TC20190186,GTDB,Tibetan cattle,32.04
T1900045192_TC20190188,GTDB,Tibetan cattle,26.14
T1900045193_TC20190189,GTDB,Tibetan cattle,26.86
T1900045194_TC20190190,GTDB,Tibetan cattle,26.76
T1900045195_TC20190191,GTDB,Tibetan cattle,28.45
T1900045198_TC20190194,GTDB,Tibetan cattle,28.81
T1900045199_TC20190195,GTDB,Tibetan cattle,28.41
T1900045200_TC20190196,GTDB,Tibetan cattle,26.81
T1900045201_TC20190197,GTDB,Tibetan cattle,28.58
T1900045202_TC20190198,GTDB,Tibetan cattle,28.12
T1900045203_TC20190199,GTDB,Tibetan cattle,27.32
T1900045204_TC20190200,GTDB,Tibetan cattle,28.9
T1900045206_TC20190202,GTDB,Tibetan cattle,29.11
T1900045208_TC20190204,GTDB,Tibetan cattle,30.19
T1900045209_TC20190205,GTDB,Tibetan cattle,28.37
T1900045211_TC20190207,GTDB,Tibetan cattle,27.76
T1900045213_TC20190209,GTDB,Tibetan cattle,27.58
T1900045214_TC20190210,GTDB,Tibetan cattle,26.78
T1900045215_TC20190211,GTDB,Tibetan cattle,28.64
T1900045216_TC20190212,GTDB,Tibetan cattle,28.57
T1900045217_TC20190213,GTDB,Tibetan cattle,28.26
T1900045218_TC20190214,GTDB,Tibetan cattle,28.69
T1900045219_TC20190215,GTDB,Tibetan cattle,28.87
T1900045220_TC20190216,GTDB,Tibetan cattle,27.24
T1900045223_TC20190219,GTDB,Tibetan cattle,28.41
T1900045224_TC20190220,GTDB,Tibetan cattle,27.47
T1900045225_TC20190221,GTDB,Tibetan cattle,29.1
T1900045226_TC20190222,GTDB,Tibetan cattle,28.9
T1900045227_TC20190223,GTDB,Tibetan cattle,28.93
T1900045229_TC20190225,GTDB,Tibetan cattle,29
T1900045773_TC20190227,GTDB,Tibetan cattle,28.1
T1900045774_TC20190228,GTDB,Tibetan cattle,29.45
T1900045775_TC20190229,GTDB,Tibetan cattle,27.69
T1900045776_TC20190230,GTDB,Tibetan cattle,29.6
T1900045011_TC20190004,RUG,Tibetan cattle,16.16
T1900045013_TC20190006,RUG,Tibetan cattle,16.13
T1900045019_TC20190012,RUG,Tibetan cattle,11.92
T1900045020_TC20190013,RUG,Tibetan cattle,17.69
T1900045021_TC20190014,RUG,Tibetan cattle,15.66
T1900045022_TC20190015,RUG,Tibetan cattle,15.45
T1900045023_TC20190016,RUG,Tibetan cattle,14.92
T1900045024_TC20190017,RUG,Tibetan cattle,15.17
T1900045025_TC20190018,RUG,Tibetan cattle,15.77
T1900045026_TC20190019,RUG,Tibetan cattle,13.86
T1900045027_TC20190020,RUG,Tibetan cattle,15.41
T1900045028_TC20190021,RUG,Tibetan cattle,13.78
T1900045029_TC20190022,RUG,Tibetan cattle,15.11
T1900045030_TC20190023,RUG,Tibetan cattle,15.77
T1900045031_TC20190024,RUG,Tibetan cattle,13.85
T1900045032_TC20190025,RUG,Tibetan cattle,14.71
T1900045033_TC20190026,RUG,Tibetan cattle,18.61
T1900045034_TC20190027,RUG,Tibetan cattle,14.08
T1900045035_TC20190028,RUG,Tibetan cattle,14.47
T1900045036_TC20190029,RUG,Tibetan cattle,13.87
T1900045037_TC20190030,RUG,Tibetan cattle,14.04
T1900045038_TC20190031,RUG,Tibetan cattle,14.93
T1900045039_TC20190032,RUG,Tibetan cattle,15.43
T1900045040_TC20190033,RUG,Tibetan cattle,14.2
T1900045041_TC20190034,RUG,Tibetan cattle,13.93
T1900045042_TC20190035,RUG,Tibetan cattle,13.85
T1900045043_TC20190036,RUG,Tibetan cattle,14.59
T1900045044_TC20190037,RUG,Tibetan cattle,14.39
T1900045045_TC20190038,RUG,Tibetan cattle,14.47
T1900045046_TC20190039,RUG,Tibetan cattle,15.33
T1900045048_TC20190041,RUG,Tibetan cattle,14.54
T1900045049_TC20190042,RUG,Tibetan cattle,14.65
T1900045050_TC20190043,RUG,Tibetan cattle,15.3
T1900045051_TC20190044,RUG,Tibetan cattle,14.31
T1900045053_TC20190046,RUG,Tibetan cattle,15.33
T1900045054_TC20190047,RUG,Tibetan cattle,15.09
T1900045055_TC20190048,RUG,Tibetan cattle,16.91
T1900045056_TC20190049,RUG,Tibetan cattle,16.01
T1900045058_TC20190051,RUG,Tibetan cattle,16.77
T1900045060_TC20190053,RUG,Tibetan cattle,14.55
T1900045061_TC20190054,RUG,Tibetan cattle,14.38
T1900045063_TC20190056,RUG,Tibetan cattle,13.78
T1900045064_TC20190058,RUG,Tibetan cattle,15.19
T1900045065_TC20190059,RUG,Tibetan cattle,14.03
T1900045066_TC20190060,RUG,Tibetan cattle,14.61
T1900045067_TC20190061,RUG,Tibetan cattle,13.41
T1900045068_TC20190062,RUG,Tibetan cattle,14.03
T1900045070_TC20190064,RUG,Tibetan cattle,14.14
T1900045071_TC20190065,RUG,Tibetan cattle,15.18
T1900045072_TC20190066,RUG,Tibetan cattle,15.31
T1900045073_TC20190067,RUG,Tibetan cattle,14.13
T1900045074_TC20190068,RUG,Tibetan cattle,14.9
T1900045075_TC20190069,RUG,Tibetan cattle,16.01
T1900045076_TC20190070,RUG,Tibetan cattle,14.85
T1900045077_TC20190071,RUG,Tibetan cattle,14.12
T1900045078_TC20190072,RUG,Tibetan cattle,16.02
T1900045079_TC20190073,RUG,Tibetan cattle,15.67
T1900045080_TC20190074,RUG,Tibetan cattle,13.81
T1900045081_TC20190075,RUG,Tibetan cattle,15.97
T1900045082_TC20190076,RUG,Tibetan cattle,14.65
T1900045083_TC20190077,RUG,Tibetan cattle,14.72
T1900045084_TC20190078,RUG,Tibetan cattle,14.31
T1900045085_TC20190079,RUG,Tibetan cattle,14.61
T1900045086_TC20190080,RUG,Tibetan cattle,15.05
T1900045087_TC20190081,RUG,Tibetan cattle,16.19
T1900045088_TC20190082,RUG,Tibetan cattle,15.07
T1900045089_TC20190083,RUG,Tibetan cattle,14.46
T1900045090_TC20190084,RUG,Tibetan cattle,13.81
T1900045091_TC20190085,RUG,Tibetan cattle,12.94
T1900045092_TC20190086,RUG,Tibetan cattle,14.49
T1900045094_TC20190088,RUG,Tibetan cattle,13.93
T1900045095_TC20190089,RUG,Tibetan cattle,13.69
T1900045096_TC20190090,RUG,Tibetan cattle,15.51
T1900045097_TC20190091,RUG,Tibetan cattle,14.49
T1900045098_TC20190092,RUG,Tibetan cattle,16
T1900045099_TC20190093,RUG,Tibetan cattle,14.84
T1900045100_TC20190094,RUG,Tibetan cattle,15.79
T1900045101_TC20190095,RUG,Tibetan cattle,15.39
T1900045102_TC20190096,RUG,Tibetan cattle,14.88
T1900045103_TC20190097,RUG,Tibetan cattle,15.24
T1900045104_TC20190098,RUG,Tibetan cattle,15.3
T1900045105_TC20190099,RUG,Tibetan cattle,14.24
T1900045106_TC20190100,RUG,Tibetan cattle,15.79
T1900045107_TC20190101,RUG,Tibetan cattle,13.45
T1900045108_TC20190102,RUG,Tibetan cattle,13.99
T1900045109_TC20190103,RUG,Tibetan cattle,14.23
T1900045110_TC20190104,RUG,Tibetan cattle,15.72
T1900045111_TC20190105,RUG,Tibetan cattle,14.97
T1900045112_TC20190106,RUG,Tibetan cattle,14.9
T1900045113_TC20190107,RUG,Tibetan cattle,15.85
T1900045114_TC20190108,RUG,Tibetan cattle,14.26
T1900045115_TC20190109,RUG,Tibetan cattle,13.92
T1900045116_TC20190110,RUG,Tibetan cattle,14.26
T1900045117_TC20190111,RUG,Tibetan cattle,14.66
T1900045118_TC20190112,RUG,Tibetan cattle,15.7
T1900045119_TC20190113,RUG,Tibetan cattle,14.59
T1900045120_TC20190114,RUG,Tibetan cattle,14.14
T1900045121_TC20190115,RUG,Tibetan cattle,14.35
T1900045122_TC20190116,RUG,Tibetan cattle,14.25
T1900045123_TC20190117,RUG,Tibetan cattle,14.43
T1900045124_TC20190118,RUG,Tibetan cattle,14.09
T1900045125_TC20190119,RUG,Tibetan cattle,14.94
T1900045126_TC20190120,RUG,Tibetan cattle,14.42
T1900045127_TC20190121,RUG,Tibetan cattle,14.47
T1900045128_TC20190122,RUG,Tibetan cattle,13.88
T1900045129_TC20190123,RUG,Tibetan cattle,13.14
T1900045130_TC20190124,RUG,Tibetan cattle,14.4
T1900045131_TC20190125,RUG,Tibetan cattle,13.62
T1900045132_TC20190126,RUG,Tibetan cattle,14.32
T1900045133_TC20190127,RUG,Tibetan cattle,19.75
T1900045135_TC20190129,RUG,Tibetan cattle,15.13
T1900045136_TC20190130,RUG,Tibetan cattle,15.05
T1900045137_TC20190131,RUG,Tibetan cattle,14.36
T1900045138_TC20190132,RUG,Tibetan cattle,14.85
T1900045139_TC20190133,RUG,Tibetan cattle,14.61
T1900045140_TC20190134,RUG,Tibetan cattle,14.22
T1900045141_TC20190135,RUG,Tibetan cattle,14.46
T1900045142_TC20190136,RUG,Tibetan cattle,14.56
T1900045143_TC20190137,RUG,Tibetan cattle,16.31
T1900045144_TC20190138,RUG,Tibetan cattle,14.47
T1900045145_TC20190139,RUG,Tibetan cattle,14.27
T1900045146_TC20190140,RUG,Tibetan cattle,14.48
T1900045147_TC20190141,RUG,Tibetan cattle,13.86
T1900045148_TC20190142,RUG,Tibetan cattle,14.85
T1900045149_TC20190143,RUG,Tibetan cattle,14.31
T1900045150_TC20190144,RUG,Tibetan cattle,15.34
T1900045151_TC20190145,RUG,Tibetan cattle,15.12
T1900045153_TC20190147,RUG,Tibetan cattle,13.82
T1900045154_TC20190148,RUG,Tibetan cattle,15.13
T1900045155_TC20190149,RUG,Tibetan cattle,13.94
T1900045156_TC20190150,RUG,Tibetan cattle,13.83
T1900045157_TC20190151,RUG,Tibetan cattle,17.52
T1900045158_TC20190152,RUG,Tibetan cattle,13.54
T1900045159_TC20190153,RUG,Tibetan cattle,13.96
T1900045160_TC20190154,RUG,Tibetan cattle,15.26
T1900045161_TC20190155,RUG,Tibetan cattle,14.4
T1900045162_TC20190156,RUG,Tibetan cattle,14.21
T1900045163_TC20190157,RUG,Tibetan cattle,15
T1900045164_TC20190158,RUG,Tibetan cattle,16.16
T1900045165_TC20190159,RUG,Tibetan cattle,14.23
T1900045166_TC20190160,RUG,Tibetan cattle,16.67
T1900045167_TC20190161,RUG,Tibetan cattle,13.84
T1900045168_TC20190162,RUG,Tibetan cattle,19.49
T1900045170_TC20190164,RUG,Tibetan cattle,20.99
T1900045171_TC20190165,RUG,Tibetan cattle,15.33
T1900045172_TC20190168,RUG,Tibetan cattle,13.9
T1900045173_TC20190169,RUG,Tibetan cattle,13.87
T1900045174_TC20190170,RUG,Tibetan cattle,14.88
T1900045175_TC20190171,RUG,Tibetan cattle,14.98
T1900045176_TC20190172,RUG,Tibetan cattle,14.1
T1900045178_TC20190174,RUG,Tibetan cattle,13.72
T1900045179_TC20190175,RUG,Tibetan cattle,15.1
T1900045180_TC20190176,RUG,Tibetan cattle,14.62
T1900045181_TC20190177,RUG,Tibetan cattle,14.1
T1900045182_TC20190178,RUG,Tibetan cattle,14.41
T1900045183_TC20190179,RUG,Tibetan cattle,13.6
T1900045184_TC20190180,RUG,Tibetan cattle,14.52
T1900045185_TC20190181,RUG,Tibetan cattle,14.27
T1900045186_TC20190182,RUG,Tibetan cattle,12.82
T1900045187_TC20190183,RUG,Tibetan cattle,14.57
T1900045188_TC20190184,RUG,Tibetan cattle,16.99
T1900045189_TC20190185,RUG,Tibetan cattle,17.04
T1900045190_TC20190186,RUG,Tibetan cattle,15.95
T1900045192_TC20190188,RUG,Tibetan cattle,13.24
T1900045193_TC20190189,RUG,Tibetan cattle,15.77
T1900045194_TC20190190,RUG,Tibetan cattle,14.38
T1900045195_TC20190191,RUG,Tibetan cattle,18.14
T1900045198_TC20190194,RUG,Tibetan cattle,20.96
T1900045199_TC20190195,RUG,Tibetan cattle,17.44
T1900045200_TC20190196,RUG,Tibetan cattle,15.23
T1900045201_TC20190197,RUG,Tibetan cattle,15.3
T1900045202_TC20190198,RUG,Tibetan cattle,15.25
T1900045203_TC20190199,RUG,Tibetan cattle,16.51
T1900045204_TC20190200,RUG,Tibetan cattle,14.31
T1900045206_TC20190202,RUG,Tibetan cattle,15.92
T1900045208_TC20190204,RUG,Tibetan cattle,17.46
T1900045209_TC20190205,RUG,Tibetan cattle,17.26
T1900045211_TC20190207,RUG,Tibetan cattle,15.57
T1900045213_TC20190209,RUG,Tibetan cattle,14.59
T1900045214_TC20190210,RUG,Tibetan cattle,14.25
T1900045215_TC20190211,RUG,Tibetan cattle,16.13
T1900045216_TC20190212,RUG,Tibetan cattle,15.37
T1900045217_TC20190213,RUG,Tibetan cattle,17.13
T1900045218_TC20190214,RUG,Tibetan cattle,18.93
T1900045219_TC20190215,RUG,Tibetan cattle,14.5
T1900045220_TC20190216,RUG,Tibetan cattle,14.15
T1900045223_TC20190219,RUG,Tibetan cattle,14.92
T1900045224_TC20190220,RUG,Tibetan cattle,14.28
T1900045225_TC20190221,RUG,Tibetan cattle,17.11
T1900045226_TC20190222,RUG,Tibetan cattle,15.43
T1900045227_TC20190223,RUG,Tibetan cattle,15.46
T1900045229_TC20190225,RUG,Tibetan cattle,16.21
T1900045773_TC20190227,RUG,Tibetan cattle,16.06
T1900045774_TC20190228,RUG,Tibetan cattle,16.32
T1900045775_TC20190229,RUG,Tibetan cattle,15.7
T1900045776_TC20190230,RUG,Tibetan cattle,15.85
T1900045231_TH20190001,Earth,Tibetan horse,54.11
T1900045232_TH20190002,Earth,Tibetan horse,33.59
T1900045235_TH20190005,Earth,Tibetan horse,31.97
T1900045236_TH20190006,Earth,Tibetan horse,33.62
T1900045237_TH20190007,Earth,Tibetan horse,31.31
T1900045238_TH20190008,Earth,Tibetan horse,30.79
T1900045239_TH20190009,Earth,Tibetan horse,33.11
T1900045240_TH20190010,Earth,Tibetan horse,30.3
T1900045241_TH20190011,Earth,Tibetan horse,31.41
T1900045242_TH20190012,Earth,Tibetan horse,28.56
T1900045243_TH20190013,Earth,Tibetan horse,33.72
T1900045244_TH20190014,Earth,Tibetan horse,33.54
T1900045245_TH20190015,Earth,Tibetan horse,35.16
T1900045246_TH20190016,Earth,Tibetan horse,30.6
T1900045247_TH20190017,Earth,Tibetan horse,30.15
T1900045248_TH20190018,Earth,Tibetan horse,30.53
T1900045249_TH20190019,Earth,Tibetan horse,31.72
T1900045250_TH20190020,Earth,Tibetan horse,31.57
T1900045252_TH20190022,Earth,Tibetan horse,32.74
T1900045253_TH20190023,Earth,Tibetan horse,31.99
T1900045254_TH20190024,Earth,Tibetan horse,32.83
T1900045255_TH20190025,Earth,Tibetan horse,32.73
T1900045256_TH20190026,Earth,Tibetan horse,31.77
T1900045257_TH20190027,Earth,Tibetan horse,32.65
T1900045258_TH20190028,Earth,Tibetan horse,31.98
T1900045259_TH20190029,Earth,Tibetan horse,33.59
T1900045260_TH20190030,Earth,Tibetan horse,33.54
T1900045261_TH20190031,Earth,Tibetan horse,33.05
T1900045262_TH20190032,Earth,Tibetan horse,33.73
T1900045263_TH20190033,Earth,Tibetan horse,30.36
T1900045264_TH20190034,Earth,Tibetan horse,32.8
T1900045265_TH20190035,Earth,Tibetan horse,31.63
T1900045266_TH20190036,Earth,Tibetan horse,32.11
T1900045267_TH20190037,Earth,Tibetan horse,33.21
T1900045268_TH20190038,Earth,Tibetan horse,30.77
T1900045269_TH20190039,Earth,Tibetan horse,31.9
T1900045270_TH20190040,Earth,Tibetan horse,31.17
T1900045271_TH20190041,Earth,Tibetan horse,31.06
T1900045272_TH20190042,Earth,Tibetan horse,31.62
T1900045273_TH20190043,Earth,Tibetan horse,31.78
T1900045274_TH20190044,Earth,Tibetan horse,32.1
T1900045275_TH20190045,Earth,Tibetan horse,31.34
T1900045276_TH20190046,Earth,Tibetan horse,32.11
T1900045277_TH20190047,Earth,Tibetan horse,32.06
T1900045278_TH20190048,Earth,Tibetan horse,30.71
T1900045279_TH20190049,Earth,Tibetan horse,32.21
T1900045280_TH20190050,Earth,Tibetan horse,31.34
T1900045281_TH20190051,Earth,Tibetan horse,32.26
T1900045282_TH20190052,Earth,Tibetan horse,32.18
T1900045283_TH20190053,Earth,Tibetan horse,32.11
T1900045284_TH20190054,Earth,Tibetan horse,31.81
T1900045285_TH20190055,Earth,Tibetan horse,31.09
T1900045286_TH20190056,Earth,Tibetan horse,31.9
T1900045287_TH20190057,Earth,Tibetan horse,34.29
T1900045288_TH20190058,Earth,Tibetan horse,32.47
T1900045289_TH20190059,Earth,Tibetan horse,30.56
T1900045290_TH20190060,Earth,Tibetan horse,32.43
T1900045291_TH20190061,Earth,Tibetan horse,33.03
T1900045292_TH20190062,Earth,Tibetan horse,32.11
T1900045293_TH20190063,Earth,Tibetan horse,32.5
T1900045294_TH20190064,Earth,Tibetan horse,32.76
T1900045295_TH20190065,Earth,Tibetan horse,34.41
T1900045296_TH20190066,Earth,Tibetan horse,32.39
T1900045297_TH20190067,Earth,Tibetan horse,33.23
T1900045298_TH20190068,Earth,Tibetan horse,32.4
T1900045299_TH20190069,Earth,Tibetan horse,39.39
T1900045300_TH20190070,Earth,Tibetan horse,32.08
T1900045301_TH20190071,Earth,Tibetan horse,32.06
T1900045302_TH20190072,Earth,Tibetan horse,31.84
T1900045303_TH20190073,Earth,Tibetan horse,33.89
T1900045304_TH20190074,Earth,Tibetan horse,35.55
T1900045305_TH20190075,Earth,Tibetan horse,33.25
T1900045306_TH20190076,Earth,Tibetan horse,32
T1900045307_TH20190077,Earth,Tibetan horse,31.89
T1900045308_TH20190078,Earth,Tibetan horse,31.11
T1900045309_TH20190079,Earth,Tibetan horse,31.63
T1900045310_TH20190080,Earth,Tibetan horse,30.86
T1900045311_TH20190081,Earth,Tibetan horse,34.07
T2001009369_TH82,Earth,Tibetan horse,32.03
T1900045231_TH20190001,GTDB,Tibetan horse,52.09
T1900045232_TH20190002,GTDB,Tibetan horse,33
T1900045235_TH20190005,GTDB,Tibetan horse,28.72
T1900045236_TH20190006,GTDB,Tibetan horse,30.46
T1900045237_TH20190007,GTDB,Tibetan horse,29.32
T1900045238_TH20190008,GTDB,Tibetan horse,34.78
T1900045239_TH20190009,GTDB,Tibetan horse,31.1
T1900045240_TH20190010,GTDB,Tibetan horse,27.87
T1900045241_TH20190011,GTDB,Tibetan horse,29.2
T1900045242_TH20190012,GTDB,Tibetan horse,26.06
T1900045243_TH20190013,GTDB,Tibetan horse,30.15
T1900045244_TH20190014,GTDB,Tibetan horse,31.96
T1900045245_TH20190015,GTDB,Tibetan horse,35.24
T1900045246_TH20190016,GTDB,Tibetan horse,27.52
T1900045247_TH20190017,GTDB,Tibetan horse,26.94
T1900045248_TH20190018,GTDB,Tibetan horse,26.92
T1900045249_TH20190019,GTDB,Tibetan horse,27.59
T1900045250_TH20190020,GTDB,Tibetan horse,27.57
T1900045252_TH20190022,GTDB,Tibetan horse,29.65
T1900045253_TH20190023,GTDB,Tibetan horse,29.28
T1900045254_TH20190024,GTDB,Tibetan horse,30.7
T1900045255_TH20190025,GTDB,Tibetan horse,30.17
T1900045256_TH20190026,GTDB,Tibetan horse,29.31
T1900045257_TH20190027,GTDB,Tibetan horse,29.47
T1900045258_TH20190028,GTDB,Tibetan horse,29.55
T1900045259_TH20190029,GTDB,Tibetan horse,30.74
T1900045260_TH20190030,GTDB,Tibetan horse,30.56
T1900045261_TH20190031,GTDB,Tibetan horse,30.12
T1900045262_TH20190032,GTDB,Tibetan horse,29.42
T1900045263_TH20190033,GTDB,Tibetan horse,27.6
T1900045264_TH20190034,GTDB,Tibetan horse,29.99
T1900045265_TH20190035,GTDB,Tibetan horse,28.82
T1900045266_TH20190036,GTDB,Tibetan horse,28.6
T1900045267_TH20190037,GTDB,Tibetan horse,28.94
T1900045268_TH20190038,GTDB,Tibetan horse,28.89
T1900045269_TH20190039,GTDB,Tibetan horse,29.52
T1900045270_TH20190040,GTDB,Tibetan horse,28.78
T1900045271_TH20190041,GTDB,Tibetan horse,29.07
T1900045272_TH20190042,GTDB,Tibetan horse,28.23
T1900045273_TH20190043,GTDB,Tibetan horse,29.48
T1900045274_TH20190044,GTDB,Tibetan horse,29.13
T1900045275_TH20190045,GTDB,Tibetan horse,28.92
T1900045276_TH20190046,GTDB,Tibetan horse,29.7
T1900045277_TH20190047,GTDB,Tibetan horse,29.28
T1900045278_TH20190048,GTDB,Tibetan horse,27.95
T1900045279_TH20190049,GTDB,Tibetan horse,29.66
T1900045280_TH20190050,GTDB,Tibetan horse,29.01
T1900045281_TH20190051,GTDB,Tibetan horse,29.47
